run_id,capture_time_host,height_step_index,height_gt_mm,placement_index,board_center_gt_x_mm,board_center_gt_y_mm,board_rotation_gt_deg,marker_local_x_mm,marker_local_y_mm,marker_gt_x_mm,marker_gt_y_mm,frame_index,camera_id,camera_role,color_stamp_sec,other_camera_color_stamp_sec,pair_delta_ms,pair_sync_valid,marker_id,board_position,board_gt_z_mm,detection_valid,center_u_raw_px,center_v_raw_px,center_u_undist_px,center_v_undist_px,corner0_u_raw_px,corner0_v_raw_px,corner1_u_raw_px,corner1_v_raw_px,corner2_u_raw_px,corner2_v_raw_px,corner3_u_raw_px,corner3_v_raw_px,corner0_u_undist_px,corner0_v_undist_px,corner1_u_undist_px,corner1_v_undist_px,corner2_u_undist_px,corner2_v_undist_px,corner3_u_undist_px,corner3_v_undist_px,pnp_valid,pnp_method,pnp_tx_camera_mm,pnp_ty_camera_mm,pnp_tz_camera_mm,pnp_rvec_x,pnp_rvec_y,pnp_rvec_z,pnp_reprojection_rmse_px,depth_available,depth_stamp_sec,color_depth_delta_ms,depth_encoding,depth_center_roi_raw_median,depth_center_roi_valid_pixels,depth_center_roi_status,color_image_relpath,depth_image_relpath
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,-80.000000,123.500000,-80.000000,123.500000,1,ihawk1,primary,1786166380.980192900,1786166380.953104973,27.087927,1,0,TL,0.000000,1,221.878353,227.074207,221.878353,227.074207,201.710159,225.219910,229.045380,216.209106,242.546204,228.479416,214.211670,238.388397,201.710159,225.219910,229.045380,216.209106,242.546204,228.479416,214.211670,238.388397,1,IPPE_SQUARE,-167.076076,40.479616,670.307248,1.982086782,-0.665814024,0.409219249,0.032259,1,1786166380.956590891,23.602009,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,80.000000,123.500000,80.000000,123.500000,1,ihawk1,primary,1786166380.980192900,1786166380.953104973,27.087927,1,1,TR,0.000000,1,292.187683,203.348877,292.187683,203.348877,273.913300,202.116852,295.713257,194.330872,310.660156,204.449417,288.464020,212.498367,273.913300,202.116852,295.713257,194.330872,310.660156,204.449417,288.464020,212.498367,1,IPPE_SQUARE,-56.611484,1.174053,760.207434,1.993013323,-0.678603589,0.396475470,0.116412,1,1786166380.956590891,23.602009,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,-80.000000,-123.500000,-80.000000,-123.500000,1,ihawk1,primary,1786166380.980192900,1786166380.953104973,27.087927,1,2,BL,0.000000,1,300.087669,304.795364,300.087669,304.795364,273.226654,301.466919,304.706543,286.203400,327.570190,306.802490,294.847290,324.708649,273.226654,301.466919,304.706543,286.203400,327.570190,306.802490,294.847290,324.708649,1,IPPE_SQUARE,-28.198673,130.266077,514.976547,1.986542016,-0.669955152,0.407002153,0.113759,1,1786166380.956590891,23.602009,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,80.000000,-123.500000,80.000000,-123.500000,1,ihawk1,primary,1786166380.980192900,1786166380.953104973,27.087927,1,3,BR,0.000000,1,379.279190,264.629646,379.279190,264.629646,355.168152,262.173676,379.133270,250.225067,403.552887,266.332489,379.262451,279.787354,355.168152,262.173676,379.133270,250.225067,403.552887,266.332489,379.262451,279.787354,1,IPPE_SQUARE,83.961833,90.727783,591.037303,1.992193413,-0.677533521,0.418849005,0.011844,1,1786166380.956590891,23.602009,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,ihawk1,primary,1786166380.980192900,1786166380.953104973,27.087927,1,4,C,0.000000,1,295.497498,244.719704,295.497498,244.719704,273.652832,242.060928,299.494171,232.584229,317.550659,246.574142,291.292328,257.659515,273.652832,242.060928,299.494171,232.584229,317.550659,246.574142,291.292328,257.659515,1,IPPE_SQUARE,-42.185664,66.395972,637.384921,1.992060777,-0.657654782,0.439774579,0.117173,1,1786166380.956590891,23.602009,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,-80.000000,123.500000,-80.000000,123.500000,1,ihawk2,secondary,1786166380.953104973,1786166380.980192900,27.087927,1,0,TL,0.000000,1,190.391220,353.720505,190.391220,353.720505,161.355743,372.029938,174.676559,336.633209,217.286102,335.653046,208.246475,370.565826,161.355743,372.029938,174.676559,336.633209,217.286102,335.653046,208.246475,370.565826,1,IPPE_SQUARE,-147.684029,170.087191,444.116378,1.527360387,-1.585008178,0.979738996,0.079880,1,1786166380.953104973,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,80.000000,123.500000,80.000000,123.500000,1,ihawk2,secondary,1786166380.953104973,1786166380.980192900,27.087927,1,1,TR,0.000000,1,215.166019,275.936890,215.166019,275.936890,193.551086,287.298584,201.806747,265.298370,235.423965,264.665283,229.882278,286.485321,193.551086,287.298584,201.806747,265.298370,235.423965,264.665283,229.882278,286.485321,1,IPPE_SQUARE,-152.477972,104.814801,565.445708,1.536877460,-1.593356623,0.963454560,0.016224,1,1786166380.953104973,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,-80.000000,-123.500000,-80.000000,-123.500000,1,ihawk2,secondary,1786166380.953104973,1786166380.980192900,27.087927,1,2,BL,0.000000,1,392.148933,349.249199,392.148933,349.249199,373.692810,367.168091,367.330292,332.782104,408.404144,331.441284,419.168488,365.605316,373.692810,367.168091,367.330292,332.782104,408.404144,331.441284,419.168488,365.605316,1,IPPE_SQUARE,81.897461,167.475714,450.635709,1.522028508,-1.584101999,0.958265447,0.041105,1,1786166380.953104973,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,80.000000,-123.500000,80.000000,-123.500000,1,ihawk2,secondary,1786166380.953104973,1786166380.980192900,27.087927,1,3,BR,0.000000,1,373.135422,273.298897,373.135422,273.298897,358.101898,284.307129,354.129028,263.122803,386.875427,262.319672,393.435333,283.445984,358.101898,284.307129,354.129028,263.122803,386.875427,262.319672,393.435333,283.445984,1,IPPE_SQUARE,76.431620,102.369646,572.948796,1.527163689,-1.585351802,0.960714262,0.017952,1,1786166380.953104973,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
20260808_131913,2026-08-08T13:19:41.079,1,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,ihawk2,secondary,1786166380.953104973,1786166380.980192900,27.087927,1,4,C,0.000000,1,293.557480,308.437859,293.557480,308.437859,272.812805,321.735962,275.595337,295.654144,312.549347,295.140503,313.272430,321.220825,272.812805,321.735962,275.595337,295.654144,312.549347,295.140503,313.272430,321.220825,1,IPPE_SQUARE,-35.321131,136.023822,507.484615,1.518389510,-1.560365175,0.995451336,0.040018,1,1786166380.953104973,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
