resolution_id,width_px,height_px,run_id,camera_id,model,height_gt_mm,xy_rmse_low_mm,xy_rmse_native_mm,downsampling_penalty_mm
r480x300,480,300,20260808_145501,ihawk2,Affine,50.0,56.76279143128481,56.493695778044504,0.2690956532403064
r480x300,480,300,20260808_145501,ihawk2,Homography,0.0,0.07832371001936043,0.03511575919830656,0.04320795082105387
r480x300,480,300,20260808_145501,ihawk2,Homography,5.0,6.0618772161632855,6.100788795404528,-0.03891157924124222
r480x300,480,300,20260808_145501,ihawk2,Homography,10.0,9.713047243154909,9.785253713084805,-0.07220646992989543
r480x300,480,300,20260808_145501,ihawk2,Homography,15.0,16.38173325326449,16.437820835234895,-0.056087581970405864
r480x300,480,300,20260808_145501,ihawk2,Homography,20.0,23.636767440694715,23.832515401659695,-0.19574796096497948
r480x300,480,300,20260808_145501,ihawk2,Homography,25.0,32.63373719013711,31.633217151187036,1.000520038950075
r480x300,480,300,20260808_145501,ihawk2,Homography,30.0,36.54850061614805,35.89741988381555,0.6510807323324954
r480x300,480,300,20260808_145501,ihawk2,Homography,35.0,43.726775207591324,43.04817050293762,0.6786047046537007
r480x300,480,300,20260808_145501,ihawk2,Homography,40.0,51.30417253623133,50.45642655764813,0.8477459785831982
r480x300,480,300,20260808_145501,ihawk2,Homography,45.0,57.315265715795505,56.386973628127,0.9282920876685026
r480x300,480,300,20260808_145501,ihawk2,Homography,50.0,64.52022034855663,64.05357747922912,0.4666428693275151
r480x300,480,300,20260808_145501,ihawk2,PnP,0.0,3.7726271470111765,3.4956111591146963,0.2770159878964802
r480x300,480,300,20260808_145501,ihawk2,PnP,5.0,3.8729354655437964,3.552245996972128,0.32068946857166836
r480x300,480,300,20260808_145501,ihawk2,PnP,10.0,2.02356002853982,1.8997969993203554,0.12376302921946469
r480x300,480,300,20260808_145501,ihawk2,PnP,15.0,3.779978540624079,3.1156590711425123,0.6643194694815668
r480x300,480,300,20260808_145501,ihawk2,PnP,20.0,3.8497489515922814,3.060700946409198,0.7890480051830835
r480x300,480,300,20260808_145501,ihawk2,PnP,25.0,15.241816252107723,5.210877719080494,10.030938533027228
r480x300,480,300,20260808_145501,ihawk2,PnP,30.0,9.169718783088785,2.564814536609925,6.60490424647886
r480x300,480,300,20260808_145501,ihawk2,PnP,35.0,9.085708039100627,3.2850406157304004,5.800667423370227
r480x300,480,300,20260808_145501,ihawk2,PnP,40.0,9.328076337703862,3.2584626841023034,6.069613653601559
r480x300,480,300,20260808_145501,ihawk2,PnP,45.0,4.485255711440057,1.7605584717795548,2.724697239660502
r480x300,480,300,20260808_145501,ihawk2,PnP,50.0,7.155709834102705,3.2269232812729514,3.9287865528297536
r480x300,480,300,20260808_151001,ihawk1,Affine,0.0,11.550693061855895,11.45960294422618,0.0910901176297152
r480x300,480,300,20260808_151001,ihawk1,Affine,5.0,13.453521648395267,13.512964485790368,-0.05944283739510148
r480x300,480,300,20260808_151001,ihawk1,Affine,10.0,16.8847649435355,17.16025598687495,-0.27549104333944996
r480x300,480,300,20260808_151001,ihawk1,Affine,15.0,22.836289099340522,22.87317868854583,-0.03688958920530894
r480x300,480,300,20260808_151001,ihawk1,Affine,20.0,27.39322955273626,27.765752062613153,-0.3725225098768945
r480x300,480,300,20260808_151001,ihawk1,Affine,30.0,41.757825136464476,41.24129220582179,0.5165329306426827
r480x300,480,300,20260808_151001,ihawk1,Affine,35.0,47.04184580375006,46.35439526156983,0.6874505421802297
r480x300,480,300,20260808_151001,ihawk1,Affine,40.0,55.70371505873696,54.68104157513613,1.0226734836008333
r480x300,480,300,20260808_151001,ihawk1,Affine,50.0,69.06656536111687,68.66384521310337,0.40272014801350053
r480x300,480,300,20260808_151001,ihawk1,Homography,0.0,0.33131510153207927,0.08414744307135959,0.2471676584607197
r480x300,480,300,20260808_151001,ihawk1,Homography,5.0,7.472818107304473,7.987524645199922,-0.5147065378954485
r480x300,480,300,20260808_151001,ihawk1,Homography,10.0,14.287702166466135,14.074630741653127,0.21307142481300723
r480x300,480,300,20260808_151001,ihawk1,Homography,15.0,22.740676721070614,22.684142753501753,0.05653396756886053
r480x300,480,300,20260808_151001,ihawk1,Homography,20.0,28.267551438932234,28.546346905250903,-0.2787954663186696
r480x300,480,300,20260808_151001,ihawk1,Homography,30.0,46.80616091567191,45.25370466253468,1.5524562531372297
r480x300,480,300,20260808_151001,ihawk1,Homography,35.0,53.306617752774535,51.82148901013354,1.4851287426409954
r480x300,480,300,20260808_151001,ihawk1,Homography,40.0,64.11108537471715,62.150675239238616,1.9604101354785328
r480x300,480,300,20260808_151001,ihawk1,Homography,50.0,80.94148335275118,80.10620111378367,0.8352822389675083
r480x300,480,300,20260808_151001,ihawk1,PnP,0.0,7.320110816679421,8.675263951338342,-1.3551531346589218
r480x300,480,300,20260808_151001,ihawk1,PnP,5.0,9.202673689317024,11.306211161631769,-2.103537472314745
r480x300,480,300,20260808_151001,ihawk1,PnP,10.0,12.087300944091961,8.962708240622387,3.124592703469574
