resolution_id,width_px,height_px,run_id,camera_id,model,height_gt_mm,n_expected_markers,n_valid_markers,complete_five_marker_metric,xy_rmse_mm,xy_mean_mm,xy_median_mm,xy_p95_mm,xy_max_mm,pnp_z_rmse_mm
r640x400,640,400,20260808_145501,ihawk2,Affine,35.0,5,5,1,40.22796765636512,40.05547793281953,41.2181063835356,43.931731403514064,43.981978455931824,
r640x400,640,400,20260808_145501,ihawk2,Affine,40.0,5,5,1,46.00776429069211,45.81576526372391,48.01007369911142,49.8051191334574,49.85298078343855,
r640x400,640,400,20260808_145501,ihawk2,Affine,45.0,5,5,1,50.60075542187305,50.392993483492056,52.70382983553069,54.912620343815625,55.03869444925938,
r640x400,640,400,20260808_145501,ihawk2,Affine,50.0,5,5,1,56.493695778044504,56.27099375587559,59.70654740280362,60.686340985342085,60.73903239312118,
r640x400,640,400,20260808_145501,ihawk2,Homography,0.0,5,5,1,0.03511575919830656,0.03250929341957741,0.031118627254748683,0.052293045671177395,0.05758421157513462,
r640x400,640,400,20260808_145501,ihawk2,Homography,5.0,5,5,1,6.100788795404528,6.027504550194966,5.521855846864104,7.190991707686589,7.22100650883312,
r640x400,640,400,20260808_145501,ihawk2,Homography,10.0,5,5,1,9.785253713084805,9.575490467502451,8.864955136299464,12.306741598307505,12.64492935308181,
r640x400,640,400,20260808_145501,ihawk2,Homography,15.0,5,5,1,16.437820835234895,16.21186334573705,14.957288749383805,19.50458270831726,19.52497197887388,
r640x400,640,400,20260808_145501,ihawk2,Homography,20.0,5,5,1,23.832515401659695,23.545356856522584,22.2550188830073,27.969370882739454,27.997019728739925,
r640x400,640,400,20260808_145501,ihawk2,Homography,25.0,5,5,1,31.633217151187036,31.325465861437447,29.72809876791317,36.7419894690371,36.886472738248166,
r640x400,640,400,20260808_145501,ihawk2,Homography,30.0,5,5,1,35.89741988381555,35.52876377685017,33.72940244190035,41.75600692783127,41.84353176201845,
r640x400,640,400,20260808_145501,ihawk2,Homography,35.0,5,5,1,43.04817050293762,42.58274124639594,40.273494941847446,50.41353345679815,50.66564319472464,
r640x400,640,400,20260808_145501,ihawk2,Homography,40.0,5,5,1,50.45642655764813,49.91399686876459,47.47115219335249,58.97157392434005,59.20072128758202,
r640x400,640,400,20260808_145501,ihawk2,Homography,45.0,5,5,1,56.386973628127,55.784662422519965,52.955351789007025,65.89180053603665,66.15410434644716,
r640x400,640,400,20260808_145501,ihawk2,Homography,50.0,5,5,1,64.05357747922912,63.38180864983349,60.386243571248585,74.46251007689484,74.55044961494842,
r640x400,640,400,20260808_145501,ihawk2,PnP,0.0,5,5,1,3.4956111591146963,3.1159878176716482,2.3923331527718705,5.385449353702628,5.713480078441201,3.169306146123522
r640x400,640,400,20260808_145501,ihawk2,PnP,5.0,5,5,1,3.552245996972128,3.3833317145322517,3.049908532531238,5.0205346627420875,5.4181854314625015,2.994006353883739
r640x400,640,400,20260808_145501,ihawk2,PnP,10.0,5,5,1,1.8997969993203554,1.7252947784048385,1.3357550646908638,2.6733878127220674,2.6739223806059336,3.171572796172377
r640x400,640,400,20260808_145501,ihawk2,PnP,15.0,5,5,1,3.1156590711425123,2.9796616644522094,3.612549711498912,3.687244970250763,3.6891031462143395,3.867745650147505
r640x400,640,400,20260808_145501,ihawk2,PnP,20.0,5,5,1,3.060700946409198,3.020079386827907,2.9487325910701316,3.6119485308680215,3.6295294756822947,3.1622292053611027
r640x400,640,400,20260808_145501,ihawk2,PnP,25.0,5,5,1,5.210877719080494,5.133195008605428,5.068632867413324,6.4427801639246205,6.730658341213906,3.9421702805171597
r640x400,640,400,20260808_145501,ihawk2,PnP,30.0,5,5,1,2.564814536609925,2.492248688515289,2.6465575460060813,3.131106901475276,3.154477065929226,3.4644217615599318
r640x400,640,400,20260808_145501,ihawk2,PnP,35.0,5,5,1,3.2850406157304004,2.902566634537341,2.74266208760544,5.113793550516309,5.655986676159139,3.8321636171024736
r640x400,640,400,20260808_145501,ihawk2,PnP,40.0,5,5,1,3.2584626841023034,3.161705399737135,3.4767945570154053,3.8045202768379744,3.8666441456619296,3.383905960825578
r640x400,640,400,20260808_145501,ihawk2,PnP,45.0,5,5,1,1.7605584717795548,1.4527663341565684,1.4427663068811882,2.8065860762397215,3.0201761936972535,3.162742614675274
r640x400,640,400,20260808_145501,ihawk2,PnP,50.0,5,5,1,3.2269232812729514,3.1749449406001933,3.1400568562223943,3.984959881253702,4.174950896973754,4.348150631133398
r640x400,640,400,20260808_151001,ihawk1,Affine,0.0,5,5,1,11.45960294422618,11.14920200367121,10.806420055774053,14.967479539897612,15.718551879287904,
r640x400,640,400,20260808_151001,ihawk1,Affine,5.0,5,5,1,13.512964485790368,12.581504747162004,14.291099769022503,17.978303367543408,18.42950960218289,
r640x400,640,400,20260808_151001,ihawk1,Affine,10.0,5,5,1,17.16025598687495,15.173944028183689,20.30917808060436,23.179203093743617,23.754340548059993,
r640x400,640,400,20260808_151001,ihawk1,Affine,15.0,5,5,1,22.87317868854583,20.36369239747149,27.043402152215204,30.12491648405704,30.60109818933452,
r640x400,640,400,20260808_151001,ihawk1,Affine,20.0,5,5,1,27.765752062613153,25.590657164361932,33.00009386233588,35.28375360073464,35.77649141665854,
r640x400,640,400,20260808_151001,ihawk1,Affine,25.0,5,5,1,33.56821402355165,31.786455337291386,38.79296861080787,41.29683082495902,41.79197700286611,
r640x400,640,400,20260808_151001,ihawk1,Affine,30.0,5,5,1,41.24129220582179,39.721388268011786,45.04371779692817,49.78930165682086,49.900572350253434,
r640x400,640,400,20260808_151001,ihawk1,Affine,35.0,5,5,1,46.35439526156983,44.99651900288809,50.40834944656449,54.732431276241286,54.73319667614743,
r640x400,640,400,20260808_151001,ihawk1,Affine,40.0,5,5,1,54.68104157513613,53.437564855437756,57.239097857716345,64.45052065987181,64.74232058641546,
r640x400,640,400,20260808_151001,ihawk1,Affine,45.0,5,5,1,63.13823186601357,62.112773481845565,65.1477049498494,73.62347391071488,74.32233817543987,
r640x400,640,400,20260808_151001,ihawk1,Affine,50.0,5,5,1,68.66384521310337,67.58192951025333,70.20345998955514,79.97513161811511,80.82681421855526,
r640x400,640,400,20260808_151001,ihawk1,Homography,0.0,5,5,1,0.08414744307135959,0.06319745423312902,0.07496744243075587,0.13916793155352536,0.15517003465336848,
r640x400,640,400,20260808_151001,ihawk1,Homography,5.0,5,5,1,7.987524645199922,7.761202127110643,7.094508139564901,10.095640649395463,10.17036027883846,
r640x400,640,400,20260808_151001,ihawk1,Homography,10.0,5,5,1,14.074630741653127,13.801818009644933,12.935206021073228,17.284688385548215,17.518666466905636,
r640x400,640,400,20260808_151001,ihawk1,Homography,15.0,5,5,1,22.684142753501753,22.129144721577767,20.88823836738296,28.945078841717642,29.831773442702723,
r640x400,640,400,20260808_151001,ihawk1,Homography,20.0,5,5,1,28.546346905250903,27.994816760466897,26.58499921392875,35.2275711986296,35.96129747890724,
r640x400,640,400,20260808_151001,ihawk1,Homography,25.0,5,5,1,35.66509607488034,35.07867189171483,33.37248920985416,43.357463758249715,44.05616434827163,
r640x400,640,400,20260808_151001,ihawk1,Homography,30.0,5,5,1,45.25370466253468,44.530597115079864,42.88597490433652,54.937023704851946,56.24769330039231,
r640x400,640,400,20260808_151001,ihawk1,Homography,35.0,5,5,1,51.82148901013354,50.989411223786696,48.697171574163654,62.933055062161415,64.33093925873537,
r640x400,640,400,20260808_151001,ihawk1,Homography,40.0,5,5,1,62.150675239238616,61.228070056936346,58.96624541586898,74.90524056315219,76.7024904132149,
r640x400,640,400,20260808_151001,ihawk1,Homography,45.0,5,5,1,73.59471513555083,72.38148941606977,68.96140887038558,90.0341635595924,92.7335141877843,
r640x400,640,400,20260808_151001,ihawk1,Homography,50.0,5,5,1,80.10620111378367,78.94117735544698,75.84807315509259,96.0878040060623,98.19728724261621,
r640x400,640,400,20260808_151001,ihawk1,PnP,0.0,5,5,1,8.675263951338342,7.0880085392971335,4.669065280234201,14.754568052634557,16.468267178679604,5.12846150536081
r640x400,640,400,20260808_151001,ihawk1,PnP,5.0,5,5,1,11.306211161631769,9.580592536070942,7.39640026778225,17.37595780590458,17.86209526553201,7.212298384903875
r640x400,640,400,20260808_151001,ihawk1,PnP,10.0,5,5,1,8.962708240622387,7.704191427396846,5.733489276538881,14.722329146714568,16.466112770721807,5.996239967493156
r640x400,640,400,20260808_151001,ihawk1,PnP,15.0,5,5,1,6.201199960054956,5.601802617032757,4.217046159959399,9.273336238694915,9.629370506516048,4.183216934470787
r640x400,640,400,20260808_151001,ihawk1,PnP,20.0,5,5,1,9.724135876574762,7.379892680591982,3.861989236125657,17.11411752070706,19.277693742220826,6.812201872575492
r640x400,640,400,20260808_151001,ihawk1,PnP,25.0,5,5,1,6.8471957964728825,5.39483786915858,4.365058799390459,11.711524370563602,13.466069898805337,5.945068548852305
r640x400,640,400,20260808_151001,ihawk1,PnP,30.0,5,5,1,8.761034706174286,6.992562069047224,5.4794522000401535,13.528743431468602,13.795423722680543,6.728341289285631
r640x400,640,400,20260808_151001,ihawk1,PnP,35.0,5,5,1,8.65026581055221,7.071960705559318,5.702995109058386,14.208439097006876,15.335327277949888,7.4232453579048325
r640x400,640,400,20260808_151001,ihawk1,PnP,40.0,5,5,1,8.996692446821513,7.569609749820363,6.96768130206124,14.566984349742995,16.379939082132854,6.938993911261048
r640x400,640,400,20260808_151001,ihawk1,PnP,45.0,5,5,1,9.025212889517883,8.58668499133549,8.509438230847547,11.67109329851254,11.88899634129263,6.014889939975327
r640x400,640,400,20260808_151001,ihawk1,PnP,50.0,5,5,1,10.480496144991003,8.956802471079815,10.67548005573069,15.7578804909079,16.999531591960775,6.450106018200665
r640x400,640,400,20260808_151001,ihawk2,Affine,0.0,5,5,1,12.681638616179459,12.29407100693859,12.067275051117539,15.42009508317582,15.488974158017358,
r640x400,640,400,20260808_151001,ihawk2,Affine,5.0,5,5,1,13.79541905695013,13.717628000700852,14.594738720074051,15.111512979769351,15.15366137131237,
r640x400,640,400,20260808_151001,ihawk2,Affine,10.0,5,5,1,15.821760998267608,15.796246672789312,15.783031153704249,16.90333681961516,17.092681168307024,
r640x400,640,400,20260808_151001,ihawk2,Affine,15.0,5,5,1,21.07335633393816,21.006877027482766,21.182565847218232,22.885410866626508,22.94491695930737,
r640x400,640,400,20260808_151001,ihawk2,Affine,20.0,5,5,1,24.090866145559463,24.006029808268295,22.960341061400314,26.4984574484926,26.568173275178136,
r640x400,640,400,20260808_151001,ihawk2,Affine,25.0,5,5,1,27.75608504468979,27.64770810912689,27.82759372998207,30.391246900464793,30.43457103200824,
r640x400,640,400,20260808_151001,ihawk2,Affine,30.0,5,5,1,33.55275333400889,33.409424478516385,34.32619068358393,36.77002158850079,36.944640698549314,
r640x400,640,400,20260808_151001,ihawk2,Affine,35.0,5,5,1,38.07477688088132,37.900578931117664,38.17190173688192,42.05039509557192,42.196574345180025,
r640x400,640,400,20260808_151001,ihawk2,Affine,40.0,5,5,1,43.23868807316125,43.008719532863346,42.46546286639875,48.32511350170354,48.70814031585117,
r640x400,640,400,20260808_151001,ihawk2,Affine,45.0,5,5,1,50.04298814543358,49.72499818874664,48.30901560371929,56.81999026020097,57.57847478054986,
r640x400,640,400,20260808_151001,ihawk2,Affine,50.0,5,5,1,53.449605893105556,53.107105622999065,51.58074811490314,60.77917552633906,61.719031930811056,
r640x400,640,400,20260808_151001,ihawk2,Homography,0.0,5,5,1,0.05294833624144706,0.0465874291374128,0.05021921789109727,0.08186927100799059,0.08977589980810113,
r640x400,640,400,20260808_151001,ihawk2,Homography,5.0,5,5,1,5.88177989087446,5.726753746669177,5.864761423344293,7.442119038883306,7.735499175304377,
r640x400,640,400,20260808_151001,ihawk2,Homography,10.0,5,5,1,10.25080051154501,10.058145563034433,9.475681117984262,12.61502577201969,12.880183585409071,
r640x400,640,400,20260808_151001,ihawk2,Homography,15.0,5,5,1,18.37330280099933,18.064494167232578,16.951446996232672,22.73567928041618,23.44376743358438,
r640x400,640,400,20260808_151001,ihawk2,Homography,20.0,5,5,1,22.511711656233413,22.182199525667187,20.891023152396464,27.14322740384842,27.538054077655758,
r640x400,640,400,20260808_151001,ihawk2,Homography,25.0,5,5,1,27.285310608716525,26.952742329592148,25.147820667303385,32.43836077026226,32.759442129328555,
r640x400,640,400,20260808_151001,ihawk2,Homography,30.0,5,5,1,34.76348917316674,34.338344178833665,32.44939803870443,41.15091897468059,41.43818259748875,
r640x400,640,400,20260808_151001,ihawk2,Homography,35.0,5,5,1,40.58786582084078,40.077182483813814,37.62125592189503,48.2527547051073,48.722146095486195,
r640x400,640,400,20260808_151001,ihawk2,Homography,40.0,5,5,1,47.297350063937,46.64663239982717,43.8432270512756,56.66680233572629,57.415029155304836,
r640x400,640,400,20260808_151001,ihawk2,Homography,45.0,5,5,1,55.911775968448694,55.14963311014933,52.19318350616295,67.10153052073476,68.36176478684274,
r640x400,640,400,20260808_151001,ihawk2,Homography,50.0,5,5,1,60.47738066181976,59.620259428541864,56.13206311395697,72.88914554152763,74.34588433692217,
r640x400,640,400,20260808_151001,ihawk2,PnP,0.0,5,5,1,3.3053791519012954,3.0411357479648258,2.6020384334516344,5.015452295483568,5.484678470613475,3.1682022918168102
r640x400,640,400,20260808_151001,ihawk2,PnP,5.0,5,5,1,2.546731370125551,2.238123356711458,1.9156568491318418,4.076860445293141,4.535194787360882,2.364662938487672
r640x400,640,400,20260808_151001,ihawk2,PnP,10.0,5,5,1,2.5414231260102107,2.1686386267980406,1.6263193396542974,4.095785564504581,4.386281113929601,3.462876737698866
r640x400,640,400,20260808_151001,ihawk2,PnP,15.0,5,5,1,3.9817484993391554,3.8883048258551747,3.809596899137949,4.810131223476651,4.838429364212204,3.1885700098342897
r640x400,640,400,20260808_151001,ihawk2,PnP,20.0,5,5,1,3.382959654846758,3.2252676498456387,3.051255154423314,4.748092829892436,5.113877754690191,4.473027656757329
r640x400,640,400,20260808_151001,ihawk2,PnP,25.0,5,5,1,2.408319356998828,2.247913024984979,1.9572182796883177,3.3184280046769765,3.3830689421529527,4.438598985454158
r640x400,640,400,20260808_151001,ihawk2,PnP,30.0,5,5,1,2.011496067847687,1.7791632575889167,1.8080371085649967,2.935386676927979,3.0316576814524865,3.387717747467344
r640x400,640,400,20260808_151001,ihawk2,PnP,35.0,5,5,1,2.8193054121574233,2.45750517862506,2.3536704338172463,4.064205242240371,4.137632215063186,4.167255584081517
r640x400,640,400,20260808_151001,ihawk2,PnP,40.0,5,5,1,3.3872065592128195,3.217593240437428,3.467669680429939,4.3384825729522065,4.352469409219062,2.8214255484797666
r640x400,640,400,20260808_151001,ihawk2,PnP,45.0,5,5,1,3.7975907062726764,3.5329381865395844,3.476861629168627,5.254300263095003,5.416816459243071,3.410923321337394
r640x400,640,400,20260808_151001,ihawk2,PnP,50.0,5,5,1,4.867584173948864,4.435831804202702,5.068792998140646,6.72374044172974,7.012763602562242,4.118262859669054
r640x400,640,400,20260808_162715,ihawk1,Affine,0.0,5,5,1,11.452241062241713,11.14521395931886,10.777225761712096,14.938119074273601,15.675363390789423,
r640x400,640,400,20260808_162715,ihawk1,Affine,5.0,5,5,1,13.505715590978404,12.57694710456236,13.23214297964306,17.6238874283026,17.635612086292184,
r640x400,640,400,20260808_162715,ihawk1,Affine,10.0,5,5,1,16.541511702013334,14.54791109349772,17.896338494266725,22.308117755766396,22.308633321505813,
r640x400,640,400,20260808_162715,ihawk1,Affine,15.0,5,5,1,23.461557996358362,20.629220196463564,27.988161770122254,30.581298136650403,30.954268583551094,
r640x400,640,400,20260808_162715,ihawk1,Affine,20.0,5,5,1,29.32134870593869,27.21423168582653,33.518524470352425,36.965866157895405,37.2382213690586,
r640x400,640,400,20260808_162715,ihawk1,Affine,25.0,5,5,1,36.94409092734234,35.1585443135567,42.12806320958916,44.83850812014299,45.07118813967762,
r640x400,640,400,20260808_162715,ihawk1,Affine,30.0,5,5,1,43.66443238529526,42.11766240647658,47.18144058582839,52.36660345838534,52.441706920774365,
r640x400,640,400,20260808_162715,ihawk1,Affine,35.0,5,5,1,49.47647884813912,48.108179209822154,52.75648588895653,58.297086650821775,58.37587111104061,
r640x400,640,400,20260808_162715,ihawk1,Affine,40.0,5,5,1,55.73091792490056,54.490509828060794,59.66236674429789,64.67974943118108,64.85286534398136,
r640x400,640,400,20260808_162715,ihawk1,Affine,45.0,5,5,1,63.652428408378604,62.475907081752226,67.18288950638637,73.0284770605743,73.18150642824877,
r640x400,640,400,20260808_162715,ihawk1,Affine,50.0,5,5,1,69.18755780065028,68.09347757405331,73.80317371382093,77.82054697197742,77.92676077960436,
r640x400,640,400,20260808_162715,ihawk1,Homography,0.0,5,5,1,0.10718649271799102,0.08946204473185757,0.06993106098710294,0.17903098259040362,0.20622163328535315,
r640x400,640,400,20260808_162715,ihawk1,Homography,5.0,5,5,1,7.721407097613297,7.428064977692827,6.690754838138073,10.30841867014901,10.599077941767337,
r640x400,640,400,20260808_162715,ihawk1,Homography,10.0,5,5,1,13.112566521581163,12.794834607285958,11.938057645022452,16.395997598833365,16.54696265893184,
r640x400,640,400,20260808_162715,ihawk1,Homography,15.0,5,5,1,22.74921310809723,22.401418176563613,21.650978518738242,27.34222873794676,27.70463753570545,
r640x400,640,400,20260808_162715,ihawk1,Homography,20.0,5,5,1,30.498327113412987,29.929658541876346,28.442344806184373,37.282604403529604,37.69112432092708,
r640x400,640,400,20260808_162715,ihawk1,Homography,25.0,5,5,1,39.66857430421008,39.09467197356366,37.464045148878895,47.518125995720276,48.238533267997205,
r640x400,640,400,20260808_162715,ihawk1,Homography,30.0,5,5,1,48.07351408859926,47.444369326107434,46.262715835283615,57.42668912580067,58.8184802060408,
r640x400,640,400,20260808_162715,ihawk1,Homography,35.0,5,5,1,55.524809967973916,54.790250966456185,53.042317079515485,66.57723540571119,68.28798575429754,
r640x400,640,400,20260808_162715,ihawk1,Homography,40.0,5,5,1,63.7467245770848,62.790055500803234,61.32831366782071,76.92502588577948,78.65509948986004,
r640x400,640,400,20260808_162715,ihawk1,Homography,45.0,5,5,1,73.96639931697712,72.89488285511115,70.82374229734927,88.77329830307546,90.5937024868107,
r640x400,640,400,20260808_162715,ihawk1,Homography,50.0,5,5,1,81.45288728348766,80.19980383664945,77.8788514820892,98.12815637078002,99.79187911658327,
r640x400,640,400,20260808_162715,ihawk1,PnP,0.0,5,5,1,7.592322946694955,6.888422361762414,6.739815652350557,11.59274200428373,12.794244329294182,4.69748281257126
r640x400,640,400,20260808_162715,ihawk1,PnP,5.0,5,5,1,7.710697369040721,6.562404807960957,5.751148062527252,11.508222135785429,11.724957448696388,4.337534447908879
r640x400,640,400,20260808_162715,ihawk1,PnP,10.0,5,5,1,9.492922209284377,8.731030144187715,7.496410195840614,14.36648649231821,15.657973900248145,7.3308228420512584
r640x400,640,400,20260808_162715,ihawk1,PnP,15.0,5,5,1,9.58164020906479,8.67443218682322,9.822647624371772,13.81558167269386,14.708571093485043,5.697232655592621
r640x400,640,400,20260808_162715,ihawk1,PnP,20.0,5,5,1,10.341448107533942,8.53519600876507,6.927664707595948,17.378915447848293,19.7378008286066,6.092326677326376
r640x400,640,400,20260808_162715,ihawk1,PnP,25.0,5,5,1,9.487649885925615,8.413098622387746,8.18670618983643,14.421683572342758,15.29049677840092,5.541158013910244
r640x400,640,400,20260808_162715,ihawk1,PnP,30.0,5,5,1,10.103404586888713,9.072138497322893,8.209733369968935,15.597084416612068,16.876095112458366,5.569827106614372
r640x400,640,400,20260808_162715,ihawk1,PnP,35.0,5,5,1,9.94378057316459,8.354692504559198,5.897339575508897,16.340569591655935,17.672402872928462,5.967056044955514
r640x400,640,400,20260808_162715,ihawk1,PnP,40.0,5,5,1,7.044632641804034,6.0506436074833845,5.045764213310269,11.484296763121872,12.93642420035292,4.642240923626926
r640x400,640,400,20260808_162715,ihawk1,PnP,45.0,5,5,1,7.306535901566582,6.38652649433301,6.9809048952724595,10.95204453951444,11.87845332673526,4.668838086837634
r640x400,640,400,20260808_162715,ihawk1,PnP,50.0,5,5,1,9.34725981959988,7.5690332924476795,5.386037526530269,15.927540277361288,18.203216096675497,6.467152279265185
r640x400,640,400,20260808_162715,ihawk2,Affine,0.0,5,5,1,12.670080199339019,12.293321443226551,12.057589905144786,15.389087622289047,15.457708619302439,
r640x400,640,400,20260808_162715,ihawk2,Affine,5.0,5,5,1,14.356185067640299,14.248417553193374,13.659934555733232,16.842382683175114,17.305859799313666,
r640x400,640,400,20260808_162715,ihawk2,Affine,10.0,5,5,1,16.77013037260831,16.633211648973806,16.82001896223978,18.96590459067357,18.970018146305936,
r640x400,640,400,20260808_162715,ihawk2,Affine,15.0,5,5,1,22.542214334543456,22.47150072485277,22.095332196602666,24.548217251783534,24.68328484025206,
r640x400,640,400,20260808_162715,ihawk2,Affine,20.0,5,5,1,26.260911850246444,26.10716118057647,25.510161603101217,29.52346582078241,29.737153057938514,
r640x400,640,400,20260808_162715,ihawk2,Affine,25.0,5,5,1,31.823913420155453,31.69187607771783,32.35007687744838,34.76841452811015,34.80022012354665,
r640x400,640,400,20260808_162715,ihawk2,Affine,30.0,5,5,1,37.590412994714946,37.422681101655236,38.72139306839125,41.24547497323004,41.463734093370434,
r640x400,640,400,20260808_162715,ihawk2,Affine,35.0,5,5,1,42.91421760985137,42.725954834127606,43.827491059110486,46.91628290627589,46.96600860242642,
r640x400,640,400,20260808_162715,ihawk2,Affine,40.0,5,5,1,47.74506737646446,47.54377328468057,50.04968081140245,51.83023769421145,51.98473931525601,
r640x400,640,400,20260808_162715,ihawk2,Affine,45.0,5,5,1,53.387679852988256,53.177667238030516,55.85878051348168,57.59662211710187,57.620167139872535,
r640x400,640,400,20260808_162715,ihawk2,Affine,50.0,5,5,1,57.6794912914672,57.45661380766536,59.997153768178926,62.56479389298454,62.75823062034681,
r640x400,640,400,20260808_162715,ihawk2,Homography,0.0,5,5,1,0.10808048310646115,0.08447756792815601,0.10165512555216646,0.17502787697262148,0.19332362135399006,
r640x400,640,400,20260808_162715,ihawk2,Homography,5.0,5,5,1,6.991792962191001,6.742522557476929,6.324223464974694,9.120536993537856,9.427437650438051,
r640x400,640,400,20260808_162715,ihawk2,Homography,10.0,5,5,1,11.554248065283014,11.276154963963531,10.801210999850047,14.577265454133473,15.061236912805782,
r640x400,640,400,20260808_162715,ihawk2,Homography,15.0,5,5,1,19.96998724441223,19.782136967940424,18.837629923605267,23.40047668439593,23.761669625970324,
r640x400,640,400,20260808_162715,ihawk2,Homography,20.0,5,5,1,25.083345398046827,24.767035351864894,23.587660369624945,30.056564788831352,30.755117809977538,
r640x400,640,400,20260808_162715,ihawk2,Homography,25.0,5,5,1,32.244174135853534,31.909386800466088,30.032462022307868,37.82020040010518,38.11771584421313,
r640x400,640,400,20260808_162715,ihawk2,Homography,30.0,5,5,1,39.50292103474017,39.10692616167388,37.63756898738892,45.79921780433719,45.9160938984616,
r640x400,640,400,20260808_162715,ihawk2,Homography,35.0,5,5,1,46.28221066802041,45.80204053880544,43.76138580179318,54.040414164327615,54.36569212336344,
r640x400,640,400,20260808_162715,ihawk2,Homography,40.0,5,5,1,52.60529090073558,52.06156908200294,50.02808579366456,60.98044508658848,61.02342033075925,
r640x400,640,400,20260808_162715,ihawk2,Homography,45.0,5,5,1,60.018437777952386,59.3733902792638,56.877816081828605,69.90312081918329,70.04805832007133,
r640x400,640,400,20260808_162715,ihawk2,Homography,50.0,5,5,1,65.71785996382208,64.99916323419124,62.04301482398609,77.02110988243204,77.45075190517065,
r640x400,640,400,20260808_162715,ihawk2,PnP,0.0,5,5,1,2.89504214399697,2.749966494305073,2.8100204030637,3.9663376325835036,4.2199385360250306,2.7925870871200913
r640x400,640,400,20260808_162715,ihawk2,PnP,5.0,5,5,1,7.431663531683933,5.955535172408421,5.193162378586698,12.498042248330778,13.905481478615995,6.126201885910563
r640x400,640,400,20260808_162715,ihawk2,PnP,10.0,5,5,1,6.490945909574732,5.898335062413375,4.766202594721192,9.519880116666545,9.797876822038397,5.4718229030396754
r640x400,640,400,20260808_162715,ihawk2,PnP,15.0,5,5,1,5.694755592068176,5.554857169253205,5.178941520770264,7.244525298286141,7.407161486722518,3.3154511013590438
r640x400,640,400,20260808_162715,ihawk2,PnP,20.0,5,5,1,5.495476138782395,5.033460606482807,5.6425165220549545,7.799626659272882,8.33012141105638,3.7173220680875536
r640x400,640,400,20260808_162715,ihawk2,PnP,25.0,5,5,1,4.648439682274815,4.524681825522476,4.137999625296251,6.122420994831527,6.528362531031236,2.8985393470341814
r640x400,640,400,20260808_162715,ihawk2,PnP,30.0,5,5,1,5.389614185417038,5.200666464592986,5.758799609465894,6.545490851268643,6.739003335019351,3.2101499908735023
r640x400,640,400,20260808_162715,ihawk2,PnP,35.0,5,5,1,5.880992730813387,5.763743243661105,5.508747741981322,7.256740591087736,7.436598716528247,3.695838275954367
r640x400,640,400,20260808_162715,ihawk2,PnP,40.0,5,5,1,7.399086001754912,6.451291639558488,5.495891192511348,11.872018517169582,13.259477421073134,6.861512916065281
r640x400,640,400,20260808_162715,ihawk2,PnP,45.0,5,5,1,4.180221793121614,3.9500328073429736,3.903859351523491,5.556910556256757,5.651332089391152,2.502231262584475
r640x400,640,400,20260808_162715,ihawk2,PnP,50.0,5,5,1,3.9637323791109553,3.8779612372146204,4.160075989349427,4.872721261145705,5.024366931970878,3.605093123536568
r480x300,480,300,20260808_131913,ihawk1,Affine,0.0,5,5,1,11.29162612133197,10.958112725565991,10.758750468028545,14.816959333416525,15.511588245217059,
r480x300,480,300,20260808_131913,ihawk1,Affine,5.0,5,5,1,12.035602641719406,11.743467486501576,11.933153201589468,14.939335522587015,15.418351707132027,
r480x300,480,300,20260808_131913,ihawk1,Affine,10.0,5,5,1,16.31315279923807,13.557146791215535,18.612104221658957,22.261704114697768,22.496081532189926,
r480x300,480,300,20260808_131913,ihawk1,Affine,15.0,5,4,0,,,,,,
r480x300,480,300,20260808_131913,ihawk1,Affine,20.0,5,4,0,,,,,,
r480x300,480,300,20260808_131913,ihawk1,Affine,25.0,5,5,1,33.84832184062037,31.931557777338686,37.72089313737449,42.39464445302833,42.63136801380735,
r480x300,480,300,20260808_131913,ihawk1,Affine,30.0,5,4,0,,,,,,
r480x300,480,300,20260808_131913,ihawk1,Affine,35.0,5,5,1,45.994949937715376,44.41881828671846,52.009458557380356,54.709397971246155,55.101718292224746,
r480x300,480,300,20260808_131913,ihawk1,Affine,40.0,5,4,0,,,,,,
r480x300,480,300,20260808_131913,ihawk1,Affine,45.0,5,5,1,59.94993873796647,58.680326379609724,66.41483476920617,68.04040791909473,68.2694197931887,
r480x300,480,300,20260808_131913,ihawk1,Affine,50.0,5,5,1,65.69814314230236,64.64122797862521,71.67075674981623,74.73903739334096,75.25967044925503,
r480x300,480,300,20260808_131913,ihawk1,Homography,0.0,5,5,1,0.41808842656687395,0.39311239651436986,0.3321303514161044,0.6082831294263495,0.6771955922230194,
r480x300,480,300,20260808_131913,ihawk1,Homography,5.0,5,5,1,4.35893015698354,4.173249241034312,4.507612597557596,5.590671121325134,5.674081824993336,
r480x300,480,300,20260808_131913,ihawk1,Homography,10.0,5,5,1,12.959352651489692,12.613836420210038,12.814612825992226,16.220838028817546,16.55878577630074,
r480x300,480,300,20260808_131913,ihawk1,Homography,15.0,5,4,0,,,,,,
r480x300,480,300,20260808_131913,ihawk1,Homography,20.0,5,4,0,,,,,,
r480x300,480,300,20260808_131913,ihawk1,Homography,25.0,5,5,1,36.442180356903805,35.68708280421271,35.31789500095202,44.82117848464363,45.50253932363239,
r480x300,480,300,20260808_131913,ihawk1,Homography,30.0,5,4,0,,,,,,
r480x300,480,300,20260808_131913,ihawk1,Homography,35.0,5,5,1,51.175931793802285,50.372240108767784,49.67012119405185,61.25482668953346,62.17273840445732,
