resolution_id,width_px,height_px,camera_id,model,height_gt_mm,n_independent_rebuilds,xy_rmse_mean_mm,xy_rmse_sd_mm,xy_rmse_median_mm,xy_rmse_p95_across_rebuilds_mm,xy_rmse_min_mm,xy_rmse_max_mm
r240x150,240,150,ihawk1,Affine,10.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,15.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,20.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,25.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,30.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,35.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,40.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,45.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,50.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,0.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,5.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,10.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,15.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,20.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,25.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,30.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,35.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,40.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,45.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Homography,50.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,0.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,5.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,10.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,15.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,20.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,25.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,30.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,35.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,40.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,45.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,PnP,50.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,0.0,1,12.544230029182701,nan,12.544230029182701,12.544230029182701,12.544230029182701,12.544230029182701
r240x150,240,150,ihawk2,Affine,5.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,10.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,15.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,20.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,25.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,30.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,35.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,40.0,1,45.55615057292426,nan,45.55615057292426,45.55615057292426,45.55615057292426,45.55615057292426
r240x150,240,150,ihawk2,Affine,45.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Affine,50.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,0.0,1,0.2773183662243541,nan,0.2773183662243541,0.2773183662243541,0.2773183662243541,0.2773183662243541
r240x150,240,150,ihawk2,Homography,5.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,10.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,15.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,20.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,25.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,30.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,35.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,40.0,1,51.02661430911201,nan,51.02661430911201,51.02661430911201,51.02661430911201,51.02661430911201
r240x150,240,150,ihawk2,Homography,45.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,Homography,50.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,0.0,1,12.601772557587806,nan,12.601772557587806,12.601772557587806,12.601772557587806,12.601772557587806
r240x150,240,150,ihawk2,PnP,5.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,10.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,15.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,20.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,25.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,30.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,35.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,40.0,1,14.748066613067326,nan,14.748066613067326,14.748066613067326,14.748066613067326,14.748066613067326
r240x150,240,150,ihawk2,PnP,45.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk2,PnP,50.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,0.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,5.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,10.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,15.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,20.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,25.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,30.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,35.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,40.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,45.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Affine,50.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,0.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,5.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,10.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,15.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,20.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,25.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,30.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,35.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,40.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,45.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,Homography,50.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,0.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,5.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,10.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,15.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,20.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,25.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,30.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,35.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,40.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,45.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk1,PnP,50.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,0.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,5.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,10.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,15.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,20.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,25.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,30.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,35.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,40.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,45.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Affine,50.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,0.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,5.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,10.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,15.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,20.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,25.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,30.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,35.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,40.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,45.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,Homography,50.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,0.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,5.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,10.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,15.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,20.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,25.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,30.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,35.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,40.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,45.0,0,nan,nan,nan,nan,,
r160x100,160,100,ihawk2,PnP,50.0,0,nan,nan,nan,nan,,
