profile,resolution_id,width_px,height_px,camera_id,model,height_gt_mm,n_independent_rebuilds,xy_rmse_p95_observed_mm,xy_rmse_p95_limit_mm,marker_detection_rate,marker_detection_rate_min,pipeline_latency_p95_ms,pipeline_latency_p95_limit_ms,feasible,failed_gates
standard_20hz,r640x400,640,400,ihawk1,PnP,15.0,5,11.785298598791183,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,20.0,5,11.39461714666815,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,25.0,5,11.347278269865116,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,30.0,4,12.045456978025701,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,35.0,5,15.309013466521947,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,40.0,5,12.765087918139375,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,45.0,5,14.014141044623575,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,50.0,5,14.971799067139408,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,0.0,5,12.71472670219942,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,5.0,5,14.849310585005597,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,10.0,5,17.7143930948134,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,15.0,5,22.320638027152352,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,20.0,5,27.330769520327006,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,25.0,5,32.301578099097355,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,30.0,4,37.513054318727626,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,35.0,5,42.56997921532996,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,40.0,5,47.47722497503844,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,45.0,5,53.08583026053759,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Affine,50.0,5,58.47315366217059,5.0,1.0,0.99,6.1334257,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,0.0,5,0.15429247332113802,5.0,1.0,0.99,6.133105700000001,50.0,1,
standard_20hz,r640x400,640,400,ihawk2,Homography,5.0,5,8.058692778791915,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,10.0,5,13.096924992084721,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,15.0,5,19.728667855847018,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,20.0,5,26.395352630383737,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,25.0,5,32.75526013874384,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,30.0,4,39.402726465917624,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,35.0,5,45.89749526553695,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,40.0,5,52.30301236762927,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,45.0,5,59.703488302372484,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,Homography,50.0,5,66.88267743490505,5.0,1.0,0.99,6.133105700000001,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,0.0,5,3.4575647576720163,5.0,1.0,0.99,7.337784799999999,50.0,1,
standard_20hz,r640x400,640,400,ihawk2,PnP,5.0,5,7.119121919713057,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,10.0,5,6.439792810102411,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,15.0,5,5.977481976130216,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,20.0,5,6.8174775814865285,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,25.0,5,6.694009211252107,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,30.0,4,5.861815402527834,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,35.0,5,5.7313930404216835,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,40.0,5,6.853842008852624,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,45.0,5,11.666172998225875,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk2,PnP,50.0,5,5.560463779180191,5.0,1.0,0.99,7.337784799999999,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk1,Affine,0.0,5,12.040974142895703,5.0,1.0,0.99,4.0425234,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk1,Affine,5.0,4,16.048671298555067,5.0,0.9866666666666667,0.99,4.0425234,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Affine,10.0,4,20.169724121159867,5.0,0.96,0.99,4.0425234,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Affine,15.0,4,26.23751635609677,5.0,0.9866666666666667,0.99,4.0425234,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Affine,20.0,3,32.37812327034414,5.0,0.9466666666666667,0.99,4.0425234,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Affine,25.0,3,39.4287105189968,5.0,0.88,0.99,4.0425234,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Affine,30.0,3,44.38524609925355,5.0,0.95,0.99,4.0425234,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Affine,35.0,5,52.57036757891986,5.0,1.0,0.99,4.0425234,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk1,Affine,40.0,2,60.51894318176929,5.0,0.88,0.99,4.0425234,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Affine,45.0,2,68.21972944607498,5.0,0.92,0.99,4.0425234,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Affine,50.0,4,74.96901827492533,5.0,0.9733333333333334,0.99,4.0425234,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,0.0,5,0.7772201076615772,5.0,1.0,0.99,4.0417566,50.0,1,
standard_20hz,r480x300,480,300,ihawk1,Homography,5.0,4,12.510016560668898,5.0,0.9866666666666667,0.99,4.0417566,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,10.0,4,18.245071371717028,5.0,0.96,0.99,4.0417566,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,15.0,4,26.46464870630521,5.0,0.9866666666666667,0.99,4.0417566,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,20.0,3,35.44177622434223,5.0,0.9466666666666667,0.99,4.0417566,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,25.0,3,43.48303306137097,5.0,0.88,0.99,4.0417566,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,30.0,3,50.39515830089708,5.0,0.95,0.99,4.0417566,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,35.0,5,60.46590149953195,5.0,1.0,0.99,4.0417566,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk1,Homography,40.0,2,70.21102166267121,5.0,0.88,0.99,4.0417566,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,45.0,2,80.2167433250573,5.0,0.92,0.99,4.0417566,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,Homography,50.0,4,89.6123625146938,5.0,0.9733333333333334,0.99,4.0417566,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,0.0,5,14.614403069887185,5.0,1.0,0.99,5.6173535999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk1,PnP,5.0,4,17.59892979235277,5.0,0.9866666666666667,0.99,5.6173535999999995,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,10.0,4,18.955805931561436,5.0,0.96,0.99,5.6173535999999995,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,15.0,4,15.359922694789097,5.0,0.9866666666666667,0.99,5.6173535999999995,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,20.0,3,13.432486604327615,5.0,0.9466666666666667,0.99,5.6173535999999995,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,25.0,3,16.372429160002948,5.0,0.88,0.99,5.6173535999999995,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,30.0,3,12.903591634685814,5.0,0.95,0.99,5.6173535999999995,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,35.0,5,21.807498371001355,5.0,1.0,0.99,5.6173535999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk1,PnP,40.0,2,21.0229467465111,5.0,0.88,0.99,5.6173535999999995,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,45.0,2,17.890030821463846,5.0,0.92,0.99,5.6173535999999995,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r480x300,480,300,ihawk1,PnP,50.0,4,17.74757826337046,5.0,0.9733333333333334,0.99,5.6173535999999995,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk2,Affine,0.0,5,12.707514927271216,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,5.0,5,14.962775759352548,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,10.0,5,17.74587653727062,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,15.0,5,22.492953080540403,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,20.0,4,27.05018114735476,5.0,0.9733333333333334,0.99,3.8798228999999997,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk2,Affine,25.0,5,32.619768469124246,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,30.0,4,37.49455140527514,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,35.0,5,42.701786648832964,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,40.0,5,47.41959253304771,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,45.0,5,52.94570953706422,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Affine,50.0,5,58.478309745048136,5.0,1.0,0.99,3.8798228999999997,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,0.0,5,0.11071065430439982,5.0,1.0,0.99,3.8673627999999995,50.0,1,
standard_20hz,r480x300,480,300,ihawk2,Homography,5.0,5,8.509333354415258,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,10.0,5,13.208118519073128,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,15.0,5,20.205147569674278,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,20.0,4,26.297628060038615,5.0,0.9733333333333334,0.99,3.8673627999999995,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk2,Homography,25.0,5,33.54219109868434,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,30.0,4,39.53509728089127,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,35.0,5,46.26076714851352,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,40.0,5,52.56514572391947,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,45.0,5,59.59251755230937,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,Homography,50.0,5,66.95578497231796,5.0,1.0,0.99,3.8673627999999995,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,0.0,5,4.450277905530336,5.0,1.0,0.99,5.1220892,50.0,1,
standard_20hz,r480x300,480,300,ihawk2,PnP,5.0,5,10.15504559405231,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,10.0,5,11.140979315189766,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,15.0,5,11.106902053170197,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,20.0,4,8.19221601698616,5.0,0.9733333333333334,0.99,5.1220892,50.0,0,accuracy|detection
standard_20hz,r480x300,480,300,ihawk2,PnP,25.0,5,15.449317241954008,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,30.0,4,11.790554142639303,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,35.0,5,10.62041165310605,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,40.0,5,10.031107613457353,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,45.0,5,8.204485088377915,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r480x300,480,300,ihawk2,PnP,50.0,5,7.893722846498685,5.0,1.0,0.99,5.1220892,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk1,Affine,0.0,1,11.532728831740313,5.0,0.84,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,5.0,0,nan,5.0,0.7066666666666667,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,10.0,0,nan,5.0,0.68,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,15.0,0,nan,5.0,0.84,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,20.0,0,nan,5.0,0.8266666666666667,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,25.0,0,nan,5.0,0.8,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,30.0,1,42.968959865023805,5.0,0.8,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,35.0,0,nan,5.0,0.76,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,40.0,0,nan,5.0,0.76,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,45.0,0,nan,5.0,0.72,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Affine,50.0,0,nan,5.0,0.72,0.99,2.3032398,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,0.0,1,0.5797125928380964,5.0,0.84,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,5.0,0,nan,5.0,0.7066666666666667,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,10.0,0,nan,5.0,0.68,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,15.0,0,nan,5.0,0.84,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,20.0,0,nan,5.0,0.8266666666666667,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,25.0,0,nan,5.0,0.8,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,30.0,1,47.97920999337276,5.0,0.8,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,35.0,0,nan,5.0,0.76,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,40.0,0,nan,5.0,0.76,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,45.0,0,nan,5.0,0.72,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,Homography,50.0,0,nan,5.0,0.72,0.99,2.3029813999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,0.0,1,17.732551314336796,5.0,0.84,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,5.0,0,nan,5.0,0.7066666666666667,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,10.0,0,nan,5.0,0.68,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,15.0,0,nan,5.0,0.84,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,20.0,0,nan,5.0,0.8266666666666667,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,25.0,0,nan,5.0,0.8,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,30.0,1,15.314306940721325,5.0,0.8,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,35.0,0,nan,5.0,0.76,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,40.0,0,nan,5.0,0.76,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,45.0,0,nan,5.0,0.72,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk1,PnP,50.0,0,nan,5.0,0.72,0.99,3.8872682,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Affine,0.0,5,12.48416719519767,5.0,1.0,0.99,2.5087734999999998,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk2,Affine,5.0,5,14.607232787477045,5.0,1.0,0.99,2.5087734999999998,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk2,Affine,10.0,2,16.615888968592117,5.0,0.8666666666666667,0.99,2.5087734999999998,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Affine,15.0,4,22.03842620077559,5.0,0.96,0.99,2.5087734999999998,50.0,0,accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Affine,20.0,3,26.209680482554553,5.0,0.9333333333333333,0.99,2.5087734999999998,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Affine,25.0,5,32.05640833992317,5.0,1.0,0.99,2.5087734999999998,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk2,Affine,30.0,2,36.720498274282285,5.0,0.9,0.99,2.5087734999999998,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Affine,35.0,2,40.08011791875702,5.0,0.88,0.99,2.5087734999999998,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Affine,40.0,3,45.336172117116654,5.0,0.92,0.99,2.5087734999999998,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Affine,45.0,4,52.512491311714506,5.0,0.96,0.99,2.5087734999999998,50.0,0,accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Affine,50.0,3,58.15554535839286,5.0,0.92,0.99,2.5087734999999998,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Homography,0.0,5,0.3075082761955118,5.0,1.0,0.99,2.5079279999999997,50.0,1,
standard_20hz,r320x200,320,200,ihawk2,Homography,5.0,5,8.466442207323913,5.0,1.0,0.99,2.5079279999999997,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk2,Homography,10.0,2,11.942203302081044,5.0,0.8666666666666667,0.99,2.5079279999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Homography,15.0,4,20.044397108381194,5.0,0.96,0.99,2.5079279999999997,50.0,0,accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Homography,20.0,3,26.04870186307993,5.0,0.9333333333333333,0.99,2.5079279999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Homography,25.0,5,33.19471322614363,5.0,1.0,0.99,2.5079279999999997,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk2,Homography,30.0,2,39.22084421291567,5.0,0.9,0.99,2.5079279999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Homography,35.0,2,43.52441917299525,5.0,0.88,0.99,2.5079279999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Homography,40.0,3,50.56558126616742,5.0,0.92,0.99,2.5079279999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Homography,45.0,4,58.86187642248306,5.0,0.96,0.99,2.5079279999999997,50.0,0,accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,Homography,50.0,3,66.33332698990719,5.0,0.92,0.99,2.5079279999999997,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,PnP,0.0,5,10.292838765352256,5.0,1.0,0.99,4.1562695000000005,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk2,PnP,5.0,5,16.910947096530595,5.0,1.0,0.99,4.1562695000000005,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk2,PnP,10.0,2,17.324526201140237,5.0,0.8666666666666667,0.99,4.1562695000000005,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,PnP,15.0,4,18.596928853800275,5.0,0.96,0.99,4.1562695000000005,50.0,0,accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,PnP,20.0,3,18.208379688914157,5.0,0.9333333333333333,0.99,4.1562695000000005,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,PnP,25.0,5,20.156011321480282,5.0,1.0,0.99,4.1562695000000005,50.0,0,accuracy
standard_20hz,r320x200,320,200,ihawk2,PnP,30.0,2,17.90412056444005,5.0,0.9,0.99,4.1562695000000005,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,PnP,35.0,2,16.75896826713999,5.0,0.88,0.99,4.1562695000000005,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,PnP,40.0,3,15.888856865887346,5.0,0.92,0.99,4.1562695000000005,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,PnP,45.0,4,13.365362145006252,5.0,0.96,0.99,4.1562695000000005,50.0,0,accuracy|detection
standard_20hz,r320x200,320,200,ihawk2,PnP,50.0,3,13.544958104992027,5.0,0.92,0.99,4.1562695000000005,50.0,0,sufficient_rebuilds|accuracy|detection
standard_20hz,r240x150,240,150,ihawk1,Affine,0.0,0,nan,5.0,0.5333333333333333,0.99,nan,50.0,0,sufficient_rebuilds|accuracy|detection|latency
standard_20hz,r240x150,240,150,ihawk1,Affine,5.0,0,nan,5.0,0.4,0.99,nan,50.0,0,sufficient_rebuilds|accuracy|detection|latency
standard_20hz,r240x150,240,150,ihawk1,Affine,10.0,0,nan,5.0,0.4266666666666667,0.99,nan,50.0,0,sufficient_rebuilds|accuracy|detection|latency
standard_20hz,r240x150,240,150,ihawk1,Affine,15.0,0,nan,5.0,0.36,0.99,nan,50.0,0,sufficient_rebuilds|accuracy|detection|latency
standard_20hz,r240x150,240,150,ihawk1,Affine,20.0,0,nan,5.0,0.44,0.99,nan,50.0,0,sufficient_rebuilds|accuracy|detection|latency
standard_20hz,r240x150,240,150,ihawk1,Affine,25.0,0,nan,5.0,0.37333333333333335,0.99,nan,50.0,0,sufficient_rebuilds|accuracy|detection|latency
standard_20hz,r240x150,240,150,ihawk1,Affine,30.0,0,nan,5.0,0.35,0.99,nan,50.0,0,sufficient_rebuilds|accuracy|detection|latency
standard_20hz,r240x150,240,150,ihawk1,Affine,35.0,0,nan,5.0,0.4,0.99,nan,50.0,0,sufficient_rebuilds|accuracy|detection|latency
