profile,resolution_id,width_px,height_px,camera_id,model,height_gt_mm,n_independent_rebuilds,xy_rmse_p95_observed_mm,xy_rmse_p95_limit_mm,marker_detection_rate,marker_detection_rate_min,pipeline_latency_p95_ms,pipeline_latency_p95_limit_ms,feasible,failed_gates
precision_30hz,r320x200,320,200,ihawk2,Homography,15.0,4,20.044397108381194,2.0,0.96,0.99,2.5079279999999997,33.3,0,accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,Homography,20.0,3,26.04870186307993,2.0,0.9333333333333333,0.99,2.5079279999999997,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,Homography,25.0,5,33.19471322614363,2.0,1.0,0.99,2.5079279999999997,33.3,0,accuracy
precision_30hz,r320x200,320,200,ihawk2,Homography,30.0,2,39.22084421291567,2.0,0.9,0.99,2.5079279999999997,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,Homography,35.0,2,43.52441917299525,2.0,0.88,0.99,2.5079279999999997,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,Homography,40.0,3,50.56558126616742,2.0,0.92,0.99,2.5079279999999997,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,Homography,45.0,4,58.86187642248306,2.0,0.96,0.99,2.5079279999999997,33.3,0,accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,Homography,50.0,3,66.33332698990719,2.0,0.92,0.99,2.5079279999999997,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,PnP,0.0,5,10.292838765352256,2.0,1.0,0.99,4.1562695000000005,33.3,0,accuracy
precision_30hz,r320x200,320,200,ihawk2,PnP,5.0,5,16.910947096530595,2.0,1.0,0.99,4.1562695000000005,33.3,0,accuracy
precision_30hz,r320x200,320,200,ihawk2,PnP,10.0,2,17.324526201140237,2.0,0.8666666666666667,0.99,4.1562695000000005,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,PnP,15.0,4,18.596928853800275,2.0,0.96,0.99,4.1562695000000005,33.3,0,accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,PnP,20.0,3,18.208379688914157,2.0,0.9333333333333333,0.99,4.1562695000000005,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,PnP,25.0,5,20.156011321480282,2.0,1.0,0.99,4.1562695000000005,33.3,0,accuracy
precision_30hz,r320x200,320,200,ihawk2,PnP,30.0,2,17.90412056444005,2.0,0.9,0.99,4.1562695000000005,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,PnP,35.0,2,16.75896826713999,2.0,0.88,0.99,4.1562695000000005,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,PnP,40.0,3,15.888856865887346,2.0,0.92,0.99,4.1562695000000005,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,PnP,45.0,4,13.365362145006252,2.0,0.96,0.99,4.1562695000000005,33.3,0,accuracy|detection
precision_30hz,r320x200,320,200,ihawk2,PnP,50.0,3,13.544958104992027,2.0,0.92,0.99,4.1562695000000005,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk1,Affine,0.0,0,nan,2.0,0.5333333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,5.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,10.0,0,nan,2.0,0.4266666666666667,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,15.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,20.0,0,nan,2.0,0.44,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,25.0,0,nan,2.0,0.37333333333333335,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,30.0,0,nan,2.0,0.35,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,35.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,40.0,0,nan,2.0,0.4533333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,45.0,0,nan,2.0,0.5333333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Affine,50.0,0,nan,2.0,0.52,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,0.0,0,nan,2.0,0.5333333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,5.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,10.0,0,nan,2.0,0.4266666666666667,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,15.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,20.0,0,nan,2.0,0.44,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,25.0,0,nan,2.0,0.37333333333333335,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,30.0,0,nan,2.0,0.35,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,35.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,40.0,0,nan,2.0,0.4533333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,45.0,0,nan,2.0,0.5333333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,Homography,50.0,0,nan,2.0,0.52,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,0.0,0,nan,2.0,0.5333333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,5.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,10.0,0,nan,2.0,0.4266666666666667,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,15.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,20.0,0,nan,2.0,0.44,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,25.0,0,nan,2.0,0.37333333333333335,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,30.0,0,nan,2.0,0.35,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,35.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,40.0,0,nan,2.0,0.4533333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,45.0,0,nan,2.0,0.5333333333333333,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk1,PnP,50.0,0,nan,2.0,0.52,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r240x150,240,150,ihawk2,Affine,0.0,1,12.544230029182701,2.0,0.84,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,5.0,0,nan,2.0,0.7333333333333333,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,10.0,0,nan,2.0,0.7733333333333333,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,15.0,0,nan,2.0,0.64,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,20.0,0,nan,2.0,0.7066666666666667,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,25.0,0,nan,2.0,0.7333333333333333,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,30.0,0,nan,2.0,0.7166666666666667,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,35.0,0,nan,2.0,0.64,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,40.0,1,45.55615057292426,2.0,0.76,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,45.0,0,nan,2.0,0.64,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Affine,50.0,0,nan,2.0,0.72,0.99,1.447659,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,0.0,1,0.2773183662243541,2.0,0.84,0.99,1.446922,33.3,0,sufficient_rebuilds|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,5.0,0,nan,2.0,0.7333333333333333,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,10.0,0,nan,2.0,0.7733333333333333,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,15.0,0,nan,2.0,0.64,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,20.0,0,nan,2.0,0.7066666666666667,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,25.0,0,nan,2.0,0.7333333333333333,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,30.0,0,nan,2.0,0.7166666666666667,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,35.0,0,nan,2.0,0.64,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,40.0,1,51.02661430911201,2.0,0.76,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,45.0,0,nan,2.0,0.64,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,Homography,50.0,0,nan,2.0,0.72,0.99,1.446922,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,0.0,1,12.601772557587806,2.0,0.84,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,5.0,0,nan,2.0,0.7333333333333333,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,10.0,0,nan,2.0,0.7733333333333333,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,15.0,0,nan,2.0,0.64,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,20.0,0,nan,2.0,0.7066666666666667,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,25.0,0,nan,2.0,0.7333333333333333,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,30.0,0,nan,2.0,0.7166666666666667,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,35.0,0,nan,2.0,0.64,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,40.0,1,14.748066613067326,2.0,0.76,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,45.0,0,nan,2.0,0.64,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r240x150,240,150,ihawk2,PnP,50.0,0,nan,2.0,0.72,0.99,3.125638,33.3,0,sufficient_rebuilds|accuracy|detection
precision_30hz,r160x100,160,100,ihawk1,Affine,0.0,0,nan,2.0,0.09333333333333334,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,5.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,10.0,0,nan,2.0,0.04,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,15.0,0,nan,2.0,0.12,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,20.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,25.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,30.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,35.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,40.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,45.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Affine,50.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,0.0,0,nan,2.0,0.09333333333333334,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,5.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,10.0,0,nan,2.0,0.04,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,15.0,0,nan,2.0,0.12,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,20.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,25.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,30.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,35.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,40.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,45.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,Homography,50.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,0.0,0,nan,2.0,0.09333333333333334,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,5.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,10.0,0,nan,2.0,0.04,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,15.0,0,nan,2.0,0.12,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,20.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,25.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,30.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,35.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,40.0,0,nan,2.0,0.0,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,45.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk1,PnP,50.0,0,nan,2.0,0.08,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,0.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,5.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,10.0,0,nan,2.0,0.28,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,15.0,0,nan,2.0,0.32,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,20.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,25.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,30.0,0,nan,2.0,0.06666666666666667,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,35.0,0,nan,2.0,0.24,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,40.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,45.0,0,nan,2.0,0.26666666666666666,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Affine,50.0,0,nan,2.0,0.25333333333333335,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,0.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,5.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,10.0,0,nan,2.0,0.28,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,15.0,0,nan,2.0,0.32,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,20.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,25.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,30.0,0,nan,2.0,0.06666666666666667,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,35.0,0,nan,2.0,0.24,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,40.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,45.0,0,nan,2.0,0.26666666666666666,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,Homography,50.0,0,nan,2.0,0.25333333333333335,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,0.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,5.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,10.0,0,nan,2.0,0.28,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,15.0,0,nan,2.0,0.32,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,20.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,25.0,0,nan,2.0,0.4,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,30.0,0,nan,2.0,0.06666666666666667,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,35.0,0,nan,2.0,0.24,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,40.0,0,nan,2.0,0.36,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,45.0,0,nan,2.0,0.26666666666666666,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
precision_30hz,r160x100,160,100,ihawk2,PnP,50.0,0,nan,2.0,0.25333333333333335,0.99,nan,33.3,0,sufficient_rebuilds|accuracy|detection|latency
standard_20hz,r640x400,640,400,ihawk1,Affine,0.0,5,11.641533751508653,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,5.0,5,15.880418310760971,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,10.0,5,19.40449445328279,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,15.0,5,25.662129522959457,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,20.0,5,31.562334592797797,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,25.0,5,37.58824129978099,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,30.0,4,43.629216918088936,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,35.0,5,51.890443220166276,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,40.0,5,58.755242696523936,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,45.0,5,67.56624056354431,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Affine,50.0,5,73.53195339918238,5.0,1.0,0.99,6.658514299999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,0.0,5,0.3216514062833197,5.0,1.0,0.99,6.657664599999999,50.0,1,
standard_20hz,r640x400,640,400,ihawk1,Homography,5.0,5,11.441453879393661,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,10.0,5,17.079979414135046,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,15.0,5,25.234517612290098,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,20.0,5,33.41104803662469,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,25.0,5,40.48358456953239,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,30.0,4,48.03466258031784,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,35.0,5,58.54410643501662,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,40.0,5,67.68182426928449,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,45.0,5,79.03019030761278,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,Homography,50.0,5,87.13723014465889,5.0,1.0,0.99,6.657664599999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,0.0,5,8.658761187000637,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,5.0,5,13.571395948096301,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
standard_20hz,r640x400,640,400,ihawk1,PnP,10.0,5,11.288095453665534,5.0,1.0,0.99,8.149156099999999,50.0,0,accuracy
