resolution_id,width_px,height_px,scale_x,scale_y,run_id,camera_id,height_gt_mm,frame_index,marker_id,board_position,marker_gt_x_mm,marker_gt_y_mm,qc_excluded,detected,center_u_px,center_v_px,center_u_native_equiv_px,center_v_native_equiv_px,center_drift_from_native_px,corner_rmse_drift_from_native_px,corner0_u_px,corner0_v_px,corner1_u_px,corner1_v_px,corner2_u_px,corner2_v_px,corner3_u_px,corner3_v_px
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,40.0,3,3,BR,70.0,-113.5,0,1,285.5268249511719,181.3660011291504,380.8690999348958,241.98800150553384,1.537359537784754,2.773092135907846,267.6012268066406,179.81292724609375,286.5060729980469,171.6510772705078,304.0,183.0,284.0,191.0
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,40.0,3,4,C,0.0,0.0,0,1,221.85650253295898,167.06667709350586,295.975336710612,222.92223612467447,0.18662616244104738,0.39748569692621716,205.34300231933594,165.34078979492188,225.16529846191406,158.6771697998047,238.7508544921875,168.36463928222656,218.16685485839844,175.8841094970703
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,40.0,3,0,TL,-70.0,113.5,0,1,109.61406326293945,102.65766334533691,219.7281265258789,205.81532669067383,1.684314092296834,2.0263152680582235,99.53862762451172,102.09679412841797,112.92933654785156,97.29303741455078,120.83873748779297,103.32770538330078,105.14955139160156,107.91311645507812
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,40.0,3,1,TR,70.0,113.5,0,1,147.5739631652832,91.40146064758301,295.6479263305664,183.30292129516602,1.487721599875532,2.0183927502947174,137.37181091308594,90.58219146728516,149.5487518310547,87.74907684326172,156.59434509277344,91.42623901367188,146.78094482421875,95.84833526611328
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,40.0,3,2,BL,-70.0,-113.5,0,1,149.27022171020508,140.68430709838867,299.04044342041016,281.86861419677734,2.616338846919821,3.409597751826386,134.36727905273438,139.28652954101562,151.39698791503906,131.4113006591797,163.41050720214844,142.55116271972656,147.90611267089844,149.4882354736328
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,40.0,3,3,BR,70.0,-113.5,0,1,190.7822151184082,121.02819061279297,382.0644302368164,242.55638122558594,0.45479794712450505,2.767601777027309,178.38258361816406,119.67840576171875,191.4633026123047,114.04100036621094,203.28297424316406,123.39335632324219,190.0,127.0
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,40.0,3,4,C,0.0,0.0,0,1,147.75803756713867,111.0426197052002,296.01607513427734,222.5852394104004,0.41580623099600006,0.8428196143636877,136.74888610839844,110.1191177368164,149.6492156982422,105.30889892578125,158.888916015625,111.90267181396484,145.74513244628906,116.83979034423828
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,40.0,3,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,40.0,3,1,TR,70.0,113.5,0,0,,,,,,,,,,,,,,
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,40.0,3,2,BL,-70.0,-113.5,0,1,111.45188331604004,105.61202430725098,298.0383555094401,282.46539815266925,3.2030044912691737,3.4844348283390363,100.58111572265625,104.31612396240234,113.40538024902344,98.40042877197266,122.50912475585938,106.73897552490234,109.3119125366211,112.99256896972656
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,40.0,3,3,BR,70.0,-113.5,0,1,143.0802459716797,89.99003601074219,382.3806559244792,240.8067626953125,1.4284709252968797,3.4738323339987605,134.06939697265625,89.69119262695312,144.2515869140625,84.26895141601562,152.0,91.0,142.0,95.0
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,40.0,3,4,C,0.0,0.0,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,40.0,3,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,40.0,3,1,TR,70.0,113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,40.0,3,2,BL,-70.0,-113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,40.0,3,3,BR,70.0,-113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,40.0,3,4,C,0.0,0.0,0,0,,,,,,,,,,,,,,
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,1,0,TL,-70.0,113.5,0,1,220.2056770324707,202.01042556762695,220.2056770324707,202.01042556762695,0.0,0.0,199.74513244628906,199.49319458007812,227.64871215820312,192.0626983642578,241.29408264160156,203.83734130859375,212.13478088378906,212.64846801757812
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,1,1,TR,70.0,113.5,0,1,293.47103118896484,180.60164260864258,293.47103118896484,180.60164260864258,0.0,0.0,274.5150146484375,178.8482208251953,297.71710205078125,172.83448791503906,311.9202880859375,181.80392456054688,289.7317199707031,188.91993713378906
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,1,2,BL,-70.0,-113.5,0,1,296.83101654052734,275.2696762084961,296.83101654052734,275.2696762084961,0.0,0.0,269.16229248046875,271.69500732421875,302.4775085449219,258.1067199707031,325.0677795410156,277.6318359375,290.6164855957031,293.6451416015625
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,1,3,BR,70.0,-113.5,0,1,380.50069427490234,238.67009353637695,380.50069427490234,238.67009353637695,0.0,0.0,355.7890319824219,236.4143829345703,380.7520446777344,225.06979370117188,405.6402282714844,240.31381225585938,379.82147216796875,252.88238525390625
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,1,4,C,0.0,0.0,0,1,294.8028259277344,219.6498031616211,294.8028259277344,219.6498031616211,0.0,0.0,272.58868408203125,217.191650390625,299.5492248535156,208.40074157714844,317.4513244628906,221.4070587158203,289.6220703125,231.59976196289062
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,1,0,TL,-70.0,113.5,0,1,164.30911254882812,151.6497802734375,219.2454833984375,202.36637369791669,1.0240463301504699,1.8118235781994179,149.7247772216797,149.5342559814453,168.09722900390625,144.90859985351562,180.6853485107422,152.78509521484375,158.72909545898438,159.3711700439453
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,1,1,TR,70.0,113.5,0,1,220.13587951660156,135.88865280151367,293.6811726888021,181.3515370686849,0.778781837972634,1.8838265973125254,205.7355194091797,134.06646728515625,224.98866271972656,131.25595092773438,233.8193359375,136.23219299316406,216.0,142.0
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,1,2,BL,-70.0,-113.5,0,1,222.4615364074707,206.51937103271484,296.7820485432943,275.5258280436198,0.26079038975825464,0.3138183219224774,201.62298583984375,203.82395935058594,226.76898193359375,193.47360229492188,243.6932373046875,208.42510986328125,217.7609405517578,220.3548126220703
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,1,3,BR,70.0,-113.5,0,1,285.60428619384766,179.38539123535156,380.9723815917969,239.3471883138021,0.8251946815967498,1.1218999488955417,266.7120056152344,177.2837371826172,285.6122131347656,169.2789764404297,304.40997314453125,181.30711364746094,285.6829528808594,189.67173767089844
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,1,4,C,0.0,0.0,0,1,220.9156494140625,164.48292541503906,294.72086588541663,219.47723388671878,0.19104345887006347,0.36074214656809855,204.38803100585938,162.68621826171875,224.265625,156.28810119628906,237.81607055664062,165.73582458496094,217.19287109375,173.2215576171875
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,1,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,1,1,TR,70.0,113.5,0,1,147.09159088134766,89.99008750915527,294.6831817626953,180.48017501831055,1.2182214038901855,1.81123527933432,137.2021484375,89.30597686767578,149.29815673828125,86.47282409667969,156.0919952392578,89.62705993652344,145.77406311035156,94.55448913574219
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,1,2,BL,-70.0,-113.5,0,1,147.92227172851562,138.73284149169922,296.34454345703125,277.96568298339844,2.739545325649045,3.0464518707928074,133.48623657226562,136.86819458007812,150.50965881347656,129.49667358398438,162.3451385498047,140.65325927734375,145.34805297851562,147.91323852539062
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,1,3,BR,70.0,-113.5,0,1,190.10459518432617,118.94693946838379,380.70919036865234,238.39387893676758,0.3460709842595535,2.748694292952699,177.7165069580078,117.93238067626953,191.6912384033203,112.11249542236328,203.01063537597656,120.74288177490234,188.0,125.0
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,1,4,C,0.0,0.0,0,1,147.1623992919922,109.4145736694336,294.8247985839844,219.3291473388672,0.3214077694901995,1.143793683615548,136.21551513671875,108.34529876708984,148.79954528808594,103.61668395996094,158.3247833251953,110.3754653930664,145.30975341796875,115.32084655761719
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,1,0,TL,-70.0,113.5,0,1,81.56918907165527,75.35674476623535,218.3511708577474,201.78465270996094,1.8681987408585623,2.8517832299376376,74.54094696044922,75.20162963867188,84.3667984008789,71.35379791259766,89.86823272705078,76.03666687011719,77.50077819824219,78.83488464355469
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,1,1,TR,70.0,113.5,0,1,110.27592468261719,67.50493049621582,294.9024658203125,180.8464813232422,1.4522228134787682,1.9853141247406716,103.07150268554688,67.05361938476562,112.0,65.0,116.92469787597656,67.15913391113281,109.10749816894531,70.80696868896484
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,1,2,BL,-70.0,-113.5,0,1,110.49545478820801,104.25010299682617,295.4878794352214,278.83360799153644,3.808625347525645,4.286407442988683,99.88505554199219,102.82356262207031,112.55315399169922,96.91558837890625,121.85185241699219,105.67633819580078,107.69175720214844,111.58492279052734
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,1,3,BR,70.0,-113.5,0,0,,,,,,,,,,,,,,
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,1,4,C,0.0,0.0,0,1,110.17208290100098,82.00001525878906,294.62555440266925,219.50004069010416,0.2320646277953101,1.1521688241148487,102.0831298828125,81.1731948852539,111.3785171508789,77.61109161376953,118.51968383789062,82.55718231201172,108.70700073242188,86.6585922241211
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,1,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,1,1,TR,70.0,113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,1,2,BL,-70.0,-113.5,0,1,73.37487602233887,69.7283763885498,294.99950408935547,280.4135055541992,5.460166498973657,6.996189169762832,66.29090118408203,68.60894012451172,73.20523834228516,64.87476348876953,81.3962631225586,70.58491516113281,72.60710144042969,74.84488677978516
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,1,3,BR,70.0,-113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,1,4,C,0.0,0.0,0,0,,,,,,,,,,,,,,
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,2,0,TL,-70.0,113.5,0,1,220.28184509277344,202.03490829467773,220.28184509277344,202.03490829467773,0.0,0.0,199.76622009277344,199.49798583984375,227.90403747558594,192.12538146972656,241.24685668945312,203.85360717773438,212.21026611328125,212.66265869140625
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,2,1,TR,70.0,113.5,0,1,293.4449005126953,180.61009979248047,293.4449005126953,180.61009979248047,0.0,0.0,274.5096435546875,178.86134338378906,297.6617126464844,172.81561279296875,311.88897705078125,181.83705139160156,289.7192687988281,188.9263916015625
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,2,2,BL,-70.0,-113.5,0,1,296.88427734375,275.2726364135742,296.88427734375,275.2726364135742,0.0,0.0,269.1576843261719,271.66180419921875,302.6737060546875,258.1597595214844,325.0572204589844,277.6317138671875,290.64849853515625,293.63726806640625
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,2,3,BR,70.0,-113.5,0,1,380.50047302246094,238.6587677001953,380.50047302246094,238.6587677001953,0.0,0.0,355.7921142578125,236.41404724121094,380.7532043457031,225.06871032714844,405.6302795410156,240.26483154296875,379.8262939453125,252.88748168945312
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,2,4,C,0.0,0.0,0,1,294.7974319458008,219.65893173217773,294.7974319458008,219.65893173217773,0.0,0.0,272.5827941894531,217.22987365722656,299.5257568359375,208.3760223388672,317.4649353027344,221.4174041748047,289.6162414550781,231.6124267578125
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,2,0,TL,-70.0,113.5,0,1,164.34507369995117,151.6715965270996,219.29343159993488,202.3954620361328,1.0521217768407698,1.878587194390077,149.7442169189453,149.52377319335938,168.19268798828125,144.98672485351562,180.67227172851562,152.7908935546875,158.7711181640625,159.38499450683594
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,2,1,TR,70.0,113.5,0,1,220.13714218139648,135.88886260986328,293.682856241862,181.35181681315106,0.7789525452784067,1.9045896378093472,205.72311401367188,134.05523681640625,224.98719787597656,131.25717163085938,233.8382568359375,136.2430419921875,216.0,142.0
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,2,2,BL,-70.0,-113.5,0,1,222.49394607543945,206.5181541442871,296.82526143391925,275.5242055257161,0.25839871477431725,0.32158740548341913,201.61749267578125,203.79257202148438,226.79061889648438,193.4833526611328,243.69692993164062,208.4233856201172,217.87074279785156,220.37330627441406
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,2,3,BR,70.0,-113.5,0,1,285.6066436767578,179.39831161499023,380.97552490234375,239.36441548665366,0.8506545051392799,1.1545649354979928,266.72332763671875,177.28941345214844,285.6717529296875,169.28089904785156,304.3710632324219,181.3541717529297,285.6604309082031,189.66876220703125
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,2,4,C,0.0,0.0,0,1,220.91114044189453,164.49191284179688,294.71485392252606,219.48921712239584,0.18873838693116995,0.34678706928890096,204.37875366210938,162.69358825683594,224.27610778808594,156.285888671875,237.8253936767578,165.7379608154297,217.164306640625,173.25021362304688
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,2,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,2,1,TR,70.0,113.5,0,1,147.0655632019043,89.98310089111328,294.6311264038086,180.46620178222656,1.194921964859016,1.7758479161202967,137.17649841308594,89.27816009521484,149.26600646972656,86.46302032470703,156.16073608398438,89.61790466308594,145.6590118408203,94.57331848144531
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,2,2,BL,-70.0,-113.5,0,1,147.88214874267578,138.7296905517578,296.26429748535156,277.9593811035156,2.7573487363313496,3.0632410007133823,133.4499969482422,136.88754272460938,150.4783935546875,129.50961303710938,162.3150177001953,140.6398162841797,145.28518676757812,147.8817901611328
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,2,3,BR,70.0,-113.5,0,1,190.12202835083008,118.96799087524414,380.74405670166016,238.43598175048828,0.3301008757320886,2.7949332485718967,177.73611450195312,117.93555450439453,191.68487548828125,112.10542297363281,203.06712341308594,120.83098602294922,188.0,125.0
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,2,4,C,0.0,0.0,0,1,147.1539535522461,109.40960311889648,294.8079071044922,219.31920623779297,0.3398869525071293,1.149808118815921,136.21438598632812,108.33699798583984,148.78134155273438,103.61043548583984,158.31544494628906,110.37171173095703,145.3046417236328,115.31926727294922
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,2,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,2,1,TR,70.0,113.5,0,1,110.27810287475586,67.49221420288086,294.9082743326823,180.81257120768228,1.4773143236959305,1.990750723691421,103.06371307373047,66.99665832519531,112.0,65.0,116.95270538330078,67.16778564453125,109.09599304199219,70.80441284179688
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,2,2,BL,-70.0,-113.5,0,1,110.47744750976562,104.2499008178711,295.4398600260417,278.83306884765625,3.842267625421085,4.313851592454896,99.85686492919922,102.8449935913086,112.536376953125,96.9154281616211,121.81240844726562,105.67668914794922,107.70413970947266,111.56249237060547
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,2,3,BR,70.0,-113.5,0,0,,,,,,,,,,,,,,
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,2,4,C,0.0,0.0,0,1,110.15703201293945,81.99881935119629,294.5854187011719,219.4968516031901,0.2668699760383816,1.1821945062034909,102.08513641357422,81.16468048095703,111.33065032958984,77.61560821533203,118.5192642211914,82.55551147460938,108.69307708740234,86.65947723388672
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,2,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,2,1,TR,70.0,113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,2,2,BL,-70.0,-113.5,0,1,73.37256240844727,69.74023056030273,294.99024963378906,280.46092224121094,5.523192083872867,7.065083823524149,66.29676055908203,68.6228256225586,73.2092514038086,64.9065170288086,81.3743896484375,70.58613586425781,72.60984802246094,74.84544372558594
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,2,3,BR,70.0,-113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,2,4,C,0.0,0.0,0,0,,,,,,,,,,,,,,
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,3,0,TL,-70.0,113.5,0,1,220.2727394104004,202.03044891357422,220.2727394104004,202.03044891357422,0.0,0.0,199.7394561767578,199.50123596191406,227.89129638671875,192.12728881835938,241.24993896484375,203.8306121826172,212.21026611328125,212.66265869140625
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,3,1,TR,70.0,113.5,0,1,293.43067169189453,180.6151351928711,293.43067169189453,180.6151351928711,0.0,0.0,274.48614501953125,178.8507537841797,297.69439697265625,172.83250427246094,311.9694519042969,181.8072052001953,289.57269287109375,188.97007751464844
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,3,2,BL,-70.0,-113.5,0,1,296.8687438964844,275.2722625732422,296.8687438964844,275.2722625732422,0.0,0.0,269.1737976074219,271.677734375,302.6369934082031,258.14581298828125,325.0574951171875,277.6318359375,290.606689453125,293.6336669921875
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,3,3,BR,70.0,-113.5,0,1,380.5019302368164,238.6337776184082,380.5019302368164,238.6337776184082,0.0,0.0,355.7476806640625,236.42088317871094,380.801025390625,225.01119995117188,405.6257629394531,240.2569122314453,379.833251953125,252.8461151123047
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,45.0,3,4,C,0.0,0.0,0,1,294.8219299316406,219.64448165893555,294.8219299316406,219.64448165893555,0.0,0.0,272.579345703125,217.22097778320312,299.52935791015625,208.37599182128906,317.5273742675781,221.3658447265625,289.6516418457031,231.6151123046875
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,3,0,TL,-70.0,113.5,0,1,164.34893798828125,151.6773567199707,219.298583984375,202.40314229329425,1.0430144530838732,1.87132846203207,149.7281494140625,149.53944396972656,168.1981658935547,145.00057983398438,180.68194580078125,152.78353881835938,158.78749084472656,159.3858642578125
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,3,1,TR,70.0,113.5,0,1,220.5279769897461,136.1192398071289,294.2039693196615,181.65898640950522,1.2990822081679652,2.986350737801705,205.7082977294922,134.0660858154297,226.54281616210938,132.19241333007812,233.8607940673828,136.2184600830078,216.0,142.0
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,3,2,BL,-70.0,-113.5,0,1,222.48046493530273,206.50536346435547,296.8072865804036,275.50715128580725,0.24279561155491114,0.30971805305898625,201.63282775878906,203.7881317138672,226.7476043701172,193.46420288085938,243.69541931152344,208.41502380371094,217.84600830078125,220.35409545898438
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,3,3,BR,70.0,-113.5,0,1,285.60831451416016,179.3914566040039,380.9777526855469,239.3552754720052,0.8642720378798089,1.1920939589811812,266.69329833984375,177.283447265625,285.6238708496094,169.26039123535156,304.38519287109375,181.37452697753906,285.73089599609375,189.6474609375
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,45.0,3,4,C,0.0,0.0,0,1,220.9290771484375,164.4810791015625,294.73876953125,219.47477213541666,0.18898935040403106,0.3758607845492868,204.37673950195312,162.69142150878906,224.26971435546875,156.28480529785156,237.80384826660156,165.69699096679688,217.26600646972656,173.2510986328125
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,3,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,3,1,TR,70.0,113.5,0,1,147.06739044189453,89.98305892944336,294.63478088378906,180.46611785888672,1.2132951462165797,1.79637340397241,137.16921997070312,89.27720642089844,149.27432250976562,86.46449279785156,156.16091918945312,89.61945343017578,145.66510009765625,94.57108306884766
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,3,2,BL,-70.0,-113.5,0,1,147.92426300048828,138.71202850341797,296.34852600097656,277.92405700683594,2.702339796703104,3.0399146828112076,133.4687957763672,136.86984252929688,150.49114990234375,129.5054168701172,162.30702209472656,140.64004516601562,145.43008422851562,147.8328094482422
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,3,3,BR,70.0,-113.5,0,1,190.09321212768555,118.94954872131348,380.6864242553711,238.39909744262695,0.2985177177106508,2.7299161446765803,177.7101593017578,117.93047332763672,191.66319274902344,112.10165405273438,202.99949645996094,120.76606750488281,188.0,125.0
r320x200,320,200,0.5,0.5,20260808_141232,ihawk1,45.0,3,4,C,0.0,0.0,0,1,147.1575584411621,109.41306686401367,294.8151168823242,219.32613372802734,0.31842082650876,1.1721073108372895,136.21937561035156,108.34886169433594,148.77244567871094,103.6141357421875,158.3002166748047,110.36436462402344,145.33819580078125,115.32490539550781
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,3,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,3,1,TR,70.0,113.5,0,1,110.27508926391602,67.4921646118164,294.9002380371094,180.81243896484372,1.4827521780198942,1.987400176760984,103.05424499511719,66.98363494873047,112.0,65.0,116.9462661743164,67.18584442138672,109.09984588623047,70.79917907714844
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,3,2,BL,-70.0,-113.5,0,1,110.48896026611328,104.24444961547852,295.47056070963544,278.8185323079427,3.8119476983872462,4.278830672649497,99.86749267578125,102.82933044433594,112.54485321044922,96.90753173828125,121.80976104736328,105.67881774902344,107.73373413085938,111.56211853027344
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,3,3,BR,70.0,-113.5,0,0,,,,,,,,,,,,,,
r240x150,240,150,0.375,0.375,20260808_141232,ihawk1,45.0,3,4,C,0.0,0.0,0,1,110.16008567810059,82.00358390808105,294.59356180826825,219.50955708821613,0.26524826023263737,1.1951280317392916,102.09064483642578,81.17330169677734,111.3228759765625,77.62167358398438,118.51959991455078,82.55887603759766,108.70722198486328,86.66048431396484
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,3,0,TL,-70.0,113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,3,1,TR,70.0,113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,3,2,BL,-70.0,-113.5,0,1,73.37038040161133,69.73806953430176,294.9815216064453,280.45227813720703,5.5130907134690155,7.063440277574555,66.28777313232422,68.6122817993164,73.20022583007812,64.91597747802734,81.37849426269531,70.5854263305664,72.61502838134766,74.83859252929688
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,3,3,BR,70.0,-113.5,0,0,,,,,,,,,,,,,,
r160x100,160,100,0.25,0.25,20260808_141232,ihawk1,45.0,3,4,C,0.0,0.0,0,0,,,,,,,,,,,,,,
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,50.0,1,0,TL,-70.0,113.5,0,1,221.0026397705078,199.97463607788086,221.0026397705078,199.97463607788086,0.0,0.0,200.49813842773438,197.47146606445312,228.6404266357422,190.21559143066406,241.97140502929688,201.68893432617188,212.9005889892578,210.52255249023438
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,50.0,1,1,TR,70.0,113.5,0,1,294.27904510498047,178.4761505126953,294.27904510498047,178.4761505126953,0.0,0.0,275.44586181640625,177.16038513183594,297.84228515625,170.3902587890625,312.92022705078125,179.56785583496094,290.9078063964844,186.78610229492188
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,50.0,1,2,BL,-70.0,-113.5,0,1,299.3782730102539,272.57402420043945,299.3782730102539,272.57402420043945,0.0,0.0,271.3626403808594,269.1506042480469,304.666015625,255.37608337402344,327.8543701171875,274.94647216796875,293.63006591796875,290.82293701171875
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,50.0,1,3,BR,70.0,-113.5,0,1,383.15403747558594,235.73833847045898,383.15403747558594,235.73833847045898,0.0,0.0,357.92083740234375,233.50454711914062,383.3005065917969,221.97543334960938,407.9603576660156,237.2838134765625,383.4344482421875,250.18955993652344
r640x400,640,400,1.0,1.0,20260808_141232,ihawk1,50.0,1,4,C,0.0,0.0,0,1,296.4896697998047,217.13887405395508,296.4896697998047,217.13887405395508,0.0,0.0,273.93865966796875,214.615966796875,301.3074035644531,206.0879669189453,319.0289001464844,218.65713500976562,291.6837158203125,229.19442749023438
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,50.0,1,0,TL,-70.0,113.5,0,1,165.79611587524414,150.01369094848633,221.22815450032553,200.18492126464844,0.30834518504207825,0.5416045275467577,150.2676239013672,148.07644653320312,172.0,143.0,181.41964721679688,151.24786376953125,159.4971923828125,157.73045349121094
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,50.0,1,1,TR,70.0,113.5,0,1,220.9862403869629,133.7761993408203,294.8149871826172,178.5349324544271,0.5391560323833177,0.7974307652169782,206.46221923828125,132.58961486816406,224.0,128.0,234.56466674804688,134.5606689453125,218.91807556152344,139.9545135498047
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,50.0,1,2,BL,-70.0,-113.5,0,1,223.99051666259766,203.77667617797852,298.82068888346356,271.868901570638,0.8989427020153546,1.3311815044605673,203.4188232421875,201.66873168945312,228.54324340820312,191.43797302246094,245.0,205.0,219.0,217.0
r480x300,480,300,0.75,0.75,20260808_141232,ihawk1,50.0,1,3,BR,70.0,-113.5,0,1,287.4141311645508,176.91503524780273,383.38550821940106,236.05338033040363,0.39093487790130227,0.6059870443138016,268.3802795410156,175.1711883544922,287.44287109375,166.9877471923828,305.8475646972656,177.69869995117188,287.9858093261719,187.80250549316406
