resolution_id,width_px,height_px,run_id,camera_id,height_gt_mm,marker_id,n_expected_frames,n_detected_frames,complete_three_frame_detection,center_repeatability_rms_native_equiv_px,corner_repeatability_rms_native_equiv_px,median_marker_side_native_equiv_px,corner_repeatability_fraction_of_marker_side,center_drift_from_native_median_px,corner_drift_from_native_median_px
r240x150,240,150,20260808_141232,ihawk2,45.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_141232,ihawk2,45.0,2,3,3,1,0.015551760599756508,0.03275654793190385,38.862521296588845,0.0008428827270859303,1.568863345057261,2.6693635785458696
r240x150,240,150,20260808_141232,ihawk2,45.0,3,3,3,1,0.01377906087949352,0.021884224307507392,27.931085944092853,0.0007835078217621427,2.779042344912578,4.293561938786511
r240x150,240,150,20260808_141232,ihawk2,45.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_141232,ihawk2,50.0,0,3,3,1,0.007466616887022573,0.023916898343760595,39.01650770304247,0.0006129943388525154,0.7185323272124858,1.7909388444359555
r240x150,240,150,20260808_141232,ihawk2,50.0,1,3,3,1,0.0076826479692083715,0.012744438096099556,28.213965238024826,0.00045170673418578846,0.4396800981299206,0.5980645097405308
r240x150,240,150,20260808_141232,ihawk2,50.0,2,3,3,1,0.02344955898911903,0.033245335137821665,38.135913277049326,0.0008717592495111197,0.8377786234125553,1.2617227570168659
r240x150,240,150,20260808_141232,ihawk2,50.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_141232,ihawk2,50.0,4,3,3,1,0.007416093971710961,0.01197305114720524,31.048675253399576,0.00038562196452791614,0.45638415665630894,1.2840210286883005
r240x150,240,150,20260808_145501,ihawk1,0.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,0.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,0.0,2,3,3,1,0.013443931503755328,0.019581205155270832,32.77406730216001,0.0005974603327302104,0.2125217402396873,0.7532519239230634
r240x150,240,150,20260808_145501,ihawk1,0.0,3,3,3,1,0.0073246908624394385,0.03185438599467203,27.40095169815052,0.0011625284532296774,0.46607627999211393,1.5833589550273133
r240x150,240,150,20260808_145501,ihawk1,0.0,4,3,3,1,0.006228902021797149,0.016958116547560288,25.04748207917171,0.0006770387735564785,0.10925869639384989,0.9293393268325765
r240x150,240,150,20260808_145501,ihawk1,5.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,5.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,5.0,2,3,3,1,0.021220554693436266,0.04701471503624546,34.01071249687366,0.0013823501945325947,1.5058895944363602,2.465845013952186
r240x150,240,150,20260808_145501,ihawk1,5.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,5.0,4,3,3,1,0.007566637931914034,0.01029584718168656,25.044701470688494,0.00041109881839623786,0.07253423986013842,1.116725538258851
r240x150,240,150,20260808_145501,ihawk1,10.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,10.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,10.0,2,3,3,1,0.01793617879445115,0.028635267916625906,34.8430023078746,0.0008218369836101716,2.3481865389047227,3.364376851837022
r240x150,240,150,20260808_145501,ihawk1,10.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,10.0,4,3,3,1,0.008728795650495154,0.01566643651199713,25.161848336331143,0.0006226266171939521,0.17629069676917278,0.7183361807797082
r240x150,240,150,20260808_145501,ihawk1,15.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,15.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,15.0,2,3,3,1,0.023301491063897905,0.036028746186962356,34.0791697363532,0.00105720727546157,1.2538589151063233,2.2415038450473834
r240x150,240,150,20260808_145501,ihawk1,15.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,15.0,4,3,3,1,0.07896378479768329,0.14925469381124776,24.846727912788776,0.006007016068076528,0.23369107076520362,1.1459843633474531
r240x150,240,150,20260808_145501,ihawk1,20.0,0,3,3,1,0.011473936998624498,0.021275303129737636,22.426554534499036,0.0009486657032853434,0.7169626884951711,2.355587210397402
r240x150,240,150,20260808_145501,ihawk1,20.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,20.0,2,3,3,1,0.008329760593558541,0.015186333326459063,34.3086146371959,0.0004426390714708341,1.3590777644956453,2.211851351033553
r240x150,240,150,20260808_145501,ihawk1,20.0,3,3,3,1,0.003186456168809549,0.011274342164541257,29.107442765148605,0.0003873353717641055,0.24229383545989494,2.302963577601001
r240x150,240,150,20260808_145501,ihawk1,20.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,25.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,25.0,1,3,3,1,0.022194893876802794,0.03130780315052451,21.581478894719268,0.0014506792283908384,1.6137647907916783,2.308403821609836
r240x150,240,150,20260808_145501,ihawk1,25.0,2,3,3,1,0.025158849495147545,0.0312062508409542,34.74686831447534,0.0008981025443364592,2.0529029913807273,2.8679115994369107
r240x150,240,150,20260808_145501,ihawk1,25.0,3,3,3,1,0.005209355894126583,0.008478070691527098,26.827311648253943,0.000316023864138429,0.9364044451378574,2.7291691685403863
r240x150,240,150,20260808_145501,ihawk1,25.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,30.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,30.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,30.0,2,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,30.0,3,3,3,1,0.004157174383359651,0.007511205683504846,27.488088670909633,0.00027325310877121404,0.8613376747742876,1.8928706932049069
r240x150,240,150,20260808_145501,ihawk1,30.0,4,3,3,1,0.02912903359969179,0.06612425430175803,25.146524132203627,0.002629558421439117,0.18947431723023014,1.0307548218273292
r240x150,240,150,20260808_145501,ihawk1,35.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,35.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,35.0,2,3,3,1,0.006597619696544873,0.013491166263454079,36.26770031167411,0.00037198846763138833,4.348116542211735,5.139265113814907
r240x150,240,150,20260808_145501,ihawk1,35.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,35.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,40.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,40.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,40.0,2,3,3,1,0.0053711328173243035,0.017077898294448918,34.98207238150227,0.00048819001082049457,2.0627272922597726,3.1839669864568854
r240x150,240,150,20260808_145501,ihawk1,40.0,3,3,3,1,0.3099954297316889,0.628652050528126,28.68233654685051,0.021917741935050118,0.8305316613931664,2.0040691743855166
r240x150,240,150,20260808_145501,ihawk1,40.0,4,3,3,1,0.011619323920617172,0.03090408202787256,25.399018776807086,0.0012167431466325927,0.13527775858672347,1.173900817699006
r240x150,240,150,20260808_145501,ihawk1,45.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,45.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,45.0,2,3,3,1,0.009306911349771027,0.018857266627101157,36.49343609579625,0.0005167303670062837,3.5562027422050093,4.144458234481561
r240x150,240,150,20260808_145501,ihawk1,45.0,3,3,3,1,0.003071415075428045,0.006897929494162627,27.579415623827213,0.00025011151752625126,0.3495758567991774,2.4831160746711367
r240x150,240,150,20260808_145501,ihawk1,45.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,50.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,50.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk1,50.0,2,3,3,1,0.02039700310814541,0.02801265155061985,36.24752071825085,0.0007728156573344701,3.4648026138757944,3.992688885146818
r240x150,240,150,20260808_145501,ihawk1,50.0,3,3,3,1,0.008813023447109504,0.01638706768956931,29.008878501334582,0.0005648983530616465,2.3281102935578777,3.9613798964549347
r240x150,240,150,20260808_145501,ihawk1,50.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,0.0,0,3,3,1,0.005203461824732593,0.013556173959819657,37.9962211672084,0.00035677689894907084,0.43928064117452975,1.1746728101532822
r240x150,240,150,20260808_145501,ihawk2,0.0,1,3,3,1,0.004224409455163619,0.009974921279340944,27.257110984374794,0.0003659566593487876,0.5699039163864328,0.962522490121908
r240x150,240,150,20260808_145501,ihawk2,0.0,2,3,3,1,0.010909006471665922,0.024095001729139382,37.036308132939155,0.0006505778503260129,0.201057266666116,1.0637995897356847
r240x150,240,150,20260808_145501,ihawk2,0.0,3,3,3,1,0.010032628846407187,0.018730042623053743,26.356259115669207,0.0007106487510558143,0.2516744452151161,0.9515204384557745
r240x150,240,150,20260808_145501,ihawk2,0.0,4,3,3,1,0.0058551290221868545,0.015916907140662063,30.468809188888457,0.0005224000400536406,0.3608416310873031,1.221122752437608
r240x150,240,150,20260808_145501,ihawk2,5.0,0,3,3,1,0.0066232531402540115,0.011023314217427629,38.692578067049816,0.000284894798127059,0.5451273708189366,1.3694358506476627
r240x150,240,150,20260808_145501,ihawk2,5.0,1,3,3,1,0.0063558676626740565,0.014198688455265054,27.26509581611853,0.0005207642969980358,0.7123178080782957,1.1105291654106895
r240x150,240,150,20260808_145501,ihawk2,5.0,2,3,3,1,0.009979576986542017,0.017935894010132927,36.97994917061762,0.0004850167296710043,0.14972662994953823,1.1416249760928954
r240x150,240,150,20260808_145501,ihawk2,5.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,5.0,4,3,3,1,0.006628617412759241,0.017353152066657603,30.50820267535362,0.0005688028315308307,0.3307833547783101,1.1511712224549115
r240x150,240,150,20260808_145501,ihawk2,10.0,0,3,3,1,0.0062709856477392014,0.02144646309910327,39.189454222069536,0.0005472508746249826,0.9218838569763396,1.6667761686258216
r240x150,240,150,20260808_145501,ihawk2,10.0,1,3,1,0,nan,nan,nan,nan,0.40557736065788097,0.6614640482168453
r240x150,240,150,20260808_145501,ihawk2,10.0,2,3,3,1,0.007579776245490006,0.013679374508296484,37.961473860575694,0.00036034887787913286,0.5383763860438471,1.1554053502806307
r240x150,240,150,20260808_145501,ihawk2,10.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,10.0,4,3,3,1,0.006877031801388648,0.0159139834627869,31.1175663043131,0.0005114147844068743,0.41921094853986335,1.192037653711371
r240x150,240,150,20260808_145501,ihawk2,15.0,0,3,3,1,0.013800017150902205,0.030067858259536492,38.65862272489677,0.0007777788275983332,0.592916619935512,1.3215765479611183
r240x150,240,150,20260808_145501,ihawk2,15.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,15.0,2,3,3,1,0.0411621463666474,0.060310140995637085,37.36015491896157,0.0016142904419549824,0.23680491524713848,1.1153528621248137
r240x150,240,150,20260808_145501,ihawk2,15.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,15.0,4,3,3,1,0.015959797898389038,0.029042567589437532,30.627165677552213,0.0009482616803396832,0.1604350145154386,1.299906876265975
r240x150,240,150,20260808_145501,ihawk2,20.0,0,3,3,1,0.008861443533183617,0.015139437104379233,38.95576990236405,0.0003886314438740047,0.6296387567456972,1.2862612136042761
r240x150,240,150,20260808_145501,ihawk2,20.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,20.0,2,3,3,1,0.009790357718010788,0.017020560408699363,37.88532471932738,0.0004492652639193625,0.44491987152873236,1.0882814240900456
r240x150,240,150,20260808_145501,ihawk2,20.0,3,3,3,1,0.007461728332165889,0.012469166717522594,26.57754489142926,0.0004691617216134835,0.27303760036828356,0.8838362954929374
r240x150,240,150,20260808_145501,ihawk2,20.0,4,3,1,0,nan,nan,nan,nan,0.2570339420152659,1.3363266946751586
r240x150,240,150,20260808_145501,ihawk2,25.0,0,3,3,1,0.01348657405301082,0.04044459323791915,39.578220785431704,0.0010218901313726147,1.9984374244173013,3.0735953554308186
r240x150,240,150,20260808_145501,ihawk2,25.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,25.0,2,3,3,1,0.023307364810195023,0.041997036912633755,37.58837327194922,0.0011172879605293945,0.8378344942008289,1.5043779358014946
r240x150,240,150,20260808_145501,ihawk2,25.0,3,3,3,1,0.01577706282242725,0.023177321691156546,26.815433572591726,0.0008643276875763917,1.4542186418242902,2.551558344107883
r240x150,240,150,20260808_145501,ihawk2,25.0,4,3,3,1,0.0073054300293363995,0.01993593476102917,30.644071072292103,0.0006505641732130994,0.28805063908319767,1.2472051399938149
r240x150,240,150,20260808_145501,ihawk2,30.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,30.0,1,3,3,1,0.007113434582568783,0.012295808453507593,28.74096708435714,0.00042781470844103353,0.31800480940705006,1.5362275742869769
r240x150,240,150,20260808_145501,ihawk2,30.0,2,3,3,1,0.009585331921583342,0.0200543524360561,38.93237234468096,0.00051510738309262,1.4649603397321453,2.392367780601789
r240x150,240,150,20260808_145501,ihawk2,30.0,3,3,3,1,0.021908528214506885,0.0381364930628575,27.192024638746876,0.001402488176938302,1.1857038580475197,2.2961851659511607
r240x150,240,150,20260808_145501,ihawk2,30.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,35.0,0,3,3,1,0.020368211456980225,0.03749391515065297,40.54563530880571,0.0009247336948870064,2.1549604633688317,3.660975079746997
r240x150,240,150,20260808_145501,ihawk2,35.0,1,3,3,1,0.002080558600198549,0.009234661747053008,28.657119703792535,0.0003222466822383017,0.2762235616687129,1.6022901415686914
r240x150,240,150,20260808_145501,ihawk2,35.0,2,3,3,1,0.018924863727187265,0.053990052641579585,39.35935361129084,0.001371721018967438,1.7135692378882803,2.7032146572496227
r240x150,240,150,20260808_145501,ihawk2,35.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,35.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,40.0,0,3,3,1,0.10864577985843349,0.19855279827421987,40.18064832537994,0.004941503100357015,2.0895777359200864,3.433949956931936
r240x150,240,150,20260808_145501,ihawk2,40.0,1,3,3,1,0.007394331829149496,0.023040321613305353,28.598171076761343,0.0008056571712737163,0.4669326887431609,1.6689106677922156
r240x150,240,150,20260808_145501,ihawk2,40.0,2,3,3,1,0.015897141628938998,0.02296506977096042,38.299680433748726,0.00059961517983644,1.479376555115607,2.702397262546681
r240x150,240,150,20260808_145501,ihawk2,40.0,3,3,3,1,0.028485566287428682,0.04176335986546617,28.05505567183688,0.0014886215288244962,1.0563113786218463,1.9424564038430516
r240x150,240,150,20260808_145501,ihawk2,40.0,4,3,3,1,0.0028133283057342837,0.010446663114074604,30.737536789636664,0.00033986663230596787,0.30943284663149395,1.11033655205827
r240x150,240,150,20260808_145501,ihawk2,45.0,0,3,3,1,0.010627496093033208,0.043009544630941844,39.710774146933794,0.0010830699112488282,0.6071927817370204,3.1265758940640738
r240x150,240,150,20260808_145501,ihawk2,45.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,45.0,2,3,3,1,0.017532857284526304,0.028669260621046983,39.5080794006096,0.0007256556394539549,2.158361428273732,2.985629176692699
r240x150,240,150,20260808_145501,ihawk2,45.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,45.0,4,3,3,1,0.006362443167784164,0.013078755013219262,31.041768212626693,0.0004213276422797103,0.3259602834935738,1.1488857671110673
r240x150,240,150,20260808_145501,ihawk2,50.0,0,3,3,1,0.015767745922638837,0.04119856881038868,40.542627643986144,0.0010161790491766468,1.981323940077773,3.371013678984142
r240x150,240,150,20260808_145501,ihawk2,50.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_145501,ihawk2,50.0,2,3,3,1,0.02032091008191517,0.03131062130480915,39.48765881305751,0.0007929216936623137,1.882350731088947,2.9778190931006274
r240x150,240,150,20260808_145501,ihawk2,50.0,3,3,3,1,0.015610594238331901,0.04844950287405159,28.160919491651686,0.0017204517376790366,1.0075595302721283,2.2902070088001047
r240x150,240,150,20260808_145501,ihawk2,50.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,0.0,0,3,2,0,0.00506835646456727,0.007641786472194507,23.117979702090565,0.00033055598156371156,0.5032728631089913,1.689048652093918
r240x150,240,150,20260808_151001,ihawk1,0.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,0.0,2,3,3,1,0.01403104797132509,0.031278715509634035,32.829224759263916,0.0009527704579989404,0.3519821604398653,0.8757764110400434
r240x150,240,150,20260808_151001,ihawk1,0.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,0.0,4,3,3,1,0.010234934632712,0.019019598898884087,25.032567298726946,0.0007597941781964708,0.08699851181017136,0.966459920436543
r240x150,240,150,20260808_151001,ihawk1,5.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,5.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,5.0,2,3,3,1,0.014390631637508306,0.01848847831663655,34.205315223930484,0.000540514776595357,1.5953448617604256,2.7840696932215336
r240x150,240,150,20260808_151001,ihawk1,5.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,5.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,10.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,10.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,10.0,2,3,3,1,0.013903674560406266,0.02701167052982435,34.39579321300537,0.0007853190174317883,1.7856360984161022,3.044476525382912
r240x150,240,150,20260808_151001,ihawk1,10.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,10.0,4,3,2,0,0.007077980918420151,0.018454146145684462,25.004073460669755,0.0007380455898400706,0.24541318405479134,0.8748657184068811
r240x150,240,150,20260808_151001,ihawk1,15.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,15.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,15.0,2,3,3,1,0.017822642219960588,0.02172138087977897,34.15683109833214,0.0006359307986518578,1.709900069041511,2.8026456747130437
r240x150,240,150,20260808_151001,ihawk1,15.0,3,3,3,1,0.012048791107777837,0.03169938735613553,27.95476567865194,0.001133952890914168,0.8349509010990044,2.4629875702922583
r240x150,240,150,20260808_151001,ihawk1,15.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,20.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,20.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,20.0,2,3,3,1,0.016664878417590987,0.035847733198030474,34.090129770607746,0.0010515575458131029,1.1068221561982647,1.8848705443658271
r240x150,240,150,20260808_151001,ihawk1,20.0,3,3,3,1,0.01429161048484383,0.04100001647584404,28.158316200141545,0.0014560535574793332,0.6507170478437023,2.2079758719781597
r240x150,240,150,20260808_151001,ihawk1,20.0,4,3,3,1,0.005725762310265899,0.01691250771290204,25.133429408342252,0.0006729088751926733,0.26351760685051645,0.960813216312128
r240x150,240,150,20260808_151001,ihawk1,25.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,25.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,25.0,2,3,3,1,0.0364780202573266,0.08427256662348996,34.52339703885815,0.00244102764651567,1.9030807284392317,3.5171511494822023
r240x150,240,150,20260808_151001,ihawk1,25.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,25.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,30.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,30.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,30.0,2,3,3,1,0.015461472163201725,0.030173384368428893,36.166226126319735,0.0008342972878353599,1.5426586470528836,3.1891172031138497
r240x150,240,150,20260808_151001,ihawk1,30.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,30.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,35.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,35.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,35.0,2,3,3,1,0.01550628530861326,0.025063071046898523,36.54610348712272,0.0006857932489500467,1.905737428557942,3.704462741100963
r240x150,240,150,20260808_151001,ihawk1,35.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,35.0,4,3,3,1,0.7414227797149238,1.4853769121578317,24.682108595484305,0.06018030859930613,1.1368822712225186,2.610769614582424
r240x150,240,150,20260808_151001,ihawk1,40.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,40.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,40.0,2,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,40.0,3,3,3,1,0.004679361979166667,0.012136192584999412,28.239291019336452,0.0004297626515017437,0.3784042626978625,1.8610424476362897
r240x150,240,150,20260808_151001,ihawk1,40.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,45.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,45.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,45.0,2,3,3,1,0.010197715372364606,0.013770370150556968,36.16263899728637,0.0003807899681101894,2.026429961566702,3.8253299339057825
r240x150,240,150,20260808_151001,ihawk1,45.0,3,3,3,1,0.0051493600795791865,0.008418195375654332,28.501979870784158,0.0002953547582946464,1.2773261749569234,2.700121547564881
r240x150,240,150,20260808_151001,ihawk1,45.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,50.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,50.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk1,50.0,2,3,3,1,0.01144160892883691,0.025355500871734434,36.36742896120247,0.0006972035581284618,4.101645896007162,4.657553524439667
r240x150,240,150,20260808_151001,ihawk1,50.0,3,3,3,1,0.0030629956586663613,0.007508102203616202,28.468718143366335,0.0002637316568243769,1.304103481104716,3.187088734260148
r240x150,240,150,20260808_151001,ihawk1,50.0,4,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk2,0.0,0,3,3,1,0.001982602954652245,0.03126708981036023,38.425877548138594,0.000813698783357385,0.5074773520076473,1.1287056491301144
r240x150,240,150,20260808_151001,ihawk2,0.0,1,3,3,1,0.00781317512220699,0.016717723233040892,26.953697043675103,0.0006202385968036929,0.25612874066756364,0.8183834187195
r240x150,240,150,20260808_151001,ihawk2,0.0,2,3,3,1,0.008805821509260956,0.019178739118890797,36.913242545909156,0.0005195625687729307,0.1578107303263935,1.0362981420449888
r240x150,240,150,20260808_151001,ihawk2,0.0,3,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk2,0.0,4,3,3,1,0.012173267813468232,0.02101349144053602,30.590171758891007,0.0006869360396588315,0.3873774857985569,1.1870656049204908
r240x150,240,150,20260808_151001,ihawk2,5.0,0,3,3,1,0.008714457048874347,0.024299917059024095,38.97895184082712,0.0006234112491853106,1.0063830293839646,1.8385482366986086
r240x150,240,150,20260808_151001,ihawk2,5.0,1,3,3,1,0.010177006335328554,0.016180334919656314,26.92322210204661,0.0006009806277394392,0.5392525199979632,1.120808610309056
r240x150,240,150,20260808_151001,ihawk2,5.0,2,3,3,1,0.009465609122823114,0.030577546151337235,37.55117968428991,0.000814289894709481,0.4299987568878769,1.217788154505823
r240x150,240,150,20260808_151001,ihawk2,5.0,3,3,1,0,nan,nan,nan,nan,0.22704188941594497,1.1681770674309475
r240x150,240,150,20260808_151001,ihawk2,5.0,4,3,3,1,0.01693284753049367,0.02336868340081957,30.599321214586933,0.0007636994048639072,0.2365046240454945,1.213273356680516
r240x150,240,150,20260808_151001,ihawk2,10.0,0,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk2,10.0,1,3,3,1,0.007173627410645302,0.012510260591672437,26.929288648245144,0.0004645596382096663,0.25195709530353483,0.9639531126293608
r240x150,240,150,20260808_151001,ihawk2,10.0,2,3,3,1,0.015440657166849005,0.025318245912952425,37.80947584280985,0.0006696270008664281,0.3986863928189793,1.1386421604416215
r240x150,240,150,20260808_151001,ihawk2,10.0,3,3,3,1,0.005535107410445796,0.013205386840368172,26.78511607227252,0.0004930121192955425,0.3198398412058849,0.9041924803287811
r240x150,240,150,20260808_151001,ihawk2,10.0,4,3,3,1,0.0059194031109319764,0.01526813738761959,31.096496381605107,0.0004909922069758103,0.34272453588194585,1.2840229082760077
r240x150,240,150,20260808_151001,ihawk2,15.0,0,3,3,1,0.01199119962643031,0.026585849507596848,38.50932017659796,0.0006903744180805616,0.6998101736116762,1.4726278634293593
r240x150,240,150,20260808_151001,ihawk2,15.0,1,3,0,0,nan,nan,nan,nan,nan,nan
r240x150,240,150,20260808_151001,ihawk2,15.0,2,3,3,1,0.0054257684120293725,0.02370447749966481,37.35312050101581,0.000634605012425138,0.13456388192116295,0.9226809510173851
r240x150,240,150,20260808_151001,ihawk2,15.0,3,3,0,0,nan,nan,nan,nan,nan,nan
