resolution_id,width_px,height_px,run_id,camera_id,height_gt_mm,frame_index,qc_excluded,n_expected_markers_detected,complete_five_marker_detection,resize_latency_median_ms_excluded_from_pipeline,resize_latency_p95_ms_excluded_from_pipeline,detection_latency_median_ms,detection_latency_p95_ms,detection_timing_repeats
r320x200,320,200,20260808_131913,ihawk2,20.0,1,0,4,0,0.0347,0.03618,1.7403,2.35718,5
r240x150,240,150,20260808_131913,ihawk2,20.0,1,0,4,0,0.415,0.42628,1.4932,1.5637999999999999,5
r160x100,160,100,20260808_131913,ihawk2,20.0,1,0,3,0,0.1555,0.16562,1.5373,1.8946,5
r640x400,640,400,20260808_131913,ihawk2,20.0,2,0,5,1,0.0,0.0,4.3025,4.6383600000000005,5
r480x300,480,300,20260808_131913,ihawk2,20.0,2,0,4,0,0.6086,0.61912,2.6826,2.963,5
r320x200,320,200,20260808_131913,ihawk2,20.0,2,0,4,0,0.0348,0.036340000000000004,1.7104,2.22594,5
r240x150,240,150,20260808_131913,ihawk2,20.0,2,0,3,0,0.4104,0.4239,1.3042,1.60914,5
r160x100,160,100,20260808_131913,ihawk2,20.0,2,0,3,0,0.1551,0.1651,1.6015,1.9008399999999999,5
r640x400,640,400,20260808_131913,ihawk2,20.0,3,0,5,1,0.0,0.0,4.0147,4.2703999999999995,5
r480x300,480,300,20260808_131913,ihawk2,20.0,3,0,5,1,0.5995,0.6051,2.9316,3.48918,5
r320x200,320,200,20260808_131913,ihawk2,20.0,3,0,4,0,0.0415,0.047279999999999996,2.3467,2.82992,5
r240x150,240,150,20260808_131913,ihawk2,20.0,3,0,3,0,0.4152,0.42276,1.2228,1.48976,5
r160x100,160,100,20260808_131913,ihawk2,20.0,3,0,3,0,0.1546,0.16791999999999999,1.7421,2.29714,5
r640x400,640,400,20260808_131913,ihawk2,25.0,1,0,5,1,0.0,0.0,4.1752,4.74498,5
r480x300,480,300,20260808_131913,ihawk2,25.0,1,0,5,1,0.6011,0.60462,2.7337,3.07258,5
r320x200,320,200,20260808_131913,ihawk2,25.0,1,0,5,1,0.0346,0.0362,1.6774,1.9555799999999999,5
r240x150,240,150,20260808_131913,ihawk2,25.0,1,0,4,0,0.4125,0.4259,1.5103,1.63836,5
r160x100,160,100,20260808_131913,ihawk2,25.0,1,0,1,0,0.1555,0.1653,2.0567,2.1975,5
r640x400,640,400,20260808_131913,ihawk2,25.0,2,0,5,1,0.0,0.0,4.5745,4.76904,5
r480x300,480,300,20260808_131913,ihawk2,25.0,2,0,5,1,0.5996,0.60072,2.7597,3.3964000000000003,5
r320x200,320,200,20260808_131913,ihawk2,25.0,2,0,5,1,0.0396,0.050899999999999994,1.7079,1.8226,5
r240x150,240,150,20260808_131913,ihawk2,25.0,2,0,4,0,0.427,0.50406,1.3195,1.6267399999999999,5
r160x100,160,100,20260808_131913,ihawk2,25.0,2,0,1,0,0.1543,0.16488,1.9847,2.40204,5
r640x400,640,400,20260808_131913,ihawk2,25.0,3,0,5,1,0.0,0.0,4.9251,5.01992,5
r480x300,480,300,20260808_131913,ihawk2,25.0,3,0,5,1,0.6958,0.8362599999999999,2.9207,3.14318,5
r320x200,320,200,20260808_131913,ihawk2,25.0,3,0,5,1,0.0345,0.0375,1.655,1.67768,5
r240x150,240,150,20260808_131913,ihawk2,25.0,3,0,4,0,0.4178,0.42832,1.2579,1.29854,5
r160x100,160,100,20260808_131913,ihawk2,25.0,3,0,1,0,0.1615,0.16826,1.9959,2.27668,5
r640x400,640,400,20260808_131913,ihawk2,30.0,1,0,5,1,0.0,0.0,4.356,4.65914,5
r480x300,480,300,20260808_131913,ihawk2,30.0,1,0,5,1,0.838,0.84416,2.9182,3.1326,5
r320x200,320,200,20260808_131913,ihawk2,30.0,1,0,5,1,0.0349,0.03762,1.7259,2.56356,5
r240x150,240,150,20260808_131913,ihawk2,30.0,1,0,4,0,0.412,0.42478,1.3237,2.00822,5
r160x100,160,100,20260808_131913,ihawk2,30.0,1,0,0,0,0.1608,0.17071999999999998,2.2406,2.64512,5
r640x400,640,400,20260808_131913,ihawk2,30.0,2,0,5,1,0.0,0.0,4.6943,4.92118,5
r480x300,480,300,20260808_131913,ihawk2,30.0,2,0,5,1,0.6025,0.6057,2.8298,3.1725399999999997,5
r320x200,320,200,20260808_131913,ihawk2,30.0,2,0,5,1,0.0347,0.03915999999999999,1.7546,2.7657199999999995,5
r240x150,240,150,20260808_131913,ihawk2,30.0,2,0,4,0,0.4416,0.7886399999999999,1.3367,2.14806,5
r160x100,160,100,20260808_131913,ihawk2,30.0,2,0,0,0,0.1644,0.17376,2.1394,2.31338,5
r640x400,640,400,20260808_131913,ihawk2,30.0,3,0,5,1,0.0,0.0,4.3604,4.51462,5
r480x300,480,300,20260808_131913,ihawk2,30.0,3,0,5,1,0.5955,0.602,3.0499,3.95722,5
r320x200,320,200,20260808_131913,ihawk2,30.0,3,0,5,1,0.0352,0.04484,1.8283,2.55774,5
r240x150,240,150,20260808_131913,ihawk2,30.0,3,0,4,0,0.4264,0.43964,1.9341,2.22062,5
r160x100,160,100,20260808_131913,ihawk2,30.0,3,0,0,0,0.1552,0.16716,2.5738,3.3984799999999997,5
r640x400,640,400,20260808_131913,ihawk2,35.0,1,0,5,1,0.0,0.0,4.611,4.8666,5
r480x300,480,300,20260808_131913,ihawk2,35.0,1,0,5,1,0.5986,0.60676,2.7492,3.01046,5
r320x200,320,200,20260808_131913,ihawk2,35.0,1,0,5,1,0.0348,0.03614,1.7274,1.87904,5
r240x150,240,150,20260808_131913,ihawk2,35.0,1,0,3,0,0.4208,0.42838000000000004,1.2267,1.48468,5
r160x100,160,100,20260808_131913,ihawk2,35.0,1,0,1,0,0.1572,0.17634,1.491,1.52182,5
r640x400,640,400,20260808_131913,ihawk2,35.0,2,0,5,1,0.0,0.0,4.8652,5.51502,5
r480x300,480,300,20260808_131913,ihawk2,35.0,2,0,5,1,0.6092,0.61266,2.7622,3.1490400000000003,5
r320x200,320,200,20260808_131913,ihawk2,35.0,2,0,5,1,0.0351,0.03774,1.7242,1.9424,5
r240x150,240,150,20260808_131913,ihawk2,35.0,2,0,3,0,0.4223,0.42564,1.2465,1.45174,5
r160x100,160,100,20260808_131913,ihawk2,35.0,2,0,1,0,0.1602,0.17371999999999999,1.4607,1.48444,5
r640x400,640,400,20260808_131913,ihawk2,35.0,3,0,5,1,0.0,0.0,4.685,6.957,5
r480x300,480,300,20260808_131913,ihawk2,35.0,3,0,5,1,0.6015,0.60688,2.7126,3.7418,5
r320x200,320,200,20260808_131913,ihawk2,35.0,3,0,5,1,0.0348,0.0414,1.7282,2.34788,5
r240x150,240,150,20260808_131913,ihawk2,35.0,3,0,3,0,0.4265,0.48432000000000003,1.2336,1.3599999999999999,5
r160x100,160,100,20260808_131913,ihawk2,35.0,3,0,1,0,0.1568,0.16668,1.6825,1.8821,5
r640x400,640,400,20260808_131913,ihawk2,40.0,1,0,5,1,0.0,0.0,4.0699,4.3669,5
r480x300,480,300,20260808_131913,ihawk2,40.0,1,0,5,1,0.602,0.60688,2.7407,3.91098,5
r320x200,320,200,20260808_131913,ihawk2,40.0,1,0,5,1,0.0397,0.05474,1.7452,2.1532799999999996,5
r240x150,240,150,20260808_131913,ihawk2,40.0,1,0,4,0,0.4576,0.50236,1.3523,2.0572,5
r160x100,160,100,20260808_131913,ihawk2,40.0,1,0,2,0,0.1551,0.16488,1.3824,1.70278,5
r640x400,640,400,20260808_131913,ihawk2,40.0,2,0,5,1,0.0,0.0,4.1771,4.487,5
r480x300,480,300,20260808_131913,ihawk2,40.0,2,0,5,1,0.6045,0.60766,2.7328,2.9426200000000002,5
r320x200,320,200,20260808_131913,ihawk2,40.0,2,0,5,1,0.0345,0.047099999999999996,1.74,1.9614200000000002,5
r240x150,240,150,20260808_131913,ihawk2,40.0,2,0,4,0,0.4171,0.42344000000000004,1.1919,1.3554599999999999,5
r160x100,160,100,20260808_131913,ihawk2,40.0,2,0,2,0,0.1647,0.17794000000000001,1.4189,1.5592,5
r640x400,640,400,20260808_131913,ihawk2,40.0,3,0,5,1,0.0,0.0,4.2317,4.4151,5
r480x300,480,300,20260808_131913,ihawk2,40.0,3,0,5,1,0.6079,0.61028,2.7539,3.1309799999999997,5
r320x200,320,200,20260808_131913,ihawk2,40.0,3,0,5,1,0.0346,0.03688,1.7614,3.0573,5
r240x150,240,150,20260808_131913,ihawk2,40.0,3,0,4,0,0.4153,0.42404,1.3548,2.1404,5
r160x100,160,100,20260808_131913,ihawk2,40.0,3,0,2,0,0.188,0.20864,1.5128,1.8126799999999998,5
r640x400,640,400,20260808_131913,ihawk2,45.0,1,0,5,1,0.0,0.0,4.2635,5.33498,5
r480x300,480,300,20260808_131913,ihawk2,45.0,1,0,5,1,0.597,0.59734,2.6534,2.925,5
r320x200,320,200,20260808_131913,ihawk2,45.0,1,0,5,1,0.0346,0.0364,1.6193,2.54036,5
r240x150,240,150,20260808_131913,ihawk2,45.0,1,0,4,0,0.4151,0.42354,1.2695,1.41106,5
r160x100,160,100,20260808_131913,ihawk2,45.0,1,0,1,0,0.1553,0.17542,1.6434,1.8651,5
r640x400,640,400,20260808_131913,ihawk2,45.0,2,0,5,1,0.0,0.0,5.1123,5.1940599999999995,5
r480x300,480,300,20260808_131913,ihawk2,45.0,2,0,5,1,0.6018,0.6093,3.4413,3.8386,5
r320x200,320,200,20260808_131913,ihawk2,45.0,2,0,5,1,0.0351,0.0421,1.5783,1.62626,5
r240x150,240,150,20260808_131913,ihawk2,45.0,2,0,4,0,0.4182,0.4306,1.2068,1.47566,5
r160x100,160,100,20260808_131913,ihawk2,45.0,2,0,1,0,0.1621,0.16402,1.7181,2.1753,5
r640x400,640,400,20260808_131913,ihawk2,45.0,3,0,5,1,0.0,0.0,4.4683,5.84918,5
r480x300,480,300,20260808_131913,ihawk2,45.0,3,0,5,1,0.6004,0.63624,2.6937,2.8794600000000004,5
r320x200,320,200,20260808_131913,ihawk2,45.0,3,0,5,1,0.0352,0.0398,1.5791,1.6271200000000001,5
r240x150,240,150,20260808_131913,ihawk2,45.0,3,0,4,0,0.423,0.47156,1.2957,1.43604,5
r160x100,160,100,20260808_131913,ihawk2,45.0,3,0,1,0,0.1554,0.16776,1.7108,2.17298,5
r640x400,640,400,20260808_131913,ihawk2,50.0,1,0,5,1,0.0,0.0,4.1052,4.7575400000000005,5
r480x300,480,300,20260808_131913,ihawk2,50.0,1,0,5,1,0.5979,0.59966,3.0037,3.40534,5
r320x200,320,200,20260808_131913,ihawk2,50.0,1,0,5,1,0.0345,0.040080000000000005,1.7502,1.79186,5
r240x150,240,150,20260808_131913,ihawk2,50.0,1,0,4,0,0.4148,0.42160000000000003,1.3501,1.48066,5
r160x100,160,100,20260808_131913,ihawk2,50.0,1,0,1,0,0.1619,0.16436,1.4799,1.72744,5
r640x400,640,400,20260808_131913,ihawk2,50.0,2,0,5,1,0.0,0.0,4.2219,4.42076,5
r480x300,480,300,20260808_131913,ihawk2,50.0,2,0,5,1,0.6019,0.6244999999999999,2.7042,3.42676,5
r320x200,320,200,20260808_131913,ihawk2,50.0,2,0,5,1,0.0345,0.03576,1.803,1.9656799999999999,5
r240x150,240,150,20260808_131913,ihawk2,50.0,2,0,4,0,0.4152,0.4245,1.308,1.4449800000000002,5
r160x100,160,100,20260808_131913,ihawk2,50.0,2,0,1,0,0.1577,0.16486,1.4981,1.6038,5
r640x400,640,400,20260808_131913,ihawk2,50.0,3,0,5,1,0.0,0.0,4.0675,5.14196,5
r480x300,480,300,20260808_131913,ihawk2,50.0,3,0,5,1,0.5927,0.60406,2.5029,2.78672,5
r320x200,320,200,20260808_131913,ihawk2,50.0,3,0,5,1,0.0346,0.036719999999999996,1.8208,2.1640599999999997,5
r240x150,240,150,20260808_131913,ihawk2,50.0,3,0,4,0,0.4132,0.42094,1.3082,1.4545000000000001,5
r160x100,160,100,20260808_131913,ihawk2,50.0,3,0,1,0,0.1612,0.16918,1.5117,1.5479,5
r640x400,640,400,20260808_141232,ihawk1,0.0,1,0,5,1,0.0,0.0,5.0036,5.2015199999999995,5
r480x300,480,300,20260808_141232,ihawk1,0.0,1,0,5,1,0.598,0.59962,3.1385,3.5401,5
r320x200,320,200,20260808_141232,ihawk1,0.0,1,0,4,0,0.0371,0.04002,1.8423,1.87436,5
r240x150,240,150,20260808_141232,ihawk1,0.0,1,0,3,0,0.464,1.0994199999999998,1.2418,1.30778,5
r160x100,160,100,20260808_141232,ihawk1,0.0,1,0,1,0,0.1548,0.16432000000000002,2.2125,3.0299199999999997,5
r640x400,640,400,20260808_141232,ihawk1,0.0,2,0,5,1,0.0,0.0,4.8905,5.18416,5
r480x300,480,300,20260808_141232,ihawk1,0.0,2,0,5,1,0.6013,0.60844,3.1708,4.27288,5
r320x200,320,200,20260808_141232,ihawk1,0.0,2,0,4,0,0.074,0.08389999999999999,1.8401,1.8758000000000001,5
r240x150,240,150,20260808_141232,ihawk1,0.0,2,0,3,0,0.4809,0.9969799999999999,1.3001,1.55186,5
r160x100,160,100,20260808_141232,ihawk1,0.0,2,0,1,0,0.1569,0.1714,2.1093,2.33528,5
r640x400,640,400,20260808_141232,ihawk1,0.0,3,0,5,1,0.0,0.0,4.8248,5.3978,5
r480x300,480,300,20260808_141232,ihawk1,0.0,3,0,5,1,0.6014,0.6047600000000001,3.3026,4.14772,5
r320x200,320,200,20260808_141232,ihawk1,0.0,3,0,4,0,0.0344,0.03802,1.9004,1.9338199999999999,5
r240x150,240,150,20260808_141232,ihawk1,0.0,3,0,3,0,0.4361,0.45534,1.3122,1.3791200000000001,5
r160x100,160,100,20260808_141232,ihawk1,0.0,3,0,1,0,0.1622,0.1683,2.1438,2.33702,5
r640x400,640,400,20260808_141232,ihawk1,5.0,1,0,5,1,0.0,0.0,4.9621,6.027019999999999,5
r480x300,480,300,20260808_141232,ihawk1,5.0,1,0,5,1,0.5941,0.60506,3.1561,3.78094,5
r320x200,320,200,20260808_141232,ihawk1,5.0,1,0,4,0,0.0346,0.03952,1.9548,1.99956,5
r240x150,240,150,20260808_141232,ihawk1,5.0,1,0,2,0,0.4196,0.43116,1.2634,1.298,5
r160x100,160,100,20260808_141232,ihawk1,5.0,1,0,0,0,0.155,0.1668,2.2416,2.51642,5
r640x400,640,400,20260808_141232,ihawk1,5.0,2,0,5,1,0.0,0.0,5.9913,6.60656,5
r480x300,480,300,20260808_141232,ihawk1,5.0,2,0,5,1,0.6536,1.11862,3.4267,4.17106,5
r320x200,320,200,20260808_141232,ihawk1,5.0,2,0,3,0,0.0338,0.03572,2.0446,2.5387,5
r240x150,240,150,20260808_141232,ihawk1,5.0,2,0,2,0,0.4121,0.42434,1.3335,2.00068,5
r160x100,160,100,20260808_141232,ihawk1,5.0,2,0,0,0,0.1543,0.16738,2.1524,2.28292,5
r640x400,640,400,20260808_141232,ihawk1,5.0,3,0,5,1,0.0,0.0,5.1626,5.22462,5
r480x300,480,300,20260808_141232,ihawk1,5.0,3,0,5,1,0.6002,0.6216,3.3398,3.5333200000000002,5
r320x200,320,200,20260808_141232,ihawk1,5.0,3,0,3,0,0.0345,0.03648,2.0408,2.78696,5
r240x150,240,150,20260808_141232,ihawk1,5.0,3,0,2,0,0.4149,0.42236,1.3386,1.49524,5
r160x100,160,100,20260808_141232,ihawk1,5.0,3,0,0,0,0.1621,0.16754,2.1374,2.4626799999999998,5
r640x400,640,400,20260808_141232,ihawk1,10.0,1,0,5,1,0.0,0.0,4.7886,5.681839999999999,5
r480x300,480,300,20260808_141232,ihawk1,10.0,1,0,5,1,0.5978,1.1925799999999998,3.1378,3.6237999999999997,5
r320x200,320,200,20260808_141232,ihawk1,10.0,1,0,5,1,0.0346,0.03658,2.0126,2.30296,5
r240x150,240,150,20260808_141232,ihawk1,10.0,1,0,2,0,0.4204,0.4269,1.4009,1.83286,5
r160x100,160,100,20260808_141232,ihawk1,10.0,1,0,0,0,0.1552,0.16543999999999998,2.2746,2.42996,5
r640x400,640,400,20260808_141232,ihawk1,10.0,2,0,5,1,0.0,0.0,5.2996,6.35256,5
r480x300,480,300,20260808_141232,ihawk1,10.0,2,0,5,1,0.595,0.6148,3.1807,3.5621,5
r320x200,320,200,20260808_141232,ihawk1,10.0,2,0,5,1,0.0346,0.03622,2.0241,2.3913399999999996,5
r240x150,240,150,20260808_141232,ihawk1,10.0,2,0,2,0,0.4339,0.44261999999999996,1.3932,1.8648,5
r160x100,160,100,20260808_141232,ihawk1,10.0,2,0,0,0,0.1561,0.16954000000000002,2.2608,2.5205399999999996,5
r640x400,640,400,20260808_141232,ihawk1,10.0,3,0,5,1,0.0,0.0,4.9364,5.3741,5
r480x300,480,300,20260808_141232,ihawk1,10.0,3,0,5,1,0.6312,0.80452,3.1622,3.56508,5
r320x200,320,200,20260808_141232,ihawk1,10.0,3,0,5,1,0.0346,0.036520000000000004,2.0375,3.2991599999999996,5
r240x150,240,150,20260808_141232,ihawk1,10.0,3,0,2,0,0.4151,0.42936,1.5364,1.87056,5
r160x100,160,100,20260808_141232,ihawk1,10.0,3,0,0,0,0.1545,0.16712,2.4364,3.26814,5
r640x400,640,400,20260808_141232,ihawk1,15.0,1,0,5,1,0.0,0.0,6.0972,6.3239600000000005,5
r480x300,480,300,20260808_141232,ihawk1,15.0,1,0,5,1,0.5976,0.6501,3.4623,3.86544,5
r320x200,320,200,20260808_141232,ihawk1,15.0,1,0,4,0,0.0348,0.0421,2.0728,3.13934,5
r240x150,240,150,20260808_141232,ihawk1,15.0,1,0,2,0,0.4474,0.4601,1.5119,1.9896,5
r160x100,160,100,20260808_141232,ihawk1,15.0,1,0,0,0,0.2268,0.23034,2.4588,3.1793199999999997,5
r640x400,640,400,20260808_141232,ihawk1,15.0,2,0,5,1,0.0,0.0,5.1634,5.86158,5
r480x300,480,300,20260808_141232,ihawk1,15.0,2,0,5,1,0.6034,0.6101000000000001,3.1496,3.3259,5
r320x200,320,200,20260808_141232,ihawk1,15.0,2,0,4,0,0.0346,0.03642,2.0666,2.173,5
r240x150,240,150,20260808_141232,ihawk1,15.0,2,0,2,0,0.4175,0.42776000000000003,1.4164,1.67288,5
r160x100,160,100,20260808_141232,ihawk1,15.0,2,0,0,0,0.1592,0.16866,2.2968,2.4737,5
r640x400,640,400,20260808_141232,ihawk1,15.0,3,0,5,1,0.0,0.0,6.0745,7.1847199999999996,5
r480x300,480,300,20260808_141232,ihawk1,15.0,3,0,5,1,0.6111,0.6927599999999999,3.3558,3.56704,5
r320x200,320,200,20260808_141232,ihawk1,15.0,3,0,4,0,0.0492,0.07864,2.194,2.3826,5
r240x150,240,150,20260808_141232,ihawk1,15.0,3,0,2,0,0.4455,1.1599599999999999,1.7191,2.3763799999999997,5
r160x100,160,100,20260808_141232,ihawk1,15.0,3,0,0,0,0.1637,0.17566,2.4224,2.69638,5
r640x400,640,400,20260808_141232,ihawk1,20.0,1,0,5,1,0.0,0.0,5.0136,5.4943800000000005,5
r480x300,480,300,20260808_141232,ihawk1,20.0,1,0,5,1,0.7218,0.82104,3.2834,3.97272,5
r320x200,320,200,20260808_141232,ihawk1,20.0,1,0,3,0,0.0349,0.04646,2.3153,2.52914,5
r240x150,240,150,20260808_141232,ihawk1,20.0,1,0,2,0,0.421,0.42991999999999997,1.3959,1.7590199999999998,5
r160x100,160,100,20260808_141232,ihawk1,20.0,1,0,0,0,0.1555,0.16926000000000002,2.3031,3.06806,5
r640x400,640,400,20260808_141232,ihawk1,20.0,2,0,5,1,0.0,0.0,5.116,5.37496,5
r480x300,480,300,20260808_141232,ihawk1,20.0,2,0,5,1,0.614,0.6697,3.2108,3.5266,5
r320x200,320,200,20260808_141232,ihawk1,20.0,2,0,3,0,0.0348,0.03722,2.1741,3.4129199999999997,5
r240x150,240,150,20260808_141232,ihawk1,20.0,2,0,2,0,0.4234,0.42768,1.3961,1.66554,5
r160x100,160,100,20260808_141232,ihawk1,20.0,2,0,0,0,0.1592,0.1853,2.2803,2.54552,5
r640x400,640,400,20260808_141232,ihawk1,20.0,3,0,5,1,0.0,0.0,7.0197,7.29124,5
r480x300,480,300,20260808_141232,ihawk1,20.0,3,0,5,1,0.6021,0.7616999999999999,3.2188,4.3006,5
r320x200,320,200,20260808_141232,ihawk1,20.0,3,0,3,0,0.0617,0.09484,2.1763,2.99782,5
r240x150,240,150,20260808_141232,ihawk1,20.0,3,0,2,0,0.4135,0.42419999999999997,1.4121,1.65838,5
r160x100,160,100,20260808_141232,ihawk1,20.0,3,0,0,0,0.1568,0.16706000000000001,2.2451,2.99864,5
r640x400,640,400,20260808_141232,ihawk1,25.0,1,0,5,1,0.0,0.0,5.1108,6.341819999999999,5
r480x300,480,300,20260808_141232,ihawk1,25.0,1,0,5,1,0.6019,0.6072,3.143,3.3583399999999997,5
r320x200,320,200,20260808_141232,ihawk1,25.0,1,0,3,0,0.0427,0.04354,1.9453,2.0963800000000004,5
r240x150,240,150,20260808_141232,ihawk1,25.0,1,0,3,0,0.4327,0.49476000000000003,1.3978,1.50836,5
r160x100,160,100,20260808_141232,ihawk1,25.0,1,0,0,0,0.1647,0.16754,2.7862,3.666,5
r640x400,640,400,20260808_141232,ihawk1,25.0,2,0,5,1,0.0,0.0,5.382,6.00552,5
r480x300,480,300,20260808_141232,ihawk1,25.0,2,0,5,1,0.5973,0.5994,3.0899,4.51062,5
r320x200,320,200,20260808_141232,ihawk1,25.0,2,0,4,0,0.0345,0.03642,1.996,3.1033399999999998,5
r240x150,240,150,20260808_141232,ihawk1,25.0,2,0,4,0,0.4126,0.42406,1.3365,1.37044,5
r160x100,160,100,20260808_141232,ihawk1,25.0,2,0,0,0,0.1563,0.17659999999999998,2.6676,2.85864,5
r640x400,640,400,20260808_141232,ihawk1,25.0,3,0,5,1,0.0,0.0,5.1644,5.45024,5
r480x300,480,300,20260808_141232,ihawk1,25.0,3,0,5,1,0.8005,1.31506,3.1927,3.63048,5
r320x200,320,200,20260808_141232,ihawk1,25.0,3,0,4,0,0.0347,0.04618,1.9866,2.98106,5
r240x150,240,150,20260808_141232,ihawk1,25.0,3,0,3,0,0.4229,0.42592,1.5491,1.75744,5
r160x100,160,100,20260808_141232,ihawk1,25.0,3,0,0,0,0.16,0.17258,2.8044,3.01854,5
r640x400,640,400,20260808_141232,ihawk1,30.0,1,1,5,1,0.0,0.0,5.222,5.69836,5
r480x300,480,300,20260808_141232,ihawk1,30.0,1,1,4,0,0.5995,0.60216,3.1932,4.46118,5
r320x200,320,200,20260808_141232,ihawk1,30.0,1,1,4,0,0.0404,0.045860000000000005,2.0318,2.10186,5
r240x150,240,150,20260808_141232,ihawk1,30.0,1,1,2,0,0.4233,0.76584,1.3973,1.5223399999999998,5
r160x100,160,100,20260808_141232,ihawk1,30.0,1,1,1,0,0.157,0.173,2.2907,2.9404,5
r640x400,640,400,20260808_141232,ihawk1,30.0,2,1,5,1,0.0,0.0,5.0493,5.52444,5
r480x300,480,300,20260808_141232,ihawk1,30.0,2,1,4,0,0.5975,0.60184,3.2499,3.556,5
r320x200,320,200,20260808_141232,ihawk1,30.0,2,1,4,0,0.0393,0.047459999999999995,2.0751,2.12142,5
r240x150,240,150,20260808_141232,ihawk1,30.0,2,1,2,0,0.5622,0.85132,1.3926,1.73142,5
r160x100,160,100,20260808_141232,ihawk1,30.0,2,1,1,0,0.1572,0.17496,2.4729,3.109,5
r640x400,640,400,20260808_141232,ihawk1,30.0,3,1,5,1,0.0,0.0,5.6566,6.8673399999999996,5
r480x300,480,300,20260808_141232,ihawk1,30.0,3,1,5,1,0.7064,0.90986,3.1634,4.33802,5
r320x200,320,200,20260808_141232,ihawk1,30.0,3,1,4,0,0.0347,0.03746,2.0888,3.2518599999999998,5
r240x150,240,150,20260808_141232,ihawk1,30.0,3,1,2,0,0.4203,0.42482,1.7423,2.04704,5
r160x100,160,100,20260808_141232,ihawk1,30.0,3,1,1,0,0.1596,0.17144,2.3967,2.81386,5
r640x400,640,400,20260808_141232,ihawk1,35.0,1,0,5,1,0.0,0.0,5.295,6.06686,5
r480x300,480,300,20260808_141232,ihawk1,35.0,1,0,5,1,0.595,1.04452,3.3645,3.84608,5
r320x200,320,200,20260808_141232,ihawk1,35.0,1,0,4,0,0.04,0.05678,2.2176,2.40714,5
r240x150,240,150,20260808_141232,ihawk1,35.0,1,0,2,0,0.4275,0.46288,1.4996,1.6164800000000001,5
r160x100,160,100,20260808_141232,ihawk1,35.0,1,0,1,0,0.2199,0.24192,2.5443,3.61308,5
r640x400,640,400,20260808_141232,ihawk1,35.0,2,0,5,1,0.0,0.0,5.384,6.16332,5
r480x300,480,300,20260808_141232,ihawk1,35.0,2,0,5,1,0.813,1.24928,4.0232,4.7550799999999995,5
r320x200,320,200,20260808_141232,ihawk1,35.0,2,0,4,0,0.0352,0.04239999999999999,2.1313,2.3121,5
r240x150,240,150,20260808_141232,ihawk1,35.0,2,0,2,0,0.4792,0.51302,1.4718,1.6158599999999999,5
r160x100,160,100,20260808_141232,ihawk1,35.0,2,0,1,0,0.1574,0.17365999999999998,3.1211,3.43492,5
r640x400,640,400,20260808_141232,ihawk1,35.0,3,0,5,1,0.0,0.0,5.3588,6.24038,5
r480x300,480,300,20260808_141232,ihawk1,35.0,3,0,5,1,0.6124,0.66078,3.383,3.8664599999999996,5
r320x200,320,200,20260808_141232,ihawk1,35.0,3,0,4,0,0.0357,0.038,2.1716,3.2736799999999997,5
r240x150,240,150,20260808_141232,ihawk1,35.0,3,0,2,0,0.4419,0.55572,2.0656,2.22864,5
r160x100,160,100,20260808_141232,ihawk1,35.0,3,0,1,0,0.2103,0.23928,2.5579,3.17772,5
r640x400,640,400,20260808_141232,ihawk1,40.0,1,0,5,1,0.0,0.0,5.367,5.5216,5
r480x300,480,300,20260808_141232,ihawk1,40.0,1,0,5,1,0.7009,0.74516,3.3502,4.1686,5
r320x200,320,200,20260808_141232,ihawk1,40.0,1,0,5,1,0.0368,0.04332,2.2036,2.8387399999999996,5
r240x150,240,150,20260808_141232,ihawk1,40.0,1,0,3,0,0.4282,0.43572,1.334,1.7907799999999998,5
r160x100,160,100,20260808_141232,ihawk1,40.0,1,0,0,0,0.1653,0.17088,2.1998,2.5320199999999997,5
r640x400,640,400,20260808_141232,ihawk1,40.0,2,0,5,1,0.0,0.0,5.5588,6.6041,5
r480x300,480,300,20260808_141232,ihawk1,40.0,2,0,5,1,0.6144,0.61922,3.3697,3.70986,5
r320x200,320,200,20260808_141232,ihawk1,40.0,2,0,5,1,0.0351,0.038380000000000004,2.8935,2.92382,5
r240x150,240,150,20260808_141232,ihawk1,40.0,2,0,2,0,0.7652,0.82474,1.2911,1.3582400000000001,5
r160x100,160,100,20260808_141232,ihawk1,40.0,2,0,0,0,0.1827,0.5669599999999999,2.3858,2.4085,5
r640x400,640,400,20260808_141232,ihawk1,40.0,3,0,5,1,0.0,0.0,6.1291,6.21586,5
r480x300,480,300,20260808_141232,ihawk1,40.0,3,0,5,1,0.6718,0.92232,3.3902,4.53826,5
r320x200,320,200,20260808_141232,ihawk1,40.0,3,0,5,1,0.0443,0.06577999999999999,2.5168,3.1613599999999997,5
r240x150,240,150,20260808_141232,ihawk1,40.0,3,0,2,0,0.4423,1.0512799999999998,1.3566,2.1249,5
r160x100,160,100,20260808_141232,ihawk1,40.0,3,0,0,0,0.176,0.22082,2.2136,2.92372,5
r640x400,640,400,20260808_141232,ihawk1,45.0,1,0,5,1,0.0,0.0,6.5692,7.10476,5
r480x300,480,300,20260808_141232,ihawk1,45.0,1,0,5,1,0.6262,0.64054,3.7243,4.80786,5
r320x200,320,200,20260808_141232,ihawk1,45.0,1,0,4,0,0.0399,0.09469999999999998,2.1163,2.73684,5
r240x150,240,150,20260808_141232,ihawk1,45.0,1,0,4,0,0.4304,0.43728,2.0037,2.4081,5
