resolution_id,width_px,height_px,run_id,camera_id,height_gt_mm,frame_index,qc_excluded,n_expected_markers_detected,complete_five_marker_detection,resize_latency_median_ms_excluded_from_pipeline,resize_latency_p95_ms_excluded_from_pipeline,detection_latency_median_ms,detection_latency_p95_ms,detection_timing_repeats
r160x100,160,100,20260808_141232,ihawk1,45.0,1,0,1,0,0.1716,0.19508,2.6205,3.25604,5
r640x400,640,400,20260808_141232,ihawk1,45.0,2,0,5,1,0.0,0.0,6.3239,7.13684,5
r480x300,480,300,20260808_141232,ihawk1,45.0,2,0,5,1,0.6104,0.61334,4.0258,4.9277999999999995,5
r320x200,320,200,20260808_141232,ihawk1,45.0,2,0,4,0,0.0377,0.05582,2.6665,3.4377199999999997,5
r240x150,240,150,20260808_141232,ihawk1,45.0,2,0,3,0,0.5832,0.92028,1.7823,2.36192,5
r160x100,160,100,20260808_141232,ihawk1,45.0,2,0,1,0,0.1837,0.51542,2.9667,3.8731,5
r640x400,640,400,20260808_141232,ihawk1,45.0,3,0,5,1,0.0,0.0,6.5249,7.67016,5
r480x300,480,300,20260808_141232,ihawk1,45.0,3,0,5,1,0.6312,0.65508,3.3701,4.3665199999999995,5
r320x200,320,200,20260808_141232,ihawk1,45.0,3,0,4,0,0.0354,0.053739999999999996,2.5673,3.51822,5
r240x150,240,150,20260808_141232,ihawk1,45.0,3,0,3,0,0.4252,0.43684,1.4343,1.84568,5
r160x100,160,100,20260808_141232,ihawk1,45.0,3,0,1,0,0.3229,0.37418,2.7301,3.5581799999999997,5
r640x400,640,400,20260808_141232,ihawk1,50.0,1,0,5,1,0.0,0.0,7.7976,8.01054,5
r480x300,480,300,20260808_141232,ihawk1,50.0,1,0,5,1,0.9546,0.97722,4.2479,4.95586,5
r320x200,320,200,20260808_141232,ihawk1,50.0,1,0,3,0,0.0467,0.17727999999999997,2.1949,3.0106,5
r240x150,240,150,20260808_141232,ihawk1,50.0,1,0,3,0,0.433,0.45526,1.6177,2.1364,5
r160x100,160,100,20260808_141232,ihawk1,50.0,1,0,0,0,0.1701,0.1973,2.5023,2.95716,5
r640x400,640,400,20260808_141232,ihawk1,50.0,2,0,5,1,0.0,0.0,5.8656,7.234439999999999,5
r480x300,480,300,20260808_141232,ihawk1,50.0,2,0,5,1,0.6517,0.72166,3.9988,4.5508,5
r320x200,320,200,20260808_141232,ihawk1,50.0,2,0,3,0,0.0373,0.06188,2.1781,3.35284,5
r240x150,240,150,20260808_141232,ihawk1,50.0,2,0,3,0,0.437,0.4425,1.5513,2.1377800000000002,5
r160x100,160,100,20260808_141232,ihawk1,50.0,2,0,0,0,0.1975,0.22814,3.5914,4.273739999999999,5
r640x400,640,400,20260808_141232,ihawk1,50.0,3,0,5,1,0.0,0.0,7.5953,8.35484,5
r480x300,480,300,20260808_141232,ihawk1,50.0,3,0,5,1,0.727,1.03404,3.6597,4.0129399999999995,5
r320x200,320,200,20260808_141232,ihawk1,50.0,3,0,3,0,0.0355,0.04478,2.1956,2.63462,5
r240x150,240,150,20260808_141232,ihawk1,50.0,3,0,3,0,0.4348,0.46508,1.5352,1.60464,5
r160x100,160,100,20260808_141232,ihawk1,50.0,3,0,0,0,0.1735,0.1814,2.6695,3.14542,5
r640x400,640,400,20260808_141232,ihawk2,0.0,1,0,5,1,0.0,0.0,5.2423,6.80578,5
r480x300,480,300,20260808_141232,ihawk2,0.0,1,0,5,1,0.6557,1.0936000000000001,3.4513,3.79618,5
r320x200,320,200,20260808_141232,ihawk2,0.0,1,0,5,1,0.0409,0.046759999999999996,1.9784,2.03978,5
r240x150,240,150,20260808_141232,ihawk2,0.0,1,0,4,0,0.513,1.24616,1.2558,1.31864,5
r160x100,160,100,20260808_141232,ihawk2,0.0,1,0,1,0,0.1769,0.18576,1.8873,2.05998,5
r640x400,640,400,20260808_141232,ihawk2,0.0,2,0,5,1,0.0,0.0,5.5007,6.16922,5
r480x300,480,300,20260808_141232,ihawk2,0.0,2,0,5,1,0.733,1.16618,3.6317,3.9714,5
r320x200,320,200,20260808_141232,ihawk2,0.0,2,0,5,1,0.0425,0.04852,2.8708,2.94964,5
r240x150,240,150,20260808_141232,ihawk2,0.0,2,0,4,0,0.4386,0.44462,1.7268,2.11676,5
r160x100,160,100,20260808_141232,ihawk2,0.0,2,0,1,0,0.1656,0.16844,1.7658,2.95794,5
r640x400,640,400,20260808_141232,ihawk2,0.0,3,0,5,1,0.0,0.0,4.6229,4.74018,5
r480x300,480,300,20260808_141232,ihawk2,0.0,3,0,5,1,0.6464,0.85022,3.5687,4.3399,5
r320x200,320,200,20260808_141232,ihawk2,0.0,3,0,5,1,0.0383,0.04214,2.025,2.43792,5
r240x150,240,150,20260808_141232,ihawk2,0.0,3,0,4,0,0.4933,0.7786,1.339,1.64574,5
r160x100,160,100,20260808_141232,ihawk2,0.0,3,0,1,0,0.1579,0.19168,1.694,2.0217799999999997,5
r640x400,640,400,20260808_141232,ihawk2,5.0,1,0,5,1,0.0,0.0,5.5011,5.69076,5
r480x300,480,300,20260808_141232,ihawk2,5.0,1,0,5,1,0.6768,1.04548,3.1327,3.37938,5
r320x200,320,200,20260808_141232,ihawk2,5.0,1,0,5,1,0.0348,0.03922,1.824,2.0125200000000003,5
r240x150,240,150,20260808_141232,ihawk2,5.0,1,0,4,0,0.4251,0.43726,1.32,1.63558,5
r160x100,160,100,20260808_141232,ihawk2,5.0,1,0,3,0,0.1589,0.17120000000000002,1.9412,2.75314,5
r640x400,640,400,20260808_141232,ihawk2,5.0,2,0,5,1,0.0,0.0,4.8327,5.36648,5
r480x300,480,300,20260808_141232,ihawk2,5.0,2,0,5,1,0.6348,1.04698,3.5874,4.22244,5
r320x200,320,200,20260808_141232,ihawk2,5.0,2,0,5,1,0.0355,0.04682,1.9779,2.03818,5
r240x150,240,150,20260808_141232,ihawk2,5.0,2,0,4,0,0.4647,0.6246,1.6426,1.91776,5
r160x100,160,100,20260808_141232,ihawk2,5.0,2,0,3,0,0.1634,0.21016,2.2917,2.65774,5
r640x400,640,400,20260808_141232,ihawk2,5.0,3,0,5,1,0.0,0.0,5.5903,6.17916,5
r480x300,480,300,20260808_141232,ihawk2,5.0,3,0,5,1,0.666,0.84092,3.6343,4.013319999999999,5
r320x200,320,200,20260808_141232,ihawk2,5.0,3,0,5,1,0.0894,0.11258,2.0814,2.25162,5
r240x150,240,150,20260808_141232,ihawk2,5.0,3,0,4,0,0.4945,0.53538,1.4056,1.55584,5
r160x100,160,100,20260808_141232,ihawk2,5.0,3,0,3,0,0.2642,0.42498,1.9066,2.33968,5
r640x400,640,400,20260808_141232,ihawk2,10.0,1,0,5,1,0.0,0.0,4.7417,5.68436,5
r480x300,480,300,20260808_141232,ihawk2,10.0,1,0,5,1,0.6372,0.64832,3.2335,3.88828,5
r320x200,320,200,20260808_141232,ihawk2,10.0,1,0,4,0,0.0382,0.0436,2.1173,2.2319999999999998,5
r240x150,240,150,20260808_141232,ihawk2,10.0,1,0,5,1,0.4292,0.48092,1.2877,1.45176,5
r160x100,160,100,20260808_141232,ihawk2,10.0,1,0,1,0,0.1711,0.20192000000000002,1.6884,2.1717400000000002,5
r640x400,640,400,20260808_141232,ihawk2,10.0,2,0,5,1,0.0,0.0,5.2804,5.78594,5
r480x300,480,300,20260808_141232,ihawk2,10.0,2,0,5,1,0.7545,1.09428,3.3396,4.07216,5
r320x200,320,200,20260808_141232,ihawk2,10.0,2,0,4,0,0.0355,0.05294,1.9434,2.1552599999999997,5
r240x150,240,150,20260808_141232,ihawk2,10.0,2,0,5,1,0.4521,0.45912,1.4807,2.0843,5
r160x100,160,100,20260808_141232,ihawk2,10.0,2,0,1,0,0.1707,0.17598,1.5624,1.68492,5
r640x400,640,400,20260808_141232,ihawk2,10.0,3,0,5,1,0.0,0.0,5.0392,5.5091,5
r480x300,480,300,20260808_141232,ihawk2,10.0,3,0,5,1,0.6488,0.7475,3.025,3.31226,5
r320x200,320,200,20260808_141232,ihawk2,10.0,3,0,4,0,0.0349,0.04202,2.3265,2.6589199999999997,5
r240x150,240,150,20260808_141232,ihawk2,10.0,3,0,5,1,0.4347,0.57178,1.4894,2.0096399999999996,5
r160x100,160,100,20260808_141232,ihawk2,10.0,3,0,1,0,0.1669,0.17186,1.7947,3.4873399999999997,5
r640x400,640,400,20260808_141232,ihawk2,15.0,1,0,5,1,0.0,0.0,5.321,5.58064,5
r480x300,480,300,20260808_141232,ihawk2,15.0,1,0,5,1,0.8238,0.9687799999999999,3.6872,3.8223800000000003,5
r320x200,320,200,20260808_141232,ihawk2,15.0,1,0,4,0,0.0395,0.05298,2.2964,3.01224,5
r240x150,240,150,20260808_141232,ihawk2,15.0,1,0,2,0,0.4655,0.51726,1.3413,1.9017999999999997,5
r160x100,160,100,20260808_141232,ihawk2,15.0,1,0,0,0,0.1671,0.16885999999999998,1.9039,2.12668,5
r640x400,640,400,20260808_141232,ihawk2,15.0,2,0,5,1,0.0,0.0,5.6007,7.07456,5
r480x300,480,300,20260808_141232,ihawk2,15.0,2,0,5,1,0.6272,0.6467,3.2799,4.73208,5
r320x200,320,200,20260808_141232,ihawk2,15.0,2,0,4,0,0.0428,0.0549,1.8334,1.9855999999999998,5
r240x150,240,150,20260808_141232,ihawk2,15.0,2,0,2,0,0.5389,0.55298,1.3845,1.52276,5
r160x100,160,100,20260808_141232,ihawk2,15.0,2,0,0,0,0.1645,0.17566,1.9477,2.14722,5
r640x400,640,400,20260808_141232,ihawk2,15.0,3,0,5,1,0.0,0.0,4.9448,5.6388799999999994,5
r480x300,480,300,20260808_141232,ihawk2,15.0,3,0,5,1,0.6138,0.66848,3.2691,3.38378,5
r320x200,320,200,20260808_141232,ihawk2,15.0,3,0,4,0,0.0352,0.04368,2.392,3.0841,5
r240x150,240,150,20260808_141232,ihawk2,15.0,3,0,2,0,0.4681,0.50554,1.3759,1.9368799999999997,5
r160x100,160,100,20260808_141232,ihawk2,15.0,3,0,0,0,0.1751,0.17956,1.8853,2.1156599999999997,5
r640x400,640,400,20260808_141232,ihawk2,20.0,1,0,5,1,0.0,0.0,5.025,5.91642,5
r480x300,480,300,20260808_141232,ihawk2,20.0,1,0,5,1,0.6403,0.75846,3.128,3.6894,5
r320x200,320,200,20260808_141232,ihawk2,20.0,1,0,5,1,0.04,0.07758,1.8476,2.76396,5
r240x150,240,150,20260808_141232,ihawk2,20.0,1,0,4,0,0.443,0.46976,1.3179,1.3458400000000001,5
r160x100,160,100,20260808_141232,ihawk2,20.0,1,0,0,0,0.1669,0.1798,1.7945,1.9347999999999999,5
r640x400,640,400,20260808_141232,ihawk2,20.0,2,0,5,1,0.0,0.0,4.8215,5.86196,5
r480x300,480,300,20260808_141232,ihawk2,20.0,2,0,5,1,0.6416,0.66174,3.182,3.24248,5
r320x200,320,200,20260808_141232,ihawk2,20.0,2,0,5,1,0.039,0.04686,1.8715,2.28214,5
r240x150,240,150,20260808_141232,ihawk2,20.0,2,0,4,0,0.4231,0.43994,1.4098,1.78552,5
r160x100,160,100,20260808_141232,ihawk2,20.0,2,0,0,0,0.3079,0.39398,1.8851,2.22726,5
r640x400,640,400,20260808_141232,ihawk2,20.0,3,0,5,1,0.0,0.0,4.7886,4.86094,5
r480x300,480,300,20260808_141232,ihawk2,20.0,3,0,5,1,0.7217,0.7808,3.1606,3.75486,5
r320x200,320,200,20260808_141232,ihawk2,20.0,3,0,5,1,0.039,0.0528,2.244,2.5736399999999997,5
r240x150,240,150,20260808_141232,ihawk2,20.0,3,0,4,0,0.4324,0.46080000000000004,1.3736,1.54148,5
r160x100,160,100,20260808_141232,ihawk2,20.0,3,0,0,0,0.1705,0.18146,1.7903,2.05126,5
r640x400,640,400,20260808_141232,ihawk2,25.0,1,0,5,1,0.0,0.0,6.1191,6.25878,5
r480x300,480,300,20260808_141232,ihawk2,25.0,1,0,5,1,0.7132,1.10396,3.2057,3.6893599999999998,5
r320x200,320,200,20260808_141232,ihawk2,25.0,1,0,5,1,0.0347,0.0536,1.9024,2.02482,5
r240x150,240,150,20260808_141232,ihawk2,25.0,1,0,4,0,0.4559,0.46166,1.4153,1.5016399999999999,5
r160x100,160,100,20260808_141232,ihawk2,25.0,1,0,3,0,0.1563,0.18044,2.1351,2.72486,5
r640x400,640,400,20260808_141232,ihawk2,25.0,2,0,5,1,0.0,0.0,4.8611,5.500179999999999,5
r480x300,480,300,20260808_141232,ihawk2,25.0,2,0,5,1,0.6759,0.82436,3.3939,3.59828,5
r320x200,320,200,20260808_141232,ihawk2,25.0,2,0,5,1,0.035,0.05779999999999999,2.0277,2.3992799999999996,5
r240x150,240,150,20260808_141232,ihawk2,25.0,2,0,4,0,0.4205,0.7877599999999999,1.3773,2.0454600000000003,5
r160x100,160,100,20260808_141232,ihawk2,25.0,2,0,3,0,0.1567,0.30505999999999994,1.8746,2.2753599999999996,5
r640x400,640,400,20260808_141232,ihawk2,25.0,3,0,5,1,0.0,0.0,5.861,7.17186,5
r480x300,480,300,20260808_141232,ihawk2,25.0,3,0,5,1,0.6685,0.70122,3.8693,4.074199999999999,5
r320x200,320,200,20260808_141232,ihawk2,25.0,3,0,5,1,0.0399,0.049139999999999996,2.4873,2.69866,5
r240x150,240,150,20260808_141232,ihawk2,25.0,3,0,4,0,0.5807,0.5914,1.7263,1.77726,5
r160x100,160,100,20260808_141232,ihawk2,25.0,3,0,3,0,0.2471,0.26852,2.3412,2.3754,5
r640x400,640,400,20260808_141232,ihawk2,30.0,1,1,5,1,0.0,0.0,6.8641,7.3914,5
r480x300,480,300,20260808_141232,ihawk2,30.0,1,1,5,1,0.6193,0.64326,3.7023,4.140140000000001,5
r320x200,320,200,20260808_141232,ihawk2,30.0,1,1,4,0,0.0339,0.03648,1.875,2.0751999999999997,5
r240x150,240,150,20260808_141232,ihawk2,30.0,1,1,3,0,0.4141,0.42434,1.3589,1.3972,5
r160x100,160,100,20260808_141232,ihawk2,30.0,1,1,0,0,0.2444,0.47156,1.6461,2.2071199999999997,5
r640x400,640,400,20260808_141232,ihawk2,30.0,2,1,5,1,0.0,0.0,5.025,5.66432,5
r480x300,480,300,20260808_141232,ihawk2,30.0,2,1,5,1,0.6675,0.67594,2.992,3.12362,5
r320x200,320,200,20260808_141232,ihawk2,30.0,2,1,4,0,0.0352,0.04042,1.9908,2.6636599999999997,5
r240x150,240,150,20260808_141232,ihawk2,30.0,2,1,3,0,0.4176,0.9772199999999999,1.3503,1.42256,5
r160x100,160,100,20260808_141232,ihawk2,30.0,2,1,0,0,0.1549,0.16608,1.551,1.9130999999999998,5
r640x400,640,400,20260808_141232,ihawk2,30.0,3,1,5,1,0.0,0.0,4.8615,6.38884,5
r480x300,480,300,20260808_141232,ihawk2,30.0,3,1,5,1,0.6016,0.6078600000000001,2.8368,3.6583200000000002,5
r320x200,320,200,20260808_141232,ihawk2,30.0,3,1,4,0,0.0349,0.03684,1.9053,2.29888,5
r240x150,240,150,20260808_141232,ihawk2,30.0,3,1,3,0,0.4197,0.42494,1.3509,1.4724599999999999,5
r160x100,160,100,20260808_141232,ihawk2,30.0,3,1,0,0,0.1608,0.16584,1.5893,1.60324,5
r640x400,640,400,20260808_141232,ihawk2,35.0,1,0,5,1,0.0,0.0,4.63,5.44878,5
r480x300,480,300,20260808_141232,ihawk2,35.0,1,0,5,1,0.6148,0.64284,3.2028,3.26998,5
r320x200,320,200,20260808_141232,ihawk2,35.0,1,0,4,0,0.0356,0.06011999999999999,1.8623,1.95782,5
r240x150,240,150,20260808_141232,ihawk2,35.0,1,0,3,0,0.451,0.48185999999999996,1.362,1.553,5
r160x100,160,100,20260808_141232,ihawk2,35.0,1,0,0,0,0.1567,0.17142,1.6312,1.83552,5
r640x400,640,400,20260808_141232,ihawk2,35.0,2,0,5,1,0.0,0.0,4.692,6.541759999999999,5
r480x300,480,300,20260808_141232,ihawk2,35.0,2,0,5,1,0.6016,0.6126,2.9022,3.22408,5
r320x200,320,200,20260808_141232,ihawk2,35.0,2,0,4,0,0.0349,0.037259999999999995,1.8925,2.50542,5
r240x150,240,150,20260808_141232,ihawk2,35.0,2,0,3,0,0.4153,0.42172,1.3384,1.9134600000000002,5
r160x100,160,100,20260808_141232,ihawk2,35.0,2,0,0,0,0.1574,0.1687,1.5451,1.5925,5
r640x400,640,400,20260808_141232,ihawk2,35.0,3,0,5,1,0.0,0.0,4.5716,4.77748,5
r480x300,480,300,20260808_141232,ihawk2,35.0,3,0,5,1,0.5972,0.6033999999999999,2.8722,3.1306599999999998,5
r320x200,320,200,20260808_141232,ihawk2,35.0,3,0,4,0,0.0345,0.036699999999999997,2.3318,2.7159,5
r240x150,240,150,20260808_141232,ihawk2,35.0,3,0,3,0,0.6328,0.64054,1.3953,1.9694599999999998,5
r160x100,160,100,20260808_141232,ihawk2,35.0,3,0,0,0,0.2025,0.23364,1.471,1.9975800000000001,5
r640x400,640,400,20260808_141232,ihawk2,40.0,1,0,5,1,0.0,0.0,4.6593,5.1521,5
r480x300,480,300,20260808_141232,ihawk2,40.0,1,0,5,1,0.6054,0.6128399999999999,2.9516,3.8187199999999994,5
r320x200,320,200,20260808_141232,ihawk2,40.0,1,0,5,1,0.0348,0.03686,1.9195,2.0552,5
r240x150,240,150,20260808_141232,ihawk2,40.0,1,0,4,0,0.4136,0.42736,1.3746,1.4904000000000002,5
r160x100,160,100,20260808_141232,ihawk2,40.0,1,0,2,0,0.1567,0.17522000000000001,1.8939,2.07062,5
r640x400,640,400,20260808_141232,ihawk2,40.0,2,0,5,1,0.0,0.0,5.0222,5.11692,5
r480x300,480,300,20260808_141232,ihawk2,40.0,2,0,5,1,0.5976,0.60454,2.9647,3.2264399999999998,5
r320x200,320,200,20260808_141232,ihawk2,40.0,2,0,5,1,0.0348,0.04392,1.8914,1.9270399999999999,5
r240x150,240,150,20260808_141232,ihawk2,40.0,2,0,4,0,0.441,0.5579000000000001,1.2907,2.0021799999999996,5
r160x100,160,100,20260808_141232,ihawk2,40.0,2,0,2,0,0.1586,0.2158,1.7604,1.9675,5
r640x400,640,400,20260808_141232,ihawk2,40.0,3,0,5,1,0.0,0.0,4.8259,5.21858,5
r480x300,480,300,20260808_141232,ihawk2,40.0,3,0,5,1,0.5991,0.6009399999999999,2.93,3.18534,5
r320x200,320,200,20260808_141232,ihawk2,40.0,3,0,5,1,0.0347,0.03666,1.8256,2.35954,5
r240x150,240,150,20260808_141232,ihawk2,40.0,3,0,4,0,0.4107,0.42064,1.4533,2.14174,5
r160x100,160,100,20260808_141232,ihawk2,40.0,3,0,2,0,0.1558,0.17216,1.9298,2.15048,5
r640x400,640,400,20260808_141232,ihawk2,45.0,1,0,5,1,0.0,0.0,5.0552,6.18122,5
r480x300,480,300,20260808_141232,ihawk2,45.0,1,0,5,1,0.6002,0.66004,3.129,3.5530999999999997,5
r320x200,320,200,20260808_141232,ihawk2,45.0,1,0,5,1,0.0347,0.03682,1.8693,2.50232,5
r240x150,240,150,20260808_141232,ihawk2,45.0,1,0,3,0,0.4169,0.42472,1.31,1.4932599999999998,5
r160x100,160,100,20260808_141232,ihawk2,45.0,1,0,2,0,0.1664,0.34868,1.9929,2.3073,5
r640x400,640,400,20260808_141232,ihawk2,45.0,2,0,5,1,0.0,0.0,4.9221,5.49134,5
r480x300,480,300,20260808_141232,ihawk2,45.0,2,0,5,1,0.602,0.6566,3.0556,3.5843,5
r320x200,320,200,20260808_141232,ihawk2,45.0,2,0,5,1,0.0351,0.04784,1.8633,2.006,5
r240x150,240,150,20260808_141232,ihawk2,45.0,2,0,3,0,0.4111,0.42304,1.33,1.36154,5
r160x100,160,100,20260808_141232,ihawk2,45.0,2,0,2,0,0.221,0.52782,1.9262,2.4162399999999997,5
r640x400,640,400,20260808_141232,ihawk2,45.0,3,0,5,1,0.0,0.0,5.5493,6.28048,5
r480x300,480,300,20260808_141232,ihawk2,45.0,3,0,5,1,0.5999,0.60558,3.1497,3.4836199999999997,5
r320x200,320,200,20260808_141232,ihawk2,45.0,3,0,5,1,0.0347,0.04528,1.92,1.98542,5
r240x150,240,150,20260808_141232,ihawk2,45.0,3,0,3,0,0.4314,0.50314,1.3442,1.4156199999999999,5
r160x100,160,100,20260808_141232,ihawk2,45.0,3,0,1,0,0.1584,0.16812000000000002,2.3734,2.9592799999999997,5
r640x400,640,400,20260808_141232,ihawk2,50.0,1,0,5,1,0.0,0.0,7.0149,7.12054,5
r480x300,480,300,20260808_141232,ihawk2,50.0,1,0,5,1,0.5968,0.61044,2.805,2.9152,5
r320x200,320,200,20260808_141232,ihawk2,50.0,1,0,5,1,0.0347,0.03822,1.8784,2.08958,5
r240x150,240,150,20260808_141232,ihawk2,50.0,1,0,4,0,0.416,0.42454000000000003,1.2582,1.6007,5
r160x100,160,100,20260808_141232,ihawk2,50.0,1,0,1,0,0.1596,0.16512,1.5034,1.5413400000000002,5
r640x400,640,400,20260808_141232,ihawk2,50.0,2,0,5,1,0.0,0.0,4.8694,4.99702,5
r480x300,480,300,20260808_141232,ihawk2,50.0,2,0,5,1,0.6026,0.60892,3.6225,4.11706,5
r320x200,320,200,20260808_141232,ihawk2,50.0,2,0,5,1,0.0441,0.14668,2.1009,2.43338,5
r240x150,240,150,20260808_141232,ihawk2,50.0,2,0,4,0,0.4598,0.5327,1.6211,1.88578,5
r160x100,160,100,20260808_141232,ihawk2,50.0,2,0,1,0,0.178,0.22074,1.8598,2.1221799999999997,5
r640x400,640,400,20260808_141232,ihawk2,50.0,3,0,5,1,0.0,0.0,5.9832,6.8357399999999995,5
r480x300,480,300,20260808_141232,ihawk2,50.0,3,0,5,1,0.8206,0.96888,3.2407,3.61874,5
r320x200,320,200,20260808_141232,ihawk2,50.0,3,0,5,1,0.075,0.09644,2.3562,2.79806,5
r240x150,240,150,20260808_141232,ihawk2,50.0,3,0,4,0,0.4722,0.79452,1.4851,1.6053600000000001,5
r160x100,160,100,20260808_141232,ihawk2,50.0,3,0,1,0,0.1624,0.17143999999999998,1.7123,1.868,5
r640x400,640,400,20260808_145501,ihawk1,0.0,1,0,5,1,0.0,0.0,5.6309,6.2965,5
r480x300,480,300,20260808_145501,ihawk1,0.0,1,0,5,1,0.5977,0.8128599999999999,3.4149,3.5505,5
r320x200,320,200,20260808_145501,ihawk1,0.0,1,0,5,1,0.0365,0.05458,2.1961,2.2913,5
r240x150,240,150,20260808_145501,ihawk1,0.0,1,0,3,0,0.4431,0.68116,1.3529,1.43118,5
r160x100,160,100,20260808_145501,ihawk1,0.0,1,0,0,0,0.1573,0.20712,3.1956,4.416919999999999,5
r640x400,640,400,20260808_145501,ihawk1,0.0,2,0,5,1,0.0,0.0,6.6119,6.83422,5
r480x300,480,300,20260808_145501,ihawk1,0.0,2,0,5,1,0.7574,0.78506,4.0221,4.3383199999999995,5
r320x200,320,200,20260808_145501,ihawk1,0.0,2,0,5,1,0.04,0.05028,2.3603,2.73094,5
r240x150,240,150,20260808_145501,ihawk1,0.0,2,0,3,0,0.476,0.65018,1.6378,1.9453,5
r160x100,160,100,20260808_145501,ihawk1,0.0,2,0,0,0,0.1652,0.18847999999999998,3.4421,3.51668,5
r640x400,640,400,20260808_145501,ihawk1,0.0,3,0,5,1,0.0,0.0,6.0305,6.3498399999999995,5
r480x300,480,300,20260808_145501,ihawk1,0.0,3,0,5,1,0.7899,1.1269200000000001,3.5253,3.78404,5
r320x200,320,200,20260808_145501,ihawk1,0.0,3,0,5,1,0.0353,0.0439,2.1707,2.20964,5
r240x150,240,150,20260808_145501,ihawk1,0.0,3,0,3,0,0.4817,0.6574,1.3614,1.7123199999999998,5
r160x100,160,100,20260808_145501,ihawk1,0.0,3,0,0,0,0.167,0.17450000000000002,2.7377,2.8741,5
r640x400,640,400,20260808_145501,ihawk1,5.0,1,0,5,1,0.0,0.0,5.7483,5.94066,5
r480x300,480,300,20260808_145501,ihawk1,5.0,1,0,5,1,0.6428,0.66852,3.0958,3.2380400000000003,5
r320x200,320,200,20260808_145501,ihawk1,5.0,1,0,3,0,0.035,0.037219999999999996,2.0634,2.4068,5
r240x150,240,150,20260808_145501,ihawk1,5.0,1,0,2,0,0.4508,0.45444,1.3837,1.4332200000000002,5
r160x100,160,100,20260808_145501,ihawk1,5.0,1,0,0,0,0.1542,0.18242,2.7889,3.28118,5
r640x400,640,400,20260808_145501,ihawk1,5.0,2,0,5,1,0.0,0.0,5.0065,5.61334,5
r480x300,480,300,20260808_145501,ihawk1,5.0,2,0,5,1,0.6084,0.61186,3.0586,4.10392,5
r320x200,320,200,20260808_145501,ihawk1,5.0,2,0,4,0,0.0431,0.05348,2.0464,2.2418199999999997,5
r240x150,240,150,20260808_145501,ihawk1,5.0,2,0,2,0,0.424,0.48924,1.23,1.30848,5
r160x100,160,100,20260808_145501,ihawk1,5.0,2,0,0,0,0.1553,0.16538,2.8591,3.19644,5
r640x400,640,400,20260808_145501,ihawk1,5.0,3,0,5,1,0.0,0.0,6.0312,7.04214,5
r480x300,480,300,20260808_145501,ihawk1,5.0,3,0,5,1,0.6255,1.37092,3.3282,4.085,5
r320x200,320,200,20260808_145501,ihawk1,5.0,3,0,4,0,0.0355,0.04252,2.6806,2.83198,5
r240x150,240,150,20260808_145501,ihawk1,5.0,3,0,2,0,0.4833,0.94316,1.5579,2.08452,5
r160x100,160,100,20260808_145501,ihawk1,5.0,3,0,0,0,0.1641,0.17304,3.3682,3.6436200000000003,5
r640x400,640,400,20260808_145501,ihawk1,10.0,1,0,5,1,0.0,0.0,5.4937,6.10328,5
r480x300,480,300,20260808_145501,ihawk1,10.0,1,0,5,1,0.5995,0.63966,3.0948,3.3206599999999997,5
r320x200,320,200,20260808_145501,ihawk1,10.0,1,0,3,0,0.0346,0.03746,2.0732,2.4547399999999997,5
r240x150,240,150,20260808_145501,ihawk1,10.0,1,0,2,0,0.422,0.48125999999999997,1.3454,1.53596,5
r160x100,160,100,20260808_145501,ihawk1,10.0,1,0,0,0,0.1571,0.17546,2.63,2.9630799999999997,5
r640x400,640,400,20260808_145501,ihawk1,10.0,2,0,5,1,0.0,0.0,5.3557,6.0740799999999995,5
r480x300,480,300,20260808_145501,ihawk1,10.0,2,0,5,1,0.6022,0.60582,3.1428,3.39764,5
r320x200,320,200,20260808_145501,ihawk1,10.0,2,0,3,0,0.0349,0.04736,1.9473,2.38746,5
r240x150,240,150,20260808_145501,ihawk1,10.0,2,0,2,0,0.4264,0.42898000000000003,1.3688,1.5192,5
r160x100,160,100,20260808_145501,ihawk1,10.0,2,0,0,0,0.1633,0.17526,2.5471,2.71296,5
r640x400,640,400,20260808_145501,ihawk1,10.0,3,0,5,1,0.0,0.0,5.0632,5.18346,5
r480x300,480,300,20260808_145501,ihawk1,10.0,3,0,5,1,0.6047,0.62074,3.002,3.2829,5
r320x200,320,200,20260808_145501,ihawk1,10.0,3,0,3,0,0.0346,0.0366,1.9818,2.37308,5
r240x150,240,150,20260808_145501,ihawk1,10.0,3,0,2,0,0.4131,0.42138,1.4713,2.32758,5
r160x100,160,100,20260808_145501,ihawk1,10.0,3,0,0,0,0.1528,0.17144,2.6225,2.75304,5
r640x400,640,400,20260808_145501,ihawk1,15.0,1,0,5,1,0.0,0.0,4.8096,5.94644,5
r480x300,480,300,20260808_145501,ihawk1,15.0,1,0,5,1,0.5986,0.6099800000000001,3.0219,3.98428,5
r320x200,320,200,20260808_145501,ihawk1,15.0,1,0,4,0,0.0356,0.05076,2.0292,2.8146199999999997,5
r240x150,240,150,20260808_145501,ihawk1,15.0,1,0,2,0,0.4303,0.473,1.3455,1.54724,5
r160x100,160,100,20260808_145501,ihawk1,15.0,1,0,1,0,0.1562,0.18226,2.9294,3.00574,5
r640x400,640,400,20260808_145501,ihawk1,15.0,2,0,5,1,0.0,0.0,5.0104,5.38212,5
