run_id,camera_id,model,height_gt_mm,xy_mean_mm,xy_rmse_mm,xy_median_mm,xy_p95_mm,xy_max_mm,z_mae_mm,z_rmse_mm,error3d_rmse_mm
20260808_145501,ihawk1,PnP,15.0,8.137084577084943,9.205902182434892,7.208917907287912,14.512290920231447,15.83935945389623,5.339614321529085,5.633753161110716,10.792951851689349
20260808_145501,ihawk1,PnP,20.0,8.39820136155379,9.862427541787948,7.246888608851543,16.141268657614738,18.015037550395245,5.335219443602467,5.820283696579009,11.45177625199169
20260808_145501,ihawk1,PnP,25.0,9.109531421452232,10.804002811335078,6.966848283272429,17.994873778971783,20.13956065799776,5.232760576695197,5.908420501852816,12.314053336495297
20260808_145501,ihawk1,PnP,30.0,11.062273765416542,12.388014030236082,8.924010404387934,18.40201102946652,19.13247799695782,7.065434159982874,7.698129141780539,14.585063726184291
20260808_145501,ihawk1,PnP,35.0,7.191990552376947,7.9803081302709105,5.147600991552261,11.588822142332297,11.774692831743609,4.278119234578834,4.799850766853793,9.312565985706353
20260808_145501,ihawk1,PnP,40.0,8.922590126946755,9.706351177492648,8.998457217524095,13.123962575476083,13.26332328621031,6.14792374309423,6.441008559150801,11.649027617782817
20260808_145501,ihawk1,PnP,45.0,8.544235369526817,10.215372825551956,8.298649461411026,16.492314136018607,18.126890953129656,5.341849063817503,6.0202135321213275,11.857352695157639
20260808_145501,ihawk1,PnP,50.0,10.264000149092988,10.662368205660973,9.097899425887634,14.234247613103218,14.631774037137305,7.576445636331071,7.713571668004508,13.15998797987794
20260808_145501,ihawk2,Affine,0.0,12.237884852006962,12.63005900036132,12.011406427277738,15.324132229019991,15.367406043818638,,,
20260808_145501,ihawk2,Affine,5.0,13.84333430304267,13.897016183079412,13.879478092871313,15.163020364558653,15.164808634355689,,,
20260808_145501,ihawk2,Affine,10.0,15.494279893403506,15.519474804719204,15.043282655498292,16.65860137131024,16.730382069361465,,,
20260808_145501,ihawk2,Affine,15.0,19.661965866782438,19.712260922825028,20.09715204857605,21.00490392550993,21.03798819784316,,,
20260808_145501,ihawk2,Affine,20.0,25.0689533287763,25.15248750586907,25.48142754719403,27.47636961251341,27.78300792436187,,,
20260808_145501,ihawk2,Affine,25.0,31.2680378011976,31.397837843691473,31.85751962776804,34.41413780639535,34.51583829897438,,,
20260808_145501,ihawk2,Affine,30.0,34.48008177714316,34.64019171295286,36.33386774758672,37.80256016126011,38.04890411650172,,,
20260808_145501,ihawk2,Affine,35.0,40.05551554347788,40.2279915369291,41.21810680167839,43.93168640324823,43.9819757412759,,,
20260808_145501,ihawk2,Affine,40.0,45.81576655175347,46.007765926674615,48.010091274611035,49.80511652101272,49.852977010622844,,,
20260808_145501,ihawk2,Affine,45.0,50.393145022988655,50.60090751826736,52.70442177611989,54.912619288764915,55.038692862578664,,,
20260808_145501,ihawk2,Affine,50.0,56.27099025596058,56.49369248190557,59.70654421049056,60.686341504973996,60.73903409299956,,,
20260808_145501,ihawk2,Homography,0.0,0.03230974920991151,0.03530313548645812,0.02862142883577679,0.05384738809253728,0.060153683920031696,,,
20260808_145501,ihawk2,Homography,5.0,6.027363388371132,6.100860085392267,5.51952889462729,7.193877480230663,7.224670625548802,,,
20260808_145501,ihawk2,Homography,10.0,9.575570760291507,9.785625254545238,8.86474647421661,12.307588812601226,12.644816626204435,,,
20260808_145501,ihawk2,Homography,15.0,16.212350287401453,16.43864560401023,14.95552227464309,19.506460143217087,19.525948314485476,,,
20260808_145501,ihawk2,Homography,20.0,23.545922866001195,23.833428883299433,22.25343014224952,27.971174900346636,27.997682203917577,,,
20260808_145501,ihawk2,Homography,25.0,31.326366448842407,31.634486581436022,29.726802647142243,36.74812327075652,36.89383552635444,,,
20260808_145501,ihawk2,Homography,30.0,35.529906331959566,35.8989743210096,33.72839422998211,41.75892963010386,41.84513855110367,,,
20260808_145501,ihawk2,Homography,35.0,42.58430004085307,43.050255745996495,40.272169208752295,50.42191724384284,50.675545567464475,,,
20260808_145501,ihawk2,Homography,40.0,49.91585880362694,50.45882971323133,47.47040436406414,58.976087528617505,59.20374472361565,,,
20260808_145501,ihawk2,Homography,45.0,55.7871635183678,56.39008875846232,52.95477408847588,65.90229486225616,66.16635871462391,,,
20260808_145501,ihawk2,Homography,50.0,63.38459469575103,64.05702933781679,60.38606981541049,74.46863500372147,74.55482117149181,,,
20260808_145501,ihawk2,PnP,0.0,3.115994478127737,3.4956226320953037,2.392375645430736,5.3854564033095045,5.713477938344524,2.7484675056243626,3.169309640897846,4.718463858704964
20260808_145501,ihawk2,PnP,5.0,3.3844256538262143,3.5529560786373304,3.0498447149286574,5.020532005852047,5.418184431802788,2.766136274298995,2.995105096407402,4.646950767465861
20260808_145501,ihawk2,PnP,10.0,1.7251740842466738,1.8997023197142415,1.3352306798295688,2.673333245452442,2.673855010138587,3.0388468541410085,3.1717730244883766,3.69716283417431
20260808_145501,ihawk2,PnP,15.0,2.980644093740627,3.1167999327588984,3.6174956594480214,3.68723958511713,3.689101385105311,3.787958121840977,3.8682051085515474,4.967640544833147
20260808_145501,ihawk2,PnP,20.0,3.020067571213719,3.0606871122399504,2.948735602626142,3.611910426328945,3.629486034106637,3.0284706394477854,3.162223206729523,4.400847782894845
