run_id,capture_time_host,height_step_index,height_gt_mm,placement_index,board_center_gt_x_mm,board_center_gt_y_mm,board_rotation_gt_deg,marker_local_x_mm,marker_local_y_mm,marker_gt_x_mm,marker_gt_y_mm,frame_index,camera_id,camera_role,color_stamp_sec,other_camera_color_stamp_sec,pair_delta_ms,pair_sync_valid,marker_id,board_position,board_gt_z_mm,detection_valid,center_u_raw_px,center_v_raw_px,center_u_undist_px,center_v_undist_px,corner0_u_raw_px,corner0_v_raw_px,corner1_u_raw_px,corner1_v_raw_px,corner2_u_raw_px,corner2_v_raw_px,corner3_u_raw_px,corner3_v_raw_px,corner0_u_undist_px,corner0_v_undist_px,corner1_u_undist_px,corner1_v_undist_px,corner2_u_undist_px,corner2_v_undist_px,corner3_u_undist_px,corner3_v_undist_px,pnp_valid,pnp_method,pnp_tx_camera_mm,pnp_ty_camera_mm,pnp_tz_camera_mm,pnp_rvec_x,pnp_rvec_y,pnp_rvec_z,pnp_reprojection_rmse_px,depth_available,depth_stamp_sec,color_depth_delta_ms,depth_encoding,depth_center_roi_raw_median,depth_center_roi_valid_pixels,depth_center_roi_status,color_image_relpath,depth_image_relpath
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,-80.000000,123.500000,-80.000000,123.500000,1,ihawk1,primary,1786177644.272176027,1786177644.308459044,36.283016,1,0,TL,0.000000,1,222.671974,227.098690,222.671974,227.098690,202.636688,225.157104,229.769211,216.046783,243.217133,228.734344,215.064865,238.456528,202.636688,225.157104,229.769211,216.046783,243.217133,228.734344,215.064865,238.456528,1,IPPE_SQUARE,-166.866912,40.792791,674.802608,1.996160566,-0.663639152,0.411164265,0.101339,1,1786177644.272176027,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,80.000000,123.500000,80.000000,123.500000,1,ihawk1,primary,1786177644.272176027,1786177644.308459044,36.283016,1,1,TR,0.000000,1,293.412682,203.353077,293.412682,203.353077,275.073822,201.482819,296.928467,194.740051,311.663605,204.644058,289.984833,212.545380,275.073822,201.482819,296.928467,194.740051,311.663605,204.644058,289.984833,212.545380,1,IPPE_SQUARE,-54.586974,1.194626,764.448183,1.995705807,-0.665366171,0.430976092,0.192208,1,1786177644.272176027,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,-80.000000,-123.500000,-80.000000,-123.500000,1,ihawk1,primary,1786177644.272176027,1786177644.308459044,36.283016,1,2,BL,0.000000,1,299.665604,305.316162,299.665604,305.316162,272.651215,301.719910,304.751343,286.664673,326.986206,307.544525,294.273651,325.335541,272.651215,301.719910,304.751343,286.664673,326.986206,307.544525,294.273651,325.335541,1,IPPE_SQUARE,-28.683348,130.678809,513.995038,1.991782073,-0.659240418,0.401496490,0.165845,1,1786177644.272176027,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,80.000000,-123.500000,80.000000,-123.500000,1,ihawk1,primary,1786177644.272176027,1786177644.308459044,36.283016,1,3,BR,0.000000,1,379.895813,265.238438,379.895813,265.238438,355.508026,262.538513,379.705078,250.650986,404.193054,267.058136,380.177094,280.706116,355.508026,262.538513,379.705078,250.650986,404.193054,267.058136,380.177094,280.706116,1,IPPE_SQUARE,84.245093,90.932812,586.663853,2.000210909,-0.678670510,0.433224722,0.116366,1,1786177644.272176027,0.000000,mono16,,0,alignment_not_asserted,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,ihawk1,primary,1786177644.272176027,1786177644.308459044,36.283016,1,4,C,0.000000,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,1786177644.272176027,0.000000,mono16,,,marker_missing,raw/frames/ihawk1/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk1/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,-80.000000,123.500000,-80.000000,123.500000,1,ihawk2,secondary,1786177644.308459044,1786177644.272176027,36.283016,1,0,TL,0.000000,1,192.505524,351.756371,192.505524,351.756371,163.454559,369.484863,177.292465,334.366119,219.370453,334.526581,209.904617,368.647919,163.454559,369.484863,177.292465,334.366119,219.370453,334.526581,209.904617,368.647919,1,IPPE_SQUARE,-146.409491,169.175299,447.542386,1.543245246,-1.565472929,0.981190532,0.212688,1,1786177644.271306038,37.153006,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,80.000000,123.500000,80.000000,123.500000,1,ihawk2,secondary,1786177644.308459044,1786177644.272176027,36.283016,1,1,TR,0.000000,1,218.101276,274.662766,218.101276,274.662766,196.405289,285.176025,204.969330,264.306610,238.438950,263.653778,232.591537,285.514648,196.405289,285.176025,204.969330,264.306610,238.438950,263.653778,232.591537,285.514648,1,IPPE_SQUARE,-148.476058,103.150781,566.352195,1.540531133,-1.567248223,0.970784933,0.266269,1,1786177644.271306038,37.153006,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,-80.000000,-123.500000,-80.000000,-123.500000,1,ihawk2,secondary,1786177644.308459044,1786177644.272176027,36.283016,1,2,BL,0.000000,1,393.212341,349.479301,393.212341,349.479301,374.408112,366.775024,368.514099,332.805359,410.056122,332.159943,419.871033,366.176880,374.408112,366.775024,368.514099,332.805359,410.056122,332.159943,419.871033,366.176880,1,IPPE_SQUARE,82.962933,167.428511,449.795323,1.529270874,-1.555931946,0.958648334,0.106359,1,1786177644.271306038,37.153006,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,80.000000,-123.500000,80.000000,-123.500000,1,ihawk2,secondary,1786177644.308459044,1786177644.272176027,36.283016,1,3,BR,0.000000,1,375.480255,273.126984,375.480255,273.126984,360.241211,283.924591,356.684174,262.855682,389.346069,262.070068,395.649567,283.657593,360.241211,283.924591,356.684174,262.855682,389.346069,262.070068,395.649567,283.657593,1,IPPE_SQUARE,80.038997,102.345924,574.231451,1.541923291,-1.578010113,0.946201756,0.152440,1,1786177644.271306038,37.153006,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
20260808_162715,2026-08-08T16:27:24.410,1,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,ihawk2,secondary,1786177644.308459044,1786177644.272176027,36.283016,1,4,C,0.000000,1,295.469139,307.482063,295.469139,307.482063,274.709717,320.655731,277.753387,294.739258,314.558380,294.147705,314.855072,320.385559,274.709717,320.655731,277.753387,294.739258,314.558380,294.147705,314.855072,320.385559,1,IPPE_SQUARE,-33.023388,135.487880,510.109247,1.525424815,-1.555332287,0.974364401,0.105430,1,1786177644.271306038,37.153006,mono16,,0,alignment_not_asserted,raw/frames/ihawk2/h_p000p000mm/frame_0001_color.png,raw/frames/ihawk2/h_p000p000mm/frame_0001_depth.png
