camera,run_id,height_mm,frame_index,selected_branch,group_branch_switch_flag,branch_gap_px,refined_reprojection_rmse_px,mean_t_x_mm,mean_t_y_mm,mean_t_z_mm,mean_rotvec_x_rad,mean_rotvec_y_rad,mean_rotvec_z_rad
ihawk2,20260808_141232,10.0,3,A,0,19.387612931104638,0.46351672198894717,-37.20031791881934,126.17109089513671,500.76298473751064,1.5463060304397682,-1.558750396286318,0.9595355149480566
ihawk2,20260808_141232,15.0,1,A,0,19.59935542118936,0.5017697461010854,-37.24343831044707,120.995702952968,500.14685735260196,1.5479428923963088,-1.5558249691571804,0.9561957672664
ihawk2,20260808_141232,15.0,2,A,0,19.556447150360377,0.5284627064619075,-37.23595618519991,121.02021913933753,500.15565189633423,1.5476824098075175,-1.5558285796049052,0.9565015711431565
ihawk2,20260808_141232,15.0,3,A,0,19.546226446456387,0.5406165578533106,-37.2530469569995,121.0173235066231,500.13999158817967,1.547631474839796,-1.555725320706076,0.9562691871482871
ihawk2,20260808_141232,20.0,1,A,0,19.90980874071472,0.5189295198812693,-34.86220859619124,115.40215268785575,499.3248840139594,1.5410607084100474,-1.56615044662219,0.9651143591262021
ihawk2,20260808_141232,20.0,2,A,0,19.90638888668018,0.5246731829604735,-34.86247504727794,115.40329522914155,499.3029364618359,1.541015115270229,-1.566036471315799,0.9649261977970116
ihawk2,20260808_141232,20.0,3,A,0,19.92210158138947,0.5187177096203663,-34.86998910951321,115.41525483920965,499.3510141559373,1.5410348789559205,-1.5661619690373862,0.9650138922310286
ihawk2,20260808_141232,25.0,1,A,0,20.3732989160314,0.5567273075706115,-35.57691441099366,111.73238234943108,495.97170064393947,1.5418533317377552,-1.559553975670733,0.9626303581939715
ihawk2,20260808_141232,25.0,2,A,0,20.37820550437685,0.5484732578685367,-35.57637534223366,111.74177731474701,496.0152101706386,1.5419316205506257,-1.5595745975400066,0.96248635551454
ihawk2,20260808_141232,25.0,3,A,0,20.3728085443705,0.5532711621978871,-35.57638101744488,111.74818337033723,496.0031495019261,1.5418615553727197,-1.5595793755799976,0.9629197604764443
ihawk2,20260808_141232,30.0,1,A,0,20.758670689484585,0.5197521422406808,-34.98947934662059,108.23952219872783,493.3191733411788,1.5378113809164404,-1.568809556916446,0.9658318501797203
ihawk2,20260808_141232,30.0,2,A,0,20.30971577580276,0.8983461510321598,-34.78033986337449,107.99618923046893,492.36379242012475,1.5371668447379874,-1.5661084561317746,0.9617971438874587
ihawk2,20260808_141232,30.0,3,A,0,20.322695833339964,0.8929125074233195,-34.78546827466697,107.98824697563278,492.34620128338423,1.5370727047485564,-1.5659490586775808,0.9616929520056431
ihawk2,20260808_141232,35.0,1,A,0,20.96526432740929,0.6618473630984322,-35.797359969034574,103.13557548840326,491.51874296015694,1.5429134477468842,-1.5626101370564112,0.9614198497721814
ihawk2,20260808_141232,35.0,2,A,0,20.944216901294972,0.6671621507629589,-35.78208505412961,103.14064121642718,491.56658130354674,1.5430298954947046,-1.5625904348556674,0.9613093371337003
ihawk2,20260808_141232,35.0,3,A,0,20.957487090928502,0.6649570330853881,-35.781804702727094,103.13406284350323,491.4892999868635,1.5430926552816062,-1.5625644600115418,0.9614274647458589
ihawk2,20260808_141232,40.0,1,A,0,21.528564168142758,0.5816828380633038,-36.23944796457643,98.89490055117007,488.58335926634766,1.5432816706305463,-1.5633775098438047,0.9623181219148345
ihawk2,20260808_141232,40.0,2,A,0,21.536187967800974,0.5798563363803371,-36.25720825417743,98.89439664784328,488.57082949190135,1.5432612204683536,-1.5632489365575428,0.9619916738183487
ihawk2,20260808_141232,40.0,3,A,0,21.531531684186348,0.5814514616516696,-36.25347981308397,98.90037726358382,488.6000918833387,1.5433524782120136,-1.5633709720403381,0.9620416859917427
ihawk2,20260808_141232,45.0,1,A,0,21.42634767353485,1.008038380137097,-38.54581417048421,94.5584427802458,484.8374091880365,1.5452952854153885,-1.5652333478793639,0.9671351668665421
ihawk2,20260808_141232,45.0,2,A,0,21.423254417122667,1.0126269124832123,-38.52963350639367,94.56500186950237,484.8633396932838,1.545328070179171,-1.5652465191697726,0.9672940425106322
ihawk2,20260808_141232,45.0,3,A,0,21.411237078529375,1.0153903809672766,-38.53724291188809,94.56632564128424,484.88742766464765,1.5453362497087297,-1.5653475786190265,0.9673255567511766
ihawk2,20260808_141232,50.0,1,A,0,22.3448283197868,0.5681308774912414,-36.05556945815162,89.57639577352192,484.43402983062475,1.5419131874090573,-1.5683857612928072,0.9624417686080057
ihawk2,20260808_141232,50.0,2,A,0,22.328337218067855,0.5736622811228277,-36.05881794545374,89.56567103857567,484.44434575114246,1.542100267367389,-1.5684975016040057,0.9623716897085332
ihawk2,20260808_141232,50.0,3,A,0,22.316110246501612,0.5800540402649068,-36.078194509429565,89.58247603990355,484.4998920661915,1.542052790858982,-1.5685211019466696,0.9625126475939244
ihawk2,20260808_145501,0.0,1,A,0,18.653366397934885,0.4273417317095255,-32.84740272155057,134.16703114652717,506.87190500457115,1.5444426053458187,-1.5616744303766636,0.9612644969462124
ihawk2,20260808_145501,0.0,2,A,0,18.665155423941343,0.42033699542987496,-32.84592610486987,134.1637663554428,506.838649501094,1.5444825354923848,-1.5615484144715626,0.961360393733875
ihawk2,20260808_145501,0.0,3,A,0,18.63368424280027,0.4301911687865844,-32.8501491629088,134.1850297773978,506.9311452004772,1.5445936411960839,-1.561794694332164,0.9612345464648282
ihawk2,20260808_145501,5.0,1,A,0,18.918836395349054,0.4783266002088775,-32.680540498034254,129.52184257660682,504.46451042820803,1.5454550914754592,-1.559553820588189,0.9580670219291638
ihawk2,20260808_145501,5.0,2,A,0,18.906124402696737,0.4865067412999392,-32.67840963293836,129.5240700453636,504.4671851610692,1.5453454660953,-1.5593914108150801,0.9578941587082954
ihawk2,20260808_145501,5.0,3,A,0,18.920337268415867,0.4785441901630005,-32.673584315178,129.53402370975334,504.4781590605906,1.5454088909622845,-1.5594488821911503,0.9580439341025985
ihawk2,20260808_145501,10.0,1,A,0,19.242273920975737,0.5522454074095855,-32.170180541204566,126.38237202127459,500.80394418591356,1.5398341332650698,-1.5701656236659947,0.9654923802051711
ihawk2,20260808_145501,10.0,2,A,0,19.238877209594357,0.5523404026858894,-32.169928763699836,126.37503334237843,500.7972471221247,1.5400006250434268,-1.5702503511882073,0.9653841158689573
ihawk2,20260808_145501,10.0,3,A,0,19.243374544173182,0.5409833056768435,-32.162426050080676,126.4129983889308,500.91523856438664,1.5401466294968955,-1.5705228218158065,0.9651736912866746
ihawk2,20260808_145501,15.0,1,A,0,19.545012060677667,0.5429381624992533,-33.30753133818942,121.86606324625154,499.6428800179299,1.5440185494722984,-1.5659762565082218,0.9614798143766942
ihawk2,20260808_145501,15.0,2,A,0,19.562869069722016,0.5404906425188529,-33.3150663957895,121.84304001600428,499.5577938285977,1.5438634571192915,-1.5656887351706477,0.961267500471816
ihawk2,20260808_145501,15.0,3,A,0,19.57499498833108,0.5408347909084735,-33.31916267440249,121.84042169401768,499.5511954932439,1.543853874328542,-1.5652963176748909,0.9611871643721576
ihawk2,20260808_145501,20.0,1,A,0,19.98103369826397,0.5191332957428366,-32.84410851071096,116.80633898522063,497.7388123844813,1.5429372105478145,-1.5664148344655313,0.9619715547488047
ihawk2,20260808_145501,20.0,2,A,0,19.98244904500278,0.5168198260442165,-32.84041580781132,116.8018929896831,497.7497933350434,1.5430091656908365,-1.566480455126755,0.9619464106485327
ihawk2,20260808_145501,20.0,3,A,0,19.970673450946606,0.5211664994307955,-32.841476962558886,116.78788616241995,497.73106415370125,1.54306201153502,-1.566411690102466,0.9617596754971699
ihawk2,20260808_145501,25.0,1,A,0,20.148848487040798,0.6065956046945046,-32.711708502394174,111.90481804765044,497.3135068656687,1.544003634655659,-1.559537623419622,0.9605753494677579
ihawk2,20260808_145501,25.0,2,A,0,20.16355036346243,0.600349632227047,-32.69984568804709,111.89224484243024,497.302851507787,1.5439413414415182,-1.5595573753361218,0.9606934645653114
