camera,run_id,height_mm,frame_index,geometry,best_reprojection_rmse_px,second_reprojection_rmse_px,n_board_corners
ihawk1,20260808_141232,45.0,2,logged_edge_aligned,1.8243938185497413,12.796859805499146,20
ihawk1,20260808_141232,45.0,3,actual_margin10,0.5228243021559975,13.15744678175716,20
ihawk1,20260808_141232,45.0,3,logged_edge_aligned,1.8337005790490692,12.800628309603953,20
ihawk1,20260808_141232,50.0,1,actual_margin10,0.6244008794329464,13.314850816837994,20
ihawk1,20260808_141232,50.0,1,logged_edge_aligned,1.7927616585123263,12.93755746272797,20
ihawk1,20260808_141232,50.0,2,actual_margin10,0.6276316641476783,13.319468644697874,20
ihawk1,20260808_141232,50.0,2,logged_edge_aligned,1.8047584914101433,12.943072859823864,20
ihawk1,20260808_141232,50.0,3,actual_margin10,0.6261090846080485,13.322682001726108,20
ihawk1,20260808_141232,50.0,3,logged_edge_aligned,1.8014165367965087,12.945961248414056,20
ihawk1,20260808_145501,0.0,1,actual_margin10,0.405000965995587,12.65082884077852,20
ihawk1,20260808_145501,0.0,1,logged_edge_aligned,1.8653092871324655,12.346851994222584,20
ihawk1,20260808_145501,0.0,2,actual_margin10,0.39057516698293515,12.656540994909095,20
ihawk1,20260808_145501,0.0,2,logged_edge_aligned,1.866022247264283,12.353284974413269,20
ihawk1,20260808_145501,0.0,3,actual_margin10,0.3974708155027815,12.650721443205136,20
ihawk1,20260808_145501,0.0,3,logged_edge_aligned,1.8630250453615564,12.3472518270499,20
ihawk1,20260808_145501,5.0,1,actual_margin10,0.3494503733683723,12.734323821233954,20
ihawk1,20260808_145501,5.0,1,logged_edge_aligned,1.8798622328529475,12.429067629523363,20
ihawk1,20260808_145501,5.0,2,actual_margin10,0.3534399036001703,12.738758905779616,20
ihawk1,20260808_145501,5.0,2,logged_edge_aligned,1.8854908102195407,12.433144604079011,20
ihawk1,20260808_145501,5.0,3,actual_margin10,0.38214937768769924,12.729743319587884,20
ihawk1,20260808_145501,5.0,3,logged_edge_aligned,1.8659338607014084,12.421356382499473,20
ihawk1,20260808_145501,10.0,1,actual_margin10,0.613173288535812,12.92336991626941,20
ihawk1,20260808_145501,10.0,1,logged_edge_aligned,1.9016315389130969,12.613771212065076,20
ihawk1,20260808_145501,10.0,2,actual_margin10,0.6228481606374175,12.93147035915827,20
ihawk1,20260808_145501,10.0,2,logged_edge_aligned,1.9064280932621904,12.622741476999678,20
ihawk1,20260808_145501,10.0,3,actual_margin10,0.6243122131745386,12.923705473321265,20
ihawk1,20260808_145501,10.0,3,logged_edge_aligned,1.903443784254365,12.614275205981684,20
ihawk1,20260808_145501,15.0,1,actual_margin10,0.42363503123558827,12.863288129718601,20
ihawk1,20260808_145501,15.0,1,logged_edge_aligned,1.8527928284021873,12.546588851156756,20
ihawk1,20260808_145501,15.0,2,actual_margin10,0.4246904052793351,12.858745400072905,20
ihawk1,20260808_145501,15.0,2,logged_edge_aligned,1.8497517020851317,12.541667630577626,20
ihawk1,20260808_145501,15.0,3,actual_margin10,0.4254186234833251,12.850510316134246,20
ihawk1,20260808_145501,15.0,3,logged_edge_aligned,1.846994620581634,12.533870907146586,20
ihawk1,20260808_145501,20.0,1,actual_margin10,0.42740797410813103,12.920466969622868,20
ihawk1,20260808_145501,20.0,1,logged_edge_aligned,1.8548235754930091,12.602505621613306,20
ihawk1,20260808_145501,20.0,2,actual_margin10,0.4293190584859701,12.910352664563213,20
ihawk1,20260808_145501,20.0,2,logged_edge_aligned,1.8532800761355726,12.59319650164828,20
ihawk1,20260808_145501,20.0,3,actual_margin10,0.44055976296164534,12.904519144168072,20
ihawk1,20260808_145501,20.0,3,logged_edge_aligned,1.8546371878308718,12.587359339682868,20
ihawk1,20260808_145501,25.0,1,actual_margin10,0.6686089161104026,12.965872032491097,20
ihawk1,20260808_145501,25.0,1,logged_edge_aligned,1.7991677356335292,12.625101762867756,20
ihawk1,20260808_145501,25.0,2,actual_margin10,0.6309146775293444,13.051477064858368,20
ihawk1,20260808_145501,25.0,2,logged_edge_aligned,1.8360785314124404,12.709386794115353,20
ihawk1,20260808_145501,25.0,3,actual_margin10,0.6085232568999581,13.05529516436759,20
ihawk1,20260808_145501,25.0,3,logged_edge_aligned,1.8450659058336962,12.7145975756525,20
ihawk1,20260808_145501,30.0,1,actual_margin10,0.7809717792294747,12.886792401558115,20
ihawk1,20260808_145501,30.0,1,logged_edge_aligned,1.7224202223258056,12.547627657059685,20
ihawk1,20260808_145501,30.0,2,actual_margin10,0.7861686711405426,12.889599374950167,20
ihawk1,20260808_145501,30.0,2,logged_edge_aligned,1.725704444545644,12.549989378083618,20
ihawk1,20260808_145501,30.0,3,actual_margin10,0.759816107492827,12.884075850009992,20
ihawk1,20260808_145501,30.0,3,logged_edge_aligned,1.7340297557626674,12.54802547095058,20
ihawk1,20260808_145501,35.0,1,actual_margin10,1.263418768146066,13.60360058858286,20
ihawk1,20260808_145501,35.0,1,logged_edge_aligned,2.090519899971323,13.23654431267335,20
ihawk1,20260808_145501,35.0,2,actual_margin10,1.2225438306344123,13.586459875730943,20
ihawk1,20260808_145501,35.0,2,logged_edge_aligned,2.0732640438791443,13.220812679845498,20
ihawk1,20260808_145501,35.0,3,actual_margin10,1.2664288171222384,13.610895902036578,20
ihawk1,20260808_145501,35.0,3,logged_edge_aligned,2.0917165474075743,13.243112692090195,20
ihawk1,20260808_145501,40.0,1,actual_margin10,0.8709103645848076,13.377208613294902,20
ihawk1,20260808_145501,40.0,1,logged_edge_aligned,1.8491921802034454,13.003343241904082,20
ihawk1,20260808_145501,40.0,2,actual_margin10,0.8676952583930013,13.373873634301644,20
ihawk1,20260808_145501,40.0,2,logged_edge_aligned,1.8460415880234564,13.000673411731093,20
ihawk1,20260808_145501,40.0,3,actual_margin10,0.6614641588069912,13.132188781161496,20
ihawk1,20260808_145501,40.0,3,logged_edge_aligned,1.7746838727642849,12.782482051201532,20
ihawk1,20260808_145501,45.0,1,actual_margin10,0.643155631435024,13.439914001418833,20
ihawk1,20260808_145501,45.0,1,logged_edge_aligned,1.8285635271446716,13.060459882865159,20
ihawk1,20260808_145501,45.0,2,actual_margin10,0.6411488834570641,13.468693983873056,20
ihawk1,20260808_145501,45.0,2,logged_edge_aligned,1.8393491672515359,13.089655377958815,20
ihawk1,20260808_145501,45.0,3,actual_margin10,0.6384933921369903,13.456468853623711,20
ihawk1,20260808_145501,45.0,3,logged_edge_aligned,1.8326373398520635,13.07750358474532,20
ihawk1,20260808_145501,50.0,1,actual_margin10,1.0246077796622524,13.749877572244346,20
ihawk1,20260808_145501,50.0,1,logged_edge_aligned,2.196673483041095,13.390381966104002,20
ihawk1,20260808_145501,50.0,2,actual_margin10,1.0105418590479258,13.805014271159992,20
ihawk1,20260808_145501,50.0,2,logged_edge_aligned,2.1763148346580006,13.441663566835162,20
ihawk1,20260808_145501,50.0,3,actual_margin10,0.6451614267989186,13.408322903198004,20
ihawk1,20260808_145501,50.0,3,logged_edge_aligned,1.7926311128259624,13.031324803818462,20
ihawk1,20260808_151001,0.0,1,actual_margin10,0.3743207993095516,12.624957191841494,20
ihawk1,20260808_151001,0.0,1,logged_edge_aligned,1.881842823566843,12.328051813575842,20
ihawk1,20260808_151001,0.0,2,actual_margin10,0.3723641170371633,12.635769570316922,20
ihawk1,20260808_151001,0.0,2,logged_edge_aligned,1.8786632764849795,12.33852204434145,20
