camera,run_id,height_mm,marker_id,board_position,frame_index,branch_label,matches_acquisition_solution,reprojection_rmse_px,mean_t_x_mm,mean_t_y_mm,mean_t_z_mm,mean_rotvec_x_rad,mean_rotvec_y_rad,mean_rotvec_z_rad
ihawk1,20260808_131913,5.0,2,BL,1,A,1,0.12456216389677922,-28.062419222382598,127.39488794841108,511.05630984176884,1.9876529235718685,-0.6645390508173751,0.40822983700378523
ihawk1,20260808_131913,5.0,2,BL,1,B,0,1.1254743344406353,-27.935353315076263,128.14674205541579,509.18277751565086,-2.448505781144916,0.7464203508606102,0.14259562654583333
ihawk1,20260808_131913,5.0,2,BL,2,A,1,0.1199766969043724,-28.07521721102383,127.38074670583234,510.9730619653168,1.9876687775351627,-0.6651665642531572,0.40899694765340455
ihawk1,20260808_131913,5.0,2,BL,2,B,0,1.1308874337666082,-27.947808821743894,128.1294513115486,509.0860480073778,-2.4484866972676675,0.7472155753070358,0.1430958069117688
ihawk1,20260808_131913,5.0,2,BL,3,A,1,0.12789930076106784,-28.04541207869714,127.3540405443431,510.86996476421666,1.9870847425496483,-0.6643130350148859,0.4072467301140855
ihawk1,20260808_131913,5.0,2,BL,3,B,0,1.1223568493718237,-27.917717372792158,128.1086387179004,509.0063305591144,-2.447980346183848,0.7459194592689297,0.14170373473687642
ihawk1,20260808_131913,5.0,3,BR,1,A,1,0.09197434237071539,84.62364441202786,88.00582160964575,587.5978630546216,1.995886060842194,-0.6842312361110982,0.41351971801206483
ihawk1,20260808_131913,5.0,3,BR,1,B,0,0.8010007287270722,84.3190779231692,88.80534865214167,586.1907754718926,-2.236284892926746,0.9681980597956787,0.6345224733281719
ihawk1,20260808_131913,5.0,3,BR,2,A,1,0.09159902915203295,84.86254671566302,88.1859089960193,588.8980687496717,1.9983412406470924,-0.6837682158958187,0.4115994992828151
ihawk1,20260808_131913,5.0,3,BR,2,B,0,0.7987655011645,84.55755421816188,88.98416971449511,587.4886829027206,-2.2390036396087356,0.9673042936787185,0.6331458170622773
