camera,run_id,height_mm,marker_id,board_position,n_frames,selected_branch_sequence,branch_switch_flag,large_mode_jump_flag,max_pairwise_rho_mm,max_pairwise_omega_rad,covariance_rank,sigma_rho_x_mm,sigma_rho_y_mm,sigma_rho_z_mm,sigma_omega_x_rad,sigma_omega_y_rad,sigma_omega_z_rad,role
ihawk1,20260808_141232,35.0,4,C,3,A/A/A,0,0,1.4301383709453206,0.006826125131128653,2,0.38535655258763013,0.5066794639954485,0.3888170169031564,0.0018207166050480902,0.001067528304570547,0.002921894080356695,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,40.0,0,TL,3,A/A/A,0,0,0.6664701138648365,0.0008433101908993954,2,0.11201369704042873,0.31944532652827645,0.17839004784696233,0.0002906306410293094,0.00023586792867204918,0.0003128064063071818,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,40.0,1,TR,3,A/A/A,0,0,5.291021680340562,0.031605369338174094,2,1.4208953384256005,1.7993966716188172,1.4855046753468604,0.005017034470762946,0.013127361741179807,0.011464931165310306,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,40.0,2,BL,3,A/A/A,0,0,0.18953924248926335,0.0012083759416471893,2,0.032052098126059844,0.07142464987070615,0.06544150438458902,0.0003615072030445458,0.0003452011002996993,0.0004685243313095972,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,40.0,3,BR,3,A/A/A,0,0,0.245619620798109,0.004555775940383282,2,0.08341781648283413,0.04831521600127349,0.07974846177518922,0.00032434053246255495,0.0013963430126857528,0.0019624115314674263,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,40.0,4,C,3,A/A/A,0,0,0.36884499206792914,0.0011710096915209908,2,0.10279850065865423,0.11893534285097138,0.09765462691726133,0.0002150217432395552,5.645896538520537e-05,0.0005592543320428068,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,45.0,0,TL,3,A/A/A,0,0,0.542553604331318,0.005102657046226449,2,0.068344816151911,0.24714865765449337,0.11781804652795475,0.001511023945772976,0.00047093217728133607,0.002448772334914815,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,45.0,1,TR,3,A/A/A,0,0,2.751798636802095,0.004630496180410891,2,0.7093962177104397,1.0776487482348385,0.60259120578926,0.0012874768990157317,0.0006463848190423038,0.0019202610251704054,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,45.0,2,BL,3,A/A/A,0,0,0.3150376213201411,0.0038549265681510677,2,0.03801440112037529,0.1218488728929483,0.09289768369869525,0.001285088988850433,0.0003909801474013908,0.0017636745901669177,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,45.0,3,BR,3,A/A/A,0,0,0.4115196120464618,0.0022858990520256894,2,0.1164225220617914,0.10947677133452137,0.13196931021379718,0.0005770209108689671,0.000909115443112018,0.0004718375157933904,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,45.0,4,C,3,A/A/A,0,0,1.0000130728305023,0.0018207835179648124,2,0.2248577307462345,0.39506216509550846,0.27935751599181696,0.0005583755793297328,0.0004900429288725452,0.0007390904472690135,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,50.0,0,TL,3,A/A/A,0,0,0.7533848240876327,0.0015381273716424122,2,0.09761759541424098,0.32683962112710624,0.16357934169027447,0.0005414084066744771,6.135169953941986e-05,0.0005856359766977174,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,50.0,1,TR,3,A/A/A,0,0,0.6589964328584873,0.0029099481919473576,2,0.17590052727078584,0.2509175260684202,0.16189268886663455,0.0009986468116794664,0.0008003133312480129,0.0014313982993808725,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,50.0,2,BL,3,A/A/A,0,0,0.460325781451898,0.003608597835868425,2,0.13482656882899993,0.15681904162031066,0.16699408885444764,0.001361044906896434,0.0002745611037757266,0.0012195762461949347,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,50.0,3,BR,3,A/A/A,0,0,0.44479062744447917,0.001935302883573114,2,0.1366266349348492,0.1292600856779722,0.1286962511601035,0.0005328146054584483,0.0008033367883005712,0.0007323759512261054,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_141232,50.0,4,C,3,A/A/A,0,0,0.4418888227017102,0.000921163433316982,2,0.12205527219188478,0.16330072856355735,0.12465441435841099,0.00038417825496251,0.0004250245810125044,0.0001819164795515475,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,0.0,0,TL,3,A/A/A,0,0,0.34066926271083775,0.00190626636792062,2,0.02978296918066604,0.17064329902998293,0.0893615533032295,0.0007401637898117848,0.0002913235935920981,0.0006854525884167925,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,0.0,1,TR,3,A/A/A,0,0,1.3935009737309456,0.005892866743975119,2,0.33512684693514055,0.621596793457368,0.3845669444545192,0.002159766587487338,0.0003021543165991459,0.0024261361274970994,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,0.0,2,BL,3,A/A/A,0,0,0.36263348999308587,0.0010298188939220363,2,0.08124778258715099,0.1100147267056418,0.1369327858261644,0.00015316818595177974,0.0004758415539751102,0.0002286537503469131,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,0.0,3,BR,3,A/A/A,0,0,0.08496993927552203,0.002381518053593501,2,0.03407111489153083,0.02173500781803355,0.01354152737440563,0.0006769808917484155,0.0002860690197111513,0.0009505706358888519,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,0.0,4,C,3,A/A/A,0,0,0.8440601478050528,0.0017456235675666599,2,0.20728150084204913,0.2956118098527763,0.2527005463717743,0.00041015620098580776,0.0007644778860252376,0.0006386858619590567,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,5.0,0,TL,3,A/A/A,0,0,1.3378998654224499,0.004357125836886365,2,0.2101506914894283,0.5653893687818736,0.34339252780551516,0.001507106249853526,0.0014515755282868026,0.001285567197311425,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,5.0,1,TR,3,A/A/A,0,0,1.2232116798471289,0.007315229665962336,2,0.32610271133078045,0.4685871017315868,0.2807738301782232,0.0026964259864259888,0.002607103405250868,0.0016805292242082338,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,5.0,2,BL,3,A/A/A,0,0,0.7124794940299191,0.001821752537898882,2,0.13175989993503665,0.24147356584859855,0.26313836111985245,0.0003823793945556702,0.0006702239447128615,0.0008023000767853622,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,5.0,3,BR,3,A/A/A,0,0,0.9246024373030494,0.0019066115732286485,2,0.2647750891846193,0.2544001476857714,0.2858899432714549,0.0008129267478469168,0.0005884056262650208,0.0005424933240812464,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,5.0,4,C,3,A/A/A,0,0,0.9463255779897876,0.0016814029415947616,2,0.21559055775304214,0.3631283720462854,0.2892960582723687,0.00044468914455510704,0.0006006876233737967,0.0006357568432358141,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,10.0,0,TL,3,A/A/A,0,0,0.47115657144141443,0.005327152292417279,2,0.08985648367840639,0.1972239465094007,0.0976558212416131,0.0026052488846634776,0.0015183361503279776,0.00018047498941062179,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,10.0,1,TR,3,A/A/A,0,0,0.7057565727540707,0.0032332324218617976,2,0.17738933342968644,0.26675510376379485,0.15244096857034145,0.000540087889794307,0.0004599629074580182,0.0016724687378734716,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,10.0,2,BL,3,A/A/A,0,0,0.2124888043690162,0.001458192380319206,2,0.04738385112438315,0.07434100240658434,0.06279332364298248,0.00048587510734601926,0.0004941917092191539,0.0002348383718555696,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,10.0,3,BR,3,A/A/A,0,0,0.71741914191429,0.006358805301174081,2,0.23967799691150274,0.21492783709773405,0.21943060854173152,0.0024005520824645346,0.0020458252835094982,0.0015385571465673209,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,10.0,4,C,3,A/A/A,0,0,0.35063844771095876,0.0016037697443935408,2,0.08739442793331767,0.12348897676678364,0.10603414191453073,0.0005623218817787843,0.00028134705968502373,0.0006218127392304096,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,15.0,0,TL,3,A/A/A,0,0,0.5900927467398931,0.001631504191543585,2,0.09831764783470515,0.2333395050720242,0.1532049212947615,0.0005377115707936092,0.00045402171217708356,0.0006490454639005712,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,15.0,1,TR,3,A/A/A,0,0,0.44690899331821565,0.002597083106376435,2,0.10546514561585299,0.16479189720786674,0.11165068975743915,0.001211362606319634,0.0007997326671400618,0.0009257208155729362,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,15.0,2,BL,3,A/A/A,0,0,0.6997103043661458,0.001578313874591902,2,0.16664079198565823,0.23797953495568305,0.25875919499816635,0.0007615344143522993,0.0005393304414276819,0.00017512603842849314,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,15.0,3,BR,3,A/A/A,0,0,0.2904110934161652,0.0024097267966293693,2,0.07843856663375863,0.11119460084965198,0.09371573233991587,0.0007631709173385104,0.00042463413456347783,0.0008312385756083559,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,15.0,4,C,3,A/A/A,0,0,0.2133692706582453,0.0007547645092635383,2,0.04810019668539837,0.07832367772093662,0.056246919346151336,0.0002515887330828363,0.0002825297212408908,0.0002590230447899897,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,20.0,0,TL,3,A/A/A,0,0,0.12986417474804382,0.0019510230062710601,2,0.00404035817246316,0.06013709756844061,0.04296856024549939,0.0006926712647269632,0.0006230576460717307,0.00047874028271112856,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,20.0,1,TR,3,A/A/A,0,0,0.916084960375072,0.0024003384261904485,2,0.25188231872854006,0.3246477424540345,0.21693676517969307,0.0006225306951784558,0.0004623032408744845,0.001168393004474348,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,20.0,2,BL,3,A/A/A,0,0,0.3082303924624539,0.0014129972175742547,2,0.06884660854316377,0.10248908445576087,0.10878276967083507,0.0004428747069543493,0.00030422277568054805,0.0006448936165090506,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,20.0,3,BR,3,A/A/A,0,0,0.470582358724805,0.0024567317374157784,2,0.14083622188614042,0.14246695931026307,0.1318133084297273,0.000385511945166701,0.0008138483423460515,0.0012279836762752589,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,20.0,4,C,3,A/A/A,0,0,0.30434401868331773,0.0015412187138927967,2,0.06409461976690416,0.1094975395547121,0.08952473705621097,0.0007541444088917754,0.0005904392774958925,0.00038661861294515235,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,25.0,0,TL,3,A/A/A,0,0,1.017693053250805,0.005406517001111488,2,0.16143443525856432,0.44364707065136916,0.24946116013457798,0.0021397226864703937,0.0018983055320861213,0.0007094847245726408,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,25.0,1,TR,3,A/A/B,1,1,0.949764182387586,2.196601304165985,2,0.24991712784113565,0.46123813152740006,0.26224559575540846,1.0400364848493706,0.7257219455025907,0.0010487726271213422,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,25.0,2,BL,3,A/A/A,0,0,0.04300536360444441,0.002264731294040398,2,0.014244386848317967,0.0125058033088017,0.016625168548019258,0.00042988052217390584,0.00048028135574325163,0.0009752343542830813,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,25.0,3,BR,3,A/A/A,0,0,11.564608188611308,0.015832235567222196,2,4.0082913719083315,3.5770537705372276,3.9481834161544085,0.007646610872700038,0.004879245767899412,0.001117228383206806,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,25.0,4,C,3,A/A/A,0,0,0.24041731493135537,0.0009105001057109914,2,0.03216851470855319,0.10951887290853603,0.06076344703963836,0.00029675761692258976,0.00016953984334116352,0.0003272156675394896,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,30.0,0,TL,3,A/A/A,0,0,0.9159021609402926,0.00552589194415659,2,0.20068867935552262,0.34053161840033985,0.23834735304633273,0.002135382139533447,0.000605005367643145,0.0023674872426518497,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,30.0,1,TR,3,A/A/A,0,0,0.4262050104068752,0.003667150270881491,2,0.14248605948667412,0.18021317439638268,0.08992502711881328,0.0010399662621455908,0.0011210211256641232,0.0015602731713825208,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,30.0,2,BL,3,A/A/A,0,0,0.6289581625288349,0.0022078754870113486,2,0.13992996135317204,0.22544668231183082,0.20230788965276603,0.0005845201922047524,0.0009468649755639248,0.000697985129086168,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,30.0,3,BR,3,A/A/A,0,0,0.04582872034512863,0.0008950190049946246,2,0.01246565461766053,0.012640348648518214,0.017758990045097327,0.00014733164755103794,0.0003367247623213747,0.00035962555356376885,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,30.0,4,C,3,A/A/A,0,0,0.4661020151977705,0.002293567729062969,2,0.09624436670627907,0.17320502317547123,0.1402948006028668,0.00024649470551437125,0.0008554458216079655,0.0008102558516157562,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,35.0,0,TL,3,A/A/A,0,0,0.4626733062194473,0.0018118135227659473,2,0.059250983190708956,0.2167234505464929,0.12599961936666168,0.0005376293949100553,0.0006744290633223019,0.0006888809869083374,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,35.0,1,TR,3,A/A/A,0,0,1.741030954641727,0.007420601163543027,2,0.44251927528792584,0.8111773586647266,0.3262159851423454,0.002627163241786503,0.0015823700719130695,0.0023400901459963083,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,35.0,2,BL,3,A/A/A,0,0,0.28458502956074105,0.002794811668073187,2,0.06685446065742447,0.07533084999148884,0.10412216756853791,0.0010588237481720549,0.0010056479054488846,0.0008559927832271434,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,35.0,3,BR,3,A/A/A,0,0,0.45417983430868136,0.0018706293375085215,2,0.1325137640104611,0.1638393779806413,0.1295888219736562,0.00036714609516046924,0.0005726462264989057,0.0007826802229741342,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,35.0,4,C,3,A/A/A,0,0,0.42478824794396974,0.0030129303233651663,2,0.10713487247626297,0.1706572702165372,0.12383690440377497,0.0005185670125637292,0.0005597410273557303,0.0013086193320888688,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,40.0,0,TL,3,A/A/A,0,0,0.3584077057205513,0.003077082508624862,2,0.07304415405998253,0.14999424977926437,0.07303109250293079,0.0012998923164331203,0.0010677653801991686,0.00034114377984353575,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,40.0,1,TR,3,A/A/A,0,0,0.8021308525546993,0.003864485431411737,2,0.16337317467299692,0.3379341499464581,0.18462466283236612,0.0003866938517153474,0.0010567022835722387,0.0019112568278737726,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,40.0,2,BL,3,A/A/A,0,0,0.465097968231374,0.0018478868425925844,2,0.10118929540991518,0.15730256683667482,0.13906099539613317,0.00018983882955213053,0.0002964697181815767,0.0009205828403217058,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,40.0,3,BR,3,A/A/A,0,0,2.9089010294383195,0.07822665393915339,2,0.6124432722672718,1.3864217528616039,0.6867490496101395,0.027941804483368787,0.00576833207144923,0.034575726098644274,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,40.0,4,C,3,A/A/A,0,0,0.359241635724566,0.0015164013703546863,2,0.0972970904481005,0.13087235527329574,0.0948340402319695,0.00021517934971739984,0.00072731198118135,0.00044729143672148043,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,45.0,0,TL,3,A/A/A,0,0,0.7502927883333813,0.0028500893773251994,2,0.11577327220168725,0.3138095008999838,0.19289109534985482,0.0008878611786638409,0.0003712498195536105,0.0011652981319129699,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,45.0,1,TR,3,A/A/A,0,0,0.9346413900845294,0.005974865703169972,2,0.1969629774468089,0.3815834022334152,0.18498492954199983,0.0018956933206202204,0.0002136385876881289,0.0023066735941560572,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,45.0,2,BL,3,A/A/A,0,0,0.0995131914705604,0.0020436206958524814,2,0.01615525202100972,0.04274402123484335,0.03184184651676092,0.0002627645717386479,0.0006399407884382323,0.0008334633443060242,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,45.0,3,BR,3,A/A/A,0,0,0.09719949956615993,0.0019375773575822167,2,0.04753303127376293,0.027002990281817296,0.025439283214720974,0.0005652453850929504,0.0007125090672390925,0.0007103515000123496,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,45.0,4,C,3,A/A/A,0,0,1.1676468433346725,0.00459078451926687,2,0.26627915185683726,0.39318645635632404,0.3417029589497397,0.001384083474412444,0.0020424697138841223,0.0005644266394853317,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,50.0,0,TL,3,A/A/A,0,0,1.403290991010612,0.002516421158054576,2,0.27744062371538336,0.6540373969624143,0.38458384100925797,0.001008607635148986,0.0005733735155800164,0.000908545101795138,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,50.0,1,TR,3,A/A/A,0,0,3.582818627166832,0.026745527922006112,2,0.8299474138024897,1.5466363876229805,0.6305599011900943,0.01175481006947431,0.00642954763237838,0.007670068849472485,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,50.0,2,BL,3,A/A/B,1,1,37.01649068669426,1.878159243650696,2,0.6823944927502876,0.04942802365421795,21.355692596146792,0.8882069920350658,0.6210827563572565,0.002518412438508127,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,50.0,3,BR,3,A/A/A,0,0,0.880436886554412,0.001673825907481141,2,0.28930231477389373,0.2703569606637903,0.2622684113442382,0.0004304160408473709,0.0008323973618497085,0.00026026838875318695,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_145501,50.0,4,C,3,A/A/A,0,0,0.33410991656539535,0.0019244060975517287,2,0.08151063136053574,0.13533217897857733,0.08076373756146374,0.0008428936441081001,0.0003490220870700506,0.000842707421251314,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,0.0,0,TL,3,A/A/A,0,0,0.18478411112565685,0.001062608661051683,2,0.01576588286878351,0.07843744477298757,0.04638460298235969,0.0003979007336436164,0.00029842444459588787,0.00028017607808980815,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,0.0,1,TR,3,A/A/A,0,0,0.6310429265043234,0.002420488151085459,2,0.14328006820836875,0.24698363480238214,0.15005759303056992,0.0008163297989812168,0.0010216924883180193,8.466530865169652e-05,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,0.0,2,BL,3,A/A/A,0,0,0.4866014600497557,0.0014725057673349142,2,0.11194275715473967,0.16571573426799255,0.19126788915991425,0.0005722351574226898,0.0005375263111465115,0.00019568631180522897,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,0.0,3,BR,3,A/A/A,0,0,0.412593528494651,0.001940436162816064,2,0.14240388970347226,0.11361927065959972,0.10240480428832743,0.00014300752109362263,0.0009692717072670976,9.50937499921496e-05,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,0.0,4,C,3,A/A/A,0,0,0.18692210523986413,0.0030802337944738876,2,0.036065064690832524,0.06737914141252731,0.060377265862367274,0.0017322536908384032,0.0002697918271568169,0.00022553872100965496,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,5.0,0,TL,3,A/A/A,0,0,1.2904820488605613,0.005633442507336799,2,0.19631495186927633,0.5554559688619618,0.34993300687150003,0.0015264545564209176,0.0005133611343157168,0.002447830146873674,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,5.0,1,TR,3,A/A/A,0,0,0.42663570412794477,0.000705030857530233,2,0.10549126503876413,0.1813947298218016,0.11556139681573971,0.00021480755089531178,0.00027220867355081014,0.00030688224410500034,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,5.0,2,BL,3,A/A/A,0,0,0.24977867378890026,0.0026803149899571116,2,0.06024170239952438,0.10364686986537108,0.08264064119935594,0.0008477831193455906,0.0006194523504588652,0.0008785957959912695,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,5.0,3,BR,3,A/A/A,0,0,0.18977754709223743,0.0020649692838993704,2,0.04542157194854985,0.07343152026738435,0.05487898152165219,0.0003853263886747568,0.0008846485687118927,0.0007002482389759629,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,5.0,4,C,3,A/A/A,0,0,0.23666203708917022,0.001582451734912254,2,0.04807830080405012,0.08479937662567727,0.06972030315079218,0.0005139882852084212,0.0003686228931823723,0.0006685032379133263,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,10.0,0,TL,3,A/A/A,0,0,1.286609982899078,0.00295306704430909,2,0.15292387090193546,0.5305743456164379,0.3346189604448782,0.0007498187779453752,0.0008937572035864784,0.0013464328915142288,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,10.0,1,TR,3,A/A/A,0,0,0.7637043638568354,0.006174322891952754,2,0.17943496402245526,0.28972260127506916,0.21245738423259325,0.001321278958015333,0.0018073205174659603,0.0028113239038060254,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,10.0,2,BL,3,A/A/A,0,0,0.108974261684314,0.0004281250500334402,2,0.020330735091412214,0.04013344666630916,0.04027769057304544,0.00021086414482758981,0.00016231681232674677,4.1751197797628984e-05,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,10.0,3,BR,3,A/A/A,0,0,0.4714302614193142,0.0019418973256529121,2,0.16099409827584651,0.11012121689888166,0.13430110106901333,0.000694440468099093,0.0007486844165163451,0.000631648836968714,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,10.0,4,C,3,A/A/A,0,0,0.5324104737551103,0.0032432851866194745,2,0.13594470987849924,0.16908153013243454,0.15794170756440282,0.0008033141573379852,0.0006501758032549839,0.0015793925050729958,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,15.0,0,TL,3,A/A/A,0,0,0.5511215902273275,0.0011958678756954525,2,0.07313515483191896,0.23200949704338902,0.1330864650063043,0.00046452866997437006,0.00029610159706310415,0.00033410636379816784,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,15.0,1,TR,3,A/A/A,0,0,1.9573933486447206,0.005240933041223371,2,0.4345699098390726,0.7822015518381269,0.4439897258550561,0.0007995813746576179,0.001809890631411839,0.002227039171702483,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,15.0,2,BL,3,A/A/A,0,0,0.26668974486164404,0.002753752300036102,2,0.05299324342080708,0.08458115805089339,0.0904448258122556,0.0008426542542386673,0.0004742364726584912,0.0011065659782671562,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,15.0,3,BR,3,A/A/A,0,0,0.13743100196867813,0.00605020621075307,2,0.042485551878197005,0.06720372245851836,0.021583464919607304,0.002071096010423245,0.002139335592482329,0.001929241563999517,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,15.0,4,C,3,A/A/A,0,0,0.6111109643596241,0.002835694004241601,2,0.159449524608278,0.22414639323822597,0.18893364187124806,0.0006900354759949899,0.00045923561999299526,0.0012126896439511939,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,20.0,0,TL,3,A/A/A,0,0,0.618330366210486,0.0023124999939414747,2,0.09924983053942338,0.24499364812511484,0.16532537754458143,0.0005603912910707057,0.0010650944386844695,0.0003092435528280263,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,20.0,1,TR,3,A/A/A,0,0,2.737723854016299,0.01676500657165498,2,0.7973420482893266,0.943849222303834,0.6126127793131363,0.0017899705875169744,0.0035513519292227156,0.007563924890726719,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,20.0,2,BL,3,A/A/A,0,0,0.08567514327741413,0.003841279264994498,2,0.0065921645274851755,0.03729455036122451,0.026792019616800528,0.001379739425814518,0.0005375690364084253,0.0012457339862286488,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,20.0,3,BR,3,A/A/A,0,0,0.8769429620332806,0.004386983196447258,2,0.2756970241708528,0.26957930055179435,0.27084886636594646,0.0010921401686123414,0.00053047790864531,0.0021898437838441752,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,20.0,4,C,3,A/A/A,0,0,0.5563663602088273,0.0018793212081914153,2,0.13017795900229398,0.21925157768603404,0.1713980288752365,0.000854621923222952,0.0003850614582143984,0.0005717560521429665,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,25.0,0,TL,3,A/A/A,0,0,0.9293669615395328,0.0034461917575504823,2,0.17174464387855512,0.3709383287278875,0.22447694240002214,0.001753278222276649,0.0008019175282401578,0.0004388348050014491,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,25.0,1,TR,3,A/A/A,0,0,0.48259636777822895,0.0019602387434994326,2,0.12098044608360978,0.18002601388254744,0.1099329325192576,0.0003597581728015971,0.0008102951892899886,0.0004665698197076544,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,25.0,2,BL,3,A/A/A,0,0,0.1147658183175184,0.0018798886815009058,2,0.023593807928486345,0.044465366065550085,0.03930315864371851,0.0008765811272593452,0.00034523403750785894,0.0004446709334591307,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,25.0,3,BR,3,A/A/A,0,0,11.277772922977581,0.03172002413343716,2,3.6249052161900654,3.519443508290458,3.918445854312446,0.01738156968151475,0.0048361293051194885,0.0011460787992673776,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,25.0,4,C,3,A/A/A,0,0,1.0000766866143516,0.004902629675460988,2,0.23448862096656398,0.361838940670118,0.26222219921959594,0.0008751102955281468,0.0011453488178970348,0.0020494273859077696,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,30.0,0,TL,3,A/A/A,0,0,0.7389653595018996,0.0029133958219907633,2,0.13928837059370638,0.33294004659381826,0.17780673965665642,0.0013793232139013806,0.0008532808419582236,0.0004397913060864797,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,30.0,1,TR,3,A/A/A,0,0,0.8691437098641339,0.005433390792064447,2,0.30383843865340404,0.33083554197724935,0.21550562804773743,0.0009680572228397099,0.0012990800848319967,0.0025652538064049792,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,30.0,2,BL,3,A/A/A,0,0,0.06959701524362927,0.002807915309966245,2,0.021451573407326435,0.027892476538151176,0.007112957382348057,0.0011976967378433292,0.0007736078825737008,0.0005413227396612919,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,30.0,3,BR,3,A/A/A,0,0,0.16446191733072243,0.0015117069869426713,2,0.044547704575299545,0.05899687428367739,0.05281211017817303,0.0005423890876581691,0.0001619497433260306,0.0006636671250637666,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,30.0,4,C,3,A/A/A,0,0,0.3982037260188085,0.0028086044242873363,2,0.08845890088315395,0.1367536190266681,0.1258333210242442,0.0013910453690947878,0.0006573694654820298,0.0006985766809729335,failure_mode_comparator_not_primary_measurement
