camera,run_id,height_mm,marker_id,board_position,n_frames,selected_branch_sequence,branch_switch_flag,large_mode_jump_flag,max_pairwise_rho_mm,max_pairwise_omega_rad,covariance_rank,sigma_rho_x_mm,sigma_rho_y_mm,sigma_rho_z_mm,sigma_omega_x_rad,sigma_omega_y_rad,sigma_omega_z_rad,role
ihawk1,20260808_151001,35.0,0,TL,3,A/A/A,0,0,0.6193718372641163,0.0013327911112808797,2,0.0876465558896905,0.2670672967631975,0.14476434080381695,0.0005146537626198952,0.0004275845571354957,0.0004526955884837897,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,35.0,1,TR,3,A/A/A,0,0,1.17933459922983,0.0025032367108152884,2,0.30337746541562555,0.43901453742125407,0.26752828539269863,0.00045871961604380056,0.001171923268527396,0.00030562238681106036,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,35.0,2,BL,3,A/A/A,0,0,0.3338079107305775,0.0010535305686610375,2,0.07792522957750671,0.10072993257888463,0.10983510895713558,0.0004922814181530025,0.00040811014654904877,7.136061315322361e-05,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,35.0,3,BR,3,A/A/A,0,0,0.30791264811633756,0.00784345044086436,2,0.06653314250861282,0.10915192241529097,0.08967015388905378,0.0018879612264621876,0.0014107054248782133,0.003268165457113371,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,35.0,4,C,3,A/A/A,0,0,0.3356269324625042,0.00162279098975141,2,0.07920000621055541,0.12380746791370303,0.08445731329420716,0.00029137389238725897,0.0008585475933981113,0.00026442467034695067,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,40.0,0,TL,3,A/A/A,0,0,0.7187427026227193,0.004374601268142598,2,0.14563443971434958,0.2742117154278697,0.18293212838195935,0.0004998427378257123,0.00026091355965256755,0.002443481707480329,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,40.0,1,TR,3,A/A/A,0,0,0.5710833127209811,0.0031375479060794585,2,0.17888592438722142,0.22908214489345038,0.13685191044230677,0.00018918443645234102,0.0007364926539589958,0.001660065539029739,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,40.0,2,BL,3,A/A/A,0,0,0.503313290335103,0.0028858434783042564,2,0.10964705876134592,0.1747767770807327,0.15093992199020748,0.001089129119089302,0.0004012822928492952,0.0009328298965900026,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,40.0,3,BR,3,A/A/A,0,0,0.4308495283248764,0.005197090469527131,2,0.14446331249321226,0.12062840740521133,0.12212234904934327,0.0014307316980807225,0.0008940972706119438,0.0024091484132382868,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,40.0,4,C,3,A/A/A,0,0,0.478097357914109,0.002331887697338566,2,0.10657694742719243,0.1884456428369486,0.1158251973626472,0.0008457103453637764,0.0007080494426299983,0.00047049168384079504,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,45.0,0,TL,3,A/A/A,0,0,6.5132841101812895,0.007671770564069079,2,1.4635213517066035,2.870900690403011,1.8344382877943364,0.004000196216661267,0.00029668272855745573,0.002308529649341386,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,45.0,1,TR,3,A/A/A,0,0,22.078041045034745,0.023661123004052542,2,6.178875062072866,8.639922988516076,4.857638159712906,0.011645626018119163,0.005859136360445256,0.002089412206721336,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,45.0,2,BL,3,A/A/A,0,0,0.3598936779205425,0.0022771105297044914,2,0.08272935101080044,0.12052325724495017,0.11859483939331936,0.0006263278880681392,0.0011062162350205223,0.00015091842178760112,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,45.0,3,BR,3,A/A/A,0,0,0.37254515384662773,0.000959898348847758,2,0.1185616188518021,0.0948356189274777,0.10926421280031455,0.00030027381935498733,0.0002724024164496179,0.0003161476408274264,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,45.0,4,C,3,A/A/A,0,0,1.3494341859507706,0.003947661609085072,2,0.326024443668034,0.47392849177562524,0.3797814281271817,0.001133871236995036,0.0013344801589844693,0.00115048675129226,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,50.0,0,TL,3,A/A/A,0,0,1.067476492263444,0.002623475015260846,2,0.1962383007426029,0.43281030626896283,0.2570988236928425,0.0006716980975374105,0.0004335375363840498,0.0010585638907931792,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,50.0,1,TR,3,A/A/A,0,0,0.5894559649262361,0.006093148157639478,2,0.14828433662753873,0.22277061213410582,0.13343336754533486,0.0006981764262399063,0.0011116152467758606,0.0032284746333108775,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,50.0,2,BL,3,A/A/A,0,0,0.2774420377597033,0.0015378612132758243,2,0.07037889138493247,0.1112825051377695,0.07973414548035988,0.0002950607220506171,0.0007590003407004152,0.0002677476864557394,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,50.0,3,BR,3,A/A/A,0,0,0.41646993382280967,0.0004714504214687039,2,0.1397893115684791,0.12675560356154314,0.12153655370293058,0.00021443576152738484,3.919015530831998e-05,0.00023058592146087118,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_151001,50.0,4,C,3,A/A/A,0,0,0.3148004124663833,0.0022338717617728337,2,0.08282944393675998,0.13797809552289111,0.08124046253389385,0.0009471882240948781,0.00023576731516487514,0.0005679874694051947,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,0.0,0,TL,3,A/A/A,0,0,0.721051163741215,0.0059791827254780895,2,0.12944253328723082,0.2818787367635576,0.20595851107119748,0.001966653284297086,0.001270364900174232,0.0019690938494839657,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,0.0,1,TR,3,A/A/A,0,0,1.4279642357402844,0.0027294362046208203,2,0.35502740415085243,0.5422113737846477,0.37221089621456666,0.00022107285097884273,0.000488588909301047,0.0013633558191833341,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,0.0,2,BL,3,A/A/A,0,0,0.8994402238544855,0.0018341826876893206,2,0.1980552698833951,0.26873306806856173,0.30200772829418715,0.0006907982902204413,0.0008271299896016062,0.00019689378698729894,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,0.0,3,BR,3,A/A/A,0,0,1.4869014644124932,0.00873728486242953,2,0.4526304423695385,0.48697678623540075,0.4802258661051026,0.002295410827418731,0.0029523651804429186,0.0031304117277705787,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,0.0,4,C,3,A/A/A,0,0,0.8736408702622906,0.004057532392221422,2,0.20519678703008157,0.36835941619474516,0.27222971627862397,0.0017348557845707896,0.000260465337149861,0.0013481600430277712,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,5.0,0,TL,3,A/A/A,0,0,0.8836227077484874,0.002473033899787538,2,0.16653974547287964,0.346737174137154,0.24167954292965083,0.00016106858361214426,0.0008552816745948827,0.001248624296250086,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,5.0,1,TR,3,A/A/A,0,0,1.8740789202104564,0.004056901788494649,2,0.4185891308411966,0.6999715082232153,0.4640633937820078,0.0002542898431836983,0.0014221092028149007,0.0015895962171924981,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,5.0,2,BL,3,A/A/A,0,0,0.14341836958725934,0.002040134714924803,2,0.029526982330548464,0.04872170323437509,0.04696216263528002,0.0005731165396634442,0.0008374278146702689,0.0003204595382373918,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,5.0,3,BR,3,A/A/A,0,0,0.5667065900744344,0.004180204031977853,2,0.192484107739175,0.17637340193130052,0.19662045704961909,0.0010587132179812255,0.0009817168152826733,0.001871359959007889,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,5.0,4,C,3,A/A/A,0,0,0.5186557168097887,0.005408697268064095,2,0.10796993001064113,0.22917863173723238,0.1410403689481851,0.0020738400507322187,0.0008491119673794457,0.0017496914872366497,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,10.0,0,TL,3,A/A/A,0,0,0.36421507458524344,0.0018495299085089486,2,0.061751532855818185,0.14897645455219927,0.09935153767537397,0.000595693871038757,0.0005280976578969899,0.0006524193395523572,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,10.0,1,TR,3,A/A/A,0,0,1.4929917012416307,0.006599207680580688,2,0.41568169390518045,0.6118092630878271,0.3716951500318135,0.0013155021401065883,0.0010760005550339345,0.003054046131480357,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,10.0,2,BL,3,A/A/A,0,0,0.1501254081433947,0.0020753062732141027,2,0.025969300673024664,0.05216829991880655,0.05952469783685395,0.00032072575090114086,0.000719756716494478,0.0007853831026026339,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,10.0,3,BR,3,A/A/A,0,0,0.17096648092313305,0.006419357039598427,2,0.08073401255958117,0.014367786602247277,0.05396221253984419,0.0016957043200418807,0.001226470150584829,0.002898646862563349,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,10.0,4,C,3,A/A/A,0,0,0.30142592263408097,0.001861272549229087,2,0.0675718539149317,0.11275468901655034,0.0751126335701824,0.00054137242458004,0.00029072802640126293,0.0007367072205933379,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,15.0,0,TL,3,A/A/A,0,0,1.0495909751889683,0.003056727737531538,2,0.19897332394534295,0.4601915866241256,0.31137956797434363,0.0009487805673053725,0.0006621057254032027,0.0013699728817856474,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,15.0,1,TR,3,A/A/A,0,0,1.275009143845691,0.0032269341711461193,2,0.31439623551034823,0.48423456999663544,0.30808779934054853,0.0009626503703836198,0.0006843542449595184,0.0012454196933743553,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,15.0,2,BL,3,A/A/A,0,0,0.4236566709168962,0.0018297472692525927,2,0.09279642710614196,0.13086113608193176,0.14181120249667442,0.0002184163748166444,0.00047879066287959555,0.0007936886202015726,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,15.0,3,BR,3,A/A/A,0,0,3.6202405956482697,0.010569563696364434,2,1.1044443007555795,1.0559513510070657,1.0558676375811415,0.002141472409235236,0.005018304145349404,0.0018395019644250937,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,15.0,4,C,3,A/A/A,0,0,0.2632287622814081,0.0025141483058916704,2,0.06267450547244255,0.10585777088013892,0.07483137413618432,0.0011077869068362562,0.0006197906895853678,0.0004300969998127503,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,20.0,0,TL,3,A/A/A,0,0,1.196753834806695,0.0028450581277644892,2,0.18281386373660355,0.5090665251446768,0.32848835518257813,0.0011599443856881446,0.00026662025043546123,0.0010217564645688085,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,20.0,1,TR,3,A/A/A,0,0,1.4507909208154188,0.0050431526370330005,2,0.3376951563521995,0.6002941817812262,0.3467385890457521,0.0011391747200146882,0.0006471305737362403,0.0022076588783977963,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,20.0,2,BL,3,A/A/A,0,0,0.2219674574374954,0.00288263538736381,2,0.047904649653132125,0.06662152822636346,0.07851733734638526,0.0010075859423488423,0.0010581439557406874,0.00010724711993648565,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,20.0,3,BR,3,A/A/A,0,0,0.5204534802502478,0.002880140261209272,2,0.1589027695785143,0.12656076721466467,0.16634336159797466,0.0008987163437702162,0.0009559041374654143,0.0008748759879899907,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,20.0,4,C,3,A/A/A,0,0,0.4707663288595408,0.0034228738816489313,2,0.10300156763157807,0.16482993894087586,0.16614139544448933,0.0008757788577744238,0.0003180346461733832,0.001592492465150089,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,25.0,0,TL,3,A/A/A,0,0,1.3312212906909255,0.005718789430199495,2,0.19386458617735672,0.5802596961555258,0.3257200548136851,0.001603254102413867,0.00021574278732001316,0.002446511275684661,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,25.0,1,TR,3,A/A/A,0,0,0.2713490923738526,0.0031049713498609503,2,0.07909857041103367,0.0951206199090018,0.06360221949243275,0.0002441818117421197,0.0015011970394937246,0.001049003078487997,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,25.0,2,BL,3,A/A/A,0,0,0.4361605139151689,0.007432601150237912,2,0.06000102622486925,0.1601092080362713,0.13878910998213168,0.0023636053804395826,0.002097508471181389,0.002446275212051611,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,25.0,3,BR,3,A/A/A,0,0,11.874749485818315,0.013408193627320153,2,3.772510405570414,3.9979235194074985,3.8756597961976476,0.0057881564589769745,0.005042167651419269,0.002424257055894996,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,25.0,4,C,3,A/A/A,0,0,0.42879914638105,0.0015952081373116853,2,0.0956980742195869,0.16040198914338671,0.11340379343202223,0.0005345510369546933,0.0001352869524667347,0.0006798101147422544,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,30.0,0,TL,3,A/A/A,0,0,1.696683796946333,0.0060543864029798415,2,0.26978965674712585,0.6978422209338733,0.40541461415476987,0.0023859960932754143,0.0010158063760879828,0.001877851136172402,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,30.0,1,TR,3,A/A/B,1,1,0.9282555171192205,2.1996037208065595,2,0.2386039432180497,0.3961779794717973,0.21713450598205597,1.0239353757975609,0.750693367773068,0.0006765059320380438,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,30.0,2,BL,3,A/A/A,0,0,0.10759195731763825,0.0013083207747791293,2,0.027776016301029813,0.0336671919954736,0.04323823158609407,0.0005802302383267104,0.0002208886103532491,0.0003196769198928392,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,30.0,3,BR,3,A/A/A,0,0,0.1806605014203594,0.0013423254581662412,2,0.06321693340940635,0.05217424064212591,0.0554538451955352,0.00042427419196081664,0.0002525853503783308,0.0004939294631207197,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,30.0,4,C,3,A/A/A,0,0,0.19809241673314562,0.0036615167029094248,2,0.04978632616406468,0.06848012757940199,0.06144584753349826,0.0010437988051208128,0.0008269513984547523,0.0018120779803595252,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,35.0,0,TL,3,A/A/A,0,0,0.660256172150054,0.002606907798050301,2,0.11939403351592698,0.25328270270308073,0.17846841024665172,0.0009836577809648685,0.00040806210264835856,0.000936267729496535,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,35.0,1,TR,3,A/B/B,1,1,1.5839400897968978,2.211284544531709,2,0.4442490087609458,0.6206030957816175,0.606583533170785,1.0304789404610482,0.7530514376170168,0.004300857980811485,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,35.0,2,BL,3,A/A/A,0,0,0.1099405655356808,0.004116768699715862,2,0.03097428015783788,0.044010171182638703,0.031798672600832065,0.0017163532532658858,0.0010845890260202681,0.0007904460181190956,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,35.0,3,BR,3,A/B/B,1,1,34.493650685802734,1.9593526923911564,2,0.02524141511556336,1.8167865120076045,19.77510799192509,0.709296788968463,0.8786078764042919,0.05402700542334631,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,35.0,4,C,3,A/A/A,0,0,0.6944279605378847,0.0021878905715489476,2,0.1566399203870166,0.2671360255747358,0.1745031074847848,0.0008790688515828946,0.00015116909566743452,0.0008498403006241041,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,40.0,0,TL,3,A/A/A,0,0,0.4250302388658372,0.002192534574713081,2,0.0817562186821054,0.18263337871529828,0.12474706240717569,0.0002716672912643024,0.0011180077842661991,0.00035257137801459183,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,40.0,1,TR,3,A/A/A,0,0,0.45876822101393117,0.003749812989320304,2,0.1478284947696191,0.1647444627468268,0.11248079073740722,0.0003955204288280542,0.0008946118616441738,0.0018943617991800448,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,40.0,2,BL,3,A/A/A,0,0,0.28442687715828097,0.0009227097742000669,2,0.06395122690119816,0.09002640039898317,0.09845459371558139,9.913757502254544e-05,0.0004381505866684207,0.00015168844528490812,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,40.0,3,BR,3,A/A/A,0,0,0.4220974041648708,0.003960253640326396,2,0.1664025014291556,0.07376993027503924,0.12091564507930101,0.0012228828044351175,0.00032311103737798266,0.0016418873825521565,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,40.0,4,C,3,A/A/A,0,0,0.34200480133882144,0.001881610363868747,2,0.09602422969174076,0.12686509669716706,0.08308220817933844,0.0008455040468860713,0.00038749617704741257,0.00022232344512791109,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,45.0,0,TL,3,A/A/A,0,0,0.4185911278910323,0.003071414634183944,2,0.07696127655902128,0.16217188846593675,0.10893660329132741,0.0006501898218279785,0.0009326182089032231,0.001082455624900459,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,45.0,1,TR,3,A/A/A,0,0,0.27855404808907247,0.0036315380256850016,2,0.09293878975499753,0.09359460844906382,0.04629269506139504,0.0010547514789764404,0.0014315996179464481,0.0010727532593150196,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,45.0,2,BL,3,A/A/A,0,0,0.23828180137784993,0.0019917312453827927,2,0.06300224527592563,0.0696529491076876,0.08582912064732448,0.00030889304800453413,0.0009081914060678696,0.0003773216408444455,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,45.0,3,BR,3,A/A/A,0,0,1.1797519552044995,0.0030283297799542914,2,0.3690988372097873,0.319231345292668,0.33359641939121626,0.0013327511728998215,0.0007322351064723096,0.0010326540263426852,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,45.0,4,C,3,A/A/A,0,0,0.3453165472956615,0.0007689677217150009,2,0.07906253550742416,0.1254974062913776,0.08865089426092251,0.0003733611190593793,0.00013695706361098076,0.00013941420466111824,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,50.0,0,TL,3,A/A/A,0,0,2.7189503676076217,0.0034548145963292877,2,0.4419981359885521,1.1734259094015285,0.671670355020834,0.0010407913849064666,0.0011166462882529465,0.001329566308604338,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,50.0,1,TR,3,A/A/B,1,1,11.668213685444409,2.29086064925925,2,0.08307516305433996,0.7926660566954449,6.541365712053945,1.0996705214711215,0.7344674969725046,0.004294629113561994,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,50.0,2,BL,3,A/A/A,0,0,0.3333003153818949,0.0016333306627530544,2,0.064350577957122,0.09700446476190845,0.12003882785946601,0.000523070013533429,0.0007260694284102738,0.00033059166011552337,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,50.0,3,BR,3,A/A/A,0,0,0.5048742174374712,0.005830474430096273,2,0.1609222034627971,0.16224487255751943,0.1725015065422611,0.001392174069956994,0.0009446245680278074,0.002606913878094868,failure_mode_comparator_not_primary_measurement
ihawk1,20260808_162715,50.0,4,C,3,A/A/A,0,0,0.19536768686821565,0.0023143123956709814,2,0.055978791291807224,0.0711719856217596,0.04907902915419353,0.0008928103448165345,0.0006416780997178731,0.0006292338154598186,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,0.0,0,TL,3,A/A/A,0,0,0.5608315205810246,0.001997551938906372,2,0.1831013335409736,0.06075592647804459,0.2039104344461154,0.00039117252215711,0.0008133830796499904,0.0006998709361203898,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,0.0,1,TR,3,A/A/A,0,0,0.2352811289018224,0.0009105580995749701,2,0.09376935521093632,0.023035994145238655,0.06746510887337244,0.0001530876143734038,0.0004396850307416759,0.00020808904445764417,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,0.0,2,BL,3,A/A/A,0,0,0.046646451384249665,0.0014929161350207944,2,0.018418303381715913,0.012209433260467004,0.015726237205359216,0.00043209393026913536,0.0005970351564110561,0.0004195261610111044,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,0.0,3,BR,3,A/A/A,0,0,0.6914060461707144,0.0033560709770296617,2,0.3060206737402491,0.06936951918702833,0.20991625225067995,0.001012721996625694,0.0011667534913715428,0.0016633021313227012,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,0.0,4,C,3,A/A/A,0,0,0.7066179358206515,0.0017765049239052626,2,0.2629916412495957,0.011607606522497756,0.2357100468622487,0.0007468302260721467,0.0005576388792035908,0.0006426945692889499,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,5.0,0,TL,3,A/A/A,0,0,0.8076939840058632,0.00327973117951926,2,0.28173956696232794,0.09003599475331668,0.31191103669039966,0.0006676893095147573,0.0016379134270604688,0.0002465019342813638,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,5.0,1,TR,3,A/A/A,0,0,1.250356541844592,0.004741603129509837,2,0.5371872796021712,0.11530416025275976,0.4119312535332215,0.0001882553485821044,0.0019933899233794696,0.0013449300179355353,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,5.0,2,BL,3,A/A/A,0,0,0.29286420667645824,0.0014792461463989206,2,0.09941410159219682,0.039388304655282876,0.12094926580926983,0.0003845548057260114,0.0001959549333570588,0.0007566336263806144,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,5.0,3,BR,3,A/A/A,0,0,0.472867711274469,0.0011090666949187986,2,0.19010862885916907,0.027865614645997638,0.1378025217859971,0.0004507428231139006,0.0003273195938365055,0.0003473592654911553,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,5.0,4,C,3,A/A/A,0,0,0.17279557352555835,0.0013076639032177776,2,0.06714480456586974,0.0010562428368016937,0.06109039083698896,0.0002722354731763851,0.0005930940619324175,0.00022009097769979725,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,10.0,0,TL,3,A/A/A,0,0,0.19132955816426223,0.002360350339696941,2,0.06346525129677093,0.04285626794949884,0.06872883842269734,0.0005318693985591489,0.0007624215415196745,0.0007696435651114971,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,10.0,1,TR,3,A/A/A,0,0,0.13442089622976422,0.0010962552387180152,2,0.05052971437177326,0.016105477317711257,0.04310138162620291,0.00023633477137647904,0.0001930285903987863,0.0005110974931993461,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,10.0,2,BL,3,A/A/A,0,0,0.16299008880052895,0.0016028443218725219,2,0.05634042655044358,0.02823570900277478,0.06910142713160715,0.0005049627542447028,0.0007077186497414519,0.00038188594787245413,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,10.0,3,BR,3,A/A/A,0,0,0.2772252890838327,0.001717653334668809,2,0.10738540939389819,0.029768269540363698,0.08709298456969516,0.0007923329782481744,0.0008057208964158005,0.0003013864230492768,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,10.0,4,C,3,A/A/A,0,0,0.3904388303801573,0.0016887192449469553,2,0.15239490380561554,0.0043303600741605676,0.135365224030594,0.000628622923858788,0.0006741163305547763,0.00027535345828232636,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,15.0,0,TL,3,A/A/A,0,0,0.0883850933604425,0.001590129986823842,2,0.0360188710672512,0.011587208808444553,0.02700378591378699,0.00036252027833117616,0.000760777157735976,0.00032140542229350776,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,15.0,1,TR,3,A/A/A,0,0,0.6004836848635692,0.003625529942097331,2,0.2389140012886378,0.06555275359075621,0.20706438022054605,0.00047005912591950344,0.0016169882090201614,0.0009521189969356405,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,15.0,2,BL,3,A/A/A,0,0,0.4397475261455051,0.002635353087581493,2,0.15855890840585513,0.03303070036222669,0.1633671390338939,0.000710990614883948,0.0012547789531924694,0.0006199669288579128,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,15.0,3,BR,3,A/A/A,0,0,0.4926482929652893,0.0023336868919047408,2,0.2052199870482029,0.03571595950185197,0.16974241745415455,0.0006729441231886431,0.0009579112431247736,0.0006922338730239272,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,15.0,4,C,3,A/A/A,0,0,0.1907690349315141,0.0015252046212338149,2,0.06976180149898843,0.003934271398621663,0.06869510572127513,0.0007545139485551901,0.0005142084306074843,0.00011329452719612596,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,20.0,0,TL,3,A/A/A,0,0,0.32298296345937344,0.0023756979912122342,2,0.12083640658916879,0.062085895891757205,0.11604542467275074,0.0007123244295562552,0.001031052612767451,0.0005687540842452263,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,20.0,1,TR,3,A/A/A,0,0,0.8354730809842861,0.0022536410461892705,2,0.32991003240287564,0.09527634414536054,0.23940801724667307,0.0005055044778676154,0.0009713040373943778,0.0005872608858297725,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,20.0,2,BL,3,A/A/A,0,0,0.18399896232115343,0.0034808107085934816,2,0.05872785309551778,0.018473140400932054,0.06902608764531258,0.0014730736598986124,0.0010547357701651576,0.0006759125241108396,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,20.0,3,BR,3,A/A/A,0,0,0.8865322674443171,0.0022982499245651077,2,0.35961279492203574,0.08555793396963454,0.2717170128327521,0.00020743555503104425,0.001115534461261055,0.00021220114603457877,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,20.0,4,C,3,A/A/A,0,0,0.1742663044967658,0.002101171194405561,2,0.0644202846629516,0.008472742636760767,0.07363402697449675,0.0005050758622926627,0.0009907938462626143,0.00032302127641445675,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,25.0,0,TL,3,A/A/A,0,0,0.42073632461262,0.0017045796169372824,2,0.16160230179027502,0.07345076991845698,0.16224784078686702,0.0003324665892783244,0.0007892506792583122,0.00038008519946529,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,25.0,1,TR,3,A/A/A,0,0,1.0448226975514918,0.003214260299341652,2,0.4209403774958227,0.12038174766382584,0.3023234847671159,0.0004312126849397857,0.001293008394922099,0.001283134593496043,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,25.0,2,BL,3,A/A/A,0,0,0.5718859727830083,0.003764184144211872,2,0.24616069704017313,0.05791045745037229,0.20140513599756799,0.0012994906526376893,0.0013800700378999557,9.54998450803782e-05,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,25.0,3,BR,3,A/A/A,0,0,0.30379041704485393,0.0019164707260550583,2,0.13532597387474998,0.018685633834582254,0.08940754721933637,0.0005648262637449451,0.0009131074239013586,0.0002819908621917031,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,25.0,4,C,3,A/A/A,0,0,0.2910929751671523,0.0014419712022061952,2,0.11145554968272066,0.0008821773957261115,0.09424023404934427,0.000547586684103412,0.0004969912172701202,0.00020882582487945662,failure_mode_comparator_not_primary_measurement
ihawk2,20260808_131913,30.0,0,TL,3,A/A/A,0,0,0.33658795473628333,0.0026668695204167506,2,0.12670871447156365,0.03960045717298156,0.10872504428093666,0.00045090322149392276,0.0012801103037383549,0.00019688647454604735,failure_mode_comparator_not_primary_measurement
