camera,run_id,height_mm,frame_index,branch_label,selected_by_reprojection,native_solution_index,positive_depth,reprojection_rmse_px,mean_t_x_mm,mean_t_y_mm,mean_t_z_mm,mean_rotvec_x_rad,mean_rotvec_y_rad,mean_rotvec_z_rad
ihawk1,20260808_141232,5.0,2,B,0,1,1,12.368219939984309,-29.76753011944159,69.41918698995066,599.1847860848467,-2.1741824433764747,0.6402075610812524,0.22573666645701942
ihawk1,20260808_141232,5.0,3,A,1,0,1,0.528844222842016,-39.516133964704366,59.039816873067664,629.0095701358844,1.9920549862083812,-0.6616765009767664,0.40776398122106655
ihawk1,20260808_141232,5.0,3,B,0,1,1,12.371629284830464,-29.76498680519764,69.43055293860272,599.1243333726675,-2.174347632896042,0.6401979203055348,0.22569712638585754
ihawk1,20260808_141232,10.0,1,A,1,0,1,0.4379029352914517,-42.000816224304955,55.86794139478336,624.413984790649,1.9970069830324793,-0.6404904124506863,0.4004239126621302
ihawk1,20260808_141232,10.0,1,B,0,1,1,12.755342132858086,-32.13806740413217,66.51670533023744,593.4630801922322,-2.172070856963942,0.6092936152701766,0.2129615339990815
ihawk1,20260808_141232,10.0,2,A,1,0,1,0.43167503557852666,-42.00365720307482,55.86779777782169,624.4250907312988,1.9970865432348366,-0.6405810803864107,0.40032685978608556
ihawk1,20260808_141232,10.0,2,B,0,1,1,12.759667297240542,-32.13864817129709,66.51469284790919,593.4522361943082,-2.1721368662760114,0.6093362287290803,0.21277886270289587
ihawk1,20260808_141232,10.0,3,A,1,0,1,0.4358703516766802,-41.9992126726011,55.85269380114916,624.3839799545068,1.9970796085112763,-0.6405102879192851,0.4002759106015499
ihawk1,20260808_141232,10.0,3,B,0,1,1,12.757485231317082,-32.13536438235777,66.5035357405825,593.4300422866378,-2.1720997880560975,0.6092852967824642,0.2128027253504196
ihawk1,20260808_141232,15.0,1,A,1,0,1,0.4175819271765947,-40.31021827957471,51.21826157298687,622.95531518077,1.9955469259082566,-0.6370677180855494,0.3978503072761712
ihawk1,20260808_141232,15.0,1,B,0,1,1,12.800340782588695,-30.474266510557023,62.03854463907559,591.9823135145934,-2.157123360898923,0.6045766045524061,0.22042458982427252
ihawk1,20260808_141232,15.0,2,A,1,0,1,0.6016000929661295,-40.118201485684004,51.164779391629395,622.7965705717015,1.994833430869242,-0.6384003365390667,0.4016252179731481
ihawk1,20260808_141232,15.0,2,B,0,1,1,12.835204746387642,-30.277191320006565,61.95803855877001,591.685550683331,-2.156189441275868,0.6065968468574204,0.22502667875217133
ihawk1,20260808_141232,15.0,3,A,1,0,1,0.405432871436425,-40.30963198725803,51.21422292642941,622.9472433144867,1.9956424578277696,-0.637029719871444,0.3978381673201981
ihawk1,20260808_141232,15.0,3,B,0,1,1,12.806352212527138,-30.472532073854758,62.03372441420536,591.9465560929118,-2.1572018552791308,0.6045084324636503,0.22037031700877213
ihawk1,20260808_141232,20.0,1,A,1,0,1,0.7862548218988893,-37.226573785118276,46.978894228202606,621.7392896490907,2.0010866506513456,-0.6494742994891018,0.4024923868713427
ihawk1,20260808_141232,20.0,1,B,0,1,1,12.742992618877352,-27.476698169280866,57.9753673268165,591.3256459095631,-2.149798780444875,0.619908870961103,0.2368839321528516
ihawk1,20260808_141232,20.0,2,A,1,0,1,0.7231559461824553,-37.31710358375836,46.884539901788905,619.9721099301215,1.9985771040261635,-0.6507691102426372,0.4006089677166545
ihawk1,20260808_141232,20.0,2,B,0,1,1,12.629179781100452,-27.537139437708877,57.94052893946201,590.2438903036166,-2.1477727606534165,0.6211369070839091,0.23483823368246345
ihawk1,20260808_141232,20.0,3,A,1,0,1,0.7634519564296193,-37.28145304258521,46.86400512188175,621.0612798502573,2.0006028068532085,-0.6497008665048105,0.4027783171151114
