camera,height_mm,run_id,bias_kind,b_run_rho_x_mm,b_run_rho_y_mm,b_run_rho_z_mm,b_run_omega_x_rad,b_run_omega_y_rad,b_run_omega_z_rad,gaussian_fit,definition
ihawk2,5.0,20260808_162715,condition_residual,0.473498995866547,-0.7861771777399207,0.22562354681760624,-0.0006339206153353798,0.0033072004101941284,-0.014220024254739665,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,10.0,20260808_131913,condition_residual,2.1893116908283274,-2.809498856005373,0.21873287942936898,-0.00297430142423753,-0.0019891359490017673,-0.009703659205677204,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,10.0,20260808_141232,condition_residual,-2.176284477369837,3.917853352192593,0.40763284926917837,0.0009165906972563823,-0.00021476036580995834,0.004852147893150723,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,10.0,20260808_145501,condition_residual,-1.5466786938083055,-0.6644336684005784,0.46112314093156886,0.00037614719827643294,-0.0003955042832955519,0.015382251202515521,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,10.0,20260808_151001,condition_residual,-0.7501204104224548,0.05345271727514023,0.20303345862148314,0.001443002375708699,-0.0007452328531282387,0.002541717857413459,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,10.0,20260808_162715,condition_residual,2.2837718907722904,-0.49737354506175846,-1.2905223282515874,0.00023856115303356865,0.0033446334512263537,-0.013072457747311717,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,15.0,20260808_131913,condition_residual,0.21267702793202592,-2.432211871099633,0.22441280679996428,-0.0010505893766218977,-0.001422540874729764,-0.011021077742567218,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,15.0,20260808_141232,condition_residual,-1.1179994028440292,3.9589106806118157,-0.033692778731638964,-0.0011414523742736963,0.001347650961864664,0.001682683711367305,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,15.0,20260808_145501,condition_residual,-1.3233572998130039,0.47723643284846345,-0.24671253503215096,-0.0007875778436610992,0.0004499022415664748,0.010027115778664504,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,15.0,20260808_151001,condition_residual,0.14861581694903503,-0.7809102029970013,0.09722817406490945,0.003000486900905253,-0.003140672658319903,-6.799472965553066e-05,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
