camera,ros_frame_count,timestamp,charuco_id,paper_x_mm,paper_y_mm,paper_z_mm,u_raw_px,v_raw_px,u_undist_px,v_undist_px,detected_aruco_markers,detected_charuco_corners
ihawk1,3,1786447084.49574,47,84.0,-67.0,0.0,396.0464172363281,275.32928466796875,396.0464172363281,275.32928466796875,29,44
ihawk2,4,1786447084.576144,0,-91.0,58.0,0.0,270.0134582519531,343.6349182128906,270.0134582519531,343.6349182128906,30,46
ihawk2,4,1786447084.576144,2,-41.0,58.0,0.0,313.54559326171875,342.8649597167969,313.54559326171875,342.8649597167969,30,46
ihawk2,4,1786447084.576144,5,34.0,58.0,0.0,377.982666015625,341.0528259277344,377.982666015625,341.0528259277344,30,46
ihawk2,4,1786447084.576144,7,84.0,58.0,0.0,420.5394592285156,339.8911437988281,420.5394592285156,339.8911437988281,30,46
ihawk2,4,1786447084.576144,24,-91.0,-17.0,0.0,274.3138122558594,299.4391784667969,274.3138122558594,299.4391784667969,30,46
ihawk2,4,1786447084.576144,26,-41.0,-17.0,0.0,311.9224548339844,299.0357971191406,311.9224548339844,299.0357971191406,30,46
ihawk2,4,1786447084.576144,29,34.0,-17.0,0.0,368.5533142089844,298.1794738769531,368.5533142089844,298.1794738769531,30,46
ihawk2,4,1786447084.576144,31,84.0,-17.0,0.0,405.7479553222656,297.2538757324219,405.7479553222656,297.2538757324219,30,46
ihawk2,4,1786447084.576144,42,-41.0,-67.0,0.0,311.79620361328125,274.8104248046875,311.79620361328125,274.8104248046875,30,46
ihawk2,4,1786447084.576144,45,34.0,-67.0,0.0,363.5395202636719,274.7144775390625,363.5395202636719,274.7144775390625,30,46
ihawk2,4,1786447084.576144,47,84.0,-67.0,0.0,397.8421630859375,274.0551452636719,397.8421630859375,274.0551452636719,30,46
ihawk1,4,1786447084.625719,2,-41.0,58.0,0.0,272.02752685546875,263.5039367675781,272.02752685546875,263.5039367675781,29,44
ihawk1,4,1786447084.625719,5,34.0,58.0,0.0,301.5582580566406,293.2822265625,301.5582580566406,293.2822265625,29,44
ihawk1,4,1786447084.625719,7,84.0,58.0,0.0,324.8088684082031,315.8050231933594,324.8088684082031,315.8050231933594,29,44
ihawk1,4,1786447084.625719,26,-41.0,-17.0,0.0,313.4701843261719,246.5806884765625,313.4701843261719,246.5806884765625,29,44
ihawk1,4,1786447084.625719,29,34.0,-17.0,0.0,344.7852478027344,273.0523986816406,344.7852478027344,273.0523986816406,29,44
ihawk1,4,1786447084.625719,31,84.0,-17.0,0.0,369.5849609375,289.7333679199219,369.5849609375,289.7333679199219,29,44
ihawk1,4,1786447084.625719,40,-91.0,-67.0,0.0,319.9095153808594,222.46214294433594,319.9095153808594,222.46214294433594,29,44
ihawk1,4,1786447084.625719,42,-41.0,-67.0,0.0,338.6556396484375,235.5008544921875,338.6556396484375,235.5008544921875,29,44
ihawk1,4,1786447084.625719,45,34.0,-67.0,0.0,371.07568359375,258.0801086425781,371.07568359375,258.0801086425781,29,44
ihawk1,4,1786447084.625719,47,84.0,-67.0,0.0,396.0461730957031,275.3652648925781,396.0461730957031,275.3652648925781,29,44
ihawk2,5,1786447084.682652,0,-91.0,58.0,0.0,270.0174865722656,343.6615295410156,270.0174865722656,343.6615295410156,30,46
ihawk2,5,1786447084.682652,2,-41.0,58.0,0.0,313.5466003417969,342.841064453125,313.5466003417969,342.841064453125,30,46
ihawk2,5,1786447084.682652,5,34.0,58.0,0.0,377.9894714355469,341.06951904296875,377.9894714355469,341.06951904296875,30,46
ihawk2,5,1786447084.682652,7,84.0,58.0,0.0,420.5312805175781,339.9010314941406,420.5312805175781,339.9010314941406,30,46
ihawk2,5,1786447084.682652,24,-91.0,-17.0,0.0,274.3248596191406,299.31561279296875,274.3248596191406,299.31561279296875,30,46
ihawk2,5,1786447084.682652,26,-41.0,-17.0,0.0,311.9109802246094,299.0409240722656,311.9109802246094,299.0409240722656,30,46
ihawk2,5,1786447084.682652,29,34.0,-17.0,0.0,368.536376953125,298.1579895019531,368.536376953125,298.1579895019531,30,46
ihawk2,5,1786447084.682652,31,84.0,-17.0,0.0,405.7423095703125,297.2626037597656,405.7423095703125,297.2626037597656,30,46
ihawk2,5,1786447084.682652,42,-41.0,-67.0,0.0,311.7949523925781,274.7773742675781,311.7949523925781,274.7773742675781,30,46
ihawk2,5,1786447084.682652,45,34.0,-67.0,0.0,363.5481872558594,274.7084655761719,363.5481872558594,274.7084655761719,30,46
ihawk2,5,1786447084.682652,47,84.0,-67.0,0.0,397.854248046875,274.0600891113281,397.854248046875,274.0600891113281,30,46
ihawk1,5,1786447084.785655,0,-91.0,58.0,0.0,254.332763671875,247.6913299560547,254.332763671875,247.6913299560547,29,44
ihawk1,5,1786447084.785655,2,-41.0,58.0,0.0,271.973876953125,263.4418640136719,271.973876953125,263.4418640136719,29,44
ihawk1,5,1786447084.785655,5,34.0,58.0,0.0,301.5823669433594,293.2544860839844,301.5823669433594,293.2544860839844,29,44
ihawk1,5,1786447084.785655,7,84.0,58.0,0.0,324.8087158203125,315.8047180175781,324.8087158203125,315.8047180175781,29,44
ihawk1,5,1786447084.785655,26,-41.0,-17.0,0.0,313.47076416015625,246.57508850097656,313.47076416015625,246.57508850097656,29,44
ihawk1,5,1786447084.785655,29,34.0,-17.0,0.0,344.6242980957031,273.1418762207031,344.6242980957031,273.1418762207031,29,44
ihawk1,5,1786447084.785655,31,84.0,-17.0,0.0,369.6192321777344,290.9624328613281,369.6192321777344,290.9624328613281,29,44
ihawk1,5,1786447084.785655,42,-41.0,-67.0,0.0,338.6260681152344,235.5458984375,338.6260681152344,235.5458984375,29,44
ihawk1,5,1786447084.785655,45,34.0,-67.0,0.0,371.05419921875,258.0209045410156,371.05419921875,258.0209045410156,29,44
ihawk1,5,1786447084.785655,47,84.0,-67.0,0.0,395.9461364746094,275.3257141113281,395.9461364746094,275.3257141113281,29,44
ihawk2,6,1786447084.807117,0,-91.0,58.0,0.0,270.0018005371094,343.6589660644531,270.0018005371094,343.6589660644531,30,46
ihawk2,6,1786447084.807117,2,-41.0,58.0,0.0,313.5430908203125,342.8905334472656,313.5430908203125,342.8905334472656,30,46
ihawk2,6,1786447084.807117,5,34.0,58.0,0.0,377.9895324707031,341.06866455078125,377.9895324707031,341.06866455078125,30,46
ihawk2,6,1786447084.807117,7,84.0,58.0,0.0,420.5384826660156,339.8902587890625,420.5384826660156,339.8902587890625,30,46
ihawk2,6,1786447084.807117,24,-91.0,-17.0,0.0,274.25860595703125,299.4068908691406,274.25860595703125,299.4068908691406,30,46
ihawk2,6,1786447084.807117,26,-41.0,-17.0,0.0,311.9039611816406,299.0292663574219,311.9039611816406,299.0292663574219,30,46
ihawk2,6,1786447084.807117,29,34.0,-17.0,0.0,368.5364074707031,298.1479187011719,368.5364074707031,298.1479187011719,30,46
ihawk2,6,1786447084.807117,31,84.0,-17.0,0.0,405.7587890625,297.25128173828125,405.7587890625,297.25128173828125,30,46
ihawk2,6,1786447084.807117,42,-41.0,-67.0,0.0,311.8297119140625,274.7825927734375,311.8297119140625,274.7825927734375,30,46
ihawk2,6,1786447084.807117,45,34.0,-67.0,0.0,363.5323181152344,274.7140808105469,363.5323181152344,274.7140808105469,30,46
ihawk2,6,1786447084.807117,47,84.0,-67.0,0.0,397.8349914550781,274.0744323730469,397.8349914550781,274.0744323730469,30,46
ihawk1,6,1786447084.885656,2,-41.0,58.0,0.0,272.06903076171875,263.4820251464844,272.06903076171875,263.4820251464844,30,46
ihawk1,6,1786447084.885656,5,34.0,58.0,0.0,301.5460510253906,293.28472900390625,301.5460510253906,293.28472900390625,30,46
ihawk1,6,1786447084.885656,7,84.0,58.0,0.0,324.8088684082031,315.8050231933594,324.8088684082031,315.8050231933594,30,46
ihawk1,6,1786447084.885656,24,-91.0,-17.0,0.0,295.2859802246094,232.20008850097656,295.2859802246094,232.20008850097656,30,46
ihawk1,6,1786447084.885656,26,-41.0,-17.0,0.0,313.6105651855469,246.52825927734375,313.6105651855469,246.52825927734375,30,46
ihawk1,6,1786447084.885656,29,34.0,-17.0,0.0,345.1361389160156,271.4763488769531,345.1361389160156,271.4763488769531,30,46
ihawk1,6,1786447084.885656,31,84.0,-17.0,0.0,369.6710510253906,290.88055419921875,369.6710510253906,290.88055419921875,30,46
ihawk1,6,1786447084.885656,40,-91.0,-67.0,0.0,319.89556884765625,222.4561004638672,319.89556884765625,222.4561004638672,30,46
ihawk1,6,1786447084.885656,42,-41.0,-67.0,0.0,338.6311340332031,235.54248046875,338.6311340332031,235.54248046875,30,46
ihawk1,6,1786447084.885656,45,34.0,-67.0,0.0,371.1382751464844,258.0446472167969,371.1382751464844,258.0446472167969,30,46
ihawk1,6,1786447084.885656,47,84.0,-67.0,0.0,395.9664001464844,275.3332824707031,395.9664001464844,275.3332824707031,30,46
ihawk2,7,1786447085.072855,0,-91.0,58.0,0.0,270.0124206542969,343.6638488769531,270.0124206542969,343.6638488769531,30,46
ihawk2,7,1786447085.072855,2,-41.0,58.0,0.0,313.5525817871094,342.8938903808594,313.5525817871094,342.8938903808594,30,46
ihawk2,7,1786447085.072855,5,34.0,58.0,0.0,377.982177734375,341.0612487792969,377.982177734375,341.0612487792969,30,46
ihawk2,7,1786447085.072855,7,84.0,58.0,0.0,420.5387268066406,339.89208984375,420.5387268066406,339.89208984375,30,46
ihawk2,7,1786447085.072855,24,-91.0,-17.0,0.0,274.2532043457031,299.4071960449219,274.2532043457031,299.4071960449219,30,46
ihawk2,7,1786447085.072855,26,-41.0,-17.0,0.0,311.9139709472656,299.0434875488281,311.9139709472656,299.0434875488281,30,46
ihawk2,7,1786447085.072855,29,34.0,-17.0,0.0,368.5315856933594,298.1822204589844,368.5315856933594,298.1822204589844,30,46
ihawk2,7,1786447085.072855,31,84.0,-17.0,0.0,405.7411804199219,297.2486877441406,405.7411804199219,297.2486877441406,30,46
ihawk2,7,1786447085.072855,42,-41.0,-67.0,0.0,311.7950134277344,274.8092956542969,311.7950134277344,274.8092956542969,30,46
ihawk2,7,1786447085.072855,45,34.0,-67.0,0.0,363.5637512207031,274.71343994140625,363.5637512207031,274.71343994140625,30,46
ihawk2,7,1786447085.072855,47,84.0,-67.0,0.0,397.8952331542969,274.1164245605469,397.8952331542969,274.1164245605469,30,46
ihawk1,7,1786447085.115996,0,-91.0,58.0,0.0,254.31150817871094,247.7945098876953,254.31150817871094,247.7945098876953,29,44
ihawk1,7,1786447085.115996,2,-41.0,58.0,0.0,271.8969421386719,263.5473937988281,271.8969421386719,263.5473937988281,29,44
ihawk1,7,1786447085.115996,5,34.0,58.0,0.0,301.55645751953125,293.2786560058594,301.55645751953125,293.2786560058594,29,44
ihawk1,7,1786447085.115996,7,84.0,58.0,0.0,324.8081970214844,315.8054504394531,324.8081970214844,315.8054504394531,29,44
ihawk1,7,1786447085.115996,26,-41.0,-17.0,0.0,313.5437316894531,246.59886169433594,313.5437316894531,246.59886169433594,29,44
ihawk1,7,1786447085.115996,29,34.0,-17.0,0.0,344.6409912109375,273.1434631347656,344.6409912109375,273.1434631347656,29,44
ihawk1,7,1786447085.115996,31,84.0,-17.0,0.0,369.7054748535156,290.94317626953125,369.7054748535156,290.94317626953125,29,44
ihawk1,7,1786447085.115996,42,-41.0,-67.0,0.0,338.6090087890625,235.52276611328125,338.6090087890625,235.52276611328125,29,44
ihawk1,7,1786447085.115996,45,34.0,-67.0,0.0,371.1481018066406,257.9521789550781,371.1481018066406,257.9521789550781,29,44
ihawk1,7,1786447085.115996,47,84.0,-67.0,0.0,395.9493408203125,275.3965148925781,395.9493408203125,275.3965148925781,29,44
ihawk2,8,1786447085.214225,0,-91.0,58.0,0.0,270.0041198730469,343.7132263183594,270.0041198730469,343.7132263183594,30,46
ihawk2,8,1786447085.214225,2,-41.0,58.0,0.0,313.542724609375,342.8695373535156,313.542724609375,342.8695373535156,30,46
ihawk2,8,1786447085.214225,5,34.0,58.0,0.0,377.9356689453125,341.0976257324219,377.9356689453125,341.0976257324219,30,46
ihawk2,8,1786447085.214225,7,84.0,58.0,0.0,420.5303039550781,339.9411315917969,420.5303039550781,339.9411315917969,30,46
ihawk2,8,1786447085.214225,24,-91.0,-17.0,0.0,274.2005615234375,299.51904296875,274.2005615234375,299.51904296875,30,46
ihawk2,8,1786447085.214225,26,-41.0,-17.0,0.0,311.9067687988281,299.0190734863281,311.9067687988281,299.0190734863281,30,46
ihawk2,8,1786447085.214225,29,34.0,-17.0,0.0,368.5518798828125,298.1820983886719,368.5518798828125,298.1820983886719,30,46
ihawk2,8,1786447085.214225,31,84.0,-17.0,0.0,405.7543029785156,297.2499694824219,405.7543029785156,297.2499694824219,30,46
ihawk2,8,1786447085.214225,42,-41.0,-67.0,0.0,311.8033142089844,274.7733154296875,311.8033142089844,274.7733154296875,30,46
ihawk2,8,1786447085.214225,45,34.0,-67.0,0.0,363.5539855957031,274.7173156738281,363.5539855957031,274.7173156738281,30,46
ihawk2,8,1786447085.214225,47,84.0,-67.0,0.0,397.7330627441406,274.0359191894531,397.7330627441406,274.0359191894531,30,46
ihawk1,8,1786447085.285658,0,-91.0,58.0,0.0,254.41424560546875,247.8502655029297,254.41424560546875,247.8502655029297,28,43
ihawk1,8,1786447085.285658,2,-41.0,58.0,0.0,272.06939697265625,263.528076171875,272.06939697265625,263.528076171875,28,43
ihawk1,8,1786447085.285658,5,34.0,58.0,0.0,301.5194091796875,293.27618408203125,301.5194091796875,293.27618408203125,28,43
ihawk1,8,1786447085.285658,7,84.0,58.0,0.0,324.8086242675781,315.80517578125,324.8086242675781,315.80517578125,28,43
ihawk1,8,1786447085.285658,26,-41.0,-17.0,0.0,313.5724182128906,246.63482666015625,313.5724182128906,246.63482666015625,28,43
ihawk1,8,1786447085.285658,29,34.0,-17.0,0.0,344.77001953125,273.12713623046875,344.77001953125,273.12713623046875,28,43
ihawk1,8,1786447085.285658,31,84.0,-17.0,0.0,369.6806945800781,290.78228759765625,369.6806945800781,290.78228759765625,28,43
ihawk1,8,1786447085.285658,42,-41.0,-67.0,0.0,338.6086120605469,235.5232391357422,338.6086120605469,235.5232391357422,28,43
ihawk1,8,1786447085.285658,45,34.0,-67.0,0.0,371.072998046875,257.9911193847656,371.072998046875,257.9911193847656,28,43
ihawk1,8,1786447085.285658,47,84.0,-67.0,0.0,396.0389099121094,275.3096618652344,396.0389099121094,275.3096618652344,28,43
ihawk2,9,1786447085.342559,0,-91.0,58.0,0.0,270.0104675292969,343.7134704589844,270.0104675292969,343.7134704589844,30,46
ihawk2,9,1786447085.342559,2,-41.0,58.0,0.0,313.5519714355469,342.871826171875,313.5519714355469,342.871826171875,30,46
ihawk2,9,1786447085.342559,5,34.0,58.0,0.0,377.9827575683594,341.0528259277344,377.9827575683594,341.0528259277344,30,46
ihawk2,9,1786447085.342559,7,84.0,58.0,0.0,420.4837341308594,339.9658508300781,420.4837341308594,339.9658508300781,30,46
ihawk2,9,1786447085.342559,24,-91.0,-17.0,0.0,274.201171875,299.514892578125,274.201171875,299.514892578125,30,46
ihawk2,9,1786447085.342559,26,-41.0,-17.0,0.0,311.9266052246094,299.0333557128906,311.9266052246094,299.0333557128906,30,46
ihawk2,9,1786447085.342559,29,34.0,-17.0,0.0,368.5733947753906,298.1471252441406,368.5733947753906,298.1471252441406,30,46
ihawk2,9,1786447085.342559,31,84.0,-17.0,0.0,405.7652587890625,297.2503356933594,405.7652587890625,297.2503356933594,30,46
ihawk2,9,1786447085.342559,42,-41.0,-67.0,0.0,311.8054504394531,274.8066101074219,311.8054504394531,274.8066101074219,30,46
ihawk2,9,1786447085.342559,45,34.0,-67.0,0.0,363.5395812988281,274.7150573730469,363.5395812988281,274.7150573730469,30,46
ihawk2,9,1786447085.342559,47,84.0,-67.0,0.0,397.8363952636719,274.0504150390625,397.8363952636719,274.0504150390625,30,46
ihawk1,9,1786447085.385659,0,-91.0,58.0,0.0,254.4441680908203,247.8707275390625,254.4441680908203,247.8707275390625,29,44
ihawk1,9,1786447085.385659,2,-41.0,58.0,0.0,271.9750671386719,263.4789733886719,271.9750671386719,263.4789733886719,29,44
ihawk1,9,1786447085.385659,5,34.0,58.0,0.0,301.5138854980469,293.2879333496094,301.5138854980469,293.2879333496094,29,44
ihawk1,9,1786447085.385659,7,84.0,58.0,0.0,324.8085632324219,315.80487060546875,324.8085632324219,315.80487060546875,29,44
ihawk1,9,1786447085.385659,24,-91.0,-17.0,0.0,295.2643737792969,232.13294982910156,295.2643737792969,232.13294982910156,29,44
ihawk1,9,1786447085.385659,26,-41.0,-17.0,0.0,313.5512390136719,246.53857421875,313.5512390136719,246.53857421875,29,44
ihawk1,9,1786447085.385659,29,34.0,-17.0,0.0,345.1504211425781,271.4647521972656,345.1504211425781,271.4647521972656,29,44
ihawk1,9,1786447085.385659,31,84.0,-17.0,0.0,369.6732177734375,290.836181640625,369.6732177734375,290.836181640625,29,44
ihawk1,9,1786447085.385659,45,34.0,-67.0,0.0,371.0599365234375,258.0008239746094,371.0599365234375,258.0008239746094,29,44
ihawk1,9,1786447085.385659,47,84.0,-67.0,0.0,396.0450744628906,275.3242492675781,396.0450744628906,275.3242492675781,29,44
ihawk2,10,1786447085.442556,0,-91.0,58.0,0.0,270.0050048828125,343.7160949707031,270.0050048828125,343.7160949707031,30,46
ihawk2,10,1786447085.442556,2,-41.0,58.0,0.0,313.5562744140625,342.8682556152344,313.5562744140625,342.8682556152344,30,46
ihawk2,10,1786447085.442556,5,34.0,58.0,0.0,377.980712890625,341.0613098144531,377.980712890625,341.0613098144531,30,46
ihawk2,10,1786447085.442556,7,84.0,58.0,0.0,420.5303955078125,339.9410095214844,420.5303955078125,339.9410095214844,30,46
ihawk2,10,1786447085.442556,24,-91.0,-17.0,0.0,274.3731689453125,299.3587341308594,274.3731689453125,299.3587341308594,30,46
ihawk2,10,1786447085.442556,26,-41.0,-17.0,0.0,311.9234313964844,299.0260925292969,311.9234313964844,299.0260925292969,30,46
ihawk2,10,1786447085.442556,29,34.0,-17.0,0.0,368.4462585449219,298.1433410644531,368.4462585449219,298.1433410644531,30,46
ihawk2,10,1786447085.442556,31,84.0,-17.0,0.0,405.7635803222656,297.2539367675781,405.7635803222656,297.2539367675781,30,46
ihawk2,10,1786447085.442556,42,-41.0,-67.0,0.0,311.8471984863281,274.763671875,311.8471984863281,274.763671875,30,46
ihawk2,10,1786447085.442556,45,34.0,-67.0,0.0,363.5396728515625,274.7145690917969,363.5396728515625,274.7145690917969,30,46
ihawk2,10,1786447085.442556,47,84.0,-67.0,0.0,397.8450622558594,274.06744384765625,397.8450622558594,274.06744384765625,30,46
ihawk1,10,1786447085.485687,0,-91.0,58.0,0.0,254.34864807128906,247.7556610107422,254.34864807128906,247.7556610107422,30,46
ihawk1,10,1786447085.485687,2,-41.0,58.0,0.0,272.0467529296875,263.4599304199219,272.0467529296875,263.4599304199219,30,46
ihawk1,10,1786447085.485687,5,34.0,58.0,0.0,301.5152893066406,293.28692626953125,301.5152893066406,293.28692626953125,30,46
ihawk1,10,1786447085.485687,7,84.0,58.0,0.0,324.8085632324219,315.80487060546875,324.8085632324219,315.80487060546875,30,46
ihawk1,10,1786447085.485687,24,-91.0,-17.0,0.0,295.28814697265625,232.18104553222656,295.28814697265625,232.18104553222656,30,46
ihawk1,10,1786447085.485687,26,-41.0,-17.0,0.0,313.55267333984375,246.52764892578125,313.55267333984375,246.52764892578125,30,46
ihawk1,10,1786447085.485687,29,34.0,-17.0,0.0,345.208984375,271.5166931152344,345.208984375,271.5166931152344,30,46
