camera,ros_frame_count,timestamp,charuco_id,paper_x_mm,paper_y_mm,paper_z_mm,u_raw_px,v_raw_px,u_undist_px,v_undist_px,detected_aruco_markers,detected_charuco_corners
ihawk1,10,1786447085.485687,31,84.0,-17.0,0.0,369.6808166503906,290.9662780761719,369.6808166503906,290.9662780761719,30,46
ihawk1,10,1786447085.485687,42,-41.0,-67.0,0.0,338.5440979003906,235.5062255859375,338.5440979003906,235.5062255859375,30,46
ihawk1,10,1786447085.485687,45,34.0,-67.0,0.0,371.1552734375,257.95294189453125,371.1552734375,257.95294189453125,30,46
ihawk1,10,1786447085.485687,47,84.0,-67.0,0.0,395.9521484375,275.33489990234375,395.9521484375,275.33489990234375,30,46
ihawk2,11,1786447085.542571,0,-91.0,58.0,0.0,270.01129150390625,343.6739196777344,270.01129150390625,343.6739196777344,30,46
ihawk2,11,1786447085.542571,2,-41.0,58.0,0.0,313.5475158691406,342.8898620605469,313.5475158691406,342.8898620605469,30,46
ihawk2,11,1786447085.542571,5,34.0,58.0,0.0,377.9838562011719,341.0505676269531,377.9838562011719,341.0505676269531,30,46
ihawk2,11,1786447085.542571,7,84.0,58.0,0.0,420.5365295410156,339.89361572265625,420.5365295410156,339.89361572265625,30,46
ihawk2,11,1786447085.542571,24,-91.0,-17.0,0.0,274.2881774902344,299.4544372558594,274.2881774902344,299.4544372558594,30,46
ihawk2,11,1786447085.542571,26,-41.0,-17.0,0.0,311.9074401855469,299.0432434082031,311.9074401855469,299.0432434082031,30,46
ihawk2,11,1786447085.542571,29,34.0,-17.0,0.0,368.539306640625,298.15594482421875,368.539306640625,298.15594482421875,30,46
ihawk2,11,1786447085.542571,31,84.0,-17.0,0.0,405.7503662109375,297.2520751953125,405.7503662109375,297.2520751953125,30,46
ihawk2,11,1786447085.542571,42,-41.0,-67.0,0.0,311.8072509765625,274.77630615234375,311.8072509765625,274.77630615234375,30,46
ihawk2,11,1786447085.542571,45,34.0,-67.0,0.0,363.5399475097656,274.7146301269531,363.5399475097656,274.7146301269531,30,46
ihawk2,11,1786447085.542571,47,84.0,-67.0,0.0,397.8670349121094,274.0738220214844,397.8670349121094,274.0738220214844,30,46
ihawk1,11,1786447085.615866,0,-91.0,58.0,0.0,254.3526611328125,247.89210510253906,254.3526611328125,247.89210510253906,31,48
ihawk1,11,1786447085.615866,2,-41.0,58.0,0.0,271.99017333984375,263.4808349609375,271.99017333984375,263.4808349609375,31,48
ihawk1,11,1786447085.615866,5,34.0,58.0,0.0,301.5451354980469,293.28546142578125,301.5451354980469,293.28546142578125,31,48
ihawk1,11,1786447085.615866,7,84.0,58.0,0.0,324.78302001953125,315.8121032714844,324.78302001953125,315.8121032714844,31,48
ihawk1,11,1786447085.615866,24,-91.0,-17.0,0.0,295.3024597167969,232.19468688964844,295.3024597167969,232.19468688964844,31,48
ihawk1,11,1786447085.615866,26,-41.0,-17.0,0.0,313.5599060058594,246.5257568359375,313.5599060058594,246.5257568359375,31,48
ihawk1,11,1786447085.615866,29,34.0,-17.0,0.0,345.1344909667969,271.4012145996094,345.1344909667969,271.4012145996094,31,48
ihawk1,11,1786447085.615866,31,84.0,-17.0,0.0,369.6744384765625,290.8448181152344,369.6744384765625,290.8448181152344,31,48
ihawk1,11,1786447085.615866,40,-91.0,-67.0,0.0,319.9146423339844,222.46466064453125,319.9146423339844,222.46466064453125,31,48
ihawk1,11,1786447085.615866,42,-41.0,-67.0,0.0,338.6424865722656,235.33033752441406,338.6424865722656,235.33033752441406,31,48
ihawk1,11,1786447085.615866,45,34.0,-67.0,0.0,371.171630859375,257.9324645996094,371.171630859375,257.9324645996094,31,48
ihawk1,11,1786447085.615866,47,84.0,-67.0,0.0,396.0459899902344,275.3153991699219,396.0459899902344,275.3153991699219,31,48
ihawk2,12,1786447085.772742,0,-91.0,58.0,0.0,270.0667724609375,343.65478515625,270.0667724609375,343.65478515625,30,46
ihawk2,12,1786447085.772742,2,-41.0,58.0,0.0,313.5459289550781,342.8910217285156,313.5459289550781,342.8910217285156,30,46
ihawk2,12,1786447085.772742,5,34.0,58.0,0.0,377.9893493652344,341.0672302246094,377.9893493652344,341.0672302246094,30,46
ihawk2,12,1786447085.772742,7,84.0,58.0,0.0,420.5369567871094,339.8932800292969,420.5369567871094,339.8932800292969,30,46
ihawk2,12,1786447085.772742,24,-91.0,-17.0,0.0,274.2550964355469,299.4186096191406,274.2550964355469,299.4186096191406,30,46
ihawk2,12,1786447085.772742,26,-41.0,-17.0,0.0,311.9390869140625,299.0361328125,311.9390869140625,299.0361328125,30,46
ihawk2,12,1786447085.772742,29,34.0,-17.0,0.0,368.5685119628906,298.1566467285156,368.5685119628906,298.1566467285156,30,46
ihawk2,12,1786447085.772742,31,84.0,-17.0,0.0,405.7358703613281,297.2641906738281,405.7358703613281,297.2641906738281,30,46
ihawk2,12,1786447085.772742,42,-41.0,-67.0,0.0,311.8495788574219,274.7586669921875,311.8495788574219,274.7586669921875,30,46
ihawk2,12,1786447085.772742,45,34.0,-67.0,0.0,363.5395202636719,274.7144470214844,363.5395202636719,274.7144470214844,30,46
ihawk2,12,1786447085.772742,47,84.0,-67.0,0.0,397.84521484375,274.0674133300781,397.84521484375,274.0674133300781,30,46
ihawk1,12,1786447085.839971,0,-91.0,58.0,0.0,254.3678741455078,247.87062072753906,254.3678741455078,247.87062072753906,28,40
ihawk1,12,1786447085.839971,2,-41.0,58.0,0.0,272.1171875,263.3597106933594,272.1171875,263.3597106933594,28,40
ihawk1,12,1786447085.839971,5,34.0,58.0,0.0,301.5168151855469,293.2864074707031,301.5168151855469,293.2864074707031,28,40
ihawk1,12,1786447085.839971,7,84.0,58.0,0.0,324.80828857421875,315.8050842285156,324.80828857421875,315.8050842285156,28,40
ihawk1,12,1786447085.839971,29,34.0,-17.0,0.0,344.7939147949219,273.1352844238281,344.7939147949219,273.1352844238281,28,40
ihawk1,12,1786447085.839971,31,84.0,-17.0,0.0,369.670166015625,290.8548278808594,369.670166015625,290.8548278808594,28,40
ihawk1,12,1786447085.839971,42,-41.0,-67.0,0.0,338.6202392578125,235.52964782714844,338.6202392578125,235.52964782714844,28,40
ihawk1,12,1786447085.839971,45,34.0,-67.0,0.0,371.1866149902344,258.08709716796875,371.1866149902344,258.08709716796875,28,40
ihawk1,12,1786447085.839971,47,84.0,-67.0,0.0,395.9564208984375,275.36920166015625,395.9564208984375,275.36920166015625,28,40
ihawk2,13,1786447085.896273,0,-91.0,58.0,0.0,269.9985656738281,343.6719055175781,269.9985656738281,343.6719055175781,30,46
ihawk2,13,1786447085.896273,2,-41.0,58.0,0.0,313.5504455566406,342.8731994628906,313.5504455566406,342.8731994628906,30,46
ihawk2,13,1786447085.896273,5,34.0,58.0,0.0,377.9831848144531,341.0511474609375,377.9831848144531,341.0511474609375,30,46
ihawk2,13,1786447085.896273,7,84.0,58.0,0.0,420.5369567871094,339.89324951171875,420.5369567871094,339.89324951171875,30,46
ihawk2,13,1786447085.896273,24,-91.0,-17.0,0.0,274.2538757324219,299.4230651855469,274.2538757324219,299.4230651855469,30,46
ihawk2,13,1786447085.896273,26,-41.0,-17.0,0.0,311.9178771972656,299.0307312011719,311.9178771972656,299.0307312011719,30,46
ihawk2,13,1786447085.896273,29,34.0,-17.0,0.0,368.5506591796875,298.1127624511719,368.5506591796875,298.1127624511719,30,46
ihawk2,13,1786447085.896273,31,84.0,-17.0,0.0,405.7555847167969,297.2487487792969,405.7555847167969,297.2487487792969,30,46
ihawk2,13,1786447085.896273,42,-41.0,-67.0,0.0,311.7864074707031,274.8367004394531,311.7864074707031,274.8367004394531,30,46
ihawk2,13,1786447085.896273,45,34.0,-67.0,0.0,363.5328063964844,274.70977783203125,363.5328063964844,274.70977783203125,30,46
ihawk2,13,1786447085.896273,47,84.0,-67.0,0.0,397.8464660644531,274.0458679199219,397.8464660644531,274.0458679199219,30,46
ihawk1,13,1786447085.971961,0,-91.0,58.0,0.0,254.42327880859375,247.98277282714844,254.42327880859375,247.98277282714844,28,43
ihawk1,13,1786447085.971961,2,-41.0,58.0,0.0,271.9737854003906,263.5335388183594,271.9737854003906,263.5335388183594,28,43
ihawk1,13,1786447085.971961,5,34.0,58.0,0.0,301.5470886230469,293.2550354003906,301.5470886230469,293.2550354003906,28,43
ihawk1,13,1786447085.971961,7,84.0,58.0,0.0,324.8087158203125,315.8052062988281,324.8087158203125,315.8052062988281,28,43
ihawk1,13,1786447085.971961,26,-41.0,-17.0,0.0,313.5152282714844,246.50474548339844,313.5152282714844,246.50474548339844,28,43
ihawk1,13,1786447085.971961,29,34.0,-17.0,0.0,344.6434326171875,273.12548828125,344.6434326171875,273.12548828125,28,43
ihawk1,13,1786447085.971961,31,84.0,-17.0,0.0,369.662353515625,290.91253662109375,369.662353515625,290.91253662109375,28,43
ihawk1,13,1786447085.971961,42,-41.0,-67.0,0.0,338.63165283203125,235.53143310546875,338.63165283203125,235.53143310546875,28,43
ihawk1,13,1786447085.971961,45,34.0,-67.0,0.0,371.150634765625,258.0959777832031,371.150634765625,258.0959777832031,28,43
ihawk1,13,1786447085.971961,47,84.0,-67.0,0.0,396.0585632324219,275.3229064941406,396.0585632324219,275.3229064941406,28,43
ihawk2,14,1786447086.00256,0,-91.0,58.0,0.0,270.0024719238281,343.6607666015625,270.0024719238281,343.6607666015625,30,46
ihawk2,14,1786447086.00256,2,-41.0,58.0,0.0,313.5520935058594,342.8793029785156,313.5520935058594,342.8793029785156,30,46
ihawk2,14,1786447086.00256,5,34.0,58.0,0.0,377.9790954589844,341.04681396484375,377.9790954589844,341.04681396484375,30,46
ihawk2,14,1786447086.00256,7,84.0,58.0,0.0,420.5379638671875,339.8925476074219,420.5379638671875,339.8925476074219,30,46
ihawk2,14,1786447086.00256,24,-91.0,-17.0,0.0,274.2562255859375,299.4045715332031,274.2562255859375,299.4045715332031,30,46
ihawk2,14,1786447086.00256,26,-41.0,-17.0,0.0,311.92254638671875,299.0067443847656,311.92254638671875,299.0067443847656,30,46
ihawk2,14,1786447086.00256,29,34.0,-17.0,0.0,368.57861328125,298.1486511230469,368.57861328125,298.1486511230469,30,46
ihawk2,14,1786447086.00256,31,84.0,-17.0,0.0,405.7548522949219,297.256591796875,405.7548522949219,297.256591796875,30,46
ihawk2,14,1786447086.00256,42,-41.0,-67.0,0.0,311.78021240234375,274.8097839355469,311.78021240234375,274.8097839355469,30,46
ihawk2,14,1786447086.00256,45,34.0,-67.0,0.0,363.5536804199219,274.7167053222656,363.5536804199219,274.7167053222656,30,46
ihawk2,14,1786447086.00256,47,84.0,-67.0,0.0,397.9765319824219,274.1652526855469,397.9765319824219,274.1652526855469,30,46
ihawk1,14,1786447086.070947,0,-91.0,58.0,0.0,254.4240264892578,247.88050842285156,254.4240264892578,247.88050842285156,29,44
ihawk1,14,1786447086.070947,2,-41.0,58.0,0.0,271.86572265625,263.6324768066406,271.86572265625,263.6324768066406,29,44
ihawk1,14,1786447086.070947,5,34.0,58.0,0.0,301.5586242675781,293.25201416015625,301.5586242675781,293.25201416015625,29,44
ihawk1,14,1786447086.070947,7,84.0,58.0,0.0,324.8087463378906,315.8042907714844,324.8087463378906,315.8042907714844,29,44
ihawk1,14,1786447086.070947,26,-41.0,-17.0,0.0,313.5189514160156,246.49700927734375,313.5189514160156,246.49700927734375,29,44
ihawk1,14,1786447086.070947,29,34.0,-17.0,0.0,345.1075439453125,271.4068298339844,345.1075439453125,271.4068298339844,29,44
ihawk1,14,1786447086.070947,31,84.0,-17.0,0.0,369.6777648925781,290.8638916015625,369.6777648925781,290.8638916015625,29,44
ihawk1,14,1786447086.070947,42,-41.0,-67.0,0.0,338.63067626953125,235.54197692871094,338.63067626953125,235.54197692871094,29,44
ihawk1,14,1786447086.070947,45,34.0,-67.0,0.0,371.1399230957031,258.1194152832031,371.1399230957031,258.1194152832031,29,44
ihawk1,14,1786447086.070947,47,84.0,-67.0,0.0,395.95654296875,275.3463134765625,395.95654296875,275.3463134765625,29,44
ihawk2,15,1786447086.127222,0,-91.0,58.0,0.0,270.0130310058594,343.669921875,270.0130310058594,343.669921875,30,46
ihawk2,15,1786447086.127222,2,-41.0,58.0,0.0,313.5755920410156,342.8973083496094,313.5755920410156,342.8973083496094,30,46
ihawk2,15,1786447086.127222,5,34.0,58.0,0.0,377.9792785644531,341.0665283203125,377.9792785644531,341.0665283203125,30,46
ihawk2,15,1786447086.127222,7,84.0,58.0,0.0,420.5369873046875,339.89324951171875,420.5369873046875,339.89324951171875,30,46
ihawk2,15,1786447086.127222,24,-91.0,-17.0,0.0,274.2350158691406,299.55072021484375,274.2350158691406,299.55072021484375,30,46
ihawk2,15,1786447086.127222,26,-41.0,-17.0,0.0,311.916015625,299.0083312988281,311.916015625,299.0083312988281,30,46
ihawk2,15,1786447086.127222,29,34.0,-17.0,0.0,368.5653991699219,298.1804504394531,368.5653991699219,298.1804504394531,30,46
ihawk2,15,1786447086.127222,31,84.0,-17.0,0.0,405.7654724121094,297.2333984375,405.7654724121094,297.2333984375,30,46
ihawk2,15,1786447086.127222,42,-41.0,-67.0,0.0,311.82073974609375,274.81829833984375,311.82073974609375,274.81829833984375,30,46
ihawk2,15,1786447086.127222,45,34.0,-67.0,0.0,363.5408630371094,274.7148742675781,363.5408630371094,274.7148742675781,30,46
ihawk2,15,1786447086.127222,47,84.0,-67.0,0.0,397.8615417480469,274.03228759765625,397.8615417480469,274.03228759765625,30,46
ihawk1,15,1786447086.145662,0,-91.0,58.0,0.0,254.43284606933594,247.99237060546875,254.43284606933594,247.99237060546875,28,40
ihawk1,15,1786447086.145662,2,-41.0,58.0,0.0,271.8467102050781,263.6772155761719,271.8467102050781,263.6772155761719,28,40
ihawk1,15,1786447086.145662,5,34.0,58.0,0.0,301.5228271484375,293.2924499511719,301.5228271484375,293.2924499511719,28,40
ihawk1,15,1786447086.145662,7,84.0,58.0,0.0,324.7935791015625,315.8066711425781,324.7935791015625,315.8066711425781,28,40
ihawk1,15,1786447086.145662,29,34.0,-17.0,0.0,345.1130676269531,271.3645935058594,345.1130676269531,271.3645935058594,28,40
ihawk1,15,1786447086.145662,31,84.0,-17.0,0.0,369.7078857421875,290.94183349609375,369.7078857421875,290.94183349609375,28,40
ihawk1,15,1786447086.145662,42,-41.0,-67.0,0.0,338.5653381347656,235.52203369140625,338.5653381347656,235.52203369140625,28,40
ihawk1,15,1786447086.145662,45,34.0,-67.0,0.0,371.1153564453125,258.09039306640625,371.1153564453125,258.09039306640625,28,40
ihawk1,15,1786447086.145662,47,84.0,-67.0,0.0,395.9382629394531,275.3317565917969,395.9382629394531,275.3317565917969,28,40
ihawk2,16,1786447086.232687,0,-91.0,58.0,0.0,270.0347900390625,343.6843566894531,270.0347900390625,343.6843566894531,29,42
ihawk2,16,1786447086.232687,2,-41.0,58.0,0.0,313.5476989746094,342.8889465332031,313.5476989746094,342.8889465332031,29,42
ihawk2,16,1786447086.232687,5,34.0,58.0,0.0,377.9753112792969,341.06353759765625,377.9753112792969,341.06353759765625,29,42
ihawk2,16,1786447086.232687,7,84.0,58.0,0.0,420.5368347167969,339.8933410644531,420.5368347167969,339.8933410644531,29,42
ihawk2,16,1786447086.232687,24,-91.0,-17.0,0.0,274.2373352050781,299.5525817871094,274.2373352050781,299.5525817871094,29,42
ihawk2,16,1786447086.232687,26,-41.0,-17.0,0.0,311.9203796386719,299.0123596191406,311.9203796386719,299.0123596191406,29,42
ihawk2,16,1786447086.232687,29,34.0,-17.0,0.0,368.5580749511719,298.1318664550781,368.5580749511719,298.1318664550781,29,42
ihawk2,16,1786447086.232687,31,84.0,-17.0,0.0,405.7628173828125,297.256103515625,405.7628173828125,297.256103515625,29,42
ihawk2,16,1786447086.232687,42,-41.0,-67.0,0.0,311.8126220703125,274.81201171875,311.8126220703125,274.81201171875,29,42
ihawk2,16,1786447086.232687,45,34.0,-67.0,0.0,363.5395202636719,274.7151794433594,363.5395202636719,274.7151794433594,29,42
ihawk2,16,1786447086.232687,47,84.0,-67.0,0.0,397.8606262207031,274.0315246582031,397.8606262207031,274.0315246582031,29,42
ihawk1,16,1786447086.275763,0,-91.0,58.0,0.0,254.35398864746094,247.7451629638672,254.35398864746094,247.7451629638672,27,39
ihawk1,16,1786447086.275763,2,-41.0,58.0,0.0,271.9407043457031,263.54669189453125,271.9407043457031,263.54669189453125,27,39
ihawk1,16,1786447086.275763,5,34.0,58.0,0.0,301.5625305175781,293.2567443847656,301.5625305175781,293.2567443847656,27,39
ihawk1,16,1786447086.275763,7,84.0,58.0,0.0,324.8086853027344,315.8046569824219,324.8086853027344,315.8046569824219,27,39
ihawk1,16,1786447086.275763,26,-41.0,-17.0,0.0,313.550537109375,246.60484313964844,313.550537109375,246.60484313964844,27,39
ihawk1,16,1786447086.275763,31,84.0,-17.0,0.0,369.6785888671875,290.7877197265625,369.6785888671875,290.7877197265625,27,39
ihawk1,16,1786447086.275763,42,-41.0,-67.0,0.0,338.6307067871094,235.5415496826172,338.6307067871094,235.5415496826172,27,39
ihawk1,16,1786447086.275763,45,34.0,-67.0,0.0,371.1518859863281,258.1089782714844,371.1518859863281,258.1089782714844,27,39
ihawk1,16,1786447086.275763,47,84.0,-67.0,0.0,395.9471435546875,275.33624267578125,395.9471435546875,275.33624267578125,27,39
ihawk2,17,1786447086.358804,0,-91.0,58.0,0.0,269.9947814941406,343.6646728515625,269.9947814941406,343.6646728515625,30,46
ihawk2,17,1786447086.358804,2,-41.0,58.0,0.0,313.5431823730469,342.9024963378906,313.5431823730469,342.9024963378906,30,46
ihawk2,17,1786447086.358804,5,34.0,58.0,0.0,377.9546813964844,341.0635070800781,377.9546813964844,341.0635070800781,30,46
ihawk2,17,1786447086.358804,7,84.0,58.0,0.0,420.532470703125,339.9016418457031,420.532470703125,339.9016418457031,30,46
ihawk2,17,1786447086.358804,24,-91.0,-17.0,0.0,274.2644348144531,299.42291259765625,274.2644348144531,299.42291259765625,30,46
ihawk2,17,1786447086.358804,26,-41.0,-17.0,0.0,311.9721374511719,299.02691650390625,311.9721374511719,299.02691650390625,30,46
ihawk2,17,1786447086.358804,29,34.0,-17.0,0.0,368.541015625,298.1354675292969,368.541015625,298.1354675292969,30,46
ihawk2,17,1786447086.358804,31,84.0,-17.0,0.0,405.7652587890625,297.2462463378906,405.7652587890625,297.2462463378906,30,46
ihawk2,17,1786447086.358804,42,-41.0,-67.0,0.0,311.81201171875,274.8123779296875,311.81201171875,274.8123779296875,30,46
ihawk2,17,1786447086.358804,45,34.0,-67.0,0.0,363.5395202636719,274.7144775390625,363.5395202636719,274.7144775390625,30,46
ihawk2,17,1786447086.358804,47,84.0,-67.0,0.0,397.7709045410156,274.0807189941406,397.7709045410156,274.0807189941406,30,46
ihawk1,17,1786447086.375755,0,-91.0,58.0,0.0,254.35369873046875,247.7823486328125,254.35369873046875,247.7823486328125,29,42
ihawk1,17,1786447086.375755,2,-41.0,58.0,0.0,271.8594665527344,263.590087890625,271.8594665527344,263.590087890625,29,42
ihawk1,17,1786447086.375755,5,34.0,58.0,0.0,301.5580139160156,293.25628662109375,301.5580139160156,293.25628662109375,29,42
ihawk1,17,1786447086.375755,7,84.0,58.0,0.0,324.79351806640625,315.8070983886719,324.79351806640625,315.8070983886719,29,42
ihawk1,17,1786447086.375755,24,-91.0,-17.0,0.0,295.29315185546875,232.1891632080078,295.29315185546875,232.1891632080078,29,42
ihawk1,17,1786447086.375755,26,-41.0,-17.0,0.0,313.5392150878906,246.5033721923828,313.5392150878906,246.5033721923828,29,42
ihawk1,17,1786447086.375755,31,84.0,-17.0,0.0,369.6319274902344,291.001220703125,369.6319274902344,291.001220703125,29,42
ihawk1,17,1786447086.375755,42,-41.0,-67.0,0.0,338.6291198730469,235.53961181640625,338.6291198730469,235.53961181640625,29,42
ihawk1,17,1786447086.375755,45,34.0,-67.0,0.0,371.1087951660156,258.15869140625,371.1087951660156,258.15869140625,29,42
ihawk1,17,1786447086.375755,47,84.0,-67.0,0.0,395.9941711425781,275.33526611328125,395.9941711425781,275.33526611328125,29,42
ihawk2,18,1786447086.432714,0,-91.0,58.0,0.0,270.0109558105469,343.696044921875,270.0109558105469,343.696044921875,30,46
ihawk2,18,1786447086.432714,2,-41.0,58.0,0.0,313.5442810058594,342.8908386230469,313.5442810058594,342.8908386230469,30,46
ihawk2,18,1786447086.432714,5,34.0,58.0,0.0,377.984619140625,341.0570983886719,377.984619140625,341.0570983886719,30,46
ihawk2,18,1786447086.432714,7,84.0,58.0,0.0,420.5391540527344,339.8924255371094,420.5391540527344,339.8924255371094,30,46
ihawk2,18,1786447086.432714,24,-91.0,-17.0,0.0,274.3149108886719,299.3486633300781,274.3149108886719,299.3486633300781,30,46
ihawk2,18,1786447086.432714,26,-41.0,-17.0,0.0,311.9482116699219,299.0233459472656,311.9482116699219,299.0233459472656,30,46
ihawk2,18,1786447086.432714,29,34.0,-17.0,0.0,368.5381164550781,298.14031982421875,368.5381164550781,298.14031982421875,30,46
ihawk2,18,1786447086.432714,31,84.0,-17.0,0.0,405.755615234375,297.2522888183594,405.755615234375,297.2522888183594,30,46
ihawk2,18,1786447086.432714,42,-41.0,-67.0,0.0,311.8149108886719,274.81744384765625,311.8149108886719,274.81744384765625,30,46
ihawk2,18,1786447086.432714,45,34.0,-67.0,0.0,363.5392150878906,274.7145690917969,363.5392150878906,274.7145690917969,30,46
ihawk2,18,1786447086.432714,47,84.0,-67.0,0.0,397.6559753417969,274.0749206542969,397.6559753417969,274.0749206542969,30,46
ihawk1,18,1786447086.49989,0,-91.0,58.0,0.0,254.32215881347656,247.9315643310547,254.32215881347656,247.9315643310547,29,44
ihawk1,18,1786447086.49989,2,-41.0,58.0,0.0,271.9084167480469,263.4992980957031,271.9084167480469,263.4992980957031,29,44
ihawk1,18,1786447086.49989,7,84.0,58.0,0.0,324.7932434082031,315.8074645996094,324.7932434082031,315.8074645996094,29,44
ihawk1,18,1786447086.49989,26,-41.0,-17.0,0.0,313.47161865234375,246.5645294189453,313.47161865234375,246.5645294189453,29,44
ihawk1,18,1786447086.49989,29,34.0,-17.0,0.0,345.1826171875,271.4336853027344,345.1826171875,271.4336853027344,29,44
ihawk1,18,1786447086.49989,31,84.0,-17.0,0.0,369.656494140625,291.0831604003906,369.656494140625,291.0831604003906,29,44
ihawk1,18,1786447086.49989,40,-91.0,-67.0,0.0,319.9600524902344,222.47662353515625,319.9600524902344,222.47662353515625,29,44
ihawk1,18,1786447086.49989,42,-41.0,-67.0,0.0,338.5693054199219,235.5260009765625,338.5693054199219,235.5260009765625,29,44
ihawk1,18,1786447086.49989,45,34.0,-67.0,0.0,371.1315002441406,258.0412902832031,371.1315002441406,258.0412902832031,29,44
ihawk1,18,1786447086.49989,47,84.0,-67.0,0.0,395.9447326660156,275.3337707519531,395.9447326660156,275.3337707519531,29,44
ihawk2,19,1786447086.556162,0,-91.0,58.0,0.0,270.01556396484375,343.6841735839844,270.01556396484375,343.6841735839844,30,46
ihawk2,19,1786447086.556162,2,-41.0,58.0,0.0,313.525390625,342.8939514160156,313.525390625,342.8939514160156,30,46
ihawk2,19,1786447086.556162,5,34.0,58.0,0.0,377.9803466796875,341.06207275390625,377.9803466796875,341.06207275390625,30,46
ihawk2,19,1786447086.556162,7,84.0,58.0,0.0,420.5369567871094,339.892822265625,420.5369567871094,339.892822265625,30,46
ihawk2,19,1786447086.556162,24,-91.0,-17.0,0.0,274.2369079589844,299.5604553222656,274.2369079589844,299.5604553222656,30,46
ihawk2,19,1786447086.556162,26,-41.0,-17.0,0.0,311.9727783203125,299.0010681152344,311.9727783203125,299.0010681152344,30,46
ihawk2,19,1786447086.556162,29,34.0,-17.0,0.0,368.5602722167969,298.1507568359375,368.5602722167969,298.1507568359375,30,46
ihawk2,19,1786447086.556162,31,84.0,-17.0,0.0,405.77587890625,297.24468994140625,405.77587890625,297.24468994140625,30,46
ihawk2,19,1786447086.556162,42,-41.0,-67.0,0.0,311.808837890625,274.8152160644531,311.808837890625,274.8152160644531,30,46
ihawk2,19,1786447086.556162,45,34.0,-67.0,0.0,363.5396728515625,274.7145080566406,363.5396728515625,274.7145080566406,30,46
ihawk2,19,1786447086.556162,47,84.0,-67.0,0.0,397.8531494140625,274.0675964355469,397.8531494140625,274.0675964355469,30,46
ihawk1,19,1786447086.605808,0,-91.0,58.0,0.0,254.34031677246094,247.93360900878906,254.34031677246094,247.93360900878906,29,44
ihawk1,19,1786447086.605808,2,-41.0,58.0,0.0,271.88653564453125,263.46710205078125,271.88653564453125,263.46710205078125,29,44
ihawk1,19,1786447086.605808,5,34.0,58.0,0.0,301.5846252441406,293.2576904296875,301.5846252441406,293.2576904296875,29,44
ihawk1,19,1786447086.605808,7,84.0,58.0,0.0,324.7934265136719,315.8072509765625,324.7934265136719,315.8072509765625,29,44
ihawk1,19,1786447086.605808,26,-41.0,-17.0,0.0,313.4934387207031,246.4712677001953,313.4934387207031,246.4712677001953,29,44
ihawk1,19,1786447086.605808,29,34.0,-17.0,0.0,345.159912109375,271.431396484375,345.159912109375,271.431396484375,29,44
ihawk1,19,1786447086.605808,31,84.0,-17.0,0.0,369.620361328125,291.03924560546875,369.620361328125,291.03924560546875,29,44
ihawk1,19,1786447086.605808,42,-41.0,-67.0,0.0,338.6327209472656,235.5436248779297,338.6327209472656,235.5436248779297,29,44
ihawk1,19,1786447086.605808,45,34.0,-67.0,0.0,371.0363464355469,258.0443420410156,371.0363464355469,258.0443420410156,29,44
ihawk1,19,1786447086.605808,47,84.0,-67.0,0.0,395.94970703125,275.3235778808594,395.94970703125,275.3235778808594,29,44
ihawk2,20,1786447086.62214,0,-91.0,58.0,0.0,270.01605224609375,343.6689453125,270.01605224609375,343.6689453125,30,46
ihawk2,20,1786447086.62214,2,-41.0,58.0,0.0,313.5447082519531,342.8588562011719,313.5447082519531,342.8588562011719,30,46
ihawk2,20,1786447086.62214,5,34.0,58.0,0.0,377.9830322265625,341.0440979003906,377.9830322265625,341.0440979003906,30,46
ihawk2,20,1786447086.62214,7,84.0,58.0,0.0,420.5364990234375,339.8934631347656,420.5364990234375,339.8934631347656,30,46
ihawk2,20,1786447086.62214,24,-91.0,-17.0,0.0,274.2529296875,299.4560241699219,274.2529296875,299.4560241699219,30,46
ihawk2,20,1786447086.62214,26,-41.0,-17.0,0.0,311.958251953125,298.9947204589844,311.958251953125,298.9947204589844,30,46
ihawk2,20,1786447086.62214,29,34.0,-17.0,0.0,368.5528564453125,298.1314392089844,368.5528564453125,298.1314392089844,30,46
ihawk2,20,1786447086.62214,31,84.0,-17.0,0.0,405.7567138671875,297.2457275390625,405.7567138671875,297.2457275390625,30,46
ihawk2,20,1786447086.62214,42,-41.0,-67.0,0.0,311.8035888671875,274.811279296875,311.8035888671875,274.811279296875,30,46
ihawk2,20,1786447086.62214,45,34.0,-67.0,0.0,363.6326904296875,274.7331237792969,363.6326904296875,274.7331237792969,30,46
ihawk2,20,1786447086.62214,47,84.0,-67.0,0.0,397.8020324707031,274.0987854003906,397.8020324707031,274.0987854003906,30,46
ihawk1,20,1786447086.705744,2,-41.0,58.0,0.0,271.87542724609375,263.4861145019531,271.87542724609375,263.4861145019531,29,44
ihawk1,20,1786447086.705744,5,34.0,58.0,0.0,301.5460205078125,293.28533935546875,301.5460205078125,293.28533935546875,29,44
ihawk1,20,1786447086.705744,7,84.0,58.0,0.0,324.7934875488281,315.8068542480469,324.7934875488281,315.8068542480469,29,44
ihawk1,20,1786447086.705744,26,-41.0,-17.0,0.0,313.4606628417969,246.55322265625,313.4606628417969,246.55322265625,29,44
ihawk1,20,1786447086.705744,29,34.0,-17.0,0.0,345.1771240234375,271.4856262207031,345.1771240234375,271.4856262207031,29,44
