run_id,trial_index,is_baseline,timestamp,scan_tx_mm,scan_ty_mm,scan_tz_mm,fixed_target_x_mm,fixed_target_y_mm,fixed_target_z_mm,clearance_mm,random_seed,random_base_rad,random_shoulder_rad,random_elbow_rad,random_wrist_rad,random_roll_rad,random_hand_rad,random_feedback_x_mm,random_feedback_y_mm,random_feedback_z_mm,final_feedback_x_mm,final_feedback_y_mm,final_feedback_z_mm,final_tracking_error_mm,measurement_class,measurement_resolution_mm,exceeds_resolution,manual_dx_mm,manual_dy_mm,manual_dz_mm,manual_xy_offset_mm,manual_3d_offset_mm,success,failure_type,notes
20260807_202808,1,True,2026-08-07T20:29:21,282.8347729456003,20.64191452638058,-76.12121315260143,282.8347729456003,20.64191452638058,-66.12121315260143,10.0,20260807,,,,,,,,,,281.4547552,7.773406959,-67.65685373,13.033078223230921,baseline,1.0,False,0.0,0.0,0.0,0.0,0.0,True,none,Trial 1 physical baseline
20260807_202808,2,False,2026-08-07T20:34:10,282.8347729456003,20.64191452638058,-76.12121315260143,282.8347729456003,20.64191452638058,-66.12121315260143,10.0,20260807,-0.20528,0.05399,1.53402,-0.10618,-0.02449,3.14,355.7151747,-57.79498186,228.3360392,281.8689406,6.054272341,-67.47393976,14.682030034122224,below_resolution,1.0,False,,,,,,True,none,No visually resolvable axis displacement > ~1.00 mm
20260807_202808,3,False,2026-08-07T20:34:49,282.8347729456003,20.64191452638058,-76.12121315260143,282.8347729456003,20.64191452638058,-66.12121315260143,10.0,20260807,-0.0105,-0.00623,1.68758,0.09401,0.16212,3.14,340.7939199,7.842954077,160.6085767,281.8593219,6.486646588,-67.47393976,14.253174538469388,below_resolution,1.0,False,,,,,,True,none,No visually resolvable axis displacement > ~1.00 mm
20260807_202808,4,False,2026-08-07T20:36:31,282.8347729456003,20.64191452638058,-76.12121315260143,282.8347729456003,20.64191452638058,-66.12121315260143,10.0,20260807,0.18479,-0.08859,1.49981,0.04089,0.03919,3.14,326.407646,47.39502223,256.0891853,279.8662896,34.08245631,-67.47393976,13.830760141246389,measurable_exceedance,1.0,True,-32.0,-2.0,0.0,32.0624390837628,32.0624390837628,True,none,At least one axis clearly exceeded ~1.00 mm
