subset_id,n_points,distribution,trial_index,point_order,corner_index,board_col,board_row,board_x_mm,board_y_mm,u_undist_median_px,v_undist_median_px
N08_clustered_T018,8,clustered,18,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T018,8,clustered,18,2,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N08_clustered_T018,8,clustered,18,3,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N08_clustered_T018,8,clustered,18,4,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N08_clustered_T018,8,clustered,18,5,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T018,8,clustered,18,6,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T018,8,clustered,18,7,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N08_clustered_T018,8,clustered,18,8,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T019,8,clustered,19,1,4,4,0,100.0,0.0,287.49256896972656,229.35186767578125
N08_clustered_T019,8,clustered,19,2,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N08_clustered_T019,8,clustered,19,3,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T019,8,clustered,19,4,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T019,8,clustered,19,5,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N08_clustered_T019,8,clustered,19,6,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T019,8,clustered,19,7,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T019,8,clustered,19,8,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T020,8,clustered,20,1,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T020,8,clustered,20,2,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T020,8,clustered,20,3,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T020,8,clustered,20,4,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T020,8,clustered,20,5,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T020,8,clustered,20,6,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T020,8,clustered,20,7,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T020,8,clustered,20,8,41,5,6,125.0,150.0,357.9084167480469,270.3205261230469
N08_clustered_T021,8,clustered,21,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T021,8,clustered,21,2,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N08_clustered_T021,8,clustered,21,3,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T021,8,clustered,21,4,18,0,3,0.0,75.0,254.88031768798828,275.4424743652344
N08_clustered_T021,8,clustered,21,5,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N08_clustered_T021,8,clustered,21,6,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N08_clustered_T021,8,clustered,21,7,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
N08_clustered_T021,8,clustered,21,8,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T022,8,clustered,22,1,2,2,0,50.0,0.0,260.8468322753906,238.825927734375
N08_clustered_T022,8,clustered,22,2,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N08_clustered_T022,8,clustered,22,3,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N08_clustered_T022,8,clustered,22,4,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N08_clustered_T022,8,clustered,22,5,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T022,8,clustered,22,6,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T022,8,clustered,22,7,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T022,8,clustered,22,8,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N08_clustered_T023,8,clustered,23,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T023,8,clustered,23,2,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N08_clustered_T023,8,clustered,23,3,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N08_clustered_T023,8,clustered,23,4,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T023,8,clustered,23,5,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T023,8,clustered,23,6,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T023,8,clustered,23,7,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T023,8,clustered,23,8,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T024,8,clustered,24,1,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T024,8,clustered,24,2,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T024,8,clustered,24,3,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T024,8,clustered,24,4,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T024,8,clustered,24,5,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T024,8,clustered,24,6,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N08_clustered_T024,8,clustered,24,7,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N08_clustered_T024,8,clustered,24,8,41,5,6,125.0,150.0,357.9084167480469,270.3205261230469
N08_clustered_T025,8,clustered,25,1,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N08_clustered_T025,8,clustered,25,2,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T025,8,clustered,25,3,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T025,8,clustered,25,4,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T025,8,clustered,25,5,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T025,8,clustered,25,6,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N08_clustered_T025,8,clustered,25,7,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T025,8,clustered,25,8,41,5,6,125.0,150.0,357.9084167480469,270.3205261230469
N08_clustered_T026,8,clustered,26,1,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T026,8,clustered,26,2,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T026,8,clustered,26,3,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T026,8,clustered,26,4,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T026,8,clustered,26,5,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T026,8,clustered,26,6,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T026,8,clustered,26,7,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N08_clustered_T026,8,clustered,26,8,45,3,7,75.0,175.0,341.5081787109375,294.6528625488281
N08_clustered_T027,8,clustered,27,1,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T027,8,clustered,27,2,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T027,8,clustered,27,3,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T027,8,clustered,27,4,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T027,8,clustered,27,5,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N08_clustered_T027,8,clustered,27,6,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N08_clustered_T027,8,clustered,27,7,42,0,7,0.0,175.0,293.22637939453125,318.2282409667969
N08_clustered_T027,8,clustered,27,8,43,1,7,25.0,175.0,310.14788818359375,310.045654296875
N08_clustered_T028,8,clustered,28,1,5,5,0,125.0,0.0,300.5533142089844,225.06234741210938
N08_clustered_T028,8,clustered,28,2,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T028,8,clustered,28,3,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T028,8,clustered,28,4,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N08_clustered_T028,8,clustered,28,5,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T028,8,clustered,28,6,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N08_clustered_T028,8,clustered,28,7,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T028,8,clustered,28,8,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T029,8,clustered,29,1,4,4,0,100.0,0.0,287.49256896972656,229.35186767578125
N08_clustered_T029,8,clustered,29,2,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N08_clustered_T029,8,clustered,29,3,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N08_clustered_T029,8,clustered,29,4,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T029,8,clustered,29,5,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N08_clustered_T029,8,clustered,29,6,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T029,8,clustered,29,7,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T029,8,clustered,29,8,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N08_clustered_T030,8,clustered,30,1,4,4,0,100.0,0.0,287.49256896972656,229.35186767578125
N08_clustered_T030,8,clustered,30,2,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T030,8,clustered,30,3,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T030,8,clustered,30,4,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T030,8,clustered,30,5,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T030,8,clustered,30,6,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N08_clustered_T030,8,clustered,30,7,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T030,8,clustered,30,8,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T031,8,clustered,31,1,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T031,8,clustered,31,2,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T031,8,clustered,31,3,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T031,8,clustered,31,4,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T031,8,clustered,31,5,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N08_clustered_T031,8,clustered,31,6,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T031,8,clustered,31,7,41,5,6,125.0,150.0,357.9084167480469,270.3205261230469
N08_clustered_T031,8,clustered,31,8,47,5,7,125.0,175.0,369.9309844970703,279.62353515625
N08_clustered_T032,8,clustered,32,1,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T032,8,clustered,32,2,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T032,8,clustered,32,3,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T032,8,clustered,32,4,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T032,8,clustered,32,5,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T032,8,clustered,32,6,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N08_clustered_T032,8,clustered,32,7,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N08_clustered_T032,8,clustered,32,8,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T033,8,clustered,33,1,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N08_clustered_T033,8,clustered,33,2,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
N08_clustered_T033,8,clustered,33,3,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T033,8,clustered,33,4,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T033,8,clustered,33,5,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T033,8,clustered,33,6,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N08_clustered_T033,8,clustered,33,7,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T033,8,clustered,33,8,45,3,7,75.0,175.0,341.5081787109375,294.6528625488281
N08_clustered_T034,8,clustered,34,1,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T034,8,clustered,34,2,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T034,8,clustered,34,3,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N08_clustered_T034,8,clustered,34,4,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T034,8,clustered,34,5,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T034,8,clustered,34,6,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T034,8,clustered,34,7,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T034,8,clustered,34,8,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T035,8,clustered,35,1,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T035,8,clustered,35,2,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N08_clustered_T035,8,clustered,35,3,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T035,8,clustered,35,4,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T035,8,clustered,35,5,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T035,8,clustered,35,6,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T035,8,clustered,35,7,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N08_clustered_T035,8,clustered,35,8,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T036,8,clustered,36,1,6,0,1,0.0,25.0,239.16091918945312,257.6477966308594
N08_clustered_T036,8,clustered,36,2,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T036,8,clustered,36,3,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T036,8,clustered,36,4,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T036,8,clustered,36,5,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T036,8,clustered,36,6,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N08_clustered_T036,8,clustered,36,7,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T036,8,clustered,36,8,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T037,8,clustered,37,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T037,8,clustered,37,2,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N08_clustered_T037,8,clustered,37,3,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T037,8,clustered,37,4,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T037,8,clustered,37,5,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N08_clustered_T037,8,clustered,37,6,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T037,8,clustered,37,7,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T037,8,clustered,37,8,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T038,8,clustered,38,1,4,4,0,100.0,0.0,287.49256896972656,229.35186767578125
N08_clustered_T038,8,clustered,38,2,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T038,8,clustered,38,3,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N08_clustered_T038,8,clustered,38,4,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N08_clustered_T038,8,clustered,38,5,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N08_clustered_T038,8,clustered,38,6,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T038,8,clustered,38,7,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T038,8,clustered,38,8,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T039,8,clustered,39,1,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T039,8,clustered,39,2,18,0,3,0.0,75.0,254.88031768798828,275.4424743652344
N08_clustered_T039,8,clustered,39,3,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T039,8,clustered,39,4,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T039,8,clustered,39,5,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T039,8,clustered,39,6,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T039,8,clustered,39,7,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T039,8,clustered,39,8,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T040,8,clustered,40,1,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T040,8,clustered,40,2,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T040,8,clustered,40,3,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T040,8,clustered,40,4,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N08_clustered_T040,8,clustered,40,5,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T040,8,clustered,40,6,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T040,8,clustered,40,7,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N08_clustered_T040,8,clustered,40,8,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T041,8,clustered,41,1,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N08_clustered_T041,8,clustered,41,2,18,0,3,0.0,75.0,254.88031768798828,275.4424743652344
N08_clustered_T041,8,clustered,41,3,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N08_clustered_T041,8,clustered,41,4,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T041,8,clustered,41,5,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T041,8,clustered,41,6,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T041,8,clustered,41,7,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T041,8,clustered,41,8,41,5,6,125.0,150.0,357.9084167480469,270.3205261230469
N08_clustered_T042,8,clustered,42,1,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N08_clustered_T042,8,clustered,42,2,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T042,8,clustered,42,3,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T042,8,clustered,42,4,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T042,8,clustered,42,5,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T042,8,clustered,42,6,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T042,8,clustered,42,7,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N08_clustered_T042,8,clustered,42,8,43,1,7,25.0,175.0,310.14788818359375,310.045654296875
N08_clustered_T043,8,clustered,43,1,18,0,3,0.0,75.0,254.88031768798828,275.4424743652344
N08_clustered_T043,8,clustered,43,2,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N08_clustered_T043,8,clustered,43,3,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T043,8,clustered,43,4,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T043,8,clustered,43,5,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T043,8,clustered,43,6,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N08_clustered_T043,8,clustered,43,7,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N08_clustered_T043,8,clustered,43,8,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N08_clustered_T044,8,clustered,44,1,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N08_clustered_T044,8,clustered,44,2,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T044,8,clustered,44,3,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N08_clustered_T044,8,clustered,44,4,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T044,8,clustered,44,5,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T044,8,clustered,44,6,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T044,8,clustered,44,7,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N08_clustered_T044,8,clustered,44,8,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T045,8,clustered,45,1,6,0,1,0.0,25.0,239.16091918945312,257.6477966308594
N08_clustered_T045,8,clustered,45,2,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T045,8,clustered,45,3,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T045,8,clustered,45,4,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T045,8,clustered,45,5,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T045,8,clustered,45,6,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T045,8,clustered,45,7,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T045,8,clustered,45,8,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N08_clustered_T046,8,clustered,46,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T046,8,clustered,46,2,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N08_clustered_T046,8,clustered,46,3,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T046,8,clustered,46,4,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T046,8,clustered,46,5,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T046,8,clustered,46,6,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N08_clustered_T046,8,clustered,46,7,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N08_clustered_T046,8,clustered,46,8,45,3,7,75.0,175.0,341.5081787109375,294.6528625488281
N08_clustered_T047,8,clustered,47,1,0,0,0,0.0,0.0,231.80699157714844,249.42506408691406
N08_clustered_T047,8,clustered,47,2,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T047,8,clustered,47,3,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N08_clustered_T047,8,clustered,47,4,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N08_clustered_T047,8,clustered,47,5,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T047,8,clustered,47,6,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T047,8,clustered,47,7,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T047,8,clustered,47,8,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T048,8,clustered,48,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T048,8,clustered,48,2,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N08_clustered_T048,8,clustered,48,3,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T048,8,clustered,48,4,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N08_clustered_T048,8,clustered,48,5,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T048,8,clustered,48,6,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T048,8,clustered,48,7,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T048,8,clustered,48,8,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T049,8,clustered,49,1,0,0,0,0.0,0.0,231.80699157714844,249.42506408691406
N08_clustered_T049,8,clustered,49,2,2,2,0,50.0,0.0,260.8468322753906,238.825927734375
N08_clustered_T049,8,clustered,49,3,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T049,8,clustered,49,4,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N08_clustered_T049,8,clustered,49,5,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T049,8,clustered,49,6,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N08_clustered_T049,8,clustered,49,7,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N08_clustered_T049,8,clustered,49,8,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T050,8,clustered,50,1,6,0,1,0.0,25.0,239.16091918945312,257.6477966308594
N08_clustered_T050,8,clustered,50,2,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N08_clustered_T050,8,clustered,50,3,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T050,8,clustered,50,4,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T050,8,clustered,50,5,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T050,8,clustered,50,6,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N08_clustered_T050,8,clustered,50,7,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N08_clustered_T050,8,clustered,50,8,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T051,8,clustered,51,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N08_clustered_T051,8,clustered,51,2,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N08_clustered_T051,8,clustered,51,3,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T051,8,clustered,51,4,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T051,8,clustered,51,5,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T051,8,clustered,51,6,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N08_clustered_T051,8,clustered,51,7,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N08_clustered_T051,8,clustered,51,8,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N08_clustered_T052,8,clustered,52,1,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N08_clustered_T052,8,clustered,52,2,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N08_clustered_T052,8,clustered,52,3,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N08_clustered_T052,8,clustered,52,4,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N08_clustered_T052,8,clustered,52,5,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N08_clustered_T052,8,clustered,52,6,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N08_clustered_T052,8,clustered,52,7,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
