dataset,camera,pose_key,height_mm,run_id,n,covariance_rank,mean_t_x_mm,mean_t_y_mm,mean_t_z_mm,mean_rotvec_x_rad,mean_rotvec_y_rad,mean_rotvec_z_rad,sigma_rho_x_mm,sigma_rho_y_mm,sigma_rho_z_mm,sigma_omega_x_rad,sigma_omega_y_rad,sigma_omega_z_rad,cov_rho_x_mm_rho_x_mm,cov_rho_x_mm_rho_y_mm,cov_rho_x_mm_rho_z_mm,cov_rho_x_mm_omega_x_rad,cov_rho_x_mm_omega_y_rad,cov_rho_x_mm_omega_z_rad,cov_rho_y_mm_rho_x_mm,cov_rho_y_mm_rho_y_mm,cov_rho_y_mm_rho_z_mm,cov_rho_y_mm_omega_x_rad,cov_rho_y_mm_omega_y_rad,cov_rho_y_mm_omega_z_rad,cov_rho_z_mm_rho_x_mm,cov_rho_z_mm_rho_y_mm,cov_rho_z_mm_rho_z_mm,cov_rho_z_mm_omega_x_rad,cov_rho_z_mm_omega_y_rad,cov_rho_z_mm_omega_z_rad,cov_omega_x_rad_rho_x_mm,cov_omega_x_rad_rho_y_mm,cov_omega_x_rad_rho_z_mm,cov_omega_x_rad_omega_x_rad,cov_omega_x_rad_omega_y_rad,cov_omega_x_rad_omega_z_rad,cov_omega_y_rad_rho_x_mm,cov_omega_y_rad_rho_y_mm,cov_omega_y_rad_rho_z_mm,cov_omega_y_rad_omega_x_rad,cov_omega_y_rad_omega_y_rad,cov_omega_y_rad_omega_z_rad,cov_omega_z_rad_rho_x_mm,cov_omega_z_rad_rho_y_mm,cov_omega_z_rad_rho_z_mm,cov_omega_z_rad_omega_x_rad,cov_omega_z_rad_omega_y_rad,cov_omega_z_rad_omega_z_rad,source_file,note
E2,ihawk1,marker_3_BR,20.0,20260808_131913,3,2,87.06537983754643,74.8100049324612,573.9758337754363,2.5291503879467734,-0.8983007147221348,0.05839473784406501,0.767891331325621,0.7340181741332545,1.8207388646881808,0.715525628093345,0.838420078214294,0.021420786655933235,0.5896570967250346,0.5634841888908086,-1.397310648668463,-0.5451535105524292,0.6386839398036206,0.01636660965994121,0.5634841888908086,0.5387826799579168,-1.3363851827026985,-0.5225267976531108,0.6121940006045373,0.015677794589087867,-1.397310648668463,-1.3363851827026985,3.3150900133860057,1.297412480123546,-1.5200723056642798,-0.038917251280657976,-0.5451535105524292,-0.5225267976531108,1.297412480123546,0.5119769244583758,-0.5999105749456528,-0.015322313732445664,0.6386839398036206,0.6121940006045373,-1.5200723056642798,-0.5999105749456528,0.7029482275528629,0.017953401505004827,0.01636660965994121,0.015677794589087867,-0.038917251280657976,-0.015322313732445664,0.017953401505004827,0.0004588501009590074,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_3_BR,20.0,20260808_141232,3,2,87.55932320420823,73.17846781083722,582.2987917921903,2.0051632931358037,-0.6692111447586152,0.4214352538608861,0.3138571506128216,0.29365948334549263,0.286907707495132,0.0005717609735426802,0.0013540437987624725,0.0012242316304212125,0.09850631099079939,0.09186132186798636,-0.090042873888877,-3.0233737573200178e-05,-0.000312473078618129,0.000211244778221295,0.09186132186798636,0.08623589215874165,-0.0840422319190992,-4.166511496540123e-05,-0.0003133300850102398,0.00017255230084355205,-0.090042873888877,-0.0840422319190992,0.08231603262011222,2.93674176858763e-05,0.00028844530525696545,-0.00018995373623029242,-3.0233737573200178e-05,-4.166511496540123e-05,2.93674176858763e-05,3.2691061086647346e-07,6.131282650274123e-07,5.114953745757308e-07,-0.000312473078618129,-0.0003133300850102398,0.00028844530525696545,6.131282650274123e-07,1.8334346089671073e-06,2.683921630030504e-07,0.000211244778221295,0.00017255230084355205,-0.00018995373623029242,5.114953745757308e-07,2.683921630030504e-07,1.4987430849237804e-06,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_3_BR,20.0,20260808_145501,3,2,87.57441029902677,74.971741338925,582.0135159252007,1.9998791235658546,-0.6737492365752582,0.40285437574729555,0.14083615454260134,0.14246724819503628,0.13181364527870568,0.0003855277102884294,0.0008138532948318933,0.0012279921369378265,0.019834822426347487,0.01977185529089332,-0.018539044745120494,2.5449732194349713e-05,-6.287842236134321e-05,0.00013697270867984795,0.01977185529089332,0.020296916808266067,-0.01864626427407273,1.7112130713124943e-05,-7.917669109794882e-05,0.00011836083885557215,-0.018539044745120494,-0.01864626427407273,0.01737483708166045,-2.145443117554057e-05,6.343164819141743e-05,-0.00012288912835067465,2.5449732194349713e-05,1.7112130713124943e-05,-2.145443117554057e-05,1.4863161540023917e-07,1.5105565130392125e-07,4.310672663669148e-07,-6.287842236134321e-05,-7.917669109794882e-05,6.343164819141743e-05,1.5105565130392125e-07,6.623571855087286e-07,7.593551421276452e-08,0.00013697270867984795,0.00011836083885557215,-0.00012288912835067465,4.310672663669148e-07,7.593551421276452e-08,1.5079646883811297e-06,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_3_BR,20.0,20260808_151001,3,2,86.77514521810261,76.13885661804837,579.5663217802961,1.9943259741384514,-0.6652210176185466,0.38777679387712166,0.27569839891864467,0.26958063333811233,0.2708505960043182,0.0010921288332218497,0.0005304793806769031,0.002189848660828286,0.07600960716630413,0.07427156054611356,-0.0746633941025452,0.00024118074325426883,-2.1369845178314303e-05,0.00038286356915634613,0.07427156054611356,0.07267371787097777,-0.07291241610977554,0.00024221907185824695,-1.562124348950698e-05,0.0003910800159302321,-0.0746633941025452,-0.07291241610977554,0.07336004535589438,-0.0002340576578202668,2.3280139678529557e-05,-0.00036869797752061623,0.00024118074325426883,0.00024221907185824695,-0.0002340576578202668,1.192745388354519e-06,2.7530484743769516e-07,2.3218761680235773e-06,-2.1369845178314303e-05,-1.562124348950698e-05,2.3280139678529557e-05,2.7530484743769516e-07,2.8140837332335065e-07,7.809285212377314e-07,0.00038286356915634613,0.0003910800159302321,-0.00036869797752061623,2.3218761680235773e-06,7.809285212377314e-07,4.795437157331437e-06,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_3_BR,20.0,20260808_162715,3,2,91.1506492303669,76.41048705206713,578.4837406970755,2.0133685445468763,-0.6681360679469549,0.40857730783449686,0.15890246237756753,0.1265609006358132,0.16634337015119044,0.0008987019533494256,0.000955907392720715,0.0008748802440283278,0.025249992549654265,0.019896440649233453,-0.026429331708127623,9.286988053345332e-05,-0.00014881365054009486,6.212440298387108e-05,0.019896440649233453,0.01601766156974818,-0.02077924145040635,6.0596452003707216e-05,-0.00011373058267112384,3.452733380926417e-05,-0.026429331708127623,-0.02077924145040635,0.027670116793255956,-9.892964965640228e-05,0.00015624752252538075,-6.700030782912172e-05,9.286988053345332e-05,6.0596452003707216e-05,-9.892964965640228e-05,8.076652009540731e-07,-6.781429507543056e-07,7.628258600870205e-07,-0.00014881365054009486,-0.00011373058267112384,0.00015624752252538075,-6.781429507543056e-07,9.137589434581153e-07,-5.160929029367575e-07,6.212440298387108e-05,3.452733380926417e-05,-6.700030782912172e-05,7.628258600870205e-07,-5.160929029367575e-07,7.654154413910664e-07,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_4_C,20.0,20260808_131913,3,2,-37.68821246027613,50.31296365274338,628.7151101668759,1.9950967788084022,-0.641353063312216,0.3977178764623001,0.21046656218844154,0.3433191909669238,0.2695493519921847,0.0007176030841965512,0.0005182870642391633,0.0009134392122823197,0.04429617379942113,0.07202823909232749,-0.0566281469850891,0.00014878761203771583,6.138593556478727e-05,0.00016427354628056285,0.07202823909232749,0.11786806688618309,-0.09252410805926281,0.00023857200643617429,0.00011151755207128414,0.00028007737575299376,-0.0566281469850891,-0.09252410805926281,0.07265685315940669,-0.00018820920438833094,-8.543069221117153e-05,-0.0002177100479794511,0.00014878761203771583,0.00023857200643617429,-0.00018820920438833094,5.149541864484026e-07,1.533922326225872e-07,4.933056254893637e-07,6.138593556478727e-05,0.00011151755207128414,-8.543069221117153e-05,1.533922326225872e-07,2.686214809576506e-07,4.309451735477689e-07,0.00016427354628056285,0.00028007737575299376,-0.0002177100479794511,4.933056254893637e-07,4.309451735477689e-07,8.343711945349447e-07,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_4_C,20.0,20260808_141232,3,2,-37.82414055816503,48.240186384392636,629.3705301960745,1.9894161877527914,-0.6421359354377806,0.38276762765579936,0.3802954432625556,0.72867034078744,0.4675399136449317,0.0035412170330094495,0.002518967695275773,0.0036737847512887506,0.14462462416626365,0.2769779050417548,-0.17710286189318644,0.001336506422921087,-0.00039686973859001895,0.0013742887955126937,0.2769779050417548,0.5309604655432839,-0.3382459010312035,0.002549823032400587,-0.000811642861703832,0.00261708789144289,-0.17710286189318644,-0.3382459010312035,0.21859357085111017,-0.0016546820738472295,0.00039094420049527875,-0.0017103368469488353,0.001336506422921087,0.002549823032400587,-0.0016546820738472295,1.2540218074876247e-05,-2.6701126033564418e-06,1.2987885456589211e-05,-0.00039686973859001895,-0.000811642861703832,0.00039094420049527875,-2.6701126033564418e-06,6.34519824984294e-06,-2.254670371120585e-06,0.0013742887955126937,0.00261708789144289,-0.0017103368469488353,1.2987885456589211e-05,-2.254670371120585e-06,1.3496694398801749e-05,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_4_C,20.0,20260808_145501,3,2,-38.00047815043759,50.10460606904821,626.7597304652091,1.987080286695556,-0.6362170938436356,0.4002624841844648,0.06409574973596584,0.10949825323208265,0.08952637111569471,0.0007541428365472709,0.0005904332948853759,0.0003866351904955564,0.004108265134215564,0.006736516726008142,-0.005685492743547755,4.377816004053855e-06,-3.784274489128749e-05,-1.816183963223386e-05,0.006736516726008142,0.0119898674608773,-0.008950662777750423,3.025012690439653e-05,-6.221509029106881e-05,-2.169999819048033e-05,-0.005685492743547755,-0.008950662777750423,0.008014971125145097,3.0389706272862403e-06,5.2307073553273145e-05,2.832085321966875e-05,4.377816004053855e-06,3.025012690439653e-05,3.0389706272862403e-06,5.687314179155637e-07,-4.429980384420182e-08,1.782106871030842e-07,-3.784274489128749e-05,-6.221509029106881e-05,5.2307073553273145e-05,-4.429980384420182e-08,3.4861147570920126e-07,1.6590346401911358e-07,-1.816183963223386e-05,-2.169999819048033e-05,2.832085321966875e-05,1.782106871030842e-07,1.6590346401911358e-07,1.494867705295352e-07,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_4_C,20.0,20260808_151001,3,2,-38.30231813469795,51.330557581891235,627.4059654149792,1.994393539382233,-0.6359652833606174,0.3874475602284821,0.13017968358470172,0.21925529404267347,0.17140050673792231,0.0008546338881069095,0.000385059394053435,0.0005717649669402429,0.01694675001821306,0.0284996679196272,-0.022312562327644527,0.00010800687471245199,-3.666611324296976e-05,7.362170324767042e-05,0.0284996679196272,0.0480728839657392,-0.03751274767897711,0.00018410146847197068,-5.85063328446782e-05,0.0001248223641409896,-0.022312562327644527,-0.03751274767897711,0.029378133710016557,-0.00014202219436796522,4.8509539441589216e-05,-9.685741627106945e-05,0.00010800687471245199,0.00018410146847197068,-0.00014202219436796522,7.303990827007334e-07,-1.798506676015674e-07,4.864666067074373e-07,-3.666611324296976e-05,-5.85063328446782e-05,4.8509539441589216e-05,-1.798506676015674e-07,1.4827073694879852e-07,-1.371945680711268e-07,7.362170324767042e-05,0.0001248223641409896,-9.685741627106945e-05,4.864666067074373e-07,-1.371945680711268e-07,3.269151774201771e-07,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_4_C,20.0,20260808_162715,3,2,-33.893016019661076,50.16242687478743,624.8880692516128,1.9955746301280373,-0.6242859788313833,0.397169182695256,0.10300034209548528,0.16482986761594032,0.16614082439208305,0.0008757864075266653,0.0003180218166698337,0.0015924921361323804,0.010609070471786997,0.016353841236420575,-0.01691497061585707,8.724326221781566e-05,2.4983559854189387e-05,-0.00014991136529799714,0.016353841236420575,0.02716888525828841,-0.027188741579940688,0.0001246305247089027,4.761666186132012e-05,-0.00025969729834248465,-0.01691497061585707,-0.027188741579940688,0.027602773529680977,-0.00013349519622521988,-4.5011314972994836e-05,0.00025528720857493514,8.724326221781566e-05,0.0001246305247089027,-0.00013349519622521988,7.670018316084623e-07,1.596629013655812e-07,-1.0889085816371813e-06,2.4983559854189387e-05,4.761666186132012e-05,-4.5011314972994836e-05,1.596629013655812e-07,1.0113787587798132e-07,-4.85960724690526e-07,-0.00014991136529799714,-0.00025969729834248465,0.00025528720857493514,-1.0889085816371813e-06,-4.85960724690526e-07,2.5360312036434716e-06,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_0_TL,25.0,20260808_131913,3,2,-161.05328695832927,19.08268614679912,655.4803872206726,1.9884226051609233,-0.6513949948521147,0.4168809646456671,0.17719309374984374,0.4547266504240438,0.26254864579068066,0.0015348707486212089,0.000857237130970846,0.0015520870968961428,0.03139739247264091,0.0796389405684293,-0.045880576632223856,0.00027100844441155946,0.0001432753809134558,0.00013300256057602534,0.0796389405684293,0.20677632660587056,-0.11937667215010903,0.0006963107004104974,0.0003830849851185797,0.00043121953241500184,-0.045880576632223856,-0.11937667215010903,0.06893179140652028,-0.0004016183890481978,-0.00022173362063995384,-0.00025337030649810575,0.00027100844441155946,0.0006963107004104974,-0.0004016183890481978,2.3558282149730304e-06,1.2733728095502636e-06,1.3230668185044058e-06,0.0001432753809134558,0.0003830849851185797,-0.00022173362063995384,1.2733728095502636e-06,7.348554987151274e-07,9.93684926645277e-07,0.00013300256057602534,0.00043121953241500184,-0.00025337030649810575,1.3230668185044058e-06,9.93684926645277e-07,2.4089743563514965e-06,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_0_TL,25.0,20260808_141232,3,2,-164.64877157750033,17.5248601554126,670.5717359117546,1.9993537383581315,-0.6332799195665331,0.41505662187221626,3.076466169925409,7.575133492108944,4.782782498509314,0.007247045018300952,0.008482812605068208,0.0011842902841865286,9.464644094695517,23.30463576165965,-14.709178983059983,0.012456207839415383,-0.01983065592134416,-0.0033016187722023456,23.30463576165965,57.38264742327065,-36.21748777968812,0.030703816473773873,-0.048798323820400294,-0.008132279251713831,-14.709178983059983,-36.21748777968812,22.875008428046993,-0.018617385750189338,0.03149905745321546,0.005069361309584407,0.012456207839415383,0.030703816473773873,-0.018617385750189338,5.251966149728064e-05,7.045502215329346e-06,-7.355349191186156e-06,-0.01983065592134416,-0.048798323820400294,0.03149905745321546,7.045502215329346e-06,7.195810969270409e-05,4.155987102071662e-06,-0.0033016187722023456,-0.008132279251713831,0.005069361309584407,-7.355349191186156e-06,4.155987102071662e-06,1.4025434772186086e-06,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_0_TL,25.0,20260808_145501,3,2,-160.42492424778266,18.410401804617468,661.8197782246032,1.9987848051112234,-0.6323320619838481,0.436937945802318,0.16143476018241687,0.44364889278353115,0.24946205378233366,0.0021397136345677648,0.0018983126713817574,0.0007094857553597025,0.02606118179515445,0.0715576827598797,-0.04023819200748823,0.00033201498539432,-0.0002720275306410152,9.661333042166207e-05,0.0715576827598797,0.1968243400680531,-0.11067351386876999,0.0009225875316062602,-0.0007631420248362375,0.00027234751229731144,-0.04023819200748823,-0.11067351386876999,0.062231316277299935,-0.0005186475828094761,0.00042892105705615236,-0.00015305546593685806,0.00033201498539432,0.0009225875316062602,-0.0005186475828094761,4.578374437955194e-06,-3.981680294639673e-06,1.4558120123532357e-06,-0.0002720275306410152,-0.0007631420248362375,0.00042892105705615236,-3.981680294639673e-06,3.6035909983285436e-06,-1.3415623018969153e-06,9.661333042166207e-05,0.00027234751229731144,-0.00015305546593685806,1.4558120123532357e-06,-1.3415623018969153e-06,5.033700370583276e-07,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_0_TL,25.0,20260808_151001,3,2,-163.11197691562217,20.414281803462863,660.755463971374,1.9987669662113126,-0.6331360157868188,0.4118104833023479,0.17174420914530775,0.3709369607746855,0.2244762511130219,0.0017532791611946461,0.0008019276972963283,0.000438834074777813,0.029496073374947206,0.0636732071837702,-0.03768011436700367,0.00024690324671911636,0.00012172979389994085,-1.910722546596624e-05,0.0636732071837702,0.1375942288687606,-0.08190753516098409,0.000544983510242838,0.0002672608923174004,-3.617402061104237e-05,-0.03768011436700367,-0.08190753516098409,0.05038958731375647,-0.00036306427040760876,-0.00017331691783207333,4.252193061900061e-06,0.00024690324671911636,0.000544983510242838,-0.00036306427040760876,3.0739878170794016e-06,1.395434243936121e-06,2.6608806425627007e-07,0.00012172979389994085,0.0002672608923174004,-0.00017331691783207333,1.395434243936121e-06,6.430880316909916e-07,8.038007028336872e-08,-1.910722546596624e-05,-3.617402061104237e-05,4.252193061900061e-06,2.6608806425627007e-07,8.038007028336872e-08,1.9257534518609917e-07,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_0_TL,25.0,20260808_162715,3,2,-157.7564552551822,17.92737055001076,659.351806220703,1.9998641305794176,-0.6328135465773083,0.4122403630381371,0.19386409288827564,0.5802572645447671,0.3257182711571524,0.0016032440583491699,0.00021574386010217921,0.002446498248271381,0.03758328651139396,0.11247365120918376,-0.06313465980451238,0.00031060943204816254,3.478467223184053e-05,0.0004725678283162837,0.11247365120918376,0.3366984930569758,-0.1890003615187105,0.000930135339442036,0.00010287590736768288,0.0014121060145515093,-0.06313465980451238,-0.1890003615187105,0.10609239216560426,-0.0005221222972752893,-5.77246363166987e-05,-0.0007926161086431697,0.00031060943204816254,0.000930135339442036,-0.0005221222972752893,2.570391510631916e-06,2.8055643779716643e-07,3.8935342429544964e-06,3.478467223184053e-05,0.00010287590736768288,-5.77246363166987e-05,2.8055643779716643e-07,4.654541317178867e-08,4.623181024453786e-07,0.0004725678283162837,0.0014121060145515093,-0.0007926161086431697,3.8935342429544964e-06,4.623181024453786e-07,5.9853536787949356e-06,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_1_TR,25.0,20260808_131913,3,2,-46.58120989023112,-18.96433735093775,715.4740090522469,1.9733555964397569,-0.6615733323190809,0.4147947660365618,13.493025959150927,21.813212815832955,12.902128718680967,0.015019583898507714,0.011492207385253578,0.010860980982211233,182.0617495343208,294.32624539900036,-174.08875674180084,0.20259944101320673,-0.15412287043179732,-0.1443439121766162,294.32624539900036,475.81625334881903,-281.4368795044222,0.32752729390684227,-0.2491621212019464,-0.23335446781864927,-174.08875674180084,-281.4368795044222,166.46492547341217,-0.19372654224347619,0.1473751373261814,0.13802526768614906,0.20259944101320673,0.32752729390684227,-0.19372654224347619,0.0002255879004843122,-0.00017104595707380824,-0.00015993995721598817,-0.15412287043179732,-0.2491621212019464,0.1473751373261814,-0.00017104595707380824,0.00013207083058567687,0.00012456614794406442,-0.1443439121766162,-0.23335446781864927,0.13802526768614906,-0.00015993995721598817,0.00012456614794406442,0.0001179609078959541,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_1_TR,25.0,20260808_141232,3,2,-47.07613868459282,-28.171357714687563,728.6929866878525,-2.572253027380536,0.6803281477731048,0.034407062883373966,0.34977959702048206,0.5899699773745343,22.487812022295202,1.185594359736232,0.6799890828109096,0.015207019635009797,0.12234576649181084,-0.09576031565228735,7.000444477412983,0.3662577207623299,-0.2100501384847204,-0.004727130908045102,-0.09576031565228735,0.34806457420330844,-10.838076496313231,-0.5772649639589603,0.3311152512237292,0.007343527424780061,7.000444477412983,-10.838076496313231,505.7016895500846,26.658547099242895,-15.289788185020116,-0.34197125968150976,0.3662577207623299,-0.5772649639589603,26.658547099242895,1.405633985838366,-0.8061912146104688,-0.018028082385504286,-0.2100501384847204,0.3311152512237292,-15.289788185020116,-0.8061912146104688,0.4623851527420221,0.010339860576502803,-0.004727130908045102,0.007343527424780061,-0.34197125968150976,-0.018028082385504286,0.010339860576502803,0.0002312534461795735,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_1_TR,25.0,20260808_145501,3,2,-47.31465060210229,-20.226628853964154,752.2849062180434,-2.6218045256015574,0.8177006341398491,0.08624974478388608,0.24991812751385628,0.46123869343293955,0.2622442568198426,1.0400364731337326,0.7257219317353498,0.0010487632177814312,0.06245907046003212,0.11501134273874779,0.013045397891271028,-0.2356199098886651,0.16471904607005436,0.00015773101987103894,0.11501134273874779,0.21274113231972522,0.03198728651033242,-0.4202569462795051,0.29389648620979386,0.0002644822793698899,0.013045397891271028,0.03198728651033242,0.06877205023499156,0.06363997712196506,-0.0436615546716687,-0.0001823169973785062,-0.2356199098886651,-0.4202569462795051,0.06363997712196506,1.0816758654484533,-0.7547711605786399,-0.0009628304075054756,0.16471904607005436,0.29389648620979386,-0.0436615546716687,-0.7547711605786399,0.5266723222016878,0.0006704032827637974,0.00015773101987103894,0.0002644822793698899,-0.0001823169973785062,-0.0009628304075054756,0.0006704032827637974,1.0999042869712617e-06,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_1_TR,25.0,20260808_151001,3,2,-49.73146271873613,-18.57249666804994,745.7508165231258,1.989719690073815,-0.6504133056876781,0.40313889906803996,0.12097873890866666,0.1800236015326648,0.10993194643961718,0.0003597644640411233,0.0008103011919271627,0.0004665728032331025,0.014635855267931337,0.021716697104466037,-0.013253943059650457,-3.4879628497480096e-05,-9.801436879654338e-05,-5.556279572896593e-05,0.021716697104466037,0.03240849710879168,-0.019789852552798814,-4.8825636793299055e-05,-0.00014524188305915865,-8.132556354439359e-05,-0.013253943059650457,-0.019789852552798814,0.01208503284800286,2.963148384283147e-05,8.863177804103023e-05,4.956998678242003e-05,-3.4879628497480096e-05,-4.8825636793299055e-05,2.963148384283147e-05,1.2943046958679668e-07,2.366189177852979e-07,1.5010071688582748e-07,-9.801436879654338e-05,-0.00014524188305915865,8.863177804103023e-05,2.366189177852979e-07,6.565880216385805e-07,3.732556446274576e-07,-5.556279572896593e-05,-8.132556354439359e-05,4.956998678242003e-05,1.5010071688582748e-07,3.732556446274576e-07,2.176901807167954e-07,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_1_TR,25.0,20260808_162715,3,2,-44.55241367179914,-20.928303510628588,745.1643537455703,1.9964635026627675,-0.6438315954073448,0.40485729184582125,0.07909850809626198,0.09512011944674963,0.06360254691787222,0.000244188596938036,0.0015011928167452332,0.0010490101294331842,0.006256573983054422,0.007518943977676195,-0.004649805928814491,7.900167270301372e-06,-7.418660036823302e-05,-7.94002235199328e-05,0.007518943977676195,0.009047837123563917,-0.005504506713830412,8.728116734447014e-06,-8.51253918488175e-05,-9.646771198283644e-05,-0.004649805928814491,-0.005504506713830412,0.004045283974440136,-1.128198857003408e-05,8.3596335618138e-05,5.161307757849035e-05,7.900167270301372e-06,8.728116734447014e-06,-1.128198857003408e-05,5.96280708745666e-08,-3.548623411555687e-07,-3.238583576952384e-08,-7.418660036823302e-05,-8.51253918488175e-05,8.3596335618138e-05,-3.548623411555687e-07,2.2535798730474877e-06,5.844484151381349e-07,-7.94002235199328e-05,-9.646771198283644e-05,5.161307757849035e-05,-3.238583576952384e-08,5.844484151381349e-07,1.1004222516534258e-06,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_2_BL,25.0,20260808_131913,3,2,-25.726287783951566,109.32673729778851,500.58082300151193,1.9743601871245757,-0.6482566836515378,0.4105655360657147,0.06570505533337943,0.07362033227787586,0.10461029678669559,0.001199369555406174,0.0008110436958236327,0.0006792637684906582,0.004317154296362453,0.0046265458972804645,-0.006667614858918734,3.835886084024088e-05,-3.475031268109387e-05,3.846943298592946e-05,0.0046265458972804645,0.00541995332470485,-0.007691473255867053,1.859239187764668e-05,-2.40266715276414e-05,3.382523865311367e-05,-0.006667614858918734,-0.007691473255867053,0.010943314193800532,-3.262401855668932e-05,3.8047543776781616e-05,-5.066391427624007e-05,3.835886084024088e-05,1.859239187764668e-05,-3.262401855668932e-05,1.4384873304352033e-06,-9.529668458635307e-07,7.026245606196098e-07,-3.475031268109387e-05,-2.40266715276414e-05,3.8047543776781616e-05,-9.529668458635307e-07,6.577918765352572e-07,-5.214119553678518e-07,3.846943298592946e-05,3.382523865311367e-05,-5.066391427624007e-05,7.026245606196098e-07,-5.214119553678518e-07,4.6139926718413054e-07,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv,PnP recomputed from raw four corners
E2,ihawk1,marker_2_BL,25.0,20260808_141232,3,2,-28.644927224990656,107.55532541779952,506.2066590575713,1.9769682617692548,-0.6300209002582482,0.41953109363296814,0.023867818283480818,0.03420343975857015,0.03533241368004944,0.000328377647809766,0.0003517878231973852,0.00027023649405313876,0.0005696727496132611,0.000802886549231932,-0.0008428690126853032,7.124012548689949e-06,-7.3071190144738985e-06,1.6114268568928237e-06,0.000802886549231932,0.0011698752913181377,-0.0011949760749291247,9.193177495621557e-06,-1.1370941933898938e-05,6.517090857668614e-07,-0.0008428690126853032,-0.0011949760749291247,0.0012483794564581447,-1.038446289140606e-05,1.1008813933367163e-05,-2.0860673270014078e-06,7.124012548689949e-06,9.193177495621557e-06,-1.038446289140606e-05,1.0783187958107472e-07,-6.765544360142919e-08,5.597505291560818e-08,-7.3071190144738985e-06,-1.1370941933898938e-05,1.1008813933367163e-05,-6.765544360142919e-08,1.2375467254995476e-07,2.4673001830446694e-08,1.6114268568928237e-06,6.517090857668614e-07,-2.0860673270014078e-06,5.597505291560818e-08,2.4673001830446694e-08,7.302776271813209e-08,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv,PnP recomputed from raw four corners
