dataset,camera,pose_key,height_mm,run_id,n_runs_for_condition,b_rho_x_mm,b_rho_y_mm,b_rho_z_mm,b_omega_x_rad,b_omega_y_rad,b_omega_z_rad,definition
E2,ihawk1,marker_0,5.0,20260808_151001,5,-1.221342081514624,-2.177095520702301,1.5467925690099869,0.003122624304185591,0.00291417506593962,-0.003346004255478646,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_0,5.0,20260808_162715,5,5.015584285835968,0.013705503344955612,-0.8159714881531192,0.0021561974244361033,0.004794050643428986,-0.010490467815300553,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,5.0,20260808_131913,5,-5.227342148445235,0.07822646501576754,0.2688513867119229,0.004267118984949745,-0.01847488976686189,-0.0021051937935342557,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,5.0,20260808_141232,5,1.760710540538117,8.134478787642571,-1.7526003708058526,-0.006935745939315065,0.0041599668208205974,0.01968372425727371,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,5.0,20260808_145501,5,0.557154056887912,-1.3869070771737704,-0.165515536774215,-0.005321364570943689,0.003455782958679881,0.0006058598018322491,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,5.0,20260808_151001,5,0.3757106468565333,0.8328121015860376,-0.5192621948724132,0.009818155789863546,0.0033796634307938847,0.0034745180545361545,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,5.0,20260808_162715,5,2.5337669041627273,-7.658610277070468,2.1685267157407306,-0.0018281642645553786,0.007479476556588247,-0.021658908320112538,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_2,5.0,20260808_131913,5,-1.469534385277938,-0.42036245884528795,-0.7302734054869685,0.0003533958671076843,-0.005770710478287526,0.012755594669660123,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_2,5.0,20260808_141232,5,3.003227657598173,3.374584010136094,0.020678558891453636,0.007099829951240828,0.0015232429238402065,0.016524480529417213,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_2,5.0,20260808_145501,5,-0.4385903409143607,-0.08138429886885486,-0.14053712098405152,-0.0018271472073808843,0.0026970300164250467,-0.006360811815734091,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_2,5.0,20260808_151001,5,-1.4840093627921858,-0.40298310250486336,0.4939187995966084,-0.0015344415978247822,0.001423943047410832,-0.005000689652506595,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_2,5.0,20260808_162715,5,0.3889064313863738,-2.4698541499170017,0.35621316798311636,-0.004091637013142834,0.00012649449060378738,-0.01791857373082961,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_3,5.0,20260808_131913,5,2.3485970511479253,5.075585779717419,-4.767326200522085,0.013090036704829453,-0.007337698085085193,0.018786868948550816,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_3,5.0,20260808_141232,5,7.652094572001673,10.731644242205144,-4.586702915411534,-0.030941456706926468,-0.019364442943233775,-0.020453145371574596,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_3,5.0,20260808_145501,5,1.459097150191571,0.5237758659012277,-2.088548285516231,0.013662652766148429,-0.005100850451335974,-0.0036102977674580977,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_3,5.0,20260808_151001,5,-13.412149017330377,-12.43091403536682,12.468226437227475,0.0019385164625013664,0.02918293230685065,-0.00039124191016057117,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_3,5.0,20260808_162715,5,1.952360243989197,-3.900091852456934,-1.025649035777369,0.0022502507734379383,0.0026200591727959933,0.005667816100620768,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_4,5.0,20260808_131913,5,-3.641350862871799,-0.9283034701411368,0.21857284624870366,-0.001995333841951228,0.005822364178257412,0.01336766459593088,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_4,5.0,20260808_141232,5,2.226284758783738,5.5156419941126105,-0.7464046329163803,0.010795366075867023,0.00505574784447722,0.019703298050279934,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_4,5.0,20260808_145501,5,0.4353155393967317,-0.0002239385700101791,-0.5721141734318469,0.002338458045209975,-0.003870160396380056,-0.008505355994995344,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_4,5.0,20260808_151001,5,-0.5545304163113268,0.36332493609347233,-0.2935976885483578,0.00523099615396242,-0.002840379520061021,0.00031359732846543404,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_4,5.0,20260808_162715,5,1.5342809810026297,-4.950439521495327,1.3935436486479504,-0.016369486433057325,-0.004167572106308868,-0.02487920397967548,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_0,10.0,20260808_131913,5,-1.1766926523911914,-1.3750937694389893,0.5542441111337097,0.0030632723140499056,8.798287416936275e-05,0.01635215563632912,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_0,10.0,20260808_141232,5,-0.8537355243213371,5.79753574843209,-0.3307255753255975,-0.000849636980921392,0.001791863337812005,-0.0006390104420684246,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_0,10.0,20260808_145501,5,-2.315258289878311,-1.7186173305725922,0.012861526238735535,0.0025439136447214152,0.0005747623441159556,0.005310151657464213,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_0,10.0,20260808_151001,5,-0.8035715276929966,0.5790441237151941,-0.48823718650872155,0.0039188626468319694,0.0012957256129260773,0.004111843223285713,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_0,10.0,20260808_162715,5,5.149257994283656,-3.2828687721358594,0.251857124461731,-0.00867641162467144,-0.003750334169030802,-0.02513514007501382,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,10.0,20260808_131913,5,0.7985538402587463,3.137545926280139,-1.7168208952479573,0.006204190356883974,-0.0012647808866323746,0.008994535813409277,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,10.0,20260808_141232,5,-0.734054305093032,5.624618163118623,0.08981799534734054,0.01662801692963354,0.007406175273669112,0.014256274363596689,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,10.0,20260808_145501,5,-6.840762588029961,-8.539768049352638,4.3739998344032776,-0.03466725035284885,0.0057159807636723665,-0.018902176544769445,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
E2,ihawk1,marker_1,10.0,20260808_151001,5,0.8382446692164787,3.762675397338428,-1.9040710337014346,0.017442787743122197,-0.00864877895415589,0.014962056707223236,Log(inv(T_bar_pose_height) @ T_bar_pose_height_run)
