experiment,phase,position,camera_id,serial,sample_index,wall_time_iso,color_stamp_s,depth_stamp_s,color_depth_dt_ms,marker_id,u_px,v_px,marker_area_px2,depth_patch_size,depth_valid_count,depth_valid_ratio,depth_median_raw,depth_mean_raw,depth_std_raw,x_cam_raw,y_cam_raw,z_cam_raw,fx,fy,cx,cy,color_frame_id,depth_frame_id
E0-A,formal,right,ihawk1,HK100QB6513M2B479,1,2026-08-07T18:49:19.698,1786099759.603286,1786099759.603286,0.0,4,270.83038330078125,277.6862487792969,999.9917974956334,9,81,1.0,490.0,490.61728395061726,5.457948106281719,-62.56682880617288,91.61179649003078,490.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk2,HK100QB5311M2B242,1,2026-08-07T18:49:19.764,1786099759.603724,1786099759.603724,0.0,4,373.19573974609375,341.04510498046875,1702.419999500271,9,81,1.0,413.0,413.51851851851853,3.2753286518726297,55.24180537502982,145.7229538480687,413.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk1,HK100QB6513M2B479,2,2026-08-07T18:49:19.907,1786099759.797907,1786099759.773331,24.576187133789062,4,270.8368225097656,277.62652587890625,999.8275822082069,9,81,1.0,490.0,490.58024691358025,5.449459141811379,-62.55897552989296,91.53898527777379,490.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk2,HK100QB5311M2B242,2,2026-08-07T18:49:19.979,1786099759.858166,1786099759.858166,0.0,4,373.1398620605469,341.01947021484375,1705.5249527972192,9,81,1.0,413.0,413.4567901234568,3.1146804921052875,55.182832461987694,145.6958990982296,413.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk1,HK100QB6513M2B479,3,2026-08-07T18:49:20.120,1786099760.028918,1786099760.003279,25.639057159423828,4,270.7960205078125,277.6410217285156,999.6429656138644,9,81,1.0,490.0,490.4567901234568,5.422290527802916,-62.60873775921167,91.55665790210801,490.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk2,HK100QB5311M2B242,3,2026-08-07T18:49:20.188,1786099760.065355,1786099760.065355,0.0,4,373.1434631347656,341.02099609375,1707.6721762325615,9,81,1.0,414.0,413.61728395061726,3.160569178307002,55.32025681892073,146.05028797337135,414.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk1,HK100QB6513M2B479,4,2026-08-07T18:49:20.361,1786099760.263219,1786099760.226912,36.30709648132324,4,270.8121032714844,277.6348876953125,1000.5526201240718,9,81,1.0,490.0,490.5308641975309,5.525138956969966,-62.58912317817131,91.54917959160026,490.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk2,HK100QB5311M2B242,4,2026-08-07T18:49:20.391,1786099760.287172,1786099760.265361,21.81100845336914,4,373.1510925292969,341.035888671875,1707.4296876844019,9,81,1.0,414.0,413.5432098765432,3.082407268337725,55.328328324190956,146.06604355165885,414.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk1,HK100QB6513M2B479,5,2026-08-07T18:49:20.576,1786099760.491704,1786099760.463248,28.45597267150879,4,270.80523681640625,277.6146240234375,1002.120718406979,9,81,1.0,490.0,490.61728395061726,5.384161729634818,-62.5974975249153,91.52447512305727,490.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,right,ihawk2,HK100QB5311M2B242,5,2026-08-07T18:49:20.596,1786099760.518169,1786099760.493678,24.490833282470703,4,373.1337890625,341.08465576171875,1707.3373813237995,9,81,1.0,413.0,413.44444444444446,3.138470965295043,55.17642306291867,145.76469546210615,413.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
