experiment,phase,position,camera_id,serial,sample_index,wall_time_iso,color_stamp_s,depth_stamp_s,color_depth_dt_ms,marker_id,u_px,v_px,marker_area_px2,depth_patch_size,depth_valid_count,depth_valid_ratio,depth_median_raw,depth_mean_raw,depth_std_raw,x_cam_raw,y_cam_raw,z_cam_raw,fx,fy,cx,cy,color_frame_id,depth_frame_id
E0-A,formal,left,ihawk1,HK100QB6513M2B479,1,2026-08-07T18:57:47.262,1786100267.149991,1786100267.149991,0.0,4,236.6390838623047,189.18804931640625,271.52130941697396,9,81,1.0,706.0,705.2716049382716,9.464423312699793,-150.22905976556692,-23.457700165534213,706.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk2,HK100QB5311M2B242,1,2026-08-07T18:57:47.334,1786100267.138169,1786100267.138169,0.0,4,156.080810546875,294.769287109375,1133.8521347045898,9,81,1.0,471.0,470.25925925925924,4.852261786470764,-198.3215079412304,110.4897389721987,471.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk1,HK100QB6513M2B479,2,2026-08-07T18:57:47.469,1786100267.33974,1786100267.33974,0.0,4,236.5858612060547,189.11386108398438,272.99450122821145,9,81,1.0,706.0,705.7777777777778,9.511834733635778,-150.3225838623414,-23.58801714825422,706.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk2,HK100QB5311M2B242,2,2026-08-07T18:57:47.548,1786100267.402104,1786100267.402104,0.0,4,157.54107666015625,295.4911193847656,973.7291323491372,9,81,1.0,472.0,470.641975308642,5.104675900523236,-196.98125328562904,111.59497202151123,472.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk1,HK100QB6513M2B479,3,2026-08-07T18:57:47.677,1786100267.504896,1786100267.579987,75.09112358093262,4,236.55593872070312,189.1012725830078,273.31875277718063,9,81,1.0,705.0,704.5802469135803,9.197641270362288,-150.1621683701721,-23.57668764830483,705.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk2,HK100QB5311M2B242,3,2026-08-07T18:57:47.757,1786100267.633084,1786100267.633084,0.0,4,156.0958251953125,294.75457763671875,1135.106674194336,9,81,1.0,471.0,470.5308641975309,4.8864261473828865,-198.3034361918654,110.47203453481264,471.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk1,HK100QB6513M2B479,4,2026-08-07T18:57:47.890,1786100267.77014,1786100267.77014,0.0,4,236.57936096191406,189.1733856201172,271.32821951282676,9,81,1.0,705.0,704.3333333333334,9.313968005098578,-150.1210685575296,-23.450195317616352,705.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk2,HK100QB5311M2B242,4,2026-08-07T18:57:47.964,1786100267.838082,1786100267.838082,0.0,4,156.10641479492188,294.76263427734375,1135.201286315918,9,81,1.0,471.0,470.44444444444446,4.793224384482746,-198.29069046619531,110.48173157105728,471.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk1,HK100QB6513M2B479,5,2026-08-07T18:57:48.091,1786100267.970068,1786100267.970068,0.0,4,236.60679626464844,189.13455200195312,273.944000629941,9,81,1.0,705.0,704.6172839506173,8.949256814443544,-150.07292688773725,-23.51831274918685,705.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk2,HK100QB5311M2B242,5,2026-08-07T18:57:48.176,1786100268.038082,1786100268.038082,0.0,4,156.08197021484375,294.7659912109375,1136.1996459960938,9,81,1.0,471.0,470.75308641975306,4.792000793503511,-198.32011215571032,110.48577200282588,471.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk1,HK100QB6513M2B479,6,2026-08-07T18:57:48.296,1786100268.164656,1786100268.164656,0.0,4,236.6107940673828,189.1244659423828,273.9463919927366,9,81,1.0,705.0,704.5061728395061,9.019594581784322,-150.06591180570967,-23.536004545755848,705.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk2,HK100QB5311M2B242,6,2026-08-07T18:57:48.381,1786100268.26808,1786100268.26808,0.0,4,156.10635375976562,294.74957275390625,1136.3212890625,9,81,1.0,471.0,470.55555555555554,4.863126566315131,-198.29076392859113,110.46601061835763,471.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk1,HK100QB6513M2B479,7,2026-08-07T18:57:48.515,1786100268.370056,1786100268.370056,0.0,4,236.63851928710938,189.1793975830078,273.32998373603914,9,81,1.0,705.0,705.0123456790124,9.455810154556422,-150.01726140859475,-23.439649829192472,705.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk2,HK100QB5311M2B242,7,2026-08-07T18:57:48.583,1786100268.458321,1786100268.458321,0.0,4,156.09852600097656,294.7606201171875,1135.2226791381836,9,81,1.0,471.0,470.6296296296296,4.874537015051903,-198.30018548085155,110.47930731199612,471.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,left,ihawk1,HK100QB6513M2B479,8,2026-08-07T18:57:48.717,1786100268.593637,1786100268.593637,0.0,4,236.4822235107422,189.15545654296875,275.4393252006266,9,81,1.0,706.0,704.9506172839506,9.5967458476401,-150.5046984452807,-23.514951723553533,706.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
