experiment,phase,position,camera_id,serial,sample_index,wall_time_iso,color_stamp_s,depth_stamp_s,color_depth_dt_ms,marker_id,u_px,v_px,marker_area_px2,depth_patch_size,depth_valid_count,depth_valid_ratio,depth_median_raw,depth_mean_raw,depth_std_raw,x_cam_raw,y_cam_raw,z_cam_raw,fx,fy,cx,cy,color_frame_id,depth_frame_id
E0-A,formal,near,ihawk2,HK100QB5311M2B242,1,2026-08-07T18:59:25.065,1786100364.948266,1786100364.948266,0.0,4,311.50067138671875,355.6595153808594,1947.9013031334616,9,81,1.0,396.0,395.51851851851853,2.9711576494319143,-9.46443090389863,154.5137336077281,396.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk1,HK100QB6513M2B479,1,2026-08-07T18:59:25.130,1786100364.988456,1786100364.988456,0.0,4,233.8583984375,258.2747497558594,718.1005569864064,9,81,1.0,527.0,524.679012345679,6.302434371918971,-115.78723363690625,73.07689060823972,527.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk2,HK100QB5311M2B242,2,2026-08-07T18:59:25.268,1786100365.113312,1786100365.113312,0.0,4,311.4915771484375,355.63983154296875,1951.5135199851356,9,81,1.0,396.0,395.5432098765432,2.8811863125978565,-9.473633823646734,154.49381453646126,396.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk1,HK100QB6513M2B479,2,2026-08-07T18:59:25.346,1786100365.218466,1786100365.218466,0.0,4,233.6105194091797,258.26043701171875,719.443426053971,9,81,1.0,527.0,524.6913580246913,6.234264141237203,-116.1123753399681,73.05812360996552,527.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk2,HK100QB5311M2B242,3,2026-08-07T18:59:25.482,1786100365.346374,1786100365.346374,0.0,4,311.4957580566406,355.6747131347656,1953.1897983630188,9,81,1.0,396.0,395.4567901234568,2.9666874739178772,-9.469402951145089,154.529112983683,396.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk1,HK100QB6513M2B479,3,2026-08-07T18:59:25.548,1786100365.421658,1786100365.421658,0.0,4,233.89093017578125,258.2483825683594,718.1029947090428,9,81,1.0,526.0,524.5061728395061,6.174794443522236,-115.524932765959,72.90371749252681,526.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk2,HK100QB5311M2B242,4,2026-08-07T18:59:25.694,1786100365.542069,1786100365.542069,0.0,4,311.5286865234375,355.682373046875,1953.7710635354742,9,81,1.0,396.0,395.44444444444446,2.962262648719725,-9.436080969909506,154.53686443622252,396.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk1,HK100QB6513M2B479,4,2026-08-07T18:59:25.749,1786100365.64996,1786100365.64996,0.0,4,233.85272216796875,258.2781677246094,720.3436049264856,9,81,1.0,527.0,524.716049382716,6.269438906116787,-115.79467917175015,73.08137227946938,527.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk2,HK100QB5311M2B242,5,2026-08-07T18:59:25.911,1786100365.773059,1786100365.773059,0.0,4,311.50244140625,355.675048828125,1953.5132742449641,9,81,1.0,396.0,395.4567901234568,2.9708979396642414,-9.462639731598664,154.52945268877437,396.0,391.3234558105469,391.3234558105469,320.85333251953125,202.9705047607422,ihawk2/berxel_camera_color_frame,ihawk2/berxel_camera_depth_optical_frame
E0-A,formal,near,ihawk1,HK100QB6513M2B479,5,2026-08-07T18:59:25.953,1786100365.821658,1786100365.821658,0.0,4,233.83856201171875,258.2762145996094,718.2300995569676,9,81,1.0,527.0,524.6666666666666,6.1866792384929745,-115.81325297910264,73.078811324481,527.0,401.77020263671875,401.9191589355469,322.1313781738281,202.54229736328125,ihawk1/berxel_camera_color_frame,ihawk1/berxel_camera_depth_optical_frame
