indexing_sigma_deg,C_R_angle_deg,T_R_angle_deg
0.005,0.6046057059732669,0.7748467551376205
0.05,0.6046057059732669,0.7748467551376205
0.1,0.6046057059732669,0.7748467551376205
0.5,0.6046057059732669,0.7748467551376205
1.0,0.6046057059732669,0.7748467551376205
