dataset,camera,height_mm,component,run_id,pose_key,sample_id,rho_x_mm,rho_y_mm,rho_z_mm,omega_x_rad,omega_y_rad,omega_z_rad,coordinate
E2,ihawk1,5.0,within_pose,20260808_141232,marker_0,1,-0.18364780428582783,-0.3248458960843979,0.22723679786858975,2.4815793642866875e-05,-0.0005422560821463755,-0.0005297382230360028,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_141232,marker_0,2,0.08913095340589763,0.12816297835895155,-0.07640363413571266,0.00010035677519911384,1.0680044172719313e-05,0.0003075909822836398,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_141232,marker_0,3,0.09451685087981926,0.19668291772545418,-0.1508331637328493,-0.00012517256877409813,0.000531576037829374,0.00022214724079178388,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_145501,marker_0,1,-0.271641283245236,-0.5187438879403996,0.14859119093807488,0.00040542812420340694,0.0009724751912512946,-0.0007766739345663053,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_145501,marker_0,2,-0.14279768118117703,-0.2379773128919453,0.4474566111609085,-0.0016683440373840232,-0.001668512329798477,-0.0007072206044296148,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_145501,marker_0,3,0.41443896442650363,0.7567212008325693,-0.596047802098981,0.0012629159131896876,0.0006960371385407685,0.001483894539026139,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_151001,marker_0,1,-0.37015377758467155,-0.5816677372290543,0.4537416836903123,-0.0014168363900158496,-0.0002688684226994097,-0.0019086161038368613,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_151001,marker_0,2,-0.19281310441544355,-0.2765168059295068,0.1917234101279724,-0.00019962666097558116,-0.00032308745996218233,-0.0008511904646515935,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_151001,marker_0,3,0.5629668820001502,0.8581845431586489,-0.645465093818354,0.0016164630509746304,0.0005919558826533304,0.0027598065684554768,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_162715,marker_0,1,0.1559250947968085,0.18094427535432983,-0.017496614393292618,-0.00011523115446713215,-0.00029216021954392787,0.000975411223249274,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_162715,marker_0,2,0.19542801703112161,0.31867370686894875,-0.30914614399328383,0.00018404647563385643,0.0009630717811160004,0.00043181055417273524,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_162715,marker_0,3,-0.3513531118279343,-0.49961798222337966,0.32664275838658463,-6.881532117262654e-05,-0.0006709115616138047,-0.0014072217774797747,right-invariant board-normalized SE(3) log
E2,ihawk1,5.0,within_pose,20260808_131913,marker_1,1,-0.42693242073862536,-0.3106089172050562,0.6589305093454844,-0.002218218517618452,0.0012138910805748033,-0.0016405498069103585,right-invariant board-normalized SE(3) log
