dataset,camera,pose_key,height_mm,run_id,feature,landmark_id,n,mean_u_px,mean_v_px,sigma_u_px,sigma_v_px,cov_uu_px2,cov_uv_px2,cov_vu_px2,cov_vv_px2,source_file
E2,ihawk1,marker_1_TR,10.0,20260808_162715,corner2,1,3,317.92018633333333,200.80300400000002,0.004407217981162822,0.006259814773620175,1.94235703334849e-05,-2.726381450012824e-05,-2.726381450012824e-05,3.91852810000334e-05,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv
E2,ihawk1,marker_1_TR,10.0,20260808_162715,corner3,1,3,295.42050166666667,208.65050766666664,0.09824186338486933,0.026364201226924407,0.009651463721331329,-0.002346172487667273,-0.002346172487667273,0.0006950711063337623,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv
E2,ihawk1,marker_2_BL,10.0,20260808_131913,marker_center,2,3,300.92375433333336,299.82226333333335,0.008883756544022155,0.008266967420586128,7.892113033345646e-05,-3.950742566673177e-05,-3.950742566673177e-05,6.834275033303247e-05,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_2_BL,10.0,20260808_131913,corner0,2,3,273.780487,296.143524,0.006223946738197632,0.017607122763254678,3.873751299992094e-05,-0.00010453512299985486,-0.00010453512299985486,0.0003100107720003211,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_2_BL,10.0,20260808_131913,corner1,2,3,305.93859833333335,281.468099,0.009235867817026242,0.003259923158597578,8.530125433358107e-05,2.9482047999995597e-05,2.9482047999995597e-05,1.0627098999960809e-05,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_2_BL,10.0,20260808_131913,corner2,2,3,328.6778156666667,302.043335,0.008660804947193713,0.048611443786408234,7.500954233333511e-05,-0.0004133105875001718,-0.0004133105875001718,0.0023630724669991277,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_2_BL,10.0,20260808_131913,corner3,2,3,295.29811566666666,319.6340943333333,0.02365987853589653,0.016283043245461745,0.0005597898523333774,0.0003378019936668261,0.0003378019936668261,0.0002651374973335774,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_2_BL,10.0,20260808_141232,marker_center,2,3,296.8759333333333,297.9210333333333,0.00755954398978647,0.002202335654119194,5.7146705333516736e-05,-2.498097666700147e-06,-2.498097666700147e-06,4.850282333404618e-06,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv
E2,ihawk1,marker_2_BL,10.0,20260808_141232,corner0,2,3,269.82374066666665,294.14642366666664,0.0035846124383714308,0.004779361603132939,1.2849446333327174e-05,-1.5933879666715434e-05,-1.5933879666715434e-05,2.2842297333501457e-05,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv
E2,ihawk1,marker_2_BL,10.0,20260808_141232,corner1,2,3,302.4605203333333,279.761027,0.026611219895611302,0.004055001479646229,0.0007081570243325789,3.631997250030123e-05,3.631997250030123e-05,1.6443036999933104e-05,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv
E2,ihawk1,marker_2_BL,10.0,20260808_141232,corner2,2,3,324.35694366666667,300.629608,0.020477130471158126,0.008483653870828422,0.0004193128723328327,-0.00015847059449993116,-0.00015847059449993116,7.197238300002206e-05,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv
E2,ihawk1,marker_2_BL,10.0,20260808_141232,corner3,2,3,290.86252833333333,317.14707433333336,0.009490744561569701,0.0016727116707209266,9.007423233296487e-05,2.097770333303237e-06,2.097770333303237e-06,2.7979643333659935e-06,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv
E2,ihawk1,marker_2_BL,10.0,20260808_145501,marker_center,2,3,300.7952016666666,300.55944300000004,0.0026166689384446683,0.010933134545944665,6.846956333421148e-06,1.1185945000202663e-05,1.1185945000202663e-05,0.00011953343099972865,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv
E2,ihawk1,marker_2_BL,10.0,20260808_145501,corner0,2,3,273.5582683333333,297.06385266666666,0.00678087563173456,0.025762413325092652,4.598027433305157e-05,-8.060540533284904e-05,-8.060540533284904e-05,0.0006637019403329114,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv
E2,ihawk1,marker_2_BL,10.0,20260808_145501,corner1,2,3,305.693878,282.12617,0.010677466553447939,0.004905463382800181,0.0001140082919999994,5.055849299997908e-05,5.055849299997908e-05,2.40635709999934e-05,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv
E2,ihawk1,marker_2_BL,10.0,20260808_145501,corner2,2,3,328.53714,302.7562253333333,0.00385900919926751,0.007135471976883823,1.489195200003127e-05,2.7535851999910198e-05,2.7535851999910198e-05,5.091496033289433e-05,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv
E2,ihawk1,marker_2_BL,10.0,20260808_145501,corner3,2,3,295.39152033333335,320.2915243333333,0.009879822484913852,0.01075880738435133,9.761089233340931e-05,1.4778783833454042e-05,1.4778783833454042e-05,0.00011575193633357274,E2\E2_dual_camera_height_scan\run_20260808_145501\raw\E2_dual_height_raw_20260808_145501.csv
E2,ihawk1,marker_2_BL,10.0,20260808_151001,marker_center,2,3,299.5991873333333,300.14571900000004,0.004167583512479849,0.003390255005170651,1.7368752333493877e-05,5.802974000079906e-06,5.802974000079906e-06,1.149382900008465e-05,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv
E2,ihawk1,marker_2_BL,10.0,20260808_151001,corner0,2,3,272.59853100000004,296.340637,0.006783218483872002,0.008881243662905642,4.601205299994278e-05,5.9655062999908625e-05,5.9655062999908625e-05,7.887648899990164e-05,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv
E2,ihawk1,marker_2_BL,10.0,20260808_151001,corner1,2,3,304.69499666666667,281.82564299999996,0.011505436164406857,0.0055321702793554965,0.00013237506133324117,6.365003199975352e-05,6.365003199975352e-05,3.060490799978427e-05,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv
E2,ihawk1,marker_2_BL,10.0,20260808_151001,corner2,2,3,327.36132833333335,302.5811463333333,0.0022502471716126264,0.006617641750157007,5.063612333350624e-06,1.4804263833388336e-05,1.4804263833388336e-05,4.37931823334211e-05,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv
E2,ihawk1,marker_2_BL,10.0,20260808_151001,corner3,2,3,293.74189233333334,319.835449,0.012342515235270645,0.010470861903411868,0.00015233768233288797,0.00011122738299994983,0.00011122738299994983,0.00010963894900032201,E2\E2_dual_camera_height_scan\run_20260808_151001\raw\E2_dual_height_raw_20260808_151001.csv
E2,ihawk1,marker_2_BL,10.0,20260808_162715,marker_center,2,3,302.34473933333334,300.58173600000003,0.006130708142904874,0.005273078417794024,3.758558233348013e-05,-2.454650100012357e-05,-2.454650100012357e-05,2.7805356000205124e-05,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv
E2,ihawk1,marker_2_BL,10.0,20260808_162715,corner0,2,3,275.299072,296.318848,0.015307316779905412,0.00761204722789608,0.00023431394700037378,-0.00011528061299984283,-0.00011528061299984283,5.7943262999720395e-05,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv
E2,ihawk1,marker_2_BL,10.0,20260808_162715,corner1,2,3,308.03414933333335,282.466705,0.005063165050957547,0.0008561314151212178,2.563564033323794e-05,4.330757499869866e-06,4.330757499869866e-06,7.329609999574589e-07,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv
E2,ihawk1,marker_2_BL,10.0,20260808_162715,corner2,2,3,329.79361966666664,303.64347333333336,0.0051867158523739715,0.008041647364399067,2.690202133326745e-05,-6.442393333254878e-06,-6.442393333254878e-06,6.466809233334645e-05,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv
E2,ihawk1,marker_2_BL,10.0,20260808_162715,corner3,2,3,296.252116,319.89791866666667,0.03841225141801545,0.020909969137542846,0.00147550105900083,-0.0007863501280000555,-0.0007863501280000555,0.0004372268093329943,E2\E2_dual_camera_height_scan\run_20260808_162715\raw\E2_dual_height_raw_20260808_162715.csv
E2,ihawk1,marker_3_BR,10.0,20260808_131913,marker_center,3,3,381.8369473333333,260.444434,0.014676942676633163,0.006875384861977866,0.0002154126463331758,-1.1073164499991937e-05,-1.1073164499991937e-05,4.72709170003144e-05,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_3_BR,10.0,20260808_131913,corner0,3,3,357.31919333333326,258.0277916666667,0.004660395512542376,0.00044259048038279293,2.1719286333325112e-05,-3.5067833308816026e-08,-3.5067833308816026e-08,1.9588633332547143e-07,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_3_BR,10.0,20260808_131913,corner1,3,3,382.06453433333337,246.10251333333335,0.014853172534275092,0.011134325364987218,0.00022061673433294396,7.675076933312136e-05,7.675076933312136e-05,0.00012397320133339775,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_3_BR,10.0,20260808_131913,corner2,3,3,406.37769566666674,262.1587626666667,0.02017794519600929,0.014814982022722491,0.00040714947233315446,-0.00028760380616674495,-0.00028760380616674495,0.0002194836923335906,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_3_BR,10.0,20260808_131913,corner3,3,3,381.58636499999994,275.4886676666667,0.030058954223318623,0.007218543158674599,0.0009035407289995645,0.00012979246000045404,0.00012979246000045404,5.2107365333647856e-05,E2\E2_dual_camera_height_scan\run_20260808_131913\raw\E2_dual_height_raw_20260808_131913.csv
E2,ihawk1,marker_3_BR,10.0,20260808_141232,marker_center,3,3,378.674197,259.5893376666666,0.007002180017676049,0.004075841794441749,4.903052499994176e-05,2.386494250002134e-05,2.386494250002134e-05,1.6612486333318133e-05,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv
E2,ihawk1,marker_3_BR,10.0,20260808_141232,corner0,3,3,354.31309000000005,257.01751666666667,0.01878347965634885,0.010541759451494208,0.00035281910800047107,0.0001841923479999851,0.0001841923479999851,0.00011112869233316746,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv
E2,ihawk1,marker_3_BR,10.0,20260808_141232,corner1,3,3,378.8489583333333,245.11276233333334,0.0346976143320008,0.002393780552457192,0.001203924440332267,-7.184857466660427e-05,-7.184857466660427e-05,5.730185333322259e-06,E2\E2_dual_camera_height_scan\run_20260808_141232\raw\E2_dual_height_raw_20260808_141232.csv
