run_id,camera_id,motion_tier,motion_scenario,translation_mm,rotation_deg,pixel_noise_sigma_px,height_gt_mm,method,n_planned,n_success,success_rate,xy_mean_mm,xy_rmse_mm,xy_median_mm,xy_p95_mm,z_rmse_mm,error_3d_rmse_mm
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,10.0,OracleMotionAwarePnP,250,250,1.0,6.5956469192079235,8.337671612672226,5.397931247377654,16.83676829694378,5.578448744050177,10.031742536107837
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,10.0,RelocalizedPnP,250,250,1.0,6.740030133718917,8.421960814752453,5.526819099574798,16.641279557162175,5.6494530170173345,10.141289038219552
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,25.0,DynamicHomography,250,250,1.0,38.71710938655573,38.84931556517479,38.63292990969855,44.11606745133454,25.0,46.198152775652545
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,25.0,FrozenExtrinsicPnP,250,250,1.0,6.202388204741168,8.015090805501151,4.944240970864934,15.537900351077061,5.073573644512671,9.485928006617101
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,25.0,FrozenHomography,250,250,1.0,38.00284557758585,38.13333220563737,37.90940204144951,43.029698262718554,25.0,45.59770855103906
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,25.0,OracleMotionAwarePnP,250,250,1.0,6.202388204741168,8.015090805501151,4.944240970864934,15.537900351077061,5.073573644512671,9.485928006617101
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,25.0,RelocalizedPnP,250,250,1.0,6.212127355484736,8.027677566426409,5.056232437509118,15.417245335112035,5.0685318346337835,9.493872869867277
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,50.0,DynamicHomography,250,250,1.0,83.96518554035742,84.23113409229192,83.84804073929688,94.45696871303323,50.0,97.95347850114187
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,50.0,FrozenExtrinsicPnP,250,250,1.0,5.733145092480954,7.2143972002183165,4.841744280011662,13.741094022704237,4.247779572732326,8.37204624097597
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,50.0,FrozenHomography,250,250,1.0,83.1891775858939,83.4476991729759,83.2338777081807,93.15107323774926,50.0,97.28061727427249
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,50.0,OracleMotionAwarePnP,250,250,1.0,5.733145092480954,7.2143972002183165,4.841744280011662,13.741094022704237,4.247779572732326,8.37204624097597
20260808_131913,ihawk1,0,S0_nominal,0.0,0.0,0.5,50.0,RelocalizedPnP,250,250,1.0,5.73044675087886,7.215775863682294,4.883467610576661,13.855592327851012,4.208600867895368,8.3534269961585
