run_id,height_gt_mm,model,source,n_expected_markers,n_accepted_markers,coverage,complete_five_marker_metric,xy_rmse_mm,xy_mean_mm,xy_p95_mm,inter_camera_disagreement_mean_mm
20260808_141232,5.0,Affine,LOOWeightedFusion,5,5,1.0,1,14.307693409743022,12.849498955154738,20.128722041014928,12.942254619399813
20260808_141232,5.0,Affine,LOOWeightedGated,5,4,0.8,0,13.711380727318637,11.942236211879013,20.24338606139607,12.942254619399813
20260808_141232,5.0,Homography,ihawk1,5,5,1.0,1,12.304935593844979,12.112828354978054,15.024159539148432,7.108600179469787
20260808_141232,5.0,Homography,ihawk2,5,5,1.0,1,8.328596947759998,8.156794516111024,10.411362730895712,7.108600179469787
20260808_141232,5.0,Homography,EqualFusion,5,5,1.0,1,9.878745455655958,9.713818971279942,11.986195936204897,7.108600179469787
20260808_141232,5.0,Homography,LOOWeightedFusion,5,5,1.0,1,9.345417832887886,9.184780938543764,11.279424929858978,7.108600179469787
20260808_141232,5.0,Homography,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,7.108600179469787
20260808_141232,5.0,PnP,ihawk1,5,5,1.0,1,14.137677074696587,12.820434832586187,21.05386467785395,8.76361725326963
20260808_141232,5.0,PnP,ihawk2,5,5,1.0,1,5.868760665895571,5.8587667688598755,6.331059901150449,8.76361725326963
20260808_141232,5.0,PnP,EqualFusion,5,5,1.0,1,9.63115556636444,9.132668303353826,13.330580079896972,8.76361725326963
20260808_141232,5.0,PnP,LOOWeightedFusion,5,5,1.0,1,6.705207815073429,6.659892416298318,7.706722958357909,8.76361725326963
20260808_141232,5.0,PnP,LOOWeightedGated,5,4,0.8,0,6.368427298753703,6.347310303404174,6.8777870566786525,8.76361725326963
20260808_141232,10.0,Affine,ihawk1,5,5,1.0,1,19.9655525193392,18.384243182243644,26.83083178530198,15.194933266554298
20260808_141232,10.0,Affine,ihawk2,5,5,1.0,1,15.94630725567159,15.469640296165391,20.2517072036722,15.194933266554298
20260808_141232,10.0,Affine,EqualFusion,5,5,1.0,1,15.973876595215913,13.42656794057786,21.32902654933519,15.194933266554298
20260808_141232,10.0,Affine,LOOWeightedFusion,5,5,1.0,1,16.2236117170696,13.58660534273426,21.45875634296896,15.194933266554298
20260808_141232,10.0,Affine,LOOWeightedGated,5,2,0.4,0,21.331396337589855,21.330322300053897,21.522973364426495,15.194933266554298
20260808_141232,10.0,Homography,ihawk1,5,5,1.0,1,17.831317347789525,17.533325339583076,21.97913274731949,12.210179992423923
20260808_141232,10.0,Homography,ihawk2,5,5,1.0,1,10.403406362249664,10.128133384021416,13.218939267823908,12.210179992423923
20260808_141232,10.0,Homography,EqualFusion,5,5,1.0,1,13.25555908300929,12.93058959554466,16.90537490290899,12.210179992423923
20260808_141232,10.0,Homography,LOOWeightedFusion,5,5,1.0,1,12.241330973622329,11.91765870361113,15.71321339377534,12.210179992423923
20260808_141232,10.0,Homography,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,12.210179992423923
20260808_141232,10.0,PnP,ihawk1,5,5,1.0,1,11.736905875996305,11.150825696729305,16.656102887148844,7.110783596176996
20260808_141232,10.0,PnP,ihawk2,5,5,1.0,1,4.51787633118072,4.4087403258094735,5.797035560223729,7.110783596176996
20260808_141232,10.0,PnP,EqualFusion,5,5,1.0,1,7.970424079002835,7.700647507476146,10.666255483153618,7.110783596176996
20260808_141232,10.0,PnP,LOOWeightedFusion,5,5,1.0,1,5.354105524418405,5.23420862582772,6.575570550863615,7.110783596176996
