run_id,height_gt_mm,estimate_source,estimate_xy_rmse_mm,stereo_xy_rmse_mm,estimate_minus_stereo_xy_mm,estimate_z_rmse_mm,stereo_z_rmse_mm,estimate_minus_stereo_z_mm,estimate_3d_rmse_mm,stereo_3d_rmse_mm,estimate_minus_stereo_3d_mm,stereo_lower_3d_error
20260808_141232,10.0,ihawk1,11.736905875996305,4.961672790140366,6.775233085855939,5.5779593073849565,1.0105968993505767,4.56736240803438,12.99494477005728,5.063546481409674,7.931398288647607,1
20260808_141232,10.0,ihawk2,4.51787633118072,4.961672790140366,-0.44379645895964526,3.0073735407652835,1.0105968993505767,1.9967766414147068,5.427292341263559,5.063546481409674,0.36374585985388563,1
20260808_141232,10.0,EqualXYZ,7.970424079002835,4.961672790140366,3.0087512888624692,4.109934916765532,1.0105968993505767,3.099338017414955,8.96767667900648,5.063546481409674,3.904130197596807,1
20260808_141232,10.0,LOOWeightedXYZ,5.636081651065968,4.961672790140366,0.6744088609256025,3.32118760603493,1.0105968993505767,2.310590706684353,6.541842515068865,5.063546481409674,1.4782960336591913,1
20260808_141232,15.0,ihawk1,12.289738070368356,4.300487674903797,7.989250395464559,5.848351907518951,1.4208437862863335,4.427508121232617,13.61032262190878,4.529126991709103,9.081195630199677,1
20260808_141232,15.0,ihawk2,5.843843167906155,4.300487674903797,1.543355493002358,3.8320876839910714,1.4208437862863335,2.411243897704738,6.988232894579252,4.529126991709103,2.4591059028701485,1
20260808_141232,15.0,EqualXYZ,8.781392263826403,4.300487674903797,4.480904588922606,4.56050118544965,1.4208437862863335,3.1396573991633163,9.894999805643147,4.529126991709103,5.365872813934044,1
20260808_141232,15.0,LOOWeightedXYZ,6.743020934901275,4.300487674903797,2.442533259997478,3.9961654150064816,1.4208437862863335,2.575321628720148,7.838218506306824,4.529126991709103,3.3090915145977213,1
20260808_141232,20.0,ihawk1,12.519296226477737,2.432123360624097,10.08717286585364,5.927546578246664,1.2105368622053487,4.717009716041316,13.851663670605905,2.7167303024134406,11.134933368192465,1
20260808_141232,20.0,ihawk2,5.57979094966208,2.432123360624097,3.1476675890379826,3.7026304802264116,1.2105368622053487,2.492093618021063,6.696531902039481,2.7167303024134406,3.97980159962604,1
20260808_141232,20.0,EqualXYZ,8.714027311491417,2.432123360624097,6.281903950867321,4.719821624499669,1.2105368622053487,3.5092847622943206,9.9101457180262,2.7167303024134406,7.19341541561276,1
20260808_141232,20.0,LOOWeightedXYZ,6.520491458701354,2.432123360624097,4.088368098077257,4.022318148442227,1.2105368622053487,2.811781286236878,7.661321827875723,2.7167303024134406,4.9445915254622825,1
20260808_141232,25.0,ihawk1,8.032042187422922,3.2046815538050204,4.827360633617902,4.679434658807512,2.1804888079058258,2.4989458509016864,9.295741521072461,3.8761469660863903,5.419594554986071,1
20260808_141232,25.0,ihawk2,4.596881690633235,3.2046815538050204,1.3922001368282144,3.424123771982079,2.1804888079058258,1.2436349640762532,5.732010544611014,3.8761469660863903,1.8558635785246236,1
20260808_141232,25.0,EqualXYZ,5.822838659383556,3.2046815538050204,2.6181571055785353,3.954075208111259,2.1804888079058258,1.7735864002054331,7.038477165169451,3.8761469660863903,3.1623301990830606,1
20260808_141232,25.0,LOOWeightedXYZ,4.849931852156616,3.2046815538050204,1.6452502983515958,3.578726335522598,2.1804888079058258,1.398237527616772,6.02736436223382,3.8761469660863903,2.15121739614743,1
20260808_141232,30.0,ihawk1,10.8528900108952,2.4787340473634405,8.37415596353176,6.560439567222585,1.8445048589875273,4.715934708235058,12.681663491189493,3.089712066259143,9.59195142493035,1
20260808_141232,30.0,ihawk2,7.012610467989883,2.4787340473634405,4.533876420626442,5.287531617437596,1.8445048589875273,3.4430267584500687,8.782636061067516,3.089712066259143,5.692923994808373,1
20260808_141232,30.0,EqualXYZ,6.903122858436941,2.4787340473634405,4.4243888110735,4.431396125305316,1.8445048589875273,2.5868912663177888,8.203071182066235,3.089712066259143,5.113359115807093,1
20260808_141232,30.0,LOOWeightedXYZ,6.368421069062298,2.4787340473634405,3.8896870216988573,4.63735666385567,1.8445048589875273,2.7928518048681426,7.877935246032628,3.089712066259143,4.788223179773485,1
20260808_141232,35.0,ihawk1,16.66825277910443,2.9152828354925733,13.752969943611859,8.542039422060114,1.4393350247149341,7.10270439734518,18.72957789690285,3.251239659620428,15.478338237282422,1
20260808_141232,35.0,ihawk2,5.131687596888043,2.9152828354925733,2.21640476139547,4.014741054148571,1.4393350247149341,2.575406029433637,6.515547814567902,3.251239659620428,3.2643081549474737,1
20260808_141232,35.0,EqualXYZ,10.676442917587446,2.9152828354925733,7.7611600820948725,6.191590696533551,1.4393350247149341,4.7522556718186175,12.341889187879787,3.251239659620428,9.090649528259359,1
20260808_141232,35.0,LOOWeightedXYZ,6.92487850010565,2.9152828354925733,4.009595664613077,4.730500219570488,1.4393350247149341,3.2911651948555543,8.386392226016019,3.251239659620428,5.1351525663955915,1
20260808_141232,40.0,ihawk1,10.181770750189715,3.4610887579340286,6.720681992255686,5.610699630741559,1.658045057938383,3.952654572803176,11.625334659949463,3.8377400647322655,7.787594595217197,1
20260808_141232,40.0,ihawk2,4.6745646421741105,3.4610887579340286,1.213475884240082,3.5914131171264456,1.658045057938383,1.9333680591880626,5.894896332568729,3.8377400647322655,2.0571562678364637,1
20260808_141232,40.0,EqualXYZ,7.268203431137311,3.4610887579340286,3.807114673203283,4.548007655532664,1.658045057938383,2.889962597594281,8.573864633359912,3.8377400647322655,4.7361245686276465,1
20260808_141232,40.0,LOOWeightedXYZ,5.503553449400592,3.4610887579340286,2.042464691466564,3.904269037116141,1.658045057938383,2.246223979177758,6.747771282771295,3.8377400647322655,2.910031218039029,1
20260808_141232,45.0,ihawk1,14.963712882813391,6.260797994126295,8.702914888687097,6.550682643069727,1.6598227131227703,4.8908599299469575,16.334752717120956,6.477082905309618,9.857669811811338,1
20260808_141232,45.0,ihawk2,13.53768480213249,6.260797994126295,7.2768868080061955,8.47165918587178,1.6598227131227703,6.811836472749009,15.969906673598773,6.477082905309618,9.492823768289156,1
20260808_141232,45.0,EqualXYZ,10.284393670754104,6.260797994126295,4.023595676627809,4.679953685219237,1.6598227131227703,3.020130972096467,11.299146855884485,6.477082905309618,4.822063950574868,1
20260808_141232,45.0,LOOWeightedXYZ,11.594931467030303,6.260797994126295,5.334133472904008,6.823927345520389,1.6598227131227703,5.164104632397619,13.453936975549961,6.477082905309618,6.976854070240344,1
20260808_141232,50.0,ihawk1,16.05464307422439,3.392295278227808,12.662347795996583,7.716098031155004,1.538615172709053,6.17748285844595,17.812628471596643,3.7249166305270767,14.087711841069567,1
20260808_141232,50.0,ihawk2,4.944286466197831,3.392295278227808,1.5519911879700232,3.457884994109948,1.538615172709053,1.9192698214008952,6.03348467241923,3.7249166305270767,2.3085680418921535,1
20260808_141232,50.0,EqualXYZ,10.233490523648845,3.392295278227808,6.841195245421037,5.354400794719898,1.538615172709053,3.815785622010845,11.549629265396693,3.7249166305270767,7.824712634869616,1
20260808_141232,50.0,LOOWeightedXYZ,6.626596744946323,3.392295278227808,3.2343014667185144,4.015118517881258,1.538615172709053,2.476503345172205,7.748094032261494,3.7249166305270767,4.023177401734417,1
20260808_145501,0.0,ihawk1,8.592824369342713,0.6310060222134862,7.961818347129227,5.151459471876333,0.8223635403638251,4.329095931512508,10.018690799338723,1.0365569895521476,8.982133809786575,1
20260808_145501,0.0,ihawk2,3.4956226320953037,0.6310060222134862,2.8646166098818173,3.169309640897846,0.8223635403638251,2.346946100534021,4.718463858704964,1.0365569895521476,3.681906869152816,1
20260808_145501,0.0,EqualXYZ,5.388994003533101,0.6310060222134862,4.757987981319615,3.8699541366674874,0.8223635403638251,3.0475905963036625,6.634591275280303,1.0365569895521476,5.598034285728155,1
20260808_145501,0.0,LOOWeightedXYZ,3.9114574976653285,0.6310060222134862,3.280451475451842,3.336555356302026,0.8223635403638251,2.514191815938201,5.141215945835192,1.0365569895521476,4.1046589562830444,1
20260808_145501,5.0,ihawk1,7.867512968015852,0.7993013034629125,7.06821166455294,4.451582247748756,0.5785437928413197,3.8730384549074364,9.039598708480897,0.9867094273152206,8.052889281165676,1
20260808_145501,5.0,ihawk2,3.5529560786373304,0.7993013034629125,2.753654775174418,2.995105096407402,0.5785437928413197,2.4165613035660822,4.646950767465861,0.9867094273152206,3.66024134015064,1
