run_id,height_gt_mm,estimate_source,estimate_xy_rmse_mm,stereo_xy_rmse_mm,estimate_minus_stereo_xy_mm,estimate_z_rmse_mm,stereo_z_rmse_mm,estimate_minus_stereo_z_mm,estimate_3d_rmse_mm,stereo_3d_rmse_mm,estimate_minus_stereo_3d_mm,stereo_lower_3d_error
20260808_145501,50.0,LOOWeightedXYZ,3.969549714175072,1.4096093128352385,2.5599404013398335,4.562902394576414,2.1482128285172677,2.414689566059146,6.047925528289727,2.569400080064993,3.4785254482247336,1
20260808_151001,0.0,ihawk1,8.675267084335214,0.6040422842405891,8.071224800094624,5.128463527757312,0.8100048255948243,4.318458702162487,10.077767468050004,1.0104330253101836,9.06733444273982,1
20260808_151001,0.0,ihawk2,3.3095479077509258,0.6040422842405891,2.7055056235103367,3.1721817026148784,0.8100048255948243,2.362176877020054,4.58430410292589,1.0104330253101836,3.5738710776157068,1
20260808_151001,0.0,EqualXYZ,5.3838851899953495,0.6040422842405891,4.7798429057547605,3.852879722120036,0.8100048255948243,3.0428748965252117,6.620491061256334,1.0104330253101836,5.61005803594615,1
20260808_151001,0.0,LOOWeightedXYZ,3.8147327737105465,0.6040422842405891,3.2106904894699575,3.333695627358847,0.8100048255948243,2.523690801764023,5.0661338978251305,1.0104330253101836,4.055700872514947,1
20260808_151001,5.0,ihawk1,11.306212715399488,1.0952838891909817,10.210928826208505,7.212297628064252,0.6661961951086888,6.546101432955563,13.410730145731899,1.2819766644906674,12.128753481241231,1
20260808_151001,5.0,ihawk2,2.5505233050391047,1.0952838891909817,1.455239415848123,2.368448153416198,0.6661961951086888,1.702251958307509,3.4806200288121363,1.2819766644906674,2.1986433643214687,1
20260808_151001,5.0,EqualXYZ,6.260903721503345,1.0952838891909817,5.165619832312363,4.09440584987041,0.6661961951086888,3.428209654761721,7.480847189549286,1.2819766644906674,6.198870525058619,1
20260808_151001,5.0,LOOWeightedXYZ,3.531203750698354,1.0952838891909817,2.4359198615073723,2.6553619716291315,0.6661961951086888,1.9891657765204427,4.4181836912152335,1.2819766644906674,3.1362070267245663,1
20260808_151001,10.0,ihawk1,8.962568553883859,1.4256571978691077,7.536911356014751,5.996166963252578,1.3575207676906365,4.638646195561941,10.78339711474401,1.9685936809172608,8.81480343382675,1
20260808_151001,10.0,ihawk2,2.5432520616750756,1.4256571978691077,1.1175948638059678,3.465920484996876,1.3575207676906365,2.1083997173062397,4.298922639166179,1.9685936809172608,2.330328958248918,1
20260808_151001,10.0,EqualXYZ,5.268571005100011,1.4256571978691077,3.842913807230903,4.530764971649459,1.3575207676906365,3.1732442039588227,6.948789222886694,1.9685936809172608,4.980195541969433,1
20260808_151001,10.0,LOOWeightedXYZ,3.3107616890577543,1.4256571978691077,1.8851044911886465,3.8042924009903687,1.3575207676906365,2.4467716332997322,5.043191810150157,1.9685936809172608,3.0745981292328963,1
20260808_151001,15.0,ihawk1,6.2011585888745,1.4254109023250876,4.775747686549412,4.183206906318876,1.3133530727070712,2.869853833611805,7.480213089574783,1.9382189076717642,5.541994181903019,1
20260808_151001,15.0,ihawk2,3.9846993634740073,1.4254109023250876,2.5592884611489195,3.19125245984438,1.3133530727070712,1.8778993871373086,5.1050877837440725,1.9382189076717642,3.166868876072308,1
20260808_151001,15.0,EqualXYZ,4.562958907825706,1.4254109023250876,3.1375480055006184,3.6077223435625965,1.3133530727070712,2.2943692708555252,5.816893887870636,1.9382189076717642,3.8786749801988716,1
20260808_151001,15.0,LOOWeightedXYZ,4.034633416849011,1.4254109023250876,2.609222514523923,3.3284557832141743,1.3133530727070712,2.015102710507103,5.2303809334661855,1.9382189076717642,3.292162025794421,1
20260808_151001,20.0,ihawk1,9.721334805278667,1.3544883072176395,8.366846498061028,6.809845902035385,2.103363116254065,4.70648278578132,11.8692186602906,2.5017543790722776,9.367464281218322,1
20260808_151001,20.0,ihawk2,3.387483363385559,1.3544883072176395,2.0329950561679198,4.477283756554803,2.103363116254065,2.373920640300738,5.614366693931154,2.5017543790722776,3.1126123148588762,1
20260808_151001,20.0,EqualXYZ,5.704309174715796,1.3544883072176395,4.349820867498156,5.345043571556958,2.103363116254065,3.241680455302893,7.817201157869046,2.5017543790722776,5.315446778796768,1
20260808_151001,20.0,LOOWeightedXYZ,3.839559043038864,1.3544883072176395,2.4850707358212247,4.714729288816866,2.103363116254065,2.611366172562801,6.080368896030002,2.5017543790722776,3.5786145169577246,1
20260808_151001,25.0,ihawk1,6.849149313596237,1.8289874481817765,5.02016186541446,5.94574649593005,2.452815308080231,3.492931187849819,9.0698813505911,3.0596565201275783,6.010224830463521,1
20260808_151001,25.0,ihawk2,2.4101064293330836,1.8289874481817765,0.5811189811513071,4.441954273251683,2.452815308080231,1.9891389651714517,5.053669040051154,3.0596565201275783,1.9940125199235754,1
20260808_151001,25.0,EqualXYZ,4.031505636896261,1.8289874481817765,2.2025181887144845,5.094083571250231,2.452815308080231,2.6412682631699997,6.496362453805039,3.0596565201275783,3.436705933677461,1
20260808_151001,25.0,LOOWeightedXYZ,2.7270023006176913,1.8289874481817765,0.8980148524359148,4.6634929472943085,2.452815308080231,2.2106776392140777,5.40228729493702,3.0596565201275783,2.3426307748094417,1
20260808_151001,30.0,ihawk1,8.761034836662644,2.7270928890074506,6.033941947655193,6.7283426850077115,1.3403656924400738,5.387976992567638,11.046552706438023,3.0386865278842703,8.007866178553753,1
20260808_151001,30.0,ihawk2,2.0147659568077287,2.7270928890074506,-0.7123269321997219,3.39124384854034,1.3403656924400738,2.050878156100266,3.944593350520946,3.0386865278842703,0.9059068226366755,1
20260808_151001,30.0,EqualXYZ,4.693025230569115,2.7270928890074506,1.9659323415616647,4.810085922561213,1.3403656924400738,3.4697202301211396,6.720224132957162,3.0386865278842703,3.6815376050728914,1
20260808_151001,30.0,LOOWeightedXYZ,2.5735131459281333,2.7270928890074506,-0.15357974307931732,3.838956884057505,1.3403656924400738,2.4985911916174315,4.62174857277172,3.0386865278842703,1.5830620448874497,1
20260808_151001,35.0,ihawk1,8.650278537979005,3.8688460896642107,4.781432448314795,7.423255983449823,1.7481505778710207,5.675105405578803,11.398773977075068,4.245468231941071,7.153305745133998,1
20260808_151001,35.0,ihawk2,2.8212382551575197,3.8688460896642107,-1.047607834506691,4.170587311104574,1.7481505778710207,2.4224367332335537,5.035194515796855,4.245468231941071,0.7897262838557841,1
20260808_151001,35.0,EqualXYZ,4.410968504685089,3.8688460896642107,0.5421224150208781,5.631452654113633,1.7481505778710207,3.8833020762426123,7.153314067259125,4.245468231941071,2.9078458353180547,1
20260808_151001,35.0,LOOWeightedXYZ,2.681722549357839,3.8688460896642107,-1.1871235403063718,4.67252734157596,1.7481505778710207,2.9243767637049394,5.38740638800427,4.245468231941071,1.1419381560631994,1
20260808_151001,40.0,ihawk1,10.878016646718338,5.0166122959015995,5.861404350816739,7.541994559294,1.2033245939768822,6.338669965317118,13.236802034430431,5.158913548981098,8.077888485449332,1
20260808_151001,40.0,ihawk2,3.387088997676057,5.0166122959015995,-1.6295232982255423,2.825346967106498,1.2033245939768822,1.622022373129616,4.410777410243695,5.158913548981098,-0.7481361387374026,0
20260808_151001,40.0,EqualXYZ,5.9699811283522175,5.0166122959015995,0.953368832450618,4.930490320321769,1.2033245939768822,3.7271657263448867,7.742764975877047,5.158913548981098,2.583851426895949,1
20260808_151001,40.0,LOOWeightedXYZ,3.7213590756428276,5.0166122959015995,-1.2952532202587719,3.5135547183960485,1.2033245939768822,2.3102301244191663,5.117966405617799,5.158913548981098,-0.04094714336329908,0
20260808_151001,45.0,ihawk1,9.0207437861748,5.7200246811724655,3.300719105002334,6.013393426340668,1.0492310393136406,4.964162387027027,10.841343042066717,5.8154594080847435,5.025883633981973,1
20260808_151001,45.0,ihawk2,3.7991828130158463,5.7200246811724655,-1.9208418681566193,3.4136226632189977,1.0492310393136406,2.364391623905357,5.107505235783647,5.8154594080847435,-0.7079541723010969,0
20260808_151001,45.0,EqualXYZ,5.279139545347214,5.7200246811724655,-0.44088513582525124,4.691903046115637,1.0492310393136406,3.642672006801996,7.062808827470696,5.8154594080847435,1.2473494193859525,1
20260808_151001,45.0,LOOWeightedXYZ,3.855207306499524,5.7200246811724655,-1.8648173746729415,3.8978794817541518,1.0492310393136406,2.848648442440511,5.482343279143265,5.8154594080847435,-0.33311612894147835,0
20260808_151001,50.0,ihawk1,10.480541969658452,9.238712087458872,1.2418298821995801,6.450267274398223,0.8750133805050149,5.5752538938932075,12.30640921995303,9.280056543525017,3.0263526764280133,1
20260808_151001,50.0,ihawk2,4.8676325256380455,9.238712087458872,-4.371079561820826,4.1217054963846005,0.8750133805050149,3.2466921158795854,6.378267994022863,9.280056543525017,-2.901788549502154,0
20260808_151001,50.0,EqualXYZ,6.619811872450802,9.238712087458872,-2.61890021500807,5.056493889018956,0.8750133805050149,4.181480508513941,8.330068407661887,9.280056543525017,-0.9499881358631299,0
20260808_151001,50.0,LOOWeightedXYZ,5.099984165264566,9.238712087458872,-4.138727922194306,4.405510738411245,0.8750133805050149,3.5304973579062295,6.739314753905333,9.280056543525017,-2.540741789619684,0
20260808_162715,0.0,ihawk1,7.59233309829828,0.5920855511763418,7.000247547121938,4.697477394638124,0.8050463966973583,3.8924309979407656,8.928035380118727,0.9993322774468925,7.928703102671834,1
20260808_162715,0.0,ihawk2,2.895017789132072,0.5920855511763418,2.30293223795573,2.792553972261461,0.8050463966973583,1.9875075755641025,4.022373141241923,0.9993322774468925,3.0230408637950306,1
20260808_162715,0.0,EqualXYZ,4.709086354528466,0.5920855511763418,4.117000803352124,3.5893103655617464,0.8050463966973583,2.784263968864388,5.921033963315461,0.9993322774468925,4.921701685868568,1
20260808_162715,0.0,LOOWeightedXYZ,3.3331361021856476,0.5920855511763418,2.7410505510093057,3.043708452713812,0.8050463966973583,2.2386620560164534,4.513752033598527,0.9993322774468925,3.5144197561516344,1
20260808_162715,5.0,ihawk1,7.710717747581894,2.419567387858808,5.291150359723086,4.337546914736488,1.06373201130154,3.273814903434948,8.847004092935327,2.6430724803261665,6.203931612609161,1
20260808_162715,5.0,ihawk2,7.431658678646156,2.419567387858808,5.012091290787348,6.126192816007587,1.06373201130154,5.062460804706047,9.631188355275775,2.6430724803261665,6.988115874949608,1
20260808_162715,5.0,EqualXYZ,5.736436157285491,2.419567387858808,3.3168687694266827,3.533796315585199,1.06373201130154,2.470064304283659,6.737537843059276,2.6430724803261665,4.09446536273311,1
20260808_162715,5.0,LOOWeightedXYZ,6.394516240764052,2.419567387858808,3.9749488529052437,4.921025814312437,1.06373201130154,3.857293803010897,8.068849547396741,2.6430724803261665,5.425777067070575,1
20260808_162715,10.0,ihawk1,9.45408492582196,3.333438692574458,6.120646233247502,7.314696714483817,2.834751516786511,4.4799451976973055,11.953430880275937,4.375800461524261,7.577630418751675,1
20260808_162715,10.0,ihawk2,6.490990110210061,3.333438692574458,3.1575514176356028,5.471848416329305,2.834751516786511,2.6370968995427937,8.48964532251674,4.375800461524261,4.1138448609924785,1
20260808_162715,10.0,EqualXYZ,7.2487564576836006,3.333438692574458,3.9153177651091426,6.201701922273589,2.834751516786511,3.366950405487078,9.539684319490958,4.375800461524261,5.163883857966696,1
20260808_162715,10.0,LOOWeightedXYZ,6.557632551861854,3.333438692574458,3.224193859287396,5.695419048158729,2.834751516786511,2.8606675313722176,8.685640035102047,4.375800461524261,4.3098395735777855,1
20260808_162715,15.0,ihawk1,9.583495523501401,3.1414282766868253,6.442067246814576,5.701118908312157,1.442143741496127,4.258975166816031,11.151060185277712,3.456638567843622,7.694421617434091,1
20260808_162715,15.0,ihawk2,5.693653518825825,3.1414282766868253,2.552225242139,3.314354776207824,1.442143741496127,1.8722110347116971,6.5880678483914625,3.456638567843622,3.1314292805478408,1
20260808_162715,15.0,EqualXYZ,6.915454627784885,3.1414282766868253,3.7740263510980596,4.360396875106811,1.442143741496127,2.918253133610684,8.175363821714152,3.456638567843622,4.71872525387053,1
20260808_162715,15.0,LOOWeightedXYZ,5.911340660798173,3.1414282766868253,2.7699123841113473,3.6631304457611864,1.442143741496127,2.2209867042650595,6.95431327096129,3.456638567843622,3.497674703117668,1
20260808_162715,20.0,ihawk1,10.343090497333208,2.5356399984005904,7.807450498932617,6.093080158374388,1.2583656439772264,4.834714514397161,12.004380319383426,2.830716215983363,9.173664103400062,1
20260808_162715,20.0,ihawk2,5.501509540870136,2.5356399984005904,2.9658695424695454,3.721117105532452,1.2583656439772264,2.462751461555226,6.64178588493873,2.830716215983363,3.811069668955367,1
20260808_162715,20.0,EqualXYZ,7.002618308939706,2.5356399984005904,4.466978310539115,4.660138105569362,1.2583656439772264,3.4017724615921354,8.41151296400815,2.830716215983363,5.580796748024786,1
20260808_162715,20.0,LOOWeightedXYZ,5.730181701254125,2.5356399984005904,3.1945417028535346,3.9967697961421154,1.2583656439772264,2.7384041521648887,6.986354638346204,2.830716215983363,4.155638422362841,1
20260808_162715,25.0,ihawk1,9.487663067419764,1.6044398526568073,7.883223214762956,5.541167162454242,0.8170193032962787,4.724147859157963,10.987278280044709,1.8004854297528026,9.186792850291907,1
20260808_162715,25.0,ihawk2,4.648507709235255,1.6044398526568073,3.0440678565784474,2.89858391722521,0.8170193032962787,2.081564613928931,5.478176032952596,1.8004854297528026,3.6776906031997934,1
20260808_162715,25.0,EqualXYZ,6.189779009189046,1.6044398526568073,4.585339156532238,3.9510574034121007,0.8170193032962787,3.1340381001158217,7.343311159664616,1.8004854297528026,5.542825729911813,1
20260808_162715,25.0,LOOWeightedXYZ,4.8865550091362,1.6044398526568073,3.2821151564793922,3.19918132643847,0.8170193032962787,2.3821620231421914,5.840649023588619,1.8004854297528026,4.040163593835817,1
20260808_162715,30.0,ihawk1,10.103408263997904,2.449805393502153,7.653602870495751,5.569829748020535,1.1501586285204375,4.419671119500097,11.536978025937106,2.7063649674041104,8.830613058532997,1
20260808_162715,30.0,ihawk2,5.38969014025932,2.449805393502153,2.9398847467571665,3.210200285578033,1.1501586285204375,2.060041657057596,6.273288267052123,2.7063649674041104,3.5669232996480122,1
20260808_162715,30.0,EqualXYZ,6.9834257995367155,2.449805393502153,4.533620406034562,4.149701867650258,1.1501586285204375,2.99954323912982,8.123315917038747,2.7063649674041104,5.416950949634637,1
20260808_162715,30.0,LOOWeightedXYZ,5.7132442432998545,2.449805393502153,3.2634388497977014,3.4847107491529674,1.1501586285204375,2.33455212063253,6.692112430978813,2.7063649674041104,3.985747463574703,1
20260808_162715,35.0,ihawk1,9.943840436837117,3.128492665670346,6.815347771166771,5.967079189664063,1.59661743169801,4.370461757966053,11.596809763421962,3.5123572686096582,8.084452494812304,1
20260808_162715,35.0,ihawk2,5.885385003905355,3.128492665670346,2.7568923382350086,3.6972554260964996,1.59661743169801,2.1006379943984896,6.950356417479181,3.5123572686096582,3.437999148869523,1
20260808_162715,35.0,EqualXYZ,7.029709785717897,3.128492665670346,3.9012171200475514,4.6600177242978775,1.59661743169801,3.0634002925998676,8.434013567820978,3.5123572686096582,4.921656299211319,1
20260808_162715,35.0,LOOWeightedXYZ,6.017143276735285,3.128492665670346,2.8886506110649393,4.0081077573437,1.59661743169801,2.4114903256456897,7.229864522052912,3.5123572686096582,3.717507253443254,1
20260808_162715,40.0,ihawk1,7.043966200040133,2.5358653235243342,4.508100876515799,4.642025303954749,0.8172150848747712,3.8248102190799775,8.435985938221092,2.6642922951508257,5.771693643070266,1
20260808_162715,40.0,ihawk2,7.399159568747047,2.5358653235243342,4.863294245222713,6.861536815824649,0.8172150848747712,6.044321730949878,10.090998454003353,2.6642922951508257,7.426706158852527,1
20260808_162715,40.0,EqualXYZ,5.059004043421932,2.5358653235243342,2.5231387198975974,3.86798459936265,0.8172150848747712,3.050769514487879,6.368267171865993,2.6642922951508257,3.7039748767151672,1
20260808_162715,40.0,LOOWeightedXYZ,6.105616638326251,2.5358653235243342,3.5697513148019167,5.494099444837049,0.8172150848747712,4.676884359962278,8.213627897827191,2.6642922951508257,5.549335602676365,1
20260808_162715,45.0,ihawk1,7.309155147403348,2.09171650089324,5.217438646510107,4.671293704702903,0.8484115641902604,3.8228821405126423,8.674372244975991,2.257228411650187,6.417143833325804,1
20260808_162715,45.0,ihawk2,4.182631496300936,2.09171650089324,2.090914995407696,2.5071687418586026,0.8484115641902604,1.6587571776683423,4.876505032705437,2.257228411650187,2.6192766210552505,1
20260808_162715,45.0,EqualXYZ,4.900256162051617,2.09171650089324,2.808539661158377,3.4575252697944086,0.8484115641902604,2.6091137056041482,5.99724865625828,2.257228411650187,3.740020244608093,1
20260808_162715,45.0,LOOWeightedXYZ,4.157888572817374,2.09171650089324,2.0661720719241337,2.822028926805265,0.8484115641902604,1.9736173626150046,5.025125336515595,2.257228411650187,2.767896924865408,1
20260808_162715,50.0,ihawk1,9.347274601589412,1.87681270446818,7.470461897121232,6.467164947069694,1.9441074017244042,4.52305754534529,11.366431494982296,2.702217518463822,8.664213976518473,1
20260808_162715,50.0,ihawk2,3.9638019196073335,1.87681270446818,2.0869892151391536,3.6051418486610167,1.9441074017244042,1.6610344469366125,5.358056868571829,2.702217518463822,2.655839350108007,1
20260808_162715,50.0,EqualXYZ,5.7253805543671925,1.87681270446818,3.8485678498990126,4.902347179078949,1.9441074017244042,2.9582397773545446,7.537439243970681,2.702217518463822,4.835221725506859,1
20260808_162715,50.0,LOOWeightedXYZ,4.221654476994859,1.87681270446818,2.344841772526679,4.053562690579462,1.9441074017244042,2.109455288855058,5.852669220927195,2.702217518463822,3.150451702463373,1
