stage,pair,directed_projection_residual,target_norm,competitor_norm,cosine
J_aug_native_unit,C_wz_to_R_q1,2.4552375701618043,3.47220637562012,4.9104751437091005,-0.7071019150017352
J_aug_native_unit,T_wz_to_R_q6,0.03463985052546145,4.242640687118661,4.242782106005669,-0.9999666683543776
Sigma^-1/2_J_native_unit,C_wz_to_R_q1,988.1057986174322,1714.0409185465223,2097.678873792711,-0.8171131153906166
Sigma^-1/2_J_native_unit,T_wz_to_R_q6,23.649038751017493,292.50042620947363,293.4611667285383,-0.9967261749438691
Sigma^-1/2_J_S_theta,C_wz_to_R_q1,8.356037154486954,14.49499600116303,17.73927713085737,-0.8171131153906169
Sigma^-1/2_J_S_theta,T_wz_to_R_q6,1.1824519375508746,14.625021310473679,14.673058336507236,-0.9967261749438691
P_N_perp_Sigma^-1/2_J_S_theta,C_wz_to_R_q1,0.2823231243826977,14.49499600116303,14.497746227252001,-0.9998102997502851
P_N_perp_Sigma^-1/2_J_S_theta,T_wz_to_R_q6,1.1526953438981697,12.011508494913107,12.182628671743178,-0.9953846211924863
